EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
1816,DRD5,MedConf,Yes,"cAMP signaling pathway, Neuroactive ligand-receptor interaction","P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR","Neuroactive ligand-receptor interaction (9), Relaxin signaling pathway (5), cAMP signaling pathway (4), Serotonergic synapse (3), Renin secretion (2), Ras signaling pathway (2), Chemokine signaling pathway (2), PI3K-Akt signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Osteoclast differentiation (1)"
1840,DTX1,HighConf,Yes,Notch signaling pathway,"RPS27A, UBB, NCSTN, APH1A, UBC, NOTCH4","Notch signaling pathway (3), Thyroid hormone signaling pathway (1)"
11221,DUSP10,MedConf,Yes,MAPK signaling pathway,MAPK13,"GnRH signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
1847,DUSP5,HighConf,Yes,MAPK signaling pathway,MAPK13,"GnRH signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
1848,DUSP6,HighConf,Yes,MAPK signaling pathway,MAPK13,"GnRH signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
1849,DUSP7,MedConf,Yes,MAPK signaling pathway,MAPK13,"GnRH signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
1778,DYNC1H1,MedConf,Yes,"Vasopressin-regulated water reabsorption, Phagosome","TUBA4A, KIF4A, CDC5L, PLK1, DCTN4, PRKAR2B, DYNC1I2, TMED10, ARF5, DYNLL1, MAX, YWHAG, TUBA1A, PLOD3, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, DYNC1I1, DYNC2LI1, HLA-DQA2, SAP30BP, RANBP9, YARS, HEXIM1, CEP41, RPGRIP1L, CEP152, CEP250, ANK2, BET1L, DNAI2, CCDC114, DNAH2, B9D1, CEP89, CEP83, TMEM216, ZC3H4","Phagosome (6), Vasopressin-regulated water reabsorption (5), Hematopoietic cell lineage (1), Lysine degradation (1), PI3K-Akt signaling pathway (1), MAPK signaling pathway (1), Spliceosome (1)"
1780,DYNC1I1,MedConf,Yes,"Vasopressin-regulated water reabsorption, Phagosome","DYNC2LI1, HLA-DQA2, ANK2, BET1L, DNAI2, CCDC114, DNAH2, DYNC1H1, TUBA4A, KIF4A, DCTN4, DYNC1I2, TMED10, ARF5, DYNLL1, TUBA1A, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A","Phagosome (6), Vasopressin-regulated water reabsorption (5), Hematopoietic cell lineage (1)"
1781,DYNC1I2,MedConf,Yes,"Vasopressin-regulated water reabsorption, Phagosome","TMED10, ARF5, DYNLL1, YWHAG, TUBA1A, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, DYNC1I1, DYNC2LI1, HLA-DQA2, CEP41, RPGRIP1L, CEP152, CEP250, ANK2, BET1L, B9D1, CEP89, CEP83, TMEM216, PSMA2, PSMA5, CCAR1, DYNC1H1, TUBA4A, KIF4A, PLK1, DCTN4, PRKAR2B","Phagosome (6), Vasopressin-regulated water reabsorption (5), Proteasome (2), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
51626,DYNC2LI1,MedConf,Yes,Vasopressin-regulated water reabsorption,"HLA-DQA2, ANK2, BET1L, TCTEX1D1, WDR34, DNAI2, CCDC114, DNAH2, DYNC1H1, KIF4A, DCTN4, DYNC1I2, TMED10, ARF5, DYNLL1, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, IFT122, DYNC1I1","Phagosome (5), Vasopressin-regulated water reabsorption (5), Hematopoietic cell lineage (1)"
8655,DYNLL1,MedConf,Yes,Vasopressin-regulated water reabsorption,"YWHAG, TUBA1A, COPB1, ARCN1, GOSR2, TMED3, RILP, DYNLT3, COG6, KIF18A, IFT122, DYNC1I1, DYNC2LI1, HLA-DQA2, ATG13, AMOTL2, PPFIBP1, CEP41, RPGRIP1L, CEP152, CEP250, ANK2, BET1L, TCTEX1D1, WDR34, DNAI2, CCDC114, DNAH2, B9D1, CEP89, CEP83, TMEM216, DYNC1H1, TUBA4A, KIF4A, PLK1, DCTN4, PRKAR2B, DYNC1I2, CFL1, TMED10, ARF5, TRAF3IP3","Phagosome (7), Vasopressin-regulated water reabsorption (5), Regulation of actin cytoskeleton (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
6990,DYNLT3,MedConf,Yes,,"DYNC1I1, DYNC2LI1, DYNC1H1, DCTN4, DYNC1I2, DYNLL1","Vasopressin-regulated water reabsorption (6), Phagosome (3)"
8291,DYSF,MedConf,Yes,,CAV3,Focal adhesion (1)
1871,E2F3,MedConf,Yes,,"SPI1, CCND2, CCND3, MAX, CCNE1","PI3K-Akt signaling pathway (3), Jak-STAT signaling pathway (2), Focal adhesion (2), MAPK signaling pathway (1), Osteoclast differentiation (1)"
85403,EAF1,HighConf,Yes,,THOC7,RNA transport (1)
55837,EAPP,MedConf,Yes,,CDC5L,Spliceosome (1)
10148,EBI3,MedConf,Yes,,"STAT1, IL12A, IL12RB2, IL27RA","Jak-STAT signaling pathway (4), Cytokine-cytokine receptor interaction (2), Toll-like receptor signaling pathway (2), RIG-I-like receptor signaling pathway (1), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
1893,ECM1,MedConf,Yes,,"PF4, TGFB2","Cytokine-cytokine receptor interaction (2), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1), Chemokine signaling pathway (1)"
1896,EDA,MedConf,Yes,Cytokine-cytokine receptor interaction,EDAR,Cytokine-cytokine receptor interaction (1)
10913,EDAR,MedConf,Yes,Cytokine-cytokine receptor interaction,EDA,Cytokine-cytokine receptor interaction (1)
1906,EDN1,MedConf,Yes,"TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway","CXCR4, BDKRB1, NMUR2, NMS, P2RY11, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, COL1A2, XCL2, PIK3R3, CREB1, COPS5, GNA11, PRKAR2B, ADRBK1, GNG3, EGFR, JUN, GNG10, ARNT, GNAI3, AGT, ADRB2, CFTR, DNM1, GNAO1, KALRN, TACR1","Relaxin signaling pathway (10), Neuroactive ligand-receptor interaction (9), cAMP signaling pathway (6), Chemokine signaling pathway (6), PI3K-Akt signaling pathway (6), Serotonergic synapse (4), Rap1 signaling pathway (4), Renin secretion (4), Ras signaling pathway (4), GnRH signaling pathway (4), Focal adhesion (4), Long-term depression (3), Adrenergic signaling in cardiomyocytes (3), AGE-RAGE signaling pathway in diabetic complications (3), Osteoclast differentiation (3), TNF signaling pathway (3), Cytokine-cytokine receptor interaction (3), Regulation of actin cytoskeleton (3), Sphingolipid signaling pathway (2), T cell receptor signaling pathway (2), MAPK signaling pathway (2), Toll-like receptor signaling pathway (2), Insulin secretion (2), Synaptic vesicle cycle (1), NOD-like receptor signaling pathway (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Jak-STAT signaling pathway (1), Fc epsilon RI signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Protein digestion and absorption (1)"
9521,EEF1E1,MedConf,Yes,,ATP6V1B2,"Synaptic vesicle cycle (1), Phagosome (1)"
29904,EEF2K,MedConf,Yes,,MAPK13,"GnRH signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
1943,EFNA2,MedConf,Yes,"PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway","FLT4, EPHA6, EPHA10, NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R","Ras signaling pathway (7), Rap1 signaling pathway (7), PI3K-Akt signaling pathway (7), Cytokine-cytokine receptor interaction (6), Focal adhesion (4), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1)"
9343,EFTUD2,MedConf,Yes,Spliceosome,"HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, IK, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH, GPKOW, PCF11, RANBP2, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, HNRNPM, RANGAP1, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, SFPQ, CDC5L, PLRG1, LSM6","Spliceosome (22), RNA transport (3), Notch signaling pathway (1)"
1956,EGFR,MedConf,Yes,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Cytokine-cytokine receptor interaction, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Relaxin signaling pathway, Ras signaling pathway, GnRH signaling pathway","PDGFRB, UBC, SH3GLB1, SCARB2, PIK3C2A, ITSN2, PPP2R5A, GNAI3, PDGFRA, CLTA, CXCL8, ADRB2, LDLR, SNX18, AAK1, CTNND1, CFTR, DNM1, EFNA2, WNT5A, FGF9, TF, AGFG1, APOB, EPN1, TACR1, CHRM2, FGF10, KRAS, EDN1, FGF12, FGF8, ITGA1, CAV3, GAB2, PTK6, TSG101, EPS8, SH3GLB2, SNX9, SHC2, NRG4, TFF3, LRIG1, ZFYVE28, PPP2R5E, ACTR2, PPP2CB, PIK3R3, RPS27A, PXN, UBB, ITGB1, CLTC, CDC42, STAT1, ABI1, SYT1, PTK2B, RAB5A","PI3K-Akt signaling pathway (15), Ras signaling pathway (13), Rap1 signaling pathway (13), Regulation of actin cytoskeleton (13), Chemokine signaling pathway (9), Focal adhesion (9), MAPK signaling pathway (8), Sphingolipid signaling pathway (7), AGE-RAGE signaling pathway in diabetic complications (6), Relaxin signaling pathway (5), cAMP signaling pathway (5), Adrenergic signaling in cardiomyocytes (5), Synaptic vesicle cycle (4), GnRH signaling pathway (3), Thyroid hormone signaling pathway (3), Osteoclast differentiation (3), Toll-like receptor signaling pathway (3), T cell receptor signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), Neuroactive ligand-receptor interaction (3), Cytokine-cytokine receptor interaction (3), Phagosome (2), Jak-STAT signaling pathway (2), NOD-like receptor signaling pathway (2), Aldosterone-regulated sodium reabsorption (2), TNF signaling pathway (2), Serotonergic synapse (2), Renin secretion (2), Vasopressin-regulated water reabsorption (1), Hematopoietic cell lineage (1), RIG-I-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
1958,EGR1,HighConf,Yes,AGE-RAGE signaling pathway in diabetic complications,"IRF6, GBP2, IRF9, OASL, ISG15, JUN","NOD-like receptor signaling pathway (3), Osteoclast differentiation (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Jak-STAT signaling pathway (1)"
1959,EGR2,HighConf,Yes,,JUN,"GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
79813,EHMT1,HighConf,Yes,Lysine degradation,"CXCL8, HIST1H2BJ, HIST1H2BK, RPS27A, UBB, RELA, PLOD3, UBC, EHMT2","Lysine degradation (2), RIG-I-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Chemokine signaling pathway (2), NOD-like receptor signaling pathway (2), Toll-like receptor signaling pathway (2), NF-kappa B signaling pathway (2), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
10919,EHMT2,HighConf,Yes,Lysine degradation,"EHMT1, CXCL8, HIST1H2BJ, HIST1H2BK, MTA2, CHD4, HDAC2, RPS27A, UBB, RELA, PLOD3, MBD3, UBC","Lysine degradation (2), RIG-I-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Chemokine signaling pathway (2), NOD-like receptor signaling pathway (2), Toll-like receptor signaling pathway (2), NF-kappa B signaling pathway (2), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
10209,EIF1,HighConf,Yes,RNA transport,"EIF4G2, EIF4A1, EIF3I, EIF2S3, EIF4G1, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2",RNA transport (10)
5610,EIF2AK2,MedConf,Yes,,"EIF2S3, MAP3K7, ISG15, EIF2S1, EIF2S2, NFKBIB, STAT1, TOLLIP, TIRAP, CD14, OTUD5, TLR4, MYD88, LY96","Toll-like receptor signaling pathway (8), NF-kappa B signaling pathway (6), NOD-like receptor signaling pathway (5), RIG-I-like receptor signaling pathway (4), RNA transport (3), Phagosome (2), MAPK signaling pathway (2), Chemokine signaling pathway (2), Osteoclast differentiation (2), T cell receptor signaling pathway (2), PI3K-Akt signaling pathway (1), Hematopoietic cell lineage (1), Regulation of actin cytoskeleton (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1)"
8891,EIF2B3,MedConf,Yes,RNA transport,"EIF2S3, EIF2S1, EIF2S2",RNA transport (3)
1965,EIF2S1,HighConf,Yes,RNA transport,"EIF2S2, EIF4H, MAX, EIF1, EIF4G2, RPL37, DNTTIP1, EIF2B3, RPL36AL, EIF4A1, YBX1, RPL23A, RPS2, EIF3I, EIF2AK2, RPS8, RPL19, EIF2S3, RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B","RNA transport (12), PI3K-Akt signaling pathway (1), MAPK signaling pathway (1)"
8894,EIF2S2,HighConf,Yes,RNA transport,"EIF4H, EIF1, EIF4G2, RPL37, EIF2B3, RPL36AL, RD3, EIF4A1, RPL23A, RPS2, EIF3I, EIF2AK2, RPS8, RPL19, EIF2S3, RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, CDC5L, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, C9orf72, EIF2S1","RNA transport (12), PI3K-Akt signaling pathway (1), Spliceosome (1)"
1968,EIF2S3,MedConf,Yes,RNA transport,"RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, EIF1, EIF4G2, RPL37, EIF2B3, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, EIF2AK2, RPS8, RPL19","RNA transport (12), PI3K-Akt signaling pathway (1)"
8661,EIF3A,HighConf,Yes,RNA transport,"EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, EIF1, EIF4G2, RPL37, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, PTBP1, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B","RNA transport (11), PI3K-Akt signaling pathway (1)"
8662,EIF3B,MedConf,Yes,RNA transport,"EIF2S1, EIF2S2, EIF4H, ATL3, EIF1, RPL37, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, MSH2, EIF3J","RNA transport (10), PI3K-Akt signaling pathway (1)"
8668,EIF3I,MedConf,Yes,RNA transport,"RPS8, RPL19, EIF2S3, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, SRRM1, EIF2S1, EIF2S2, EIF4H, TRA2B, EIF1, PAAF1, RPL37, RPL36AL, EIF4A1, PSMC4, PSMD7, YBX1, RPL23A, WIPI2, RPS2, SLC3A2","RNA transport (11), Proteasome (2), Protein digestion and absorption (1), Spliceosome (1), PI3K-Akt signaling pathway (1)"
8669,EIF3J,MedConf,Yes,RNA transport,"EIF3B, EIF2S1, EIF2S2, CSNK2A2, EIF4H, EIF1, RPL37, RPL36AL, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, RPL26L1, COPS5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A","RNA transport (10), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1)"
1973,EIF4A1,MedConf,Yes,RNA transport,"PSMC4, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, PTBP1, NFYB, RPL26L1, HSPA5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, MAX, EIF1, EIF4G2, EIF4E3, LAGE3, CNOT11, RPL37, RPL36AL, PARN","RNA transport (11), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Thyroid hormone synthesis (1), Proteasome (1)"
1975,EIF4B,MedConf,Yes,"RNA transport, PI3K-Akt signaling pathway","EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, SFN, EIF4H, CFL1, KBTBD7, EIF4G2, CNOT11, DOHH, RPL37, RPL36AL, PARN, DDX39A, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, ADPRHL1","RNA transport (10), Regulation of actin cytoskeleton (1), Aldosterone-regulated sodium reabsorption (1)"
317649,EIF4E3,MedConf,Yes,,"TBC1D4, EIF4A1, EIF4G1, EIF4G2","RNA transport (3), Thyroid hormone signaling pathway (1)"
1981,EIF4G1,HighConf,Yes,RNA transport,"EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, POLE, EIF4H, PABPC4, DCTN4, MAX, EIF1, UBC, EIF4G2, EIF4E3, CNOT11, RPL37, RPL36AL, PARN, EIF4A1, PSMC4, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, PTBP1, RPL26L1, RPS27A, UBB, PUS7, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, KIAA0020","RNA transport (12), Proteasome (1), MAPK signaling pathway (1), Vasopressin-regulated water reabsorption (1), Base excision repair (1), PI3K-Akt signaling pathway (1)"
1982,EIF4G2,HighConf,Yes,RNA transport,"EIF4E3, POLDIP3, EIF4A1, EIF2S3, PTBP1, EIF4G1, EIF4B, EIF3A, EIF2S1, EIF2S2, EIF4H, EIF1","RNA transport (8), PI3K-Akt signaling pathway (1)"
7458,EIF4H,MedConf,Yes,,"TRA2B, EIF4G2, EIF4A1, EIF3I, EIF2S3, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, SRSF3","RNA transport (11), Spliceosome (2), PI3K-Akt signaling pathway (1)"
55520,ELAC1,MedConf,Yes,RNA transport,,
2005,ELK4,HighConf,Yes,MAPK signaling pathway,"MAPK13, TBPL2","GnRH signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
8178,ELL,MedConf,Yes,,"THOC7, XAB2","Spliceosome (1), RNA transport (1)"
91748,ELMSAN1,HighConf,Yes,,"HDAC2, SIN3A","Thyroid hormone signaling pathway (2), Notch signaling pathway (1)"
133121,ENPP6,MedConf,Yes,Ether lipid metabolism,"LPCAT4, PLA2G4A, PLA2G4D, PLA2G6, JMJD7-PLA2G4B","Ether lipid metabolism (5), Ras signaling pathway (4), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), Serotonergic synapse (3), MAPK signaling pathway (3)"
2029,ENSA,HighConf,Yes,,PPP2CB,"Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), PI3K-Akt signaling pathway (1)"
9583,ENTPD4,HighConf,Yes,,"PDE1B, PDE3B","Renin secretion (2), cAMP signaling pathway (1)"
2034,EPAS1,HighConf,Yes,,"SMAD4, EPO, JUN, SLC2A1","AGE-RAGE signaling pathway in diabetic complications (2), Insulin secretion (1), Thyroid hormone signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Jak-STAT signaling pathway (1), Hematopoietic cell lineage (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
284656,EPHA10,MedConf,Yes,,EFNA2,"Ras signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1)"
285220,EPHA6,MedConf,Yes,,EFNA2,"Ras signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1)"
29924,EPN1,MedConf,Yes,,"TACR1, CHRM2, CLTC, SYT1, RAB5A, EGFR, FGFR3, PDGFRA, CSF1R, CLTA, ADRB2, CFTR, DNM1","Ras signaling pathway (5), PI3K-Akt signaling pathway (5), Synaptic vesicle cycle (4), Rap1 signaling pathway (4), Regulation of actin cytoskeleton (4), cAMP signaling pathway (3), Neuroactive ligand-receptor interaction (3), Cytokine-cytokine receptor interaction (3), MAPK signaling pathway (3), Focal adhesion (2), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Phagosome (1), Vasopressin-regulated water reabsorption (1)"
2056,EPO,MedConf,Yes,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway","JUN, RAP1A, ARNT, IL21R, GH2, PRL, THPO, IL3RA, IL12RB2, IL27RA, CNTFR, CREB1, COPS5, STAT1, EPAS1","Jak-STAT signaling pathway (9), Cytokine-cytokine receptor interaction (7), PI3K-Akt signaling pathway (4), Osteoclast differentiation (3), cAMP signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (2), Chemokine signaling pathway (2), NOD-like receptor signaling pathway (2), Toll-like receptor signaling pathway (2), Relaxin signaling pathway (2), TNF signaling pathway (2), Hematopoietic cell lineage (2), Neuroactive ligand-receptor interaction (2), Focal adhesion (2), MAPK signaling pathway (2), Thyroid hormone signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Insulin secretion (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Ras signaling pathway (1), Rap1 signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1)"
2059,EPS8,MedConf,Yes,,"CDC42, RAB5A, EGFR","Ras signaling pathway (3), GnRH signaling pathway (2), Focal adhesion (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Regulation of actin cytoskeleton (2), Relaxin signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Phagosome (1), Vasopressin-regulated water reabsorption (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1)"
23085,ERC1,HighConf,Yes,NF-kappa B signaling pathway,"PHKB, ATG13, CDK14, PYDC1, ADPRHL2, CCNL2, CCND2, CCND3, IKBKB, MAP3K3, MAP3K7, RELA, CDK12, KBTBD7","NOD-like receptor signaling pathway (4), MAPK signaling pathway (4), PI3K-Akt signaling pathway (4), T cell receptor signaling pathway (3), RIG-I-like receptor signaling pathway (3), Osteoclast differentiation (3), TNF signaling pathway (3), Toll-like receptor signaling pathway (3), NF-kappa B signaling pathway (3), Ras signaling pathway (2), Chemokine signaling pathway (2), Jak-STAT signaling pathway (2), Focal adhesion (2), Sphingolipid signaling pathway (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), GnRH signaling pathway (1)"
54845,ESRP1,MedConf,Yes,,HNRNPM,Spliceosome (1)
23265,EXOC7,MedConf,Yes,,CDC42,"GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
