EntrezID,PathwayID,PathwayName,GeneSymbol
228785,4810,Regulation of actin cytoskeleton,Mylk2
231637,4810,Regulation of actin cytoskeleton,Ssh1
232906,4810,Regulation of actin cytoskeleton,Grlf1
237860,4810,Regulation of actin cytoskeleton,Ssh2
241226,4810,Regulation of actin cytoskeleton,Itga8
241656,4810,Regulation of actin cytoskeleton,Pak7
242687,4810,Regulation of actin cytoskeleton,Wasf2
243764,4810,Regulation of actin cytoskeleton,Chrm2
245857,4810,Regulation of actin cytoskeleton,Ssh3
319480,4810,Regulation of actin cytoskeleton,Itga11
320207,4810,Regulation of actin cytoskeleton,Pik3r5
320910,4810,Regulation of actin cytoskeleton,Itgb8
329165,4810,Regulation of actin cytoskeleton,Abi2
330662,4810,Regulation of actin cytoskeleton,Dock1
381924,4810,Regulation of actin cytoskeleton,Itgad
382562,4810,Regulation of actin cytoskeleton,Pfn4
404710,4810,Regulation of actin cytoskeleton,Iqgap3
433749,4810,Regulation of actin cytoskeleton,Gm12844
434782,4810,Regulation of actin cytoskeleton,Gm5637
544963,4810,Regulation of actin cytoskeleton,Iqgap2
675747,4810,Regulation of actin cytoskeleton,Gm17759
100503710,4810,Regulation of actin cytoskeleton,Gm5741
11461,4971,Gastric acid secretion,Actb
11512,4971,Gastric acid secretion,Adcy6
11513,4971,Gastric acid secretion,Adcy7
11514,4971,Gastric acid secretion,Adcy8
11515,4971,Gastric acid secretion,Adcy9
11928,4971,Gastric acid secretion,Atp1a1
11931,4971,Gastric acid secretion,Atp1b1
11932,4971,Gastric acid secretion,Atp1b2
11933,4971,Gastric acid secretion,Atp1b3
11944,4971,Gastric acid secretion,Atp4a
11945,4971,Gastric acid secretion,Atp4b
12313,4971,Gastric acid secretion,Calm1
12314,4971,Gastric acid secretion,Calm2
12315,4971,Gastric acid secretion,Calm3
12322,4971,Gastric acid secretion,Camk2a
12323,4971,Gastric acid secretion,Camk2b
12325,4971,Gastric acid secretion,Camk2g
12349,4971,Gastric acid secretion,Car2
12426,4971,Gastric acid secretion,Cckbr
12638,4971,Gastric acid secretion,Cftr
12671,4971,Gastric acid secretion,Chrm3
14459,4971,Gastric acid secretion,Gast
14677,4971,Gastric acid secretion,Gnai1
14678,4971,Gastric acid secretion,Gnai2
14679,4971,Gastric acid secretion,Gnai3
14682,4971,Gastric acid secretion,Gnaq
14683,4971,Gastric acid secretion,Gnas
15466,4971,Gastric acid secretion,Hrh2
16438,4971,Gastric acid secretion,Itpr1
16439,4971,Gastric acid secretion,Itpr2
16440,4971,Gastric acid secretion,Itpr3
16513,4971,Gastric acid secretion,Kcnj10
16516,4971,Gastric acid secretion,Kcnj15
16517,4971,Gastric acid secretion,Kcnj16
16518,4971,Gastric acid secretion,Kcnj2
16526,4971,Gastric acid secretion,Kcnk2
16535,4971,Gastric acid secretion,Kcnq1
18747,4971,Gastric acid secretion,Prkaca
18749,4971,Gastric acid secretion,Prkacb
18750,4971,Gastric acid secretion,Prkca
18751,4971,Gastric acid secretion,Prkcb
18752,4971,Gastric acid secretion,Prkcg
18795,4971,Gastric acid secretion,Plcb1
18796,4971,Gastric acid secretion,Plcb2
18797,4971,Gastric acid secretion,Plcb3
18798,4971,Gastric acid secretion,Plcb4
19108,4971,Gastric acid secretion,Prkx
20535,4971,Gastric acid secretion,Slc4a2
20544,4971,Gastric acid secretion,Slc9a1
20604,4971,Gastric acid secretion,Sst
20606,4971,Gastric acid secretion,Sstr2
22350,4971,Gastric acid secretion,Ezr
27222,4971,Gastric acid secretion,Atp1a4
56379,4971,Gastric acid secretion,Kcnj1
67821,4971,Gastric acid secretion,Atp1b4
70405,4971,Gastric acid secretion,Calml3
72258,4971,Gastric acid secretion,Kcnk10
80796,4971,Gastric acid secretion,Calm4
98660,4971,Gastric acid secretion,Atp1a2
104110,4971,Gastric acid secretion,Adcy4
104111,4971,Gastric acid secretion,Adcy3
107589,4971,Gastric acid secretion,Mylk
108058,4971,Gastric acid secretion,Camk2d
110895,4971,Gastric acid secretion,Slc9a4
208890,4971,Gastric acid secretion,Slc26a7
210044,4971,Gastric acid secretion,Adcy2
213435,4971,Gastric acid secretion,Mylk3
224129,4971,Gastric acid secretion,Adcy5
228785,4971,Gastric acid secretion,Mylk2
232975,4971,Gastric acid secretion,Atp1a3
246133,4971,Gastric acid secretion,Kcne2
432530,4971,Gastric acid secretion,Adcy1
494124,4971,Gastric acid secretion,Calm5
11461,5100,Bacterial invasion of epithelial cells,Actb
11465,5100,Bacterial invasion of epithelial cells,Actg1
11848,5100,Bacterial invasion of epithelial cells,Rhoa
11867,5100,Bacterial invasion of epithelial cells,Arpc1b
12385,5100,Bacterial invasion of epithelial cells,Ctnna1
12386,5100,Bacterial invasion of epithelial cells,Ctnna2
12387,5100,Bacterial invasion of epithelial cells,Ctnnb1
12389,5100,Bacterial invasion of epithelial cells,Cav1
12390,5100,Bacterial invasion of epithelial cells,Cav2
12391,5100,Bacterial invasion of epithelial cells,Cav3
12402,5100,Bacterial invasion of epithelial cells,Cbl
12488,5100,Bacterial invasion of epithelial cells,Cd2ap
12540,5100,Bacterial invasion of epithelial cells,Cdc42
12550,5100,Bacterial invasion of epithelial cells,Cdh1
12757,5100,Bacterial invasion of epithelial cells,Clta
12927,5100,Bacterial invasion of epithelial cells,Bcar1
12928,5100,Bacterial invasion of epithelial cells,Crk
12929,5100,Bacterial invasion of epithelial cells,Crkl
13043,5100,Bacterial invasion of epithelial cells,Cttn
13429,5100,Bacterial invasion of epithelial cells,Dnm1
13430,5100,Bacterial invasion of epithelial cells,Dnm2
14083,5100,Bacterial invasion of epithelial cells,Ptk2
14268,5100,Bacterial invasion of epithelial cells,Fn1
14388,5100,Bacterial invasion of epithelial cells,Gab1
15163,5100,Bacterial invasion of epithelial cells,Hcls1
16202,5100,Bacterial invasion of epithelial cells,Ilk
16402,5100,Bacterial invasion of epithelial cells,Itga5
16412,5100,Bacterial invasion of epithelial cells,Itgb1
17295,5100,Bacterial invasion of epithelial cells,Met
18706,5100,Bacterial invasion of epithelial cells,Pik3ca
18707,5100,Bacterial invasion of epithelial cells,Pik3cd
18708,5100,Bacterial invasion of epithelial cells,Pik3r1
18709,5100,Bacterial invasion of epithelial cells,Pik3r2
18710,5100,Bacterial invasion of epithelial cells,Pik3r3
19303,5100,Bacterial invasion of epithelial cells,Pxn
19353,5100,Bacterial invasion of epithelial cells,Rac1
20416,5100,Bacterial invasion of epithelial cells,Shc1
20418,5100,Bacterial invasion of epithelial cells,Shc3
20779,5100,Bacterial invasion of epithelial cells,Src
22330,5100,Bacterial invasion of epithelial cells,Vcl
22376,5100,Bacterial invasion of epithelial cells,Was
30955,5100,Bacterial invasion of epithelial cells,Pik3cg
54204,5100,Bacterial invasion of epithelial cells,1-Sep
56212,5100,Bacterial invasion of epithelial cells,Rhog
56378,5100,Bacterial invasion of epithelial cells,Arpc3
56443,5100,Bacterial invasion of epithelial cells,Arpc1a
67300,5100,Bacterial invasion of epithelial cells,Cltc
67771,5100,Bacterial invasion of epithelial cells,Arpc5
68089,5100,Bacterial invasion of epithelial cells,Arpc4
71890,5100,Bacterial invasion of epithelial cells,Mad2l2
73178,5100,Bacterial invasion of epithelial cells,Wasl
74006,5100,Bacterial invasion of epithelial cells,Dnm1l
74192,5100,Bacterial invasion of epithelial cells,Arpc5l
74325,5100,Bacterial invasion of epithelial cells,Cltb
74769,5100,Bacterial invasion of epithelial cells,Pik3cb
76709,5100,Bacterial invasion of epithelial cells,Arpc2
78514,5100,Bacterial invasion of epithelial cells,Arhgap10
80794,5100,Bacterial invasion of epithelial cells,Cblc
83767,5100,Bacterial invasion of epithelial cells,Wasf1
103967,5100,Bacterial invasion of epithelial cells,Dnm3
140580,5100,Bacterial invasion of epithelial cells,Elmo1
208650,5100,Bacterial invasion of epithelial cells,Cblb
216033,5100,Bacterial invasion of epithelial cells,Ctnna3
216148,5100,Bacterial invasion of epithelial cells,Shc2
242687,5100,Bacterial invasion of epithelial cells,Wasf2
271849,5100,Bacterial invasion of epithelial cells,Shc4
320207,5100,Bacterial invasion of epithelial cells,Pik3r5
330662,5100,Bacterial invasion of epithelial cells,Dock1
433749,5100,Bacterial invasion of epithelial cells,Gm12844
434782,5100,Bacterial invasion of epithelial cells,Gm5637
622434,5100,Bacterial invasion of epithelial cells,Arhgef26
11461,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Actb
11465,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Actg1
11472,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Actn2
11474,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Actn3
11938,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Atp2a2
12288,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna1c
12289,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna1d
12292,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna1s
12293,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna2d1
12294,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna2d3
12295,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacnb1
12296,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacnb2
12297,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacnb3
12298,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacnb4
12299,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng1
12300,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng2
12385,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Ctnna1
12386,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Ctnna2
12387,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Ctnnb1
12558,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cdh2
13138,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Dag1
13346,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Des
13405,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Dmd
13506,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Dsc2
13511,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Dsg2
13726,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Emd
14609,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Gja1
16398,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga2
16399,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga2b
16400,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga3
16401,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga4
16402,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga5
16403,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga6
16404,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga7
16410,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgav
16412,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb1
16416,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb3
16419,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb5
16420,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb6
16421,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb7
16480,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Jup
16773,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Lama2
16842,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Lef1
16905,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Lmna
20191,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Ryr2
20391,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Sgca
20541,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Slc8a1
21414,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Tcf7
21415,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Tcf7l1
21416,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Tcf7l2
24051,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Sgcb
24052,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Sgcd
24053,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Sgcg
54376,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng3
54377,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng4
54378,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng6
54652,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna1f
56808,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna2d2
60595,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Actn4
67451,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Pkp2
81904,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng7
81905,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng8
104099,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga9
109620,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Dsp
109700,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga1
109711,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Actn1
140723,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacng5
192897,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb4
213119,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga10
216033,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Ctnna3
241226,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga8
319480,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itga11
319734,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cacna2d4
320910,5412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Itgb8
11461,5414,Dilated cardiomyopathy,Actb
11464,5414,Dilated cardiomyopathy,Actc1
11465,5414,Dilated cardiomyopathy,Actg1
11512,5414,Dilated cardiomyopathy,Adcy6
11513,5414,Dilated cardiomyopathy,Adcy7
11514,5414,Dilated cardiomyopathy,Adcy8
11515,5414,Dilated cardiomyopathy,Adcy9
11554,5414,Dilated cardiomyopathy,Adrb1
11938,5414,Dilated cardiomyopathy,Atp2a2
12288,5414,Dilated cardiomyopathy,Cacna1c
12289,5414,Dilated cardiomyopathy,Cacna1d
12292,5414,Dilated cardiomyopathy,Cacna1s
12293,5414,Dilated cardiomyopathy,Cacna2d1
12294,5414,Dilated cardiomyopathy,Cacna2d3
12295,5414,Dilated cardiomyopathy,Cacnb1
12296,5414,Dilated cardiomyopathy,Cacnb2
12297,5414,Dilated cardiomyopathy,Cacnb3
12298,5414,Dilated cardiomyopathy,Cacnb4
12299,5414,Dilated cardiomyopathy,Cacng1
12300,5414,Dilated cardiomyopathy,Cacng2
13138,5414,Dilated cardiomyopathy,Dag1
13346,5414,Dilated cardiomyopathy,Des
13405,5414,Dilated cardiomyopathy,Dmd
13726,5414,Dilated cardiomyopathy,Emd
14683,5414,Dilated cardiomyopathy,Gnas
16000,5414,Dilated cardiomyopathy,Igf1
16398,5414,Dilated cardiomyopathy,Itga2
16399,5414,Dilated cardiomyopathy,Itga2b
16400,5414,Dilated cardiomyopathy,Itga3
16401,5414,Dilated cardiomyopathy,Itga4
16402,5414,Dilated cardiomyopathy,Itga5
16403,5414,Dilated cardiomyopathy,Itga6
16404,5414,Dilated cardiomyopathy,Itga7
16410,5414,Dilated cardiomyopathy,Itgav
16412,5414,Dilated cardiomyopathy,Itgb1
16416,5414,Dilated cardiomyopathy,Itgb3
16419,5414,Dilated cardiomyopathy,Itgb5
16420,5414,Dilated cardiomyopathy,Itgb6
16421,5414,Dilated cardiomyopathy,Itgb7
16773,5414,Dilated cardiomyopathy,Lama2
16905,5414,Dilated cardiomyopathy,Lmna
17868,5414,Dilated cardiomyopathy,Mybpc3
17888,5414,Dilated cardiomyopathy,Myh6
17897,5414,Dilated cardiomyopathy,Myl3
17906,5414,Dilated cardiomyopathy,Myl2
18747,5414,Dilated cardiomyopathy,Prkaca
18749,5414,Dilated cardiomyopathy,Prkacb
18821,5414,Dilated cardiomyopathy,Pln
19108,5414,Dilated cardiomyopathy,Prkx
20191,5414,Dilated cardiomyopathy,Ryr2
20391,5414,Dilated cardiomyopathy,Sgca
20541,5414,Dilated cardiomyopathy,Slc8a1
21803,5414,Dilated cardiomyopathy,Tgfb1
21808,5414,Dilated cardiomyopathy,Tgfb2
21809,5414,Dilated cardiomyopathy,Tgfb3
21924,5414,Dilated cardiomyopathy,Tnnc1
21926,5414,Dilated cardiomyopathy,Tnf
21954,5414,Dilated cardiomyopathy,Tnni3
21956,5414,Dilated cardiomyopathy,Tnnt2
22003,5414,Dilated cardiomyopathy,Tpm1
22004,5414,Dilated cardiomyopathy,Tpm2
22138,5414,Dilated cardiomyopathy,Ttn
24051,5414,Dilated cardiomyopathy,Sgcb
24052,5414,Dilated cardiomyopathy,Sgcd
24053,5414,Dilated cardiomyopathy,Sgcg
54376,5414,Dilated cardiomyopathy,Cacng3
54377,5414,Dilated cardiomyopathy,Cacng4
54378,5414,Dilated cardiomyopathy,Cacng6
54652,5414,Dilated cardiomyopathy,Cacna1f
56808,5414,Dilated cardiomyopathy,Cacna2d2
59069,5414,Dilated cardiomyopathy,Tpm3
81904,5414,Dilated cardiomyopathy,Cacng7
81905,5414,Dilated cardiomyopathy,Cacng8
104099,5414,Dilated cardiomyopathy,Itga9
104110,5414,Dilated cardiomyopathy,Adcy4
104111,5414,Dilated cardiomyopathy,Adcy3
109700,5414,Dilated cardiomyopathy,Itga1
140723,5414,Dilated cardiomyopathy,Cacng5
140781,5414,Dilated cardiomyopathy,Myh7
192897,5414,Dilated cardiomyopathy,Itgb4
210044,5414,Dilated cardiomyopathy,Adcy2
213119,5414,Dilated cardiomyopathy,Itga10
224129,5414,Dilated cardiomyopathy,Adcy5
241226,5414,Dilated cardiomyopathy,Itga8
319480,5414,Dilated cardiomyopathy,Itga11
319734,5414,Dilated cardiomyopathy,Cacna2d4
320910,5414,Dilated cardiomyopathy,Itgb8
326618,5414,Dilated cardiomyopathy,Tpm4
432530,5414,Dilated cardiomyopathy,Adcy1
11464,4260,Cardiac muscle contraction,Actc1
11928,4260,Cardiac muscle contraction,Atp1a1
11931,4260,Cardiac muscle contraction,Atp1b1
11932,4260,Cardiac muscle contraction,Atp1b2
11933,4260,Cardiac muscle contraction,Atp1b3
11936,4260,Cardiac muscle contraction,Fxyd2
11938,4260,Cardiac muscle contraction,Atp2a2
12288,4260,Cardiac muscle contraction,Cacna1c
12289,4260,Cardiac muscle contraction,Cacna1d
12292,4260,Cardiac muscle contraction,Cacna1s
12293,4260,Cardiac muscle contraction,Cacna2d1
12294,4260,Cardiac muscle contraction,Cacna2d3
12295,4260,Cardiac muscle contraction,Cacnb1
12296,4260,Cardiac muscle contraction,Cacnb2
12297,4260,Cardiac muscle contraction,Cacnb3
12298,4260,Cardiac muscle contraction,Cacnb4
12299,4260,Cardiac muscle contraction,Cacng1
12300,4260,Cardiac muscle contraction,Cacng2
12857,4260,Cardiac muscle contraction,Cox4i1
12858,4260,Cardiac muscle contraction,Cox5a
12859,4260,Cardiac muscle contraction,Cox5b
12861,4260,Cardiac muscle contraction,Cox6a1
12862,4260,Cardiac muscle contraction,Cox6a2
12864,4260,Cardiac muscle contraction,Cox6c
12865,4260,Cardiac muscle contraction,Cox7a1
12866,4260,Cardiac muscle contraction,Cox7a2
12867,4260,Cardiac muscle contraction,Cox7c
12868,4260,Cardiac muscle contraction,Cox8a
12869,4260,Cardiac muscle contraction,Cox8b
17708,4260,Cardiac muscle contraction,COX1
17709,4260,Cardiac muscle contraction,COX2
17710,4260,Cardiac muscle contraction,COX3
17711,4260,Cardiac muscle contraction,CYTB
17888,4260,Cardiac muscle contraction,Myh6
17897,4260,Cardiac muscle contraction,Myl3
17906,4260,Cardiac muscle contraction,Myl2
20191,4260,Cardiac muscle contraction,Ryr2
20463,4260,Cardiac muscle contraction,Cox7a2l
20541,4260,Cardiac muscle contraction,Slc8a1
20544,4260,Cardiac muscle contraction,Slc9a1
21924,4260,Cardiac muscle contraction,Tnnc1
21954,4260,Cardiac muscle contraction,Tnni3
21956,4260,Cardiac muscle contraction,Tnnt2
22003,4260,Cardiac muscle contraction,Tpm1
22004,4260,Cardiac muscle contraction,Tpm2
22272,4260,Cardiac muscle contraction,Uqcrq
22273,4260,Cardiac muscle contraction,Uqcrc1
27222,4260,Cardiac muscle contraction,Atp1a4
54376,4260,Cardiac muscle contraction,Cacng3
54377,4260,Cardiac muscle contraction,Cacng4
54378,4260,Cardiac muscle contraction,Cacng6
54652,4260,Cardiac muscle contraction,Cacna1f
56808,4260,Cardiac muscle contraction,Cacna2d2
59069,4260,Cardiac muscle contraction,Tpm3
66142,4260,Cardiac muscle contraction,Cox7b
66152,4260,Cardiac muscle contraction,Uqcr10
66445,4260,Cardiac muscle contraction,Cyc1
66576,4260,Cardiac muscle contraction,Uqcrh
66594,4260,Cardiac muscle contraction,Uqcr11
66694,4260,Cardiac muscle contraction,Uqcrfs1
67003,4260,Cardiac muscle contraction,Uqcrc2
67530,4260,Cardiac muscle contraction,Uqcrb
67821,4260,Cardiac muscle contraction,Atp1b4
78174,4260,Cardiac muscle contraction,Cox7b2
81904,4260,Cardiac muscle contraction,Cacng7
81905,4260,Cardiac muscle contraction,Cacng8
84682,4260,Cardiac muscle contraction,Cox4i2
98660,4260,Cardiac muscle contraction,Atp1a2
110323,4260,Cardiac muscle contraction,Cox6b1
140723,4260,Cardiac muscle contraction,Cacng5
140781,4260,Cardiac muscle contraction,Myh7
232975,4260,Cardiac muscle contraction,Atp1a3
236794,4260,Cardiac muscle contraction,Slc9a6
319734,4260,Cardiac muscle contraction,Cacna2d4
326618,4260,Cardiac muscle contraction,Tpm4
333182,4260,Cardiac muscle contraction,Cox6b2
621837,4260,Cardiac muscle contraction,Gm6265
622178,4260,Cardiac muscle contraction,Gm6293
629383,4260,Cardiac muscle contraction,Gm6969
100046079,4260,Cardiac muscle contraction,LOC100046079
100048613,4260,Cardiac muscle contraction,LOC100048613
11468,4270,Vascular smooth muscle contraction,Actg2
11475,4270,Vascular smooth muscle contraction,Acta2
11512,4270,Vascular smooth muscle contraction,Adcy6
11513,4270,Vascular smooth muscle contraction,Adcy7
11514,4270,Vascular smooth muscle contraction,Adcy8
11515,4270,Vascular smooth muscle contraction,Adcy9
11540,4270,Vascular smooth muscle contraction,Adora2a
11541,4270,Vascular smooth muscle contraction,Adora2b
11548,4270,Vascular smooth muscle contraction,Adra1b
11549,4270,Vascular smooth muscle contraction,Adra1a
11550,4270,Vascular smooth muscle contraction,Adra1d
11607,4270,Vascular smooth muscle contraction,Agtr1a
11608,4270,Vascular smooth muscle contraction,Agtr1b
11836,4270,Vascular smooth muscle contraction,Araf
11848,4270,Vascular smooth muscle contraction,Rhoa
12288,4270,Vascular smooth muscle contraction,Cacna1c
12289,4270,Vascular smooth muscle contraction,Cacna1d
12292,4270,Vascular smooth muscle contraction,Cacna1s
12313,4270,Vascular smooth muscle contraction,Calm1
12314,4270,Vascular smooth muscle contraction,Calm2
12315,4270,Vascular smooth muscle contraction,Calm3
13117,4270,Vascular smooth muscle contraction,Cyp4a10
13118,4270,Vascular smooth muscle contraction,Cyp4a12b
13119,4270,Vascular smooth muscle contraction,Cyp4a14
13617,4270,Vascular smooth muscle contraction,Ednra
14672,4270,Vascular smooth muscle contraction,Gna11
14673,4270,Vascular smooth muscle contraction,Gna12
14674,4270,Vascular smooth muscle contraction,Gna13
14682,4270,Vascular smooth muscle contraction,Gnaq
14683,4270,Vascular smooth muscle contraction,Gnas
16438,4270,Vascular smooth muscle contraction,Itpr1
16439,4270,Vascular smooth muscle contraction,Itpr2
16440,4270,Vascular smooth muscle contraction,Itpr3
16531,4270,Vascular smooth muscle contraction,Kcnma1
16532,4270,Vascular smooth muscle contraction,Kcnu1
16533,4270,Vascular smooth muscle contraction,Kcnmb1
16801,4270,Vascular smooth muscle contraction,Arhgef1
17540,4270,Vascular smooth muscle contraction,Mrvi1
17880,4270,Vascular smooth muscle contraction,Myh11
17904,4270,Vascular smooth muscle contraction,Myl6
17931,4270,Vascular smooth muscle contraction,Ppp1r12a
18160,4270,Vascular smooth muscle contraction,Npr1
18747,4270,Vascular smooth muscle contraction,Prkaca
18749,4270,Vascular smooth muscle contraction,Prkacb
18750,4270,Vascular smooth muscle contraction,Prkca
18751,4270,Vascular smooth muscle contraction,Prkcb
18752,4270,Vascular smooth muscle contraction,Prkcg
18753,4270,Vascular smooth muscle contraction,Prkcd
18754,4270,Vascular smooth muscle contraction,Prkce
18755,4270,Vascular smooth muscle contraction,Prkch
18761,4270,Vascular smooth muscle contraction,Prkcq
18778,4270,Vascular smooth muscle contraction,Pla2g1b
18780,4270,Vascular smooth muscle contraction,Pla2g2a
18781,4270,Vascular smooth muscle contraction,Pla2g2c
18782,4270,Vascular smooth muscle contraction,Pla2g2d
18783,4270,Vascular smooth muscle contraction,Pla2g4a
18784,4270,Vascular smooth muscle contraction,Pla2g5
18795,4270,Vascular smooth muscle contraction,Plcb1
18796,4270,Vascular smooth muscle contraction,Plcb2
18797,4270,Vascular smooth muscle contraction,Plcb3
18798,4270,Vascular smooth muscle contraction,Plcb4
19045,4270,Vascular smooth muscle contraction,Ppp1ca
19046,4270,Vascular smooth muscle contraction,Ppp1cb
19047,4270,Vascular smooth muscle contraction,Ppp1cc
19091,4270,Vascular smooth muscle contraction,Prkg1
19108,4270,Vascular smooth muscle contraction,Prkx
19222,4270,Vascular smooth muscle contraction,Ptgir
19877,4270,Vascular smooth muscle contraction,Rock1
19878,4270,Vascular smooth muscle contraction,Rock2
26361,4270,Vascular smooth muscle contraction,Avpr1b
26395,4270,Vascular smooth muscle contraction,Map2k1
26396,4270,Vascular smooth muscle contraction,Map2k2
26413,4270,Vascular smooth muscle contraction,Mapk1
26417,4270,Vascular smooth muscle contraction,Mapk3
26565,4270,Vascular smooth muscle contraction,Pla2g10
26970,4270,Vascular smooth muscle contraction,Pla2g2e
26971,4270,Vascular smooth muscle contraction,Pla2g2f
51801,4270,Vascular smooth muscle contraction,Ramp1
53357,4270,Vascular smooth muscle contraction,Pla2g6
54140,4270,Vascular smooth muscle contraction,Avpr1a
54195,4270,Vascular smooth muscle contraction,Gucy1b3
54409,4270,Vascular smooth muscle contraction,Ramp2
54598,4270,Vascular smooth muscle contraction,Calcrl
54652,4270,Vascular smooth muscle contraction,Cacna1f
56089,4270,Vascular smooth muscle contraction,Ramp3
58802,4270,Vascular smooth muscle contraction,Kcnmb4
60596,4270,Vascular smooth muscle contraction,Gucy1a3
66350,4270,Vascular smooth muscle contraction,Pla2g12a
68458,4270,Vascular smooth muscle contraction,Ppp1r14a
69632,4270,Vascular smooth muscle contraction,Arhgef12
69836,4270,Vascular smooth muscle contraction,Pla2g12b
70405,4270,Vascular smooth muscle contraction,Calml3
72413,4270,Vascular smooth muscle contraction,Kcnmb2
78390,4270,Vascular smooth muscle contraction,Pla2g4d
80796,4270,Vascular smooth muscle contraction,Calm4
98932,4270,Vascular smooth muscle contraction,Myl9
104110,4270,Vascular smooth muscle contraction,Adcy4
104111,4270,Vascular smooth muscle contraction,Adcy3
107589,4270,Vascular smooth muscle contraction,Mylk
109624,4270,Vascular smooth muscle contraction,Cald1
