"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.Pyrimidine metabolism","Ntwrk.Pyrimidine metabolism","NtwrkCount.Ribosome","Ntwrk.Ribosome","Total_Path_Hits.net.count"
"119",1938,"EEF2",80,"MedConf","Novel",NA,61,"RPL32, RPS29, RPL27A, RPL6, RPL17, RPS20, RPS28, RPS11, RPS10, RPS14, RPS26, RPL21, RPL15, RPL37A, PRPF8, SNRPA1, RPL19, RPL36, RPL29, RPL38, RPL13, RPL37, RPL26, RPL27, RPL3, RPL34, RPL8, RPL13A, SNRPD3, SNRPD1, XAB2, SNW1, SNRPG, SF3B1, RPS24, RPL9, RPL7, CDC5L, BUD31, RPS5, RPS23, RPLP2, RPL18, RPL18A, RPLP1, RPS15A, RPS19, RPS13, RPLP0, RPL11, RPL30, RPS27A, RPL23A, RPL24, RPS9, RPS3A, PRPF19, RPS25, RPS4X, RPS27, RPL14",0,NA,0,NA,50,"RPS9, RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS25, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",50
"120",10209,"EIF1",186,"HighConf","RNA transport","RNA transport",19,"EIF2S3, EIF1AX, EIF4G1, EIF3D, EIF4G2, EIF4E, RPS11, EIF3I, EIF3A, RPS27A, RPS20, RPS13, RPS15A, RPS28, RPS23, RPS19, RPS14, RPS29, RPS24",8,"EIF4G2, EIF4G1, EIF4E, EIF3I, EIF3D, EIF3A, EIF2S3, EIF1AX",0,NA,11,"RPS29, RPS28, RPS27A, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11",19
"121",1964,"EIF1AX",226,"HighConf","RNA transport","RNA transport",56,"EIF4G1, EIF3D, EIF4E, RPS3A, RPL27, RPL30, RPL15, RPL13A, RPS24, RPS20, RPL24, RPL3, RPS28, RPL11, RPS4X, RPL18, EIF1, RPS11, RPL8, RPL17, RPL18A, RPS23, RPLP1, EIF3I, RPL34, RPL29, RPL13, RPS27A, RPS13, RPL32, RPS27, RPL6, RPS29, RPL38, RPS10, RPL7, RPL19, RPL23A, RPL21, RPLP2, RPL27A, RPS15A, RPL9, RPL37, RPS26, EIF3K, RPLP0, RPL14, EIF2S3, EIF3A, RPL26, RPS14, RPS5, RPL37A, RPS19, RPL36",7,"EIF4G1, EIF4E, EIF3I, EIF3D, EIF3A, EIF2S3, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",55
"122",8892,"EIF2B2",225,"HighConf","RNA transport","RNA transport",2,"EIF2B4, EIF2S3",2,"EIF2S3, EIF2B4",0,NA,0,NA,2
"123",8890,"EIF2B4",458,"HighConf","RNA transport","RNA transport",2,"EIF2S3, EIF2B2",2,"EIF2S3, EIF2B2",0,NA,0,NA,2
"124",1968,"EIF2S3",187,"HighConf","RNA transport","RNA transport",59,"EIF2B2, EIF1AX, EIF4G1, EIF3D, EIF4G2, EIF4E, EIF2B4, RPLP0, RPL8, RPS11, RPL13, RPS28, RPS15A, RPS27A, RPL11, RPS10, RPL27A, RPL37, RPS4X, RPL34, RPL3, RPL18A, RPL24, RPS20, RPL26, RPL6, RPL38, RPS14, RPL23A, RPL15, RPL36, RPS5, EIF3K, EIF3A, RPL19, EIF3I, RPL32, EIF1, RPL37A, RPL7, RPL27, RPS3A, RPS23, RPS27, RPL21, RPS13, RPLP1, RPL14, RPL18, RPS26, RPS29, RPL29, RPLP2, RPL30, RPL17, RPS24, RPS19, RPL9, RPL13A",10,"EIF4G2, EIF4G1, EIF4E, EIF3I, EIF3D, EIF3A, EIF2B4, EIF2B2, EIF1AX, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",58
"125",8661,"EIF3A",170,"HighConf","RNA transport","RNA transport",60,"EIF3K, EIF1, EIF2S3, EIF1AX, EIF4G1, RPS6KB1, EIF3D, EIF4G2, EIF4E, RPL14, RPL3, EIF3I, RPL32, RPS28, RPL9, RPS27A, RPS15A, RPL38, RPL13, RPS13, RPL15, RPL18, RPL37A, RPS24, RPS3A, RPS20, RPL26, RPL23A, RPL36, RPLP1, RPS23, RPS10, RPL13A, RPS5, PWP2, RPL27A, RPL24, RPS4X, RPL11, RPL18A, RPL30, RPS19, RPS29, RPL34, RPL37, RPL27, RPL6, RPL19, RPL7, RPS11, RPS14, RPL17, RPS27, RPLP0, RPL29, RPLP2, RPS26, RPL8, COPS5, RPL21",8,"EIF4G2, EIF4G1, EIF4E, EIF3I, EIF3D, EIF2S3, EIF1AX, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",56
"126",8664,"EIF3D",388,"HighConf","RNA transport","RNA transport",57,"EIF4E, RPS26, RPS28, RPL8, RPL24, RPL37, RPL37A, RPL30, EIF3A, RPL18A, RPS10, RPLP0, RPS24, RPL11, RPS23, RPL14, EIF3I, RPS20, RPS19, RPS27, RPL34, RPL3, COPS5, RPS27A, RPS4X, RPS13, RPL21, RPL32, RPS15A, EIF1AX, RPL29, RPS5, RPL17, RPL9, RPL38, RPL13A, RPS14, RPLP2, RPS3A, RPL7, RPL23A, RPLP1, EIF2S3, EIF1, RPS11, EIF3K, RPL26, RPL27, RPL18, RPL19, RPL6, RPS29, RPL36, EIF4G1, RPL15, RPL27A, RPL13",7,"EIF4G1, EIF4E, EIF3I, EIF3A, EIF2S3, EIF1AX, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",55
"127",8668,"EIF3I",132,"HighConf","RNA transport","RNA transport",58,"COPS5, EIF3A, EIF3K, EIF1, EIF2S3, EIF1AX, EIF4G1, EIF3D, EIF4E, TRMT6, RPL15, RPL3, RPL13, RPS14, RPS23, RPLP2, RPS3A, RPL32, RPS4X, RPL14, RPS29, RPS15A, RPL7, RPL18A, RPL27A, RPS24, RPL38, RPL13A, RPL36, RPL24, RPLP1, RPS20, RPS27, RPS11, RPLP0, RPL37, RPL11, RPL17, RPL19, RPS26, RPL21, RPL30, RPL9, RPS13, RPS27A, RPL8, RPL26, RPL18, RPL27, RPL6, RPL29, RPS10, RPS19, RPL34, RPS28, RPS5, RPL37A, RPL23A",7,"EIF4G1, EIF4E, EIF3D, EIF3A, EIF2S3, EIF1AX, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",55
"128",27335,"EIF3K",185,"HighConf","Novel",NA,56,"EIF2S3, EIF1AX, EIF4G1, EIF3D, EIF4E, RPS29, RPL37A, RPS5, RPS4X, RPL37, RPL23A, RPS10, RPS28, RPS27A, RPL11, RPL15, RPS11, RPL21, COPS5, RPL29, RPS19, EIF3I, RPL38, RPL13, RPL24, RPS14, RPLP2, RPS27, RPL7, RPL9, RPL13A, RPL27, RPLP1, RPS20, RPL3, RPL18A, RPL36, RPS13, RPL8, RPL32, RPL34, RPS24, RPL30, RPLP0, RPL17, RPS26, RPL27A, EIF3A, RPL14, RPL6, RPL26, RPL18, RPL19, RPS23, RPS3A, RPS15A",7,"EIF4G1, EIF4E, EIF3I, EIF3D, EIF3A, EIF2S3, EIF1AX",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",55
"129",9775,"EIF4A3",367,"HighConf","RNA transport","RNA transport, Spliceosome, mRNA surveillance pathway",64,"EIF4G2, EIF4E, UPF1, RPL34, RPL27A, RPL9, RPL32, RPL18A, THRAP3, TCEA2, RPL37A, SRSF1, RPLP0, RPS20, PPP2CA, RPS13, RPS15A, RPL26, RPL24, RPL13A, RPL37, RPL15, RPS28, RPS29, RPS27, RPL6, RPL18, RPL38, RPL7, RPL13, RPS5, RPS11, RPS14, RPL8, EIF4G1, RPL19, HNRNPA1, RPL14, RPS26, RPS10, RPL30, NCBP1, CNOT1, RPL36, CDC5L, RPL27, RPL29, SRSF3, RPS4X, RPS27A, RPL3, RPS24, RPL21, RPL11, RPL17, RPLP2, RPL23A, RPS19, RPS3A, RPS23, SRSF7, NCBP2, RPLP1, SRSF10",6,"UPF1, NCBP2, NCBP1, EIF4G2, EIF4G1, EIF4E",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",54
"130",1977,"EIF4E",399,"HighConf","RNA transport","RNA transport",73,"NUP155, NUP188, EIF4EBP3, RPL8, RPS29, RPS14, RPL37, NUP153, RPS5, RPL34, NUP107, CNOT1, NUP62, RPS15A, NCBP1, RPL27, RPS13, RPLP1, RPL32, RPL24, RPS11, EIF1AX, RPL15, RPS19, RPLP2, RPL9, RPL18, RPLP0, EIF1, EIF2S3, NUP93, RPS26, RPL23A, RPS28, RPL30, RPS4X, EIF3K, RPL26, RPL3, RPS6KB1, RPS27A, RPL27A, RPL13, RPL11, RPS24, RPL14, RPL29, RPL6, EIF3D, MAX, RPL17, EIF4G2, RPL18A, RPL36, RPTOR, MAPK11, EIF4G1, EIF4A3, EIF3I, RPS3A, RPS23, MLST8, RPL21, RPS27, RPL7, NCBP2, RPL13A, RPL37A, RPS20, RPS10, EIF3A, RPL38, RPL19",18,"NUP93, NUP62, NUP188, NUP155, NUP153, NUP107, NCBP2, NCBP1, EIF4G2, EIF4G1, EIF4EBP3, EIF4A3, EIF3I, EIF3D, EIF3A, EIF2S3, EIF1AX, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",66
"131",8637,"EIF4EBP3",551,"MedConf","RNA transport","RNA transport",4,"EIF4G2, EIF4E, BAP1, EIF4G1",3,"EIF4G2, EIF4G1, EIF4E",0,NA,0,NA,3
"132",1981,"EIF4G1",235,"HighConf","RNA transport","RNA transport",80,"HNRNPD, SRSF6, CNOT1, EIF4A3, RPS6KB1, EIF3D, EIF4G2, EIF4E, UPF1, EIF4EBP3, PSMB7, EIF2S3, RPS15A, RPS14, RPS28, RPL27, RPS3A, RPL37A, HSPA8, PSMD12, PSMA6, NCBP1, RPL8, PSMA4, NCBP2, RPS19, MAX, RPS20, RPL26, RPL19, PSMB5, RPS5, RPS11, PPP2CA, RPL13A, EIF3K, RPS29, RPL32, EIF3I, RPL14, RPS23, PSMB4, RPL15, RPL24, RPLP2, RPS27, RPL7, RPLP0, RPL30, RPS10, EIF3A, RPS4X, RPL11, RPL23A, RPS27A, RPS24, RPL21, SCAF4, RPS13, RPL13, EIF1, RPLP1, PSMD1, PSMD7, RPL29, RPL17, RPL3, RPL18A, RPL34, PSMD14, EIF1AX, RPL27A, RPL36, RPS26, RPL38, PSMC1, RPL9, RPL37, RPL18, RPL6",13,"UPF1, NCBP2, NCBP1, EIF4G2, EIF4EBP3, EIF4E, EIF4A3, EIF3I, EIF3D, EIF3A, EIF2S3, EIF1AX, EIF1",0,NA,48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",61
"133",1982,"EIF4G2",389,"HighConf","RNA transport","RNA transport",7,"EIF4E, EIF4EBP3, EIF2S3, EIF4A3, EIF3A, EIF4G1, EIF1",7,"EIF4G1, EIF4EBP3, EIF4E, EIF4A3, EIF3A, EIF2S3, EIF1",0,NA,0,NA,7
"134",3692,"EIF6",83,"HighConf","Novel","Ribosome biogenesis in eukaryotes",29,"RPL6, RPL17, FBL, RPL37A, RPL36, RPL13, RPL37, RPL3, RPL34, NOP58, PES1, GTPBP4, NIP7, GNL2, NMD3, NLE1, RRP1, PAK1IP1, RSL24D1, RPS15A, RPL9, RPS5, RPS4X, RPL14, RPL7, RPL23A, RPL18A, RPL30, RPS24",1,"NMD3",0,NA,19,"RSL24D1, RPS5, RPS4X, RPS24, RPS15A, RPL9, RPL7, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL30, RPL3, RPL23A, RPL18A, RPL17, RPL14, RPL13",20
"135",55250,"ELP2",438,"HighConf","Novel",NA,4,"NUFIP1, TCEA2, CDK9, WDR61",0,NA,0,NA,0,NA,0
"136",2023,"ENO1",478,"HighConf","Novel","RNA degradation, Biosynthesis of amino acids, Carbon metabolism",2,"MAX, GAPDH",0,NA,0,NA,0,NA,0
"137",2027,"ENO3",560,"HighConf","Novel","RNA degradation, Biosynthesis of amino acids, Carbon metabolism",3,"PGAM1, ALDOA, GPI",0,NA,0,NA,0,NA,0
"138",1969,"EPHA2",223,"HighConf","Novel",NA,2,"RAC1, VAV3",0,NA,0,NA,0,NA,0
"139",2068,"ERCC2",328,"HighConf","Novel","Nucleotide excision repair",28,"GTF2A1, FAM96B, MBD3, GTF2H2, NUBP2, RTEL1, TTF1, PHKG2, ABCB7, POLR2I, RPA1, CDK9, POLR2L, CTDP1, TAF1B, NCBP1, SSRP1, RPA3, POLR2F, XAB2, NCBP2, CIAO1, POLR1B, PRKAG2, XPA, POLR2D, DDB1, TAF5",2,"NCBP2, NCBP1",5,"POLR2L, POLR2I, POLR2F, POLR2D, POLR1B",0,NA,7
"140",2079,"ERH",524,"HighConf","Novel",NA,1,"CAD",0,NA,1,"CAD",0,NA,1
"141",9700,"ESPL1",397,"HighConf","Novel","Cell cycle, Oocyte meiosis",36,"CDCA8, ANAPC5, CENPI, PSMD12, PSMD7, PSMB7, NDC80, PSMD14, STAG1, CDC16, PSMA6, PTTG1, PSMB4, PSMD1, CENPN, BIRC5, RPS27A, SPATA5, PSMA4, MAD2L1, PSMC1, XPO1, INCENP, PSMB5, RANGAP1, ANAPC2, AURKB, VCP, CDC20, BUB3, SMC3, PLK1, RPS27, SPC24, CDC23, NUP107",3,"XPO1, RANGAP1, NUP107",0,NA,2,"RPS27A, RPS27",5
"142",2115,"ETV1",571,"HighConf","Novel",NA,1,"MAPK11",0,NA,0,NA,0,NA,0
"143",5394,"EXOSC10",199,"HighConf","Novel","RNA degradation",10,"EXOSC3, EXOSC5, EXOSC6, EXOSC7, EXOSC8, KPNB1, UPF1, METTL1, BCL2L2-PABPN1, SCAF4",2,"UPF1, KPNB1",0,NA,0,NA,2
"144",51010,"EXOSC3",200,"HighConf","Novel","RNA degradation",7,"EXOSC5, EXOSC6, EXOSC7, EXOSC8, XRN1, DCPS, EXOSC10",0,NA,0,NA,0,NA,0
"145",56915,"EXOSC5",236,"MedConf","Novel","RNA degradation",7,"EXOSC6, EXOSC7, EXOSC8, XRN1, DCPS, EXOSC3, EXOSC10",0,NA,0,NA,0,NA,0
"146",118460,"EXOSC6",237,"HighConf","Novel","RNA degradation",8,"EXOSC7, EXOSC8, XRN1, DCPS, EXOSC10, NDUFA13, EXOSC3, EXOSC5",0,NA,0,NA,0,NA,0
"147",23016,"EXOSC7",238,"HighConf","Novel","RNA degradation",8,"EXOSC8, XRN1, DCPS, EXOSC5, EXOSC3, EXOSC6, EXOSC10, TTC37",0,NA,0,NA,0,NA,0
"148",11340,"EXOSC8",275,"HighConf","Novel","RNA degradation",8,"NIP7, XRN1, DCPS, EXOSC6, EXOSC3, EXOSC5, EXOSC7, EXOSC10",0,NA,0,NA,0,NA,0
"149",51647,"FAM96B",366,"HighConf","Novel",NA,5,"NUBP2, RTEL1, ABCB7, ERCC2, CIAO1",0,NA,0,NA,0,NA,0
"150",2178,"FANCE",396,"HighConf","Novel","Fanconi anemia pathway",8,"UBE2T, RFC5, RFC4, RPA1, RAD9A, RPS27A, FANCG, FANCM",0,NA,0,NA,1,"RPS27A",1
"151",2189,"FANCG",357,"HighConf","Novel","Fanconi anemia pathway",8,"RAD9A, FANCE, UBE2T, RFC4, FANCM, RPS27A, RFC5, RPA1",0,NA,0,NA,1,"RPS27A",1
"152",57697,"FANCM",14,"MedConf","Novel","Fanconi anemia pathway",14,"RPA1, ATAD5, PCNA, RPS27A, POLA1, REV3L, FANCG, SMC6, UBE2A, FANCE, SMC5, UBE2T, APEX2, XPA",0,NA,1,"POLA1",1,"RPS27A",2
"153",2193,"FARSA",364,"HighConf","Novel","Aminoacyl-tRNA biosynthesis",1,"FARSB",0,NA,0,NA,0,NA,0
"154",10056,"FARSB",513,"HighConf","Novel","Aminoacyl-tRNA biosynthesis",2,"FARSA, AARS",0,NA,0,NA,0,NA,0
"155",2091,"FBL",94,"HighConf","Novel","Ribosome biogenesis in eukaryotes",28,"RPL15, NOC4L, PWP2, WDR75, DHX15, SMN1, UTP15, PDCD11, NOP14, DCAF13, FTSJ3, HEATR1, NOP58, PES1, CEBPZ, TAF9, IMP4, RPS14, RPL11, RPS5, RPL18A, RPL17, RPS13, RPS4X, RPL7, RPS11, EIF6, RPS15A",1,"SMN1",0,NA,11,"RPS5, RPS4X, RPS15A, RPS14, RPS13, RPS11, RPL7, RPL18A, RPL17, RPL15, RPL11",12
"156",54620,"FBXL19",481,"MedConf","Novel",NA,2,"FBXO9, CUL1",0,NA,0,NA,0,NA,0
"157",26268,"FBXO9",310,"MedConf","Novel",NA,2,"FBXL19, CUL1",0,NA,0,NA,0,NA,0
"158",2224,"FDPS",421,"HighConf","Novel","Terpenoid backbone biosynthesis",5,"DHDDS, PDSS2, PDSS1, MVD, NFYC",0,NA,0,NA,0,NA,0
"159",117246,"FTSJ3",256,"HighConf","Novel",NA,8,"NOP58, PES1, GTPBP4, NIP7, UTP14A, DDX10, DDX18, FBL",0,NA,0,NA,0,NA,0
"160",51343,"FZR1",164,"MedConf","Novel","Cell cycle, Ubiquitin mediated proteolysis, Progesterone-mediated oocyte maturation",23,"MCM4, PLK1, PTTG1, CDC16, ANAPC2, AURKB, ANAPC5, CDC20, PSMA6, PSMC1, PSMB4, CDC23, MAD2L1, CCNA2, PSMB7, RPS27A, CUL1, PSMA4, PSMB5, PSMD12, PSMD7, PSMD14, PSMD1",0,NA,0,NA,1,"RPS27A",1
"161",2551,"GABPA",175,"HighConf","Novel",NA,1,"KEAP1",0,NA,0,NA,0,NA,0
"162",2597,"GAPDH",197,"HighConf","Novel","Biosynthesis of amino acids, Carbon metabolism",7,"ALDOA, PGAM1, GPI, SIRT1, ENO1, MAX, RPL13A",0,NA,0,NA,1,"RPL13A",1
"163",2617,"GARS",270,"HighConf","Novel","Aminoacyl-tRNA biosynthesis",4,"QARS, DARS, NARS, AARS",0,NA,0,NA,0,NA,0
"164",2628,"GATM",577,"HighConf","Novel",NA,2,"CAD, SHMT2",0,NA,1,"CAD",0,NA,1
"165",25929,"GEMIN5",420,"HighConf","RNA transport","RNA transport",18,"NUP188, PHAX, NCBP1, SNRPG, SNRPF, SMN1, NUP93, DDX20, NUP62, WDR77, PRMT5, SNUPN, NCBP2, NUP107, NUP153, NUP155, SNRPD3, SNRPD1",13,"SNUPN, SMN1, PRMT5, PHAX, NUP93, NUP62, NUP188, NUP155, NUP153, NUP107, NCBP2, NCBP1, DDX20",0,NA,0,NA,13
"166",2673,"GFPT1",402,"HighConf","Novel",NA,2,"GPI, CAD",0,NA,1,"CAD",0,NA,1
"167",26058,"GIGYF2",252,"HighConf","Novel",NA,3,"U2AF2, SMN1, SF1",1,"SMN1",0,NA,0,NA,1
"168",51659,"GINS2",344,"HighConf","Novel",NA,5,"POLE2, GINS3, MCM4, SSU72, CDC45",0,NA,1,"POLE2",0,NA,1
"169",64785,"GINS3",166,"HighConf","Novel",NA,4,"CDC45, GINS2, POLE2, MCM4",0,NA,1,"POLE2",0,NA,1
"170",29889,"GNL2",360,"MedConf","Novel","Ribosome biogenesis in eukaryotes",10,"NLE1, RSL24D1, MDN1, PES1, RPL3, ZNF593, GTPBP4, TEX10, EIF6, RPL38",0,NA,0,NA,3,"RSL24D1, RPL38, RPL3",3
"171",2821,"GPI",410,"HighConf","Novel","Carbon metabolism",6,"ENO3, PGAM1, GAPDH, ALDOA, GFPT1, PFKP",0,NA,0,NA,0,NA,0
"172",2957,"GTF2A1",348,"HighConf","Novel",NA,12,"RARA, GTF3A, POLR2L, ACTB, TAF5, POLR2I, ERCC2, CNOT1, POLR2D, HSPA9, HMGB1, POLR2F",0,NA,4,"POLR2L, POLR2I, POLR2F, POLR2D",0,NA,4
"173",2966,"GTF2H2",434,"HighConf","Novel","Nucleotide excision repair",4,"PHKG2, PRKAG2, CDK9, ERCC2",0,NA,0,NA,0,NA,0
"174",2971,"GTF3A",581,"HighConf","Novel",NA,12,"ACTB, GTF3C2, HMGB1, POLR3H, POLR3K, RARA, BDP1, GTF3C5, POLR2F, GTF2A1, POLR2L, POLR3A",0,NA,5,"POLR3K, POLR3H, POLR3A, POLR2L, POLR2F",0,NA,5
"175",2976,"GTF3C2",431,"MedConf","Novel",NA,8,"GTF3A, POLR2L, GTF3C5, BDP1, POLR3K, POLR3H, POLR3A, POLR2F",0,NA,5,"POLR3K, POLR3H, POLR3A, POLR2L, POLR2F",0,NA,5
"176",9328,"GTF3C5",375,"HighConf","Novel",NA,8,"GTF3C2, GTF3A, POLR2L, POLR2F, POLR3H, BDP1, POLR3A, POLR3K",0,NA,5,"POLR3K, POLR3H, POLR3A, POLR2L, POLR2F",0,NA,5
"177",23560,"GTPBP4",274,"HighConf","Novel","Ribosome biogenesis in eukaryotes",22,"BRIX1, NIP7, ZNF593, TEX10, GNL2, NLE1, DDX56, RRP1, RSL24D1, DDX10, MDN1, DDX18, RPL23A, EIF6, RPL3, RPL30, NOP58, RPL38, CEBPZ, PES1, RPL27A, FTSJ3",0,NA,0,NA,6,"RSL24D1, RPL38, RPL30, RPL3, RPL27A, RPL23A",6
"178",3054,"HCFC1",168,"HighConf","Novel",NA,11,"WDR82, ACTB, POU2F1, TAF9, TEX10, SIRT1, RUVBL1, BAP1, PPP1CA, SIN3A, MAX",0,NA,0,NA,0,NA,0
"179",55127,"HEATR1",258,"HighConf","Novel","Ribosome biogenesis in eukaryotes",11,"NOP58, IMP4, MYBBP1A, FBL, WDR75, DCAF13, PWP2, UTP15, NOC4L, NOP14, WDR43",0,NA,0,NA,0,NA,0
"180",9146,"HGS",451,"HighConf","Novel",NA,2,"ACTN4, RPS27A",0,NA,0,NA,1,"RPS27A",1
"181",3146,"HMGB1",326,"HighConf","Novel","Base excision repair",4,"GTF2A1, GTF3A, ACTB, SSRP1",0,NA,0,NA,0,NA,0
"182",3178,"HNRNPA1",242,"MedConf","Novel","Spliceosome",37,"SRSF2, SRSF6, SRSF7, YBX1, PHF5A, SRSF1, SUGP1, SRSF3, U2AF2, CCAR1, TRA2B, EIF4A3, DHX38, NUDT21, PCF11, POLR2I, PRPF8, SNRPF, HNRNPK, NCBP1, SF3B1, SF3B5, PRPF4, POLR2D, TXNL4A, POLR2F, SNRPA1, NCBP2, POLR2L, SNRPD3, SNRNP200, CSTF3, SNRNP70, SNRPD1, SF3A2, SNRPG, HNRNPD",3,"NCBP2, NCBP1, EIF4A3",4,"POLR2L, POLR2I, POLR2F, POLR2D",0,NA,7
"183",3184,"HNRNPD",240,"MedConf","Novel",NA,38,"HNRNPK, HNRNPA1, SRSF2, SRSF6, SRSF7, YBX1, PHF5A, SRSF1, SUGP1, SRSF3, U2AF2, CCAR1, DHX38, NUDT21, PCF11, SF3B5, SNRNP70, TXNL4A, SF3B1, SNRPA1, NCBP2, POLR2I, EIF4G1, PRPF8, SNRPD1, SNRPF, CSTF3, SF3A2, SNRPG, PRPF4, POLR2F, SNRPC, SNRNP200, POLR2L, POLR2D, HSPA8, SNRPD3, NCBP1",3,"NCBP2, NCBP1, EIF4G1",4,"POLR2L, POLR2I, POLR2F, POLR2D",0,NA,7
