"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"42","NOD-like receptor signaling pathway",0.009,0.052,1,166,53,25,"RIPK3, CARD16, GBP5, MAPK14, CYBA, NLRP6, GABARAPL1, PYCARD, CXCL1, BIRC2, HSP90AA1, IFI16, IFNA5, IFNA6, ITPR2, NFKBIA, OAS2, MAPK11, MAPK9, BCL2, RNASEL, VDAC1, CASP4, ATG12, AIM2","TANK, NOD1, RBCK1, GABARAP, PYDC2, GPRC6A, PLCB1, BIRC3, IFNA1, IFNA4, IFNA10, IFNAR1, IFNAR2, IRF3, IRF7, GBP7, OAS1, TRPM7, PRKCD, MAPK10, MAVS, CARD18, NOD2, TRPM2, CASR, RIPK2, PSTPIP1, IKBKE",0.395
"43","Regulation of actin cytoskeleton",0.009,0.052,1,210,65,26,"ARPC5, WASF2, APC2, BAIAP2, F2, FGFR2, ARHGEF12, ITGA6, ITGB2, ITGB4, PFN4, MYH10, PPP1R12A, NRAS, PIK3CD, PPP1CA, BRK1, MAP2K2, RAC1, RAC3, PIP4K2C, ITGA10, FGF18, WASF1, ARHGEF1, BCAR1","ARPC4, ABI2, MYL12A, NCKAP1, IQGAP2, CHRM4, CHRM5, CRK, F2R, FGF2, FGF5, RRAS2, CYFIP1, FN1, FGF22, GSN, NCKAP1L, HRAS, ITGA3, ITGA7, ARAF, LIMK1, PAK1, PAK3, ARHGEF4, PIK3CB, PIP4K2A, PPP1CB, GNG12, PTK2, SRC, TIAM1, VAV1, PIP5K1A, FGF16, TMSB4Y, MYLK3, MYL10",0.355
"44","Neuroactive ligand-receptor interaction",0.009,0.052,1,273,82,38,"CALCRL, NPFFR2, CHRNB2, CNR1, CNR2, ADORA1, CSH2, ADRA1D, ADRA1B, ADRA2A, ADRB1, GPR156, AGTR2, F2, FSHR, GALR1, GHRHR, GHSR, GNRHR, GRID2, GRIK1, GRIK4, GRIN2B, NR3C1, GRM3, GRM7, GZMA, HCRTR1, HRH1, HTR1E, LHCGR, NPY2R, P2RY1, AVPR2, NPY4R, SCTR, LPAR2, GABBR2","CHRM4, CHRM5, ADORA2B, ADRA2C, APLNR, S1PR3, F2R, F2RL1, FPR1, GABBR1, GABRG2, GCGR, GHR, P2RY10, GPR35, GRIA1, GRIA2, GRIA4, GRIK2, GRIN1, GRM4, HTR1D, HTR2B, RXFP4, MAS1, OPRK1, P2RX3, P2RX5, PLG, PRLR, PTGDR, PTGER1, PTGER4, PTH1R, NPFFR1, SSTR2, C3AR1, TSHR, TRPV1, TAAR8, S1PR4, CCKBR, CHRNA6, P2RX6",0.382
"45","Longevity regulating pathway",0.01,0.052,1,88,31,15,"ADCY3, ADCY9, CREB3L4, FOXO3, SIRT1, APPL1, SESN1, ATF4, NRAS, PIK3CD, PPARG, PRKAA1, RPS6KB1, CAT, ADIPOQ","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, AKT1, FOXO1, MTOR, HRAS, ADIPOR1, PIK3CB, PRKAA2, ATG101, RPS6KB2, CREB3L2, IRS2",0.418
"46","Alanine, aspartate and glutamate metabolism",0.01,0.052,1,35,15,2,"GLS2, DDO","ADSSL1, CPS1, GAD1, GLS, GLUL, GOT1, ASPA, ASS1, PPAT, NIT2, RIMKLB, CAD, GFPT2",0.281
"47","Arginine biosynthesis",0.01,0.052,1,20,10,2,"NAGS, GLS2","CPS1, GLS, GLUL, GOT1, ARG1, ARG2, ASS1, NOS1",0.35
"48","EGFR tyrosine kinase inhibitor resistance",0.01,0.054,1,78,28,13,"FGFR2, FOXO3, HGF, NRG1, NRAS, PIK3CD, PRKCA, PRKCB, MAP2K2, BCL2, RPS6, RPS6KB1, VEGFA","ERBB2, ERBB3, AKT1, FGF2, MTOR, HRAS, ARAF, JAK2, KDR, PIK3CB, PLCG2, AXL, RPS6KB2, SRC, STAT3",0.412
"49","Phosphatidylinositol signaling system",0.011,0.055,1,99,34,17,"IP6K3, DGKA, SACM1L, IPMK, INPPL1, ITPKB, ITPR2, IP6K2, PIK3CD, PI4KA, PLCD1, IMPAD1, PRKCA, PRKCB, PIP4K2C, MTMR3, MTMR6","CDS1, INPP5F, PLCB1, INPP5B, PIK3C3, PIK3CB, PIP4K2A, PLCG2, PI4K2A, TMEM55A, CALML3, PIP5K1A, DGKD, CDS2, MTMR1, SYNJ2, TMEM55B",0.422
"50","Gastric acid secretion",0.011,0.056,1,75,27,10,"ADCY3, ADCY9, ITPR2, KCNK2, ATP1A4, PRKCA, PRKCB, CA2, CAMK2D, CAMK2G","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, SLC26A7, PLCB1, KCNJ1, KCNJ10, ATP1A2, ATP4B, SLC4A2, SST, SSTR2, CALML3, CCKBR, MYLK3",0.365
"51","Longevity regulating pathway - multiple species",0.013,0.061,1,62,23,9,"ADCY3, ADCY9, FOXO3, SIRT1, NRAS, PIK3CD, PRKAA1, RPS6KB1, CAT","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, AKT1, FOXO1, MTOR, HRAS, HSPA1A, PIK3CB, PRKAA2, RPS6KB2, IRS2",0.381
"52","Melanogenesis",0.013,0.061,1,100,34,14,"ADCY3, ADCY9, CREB3L4, NRAS, WNT4, PRKCA, PRKCB, MAP2K2, WNT3, WNT7A, FZD3, WNT5B, CAMK2D, CAMK2G","ADCY2, ADCY5, ADCY6, FZD10, ADCY7, ADCY8, DVL2, DVL3, PLCB1, HRAS, POMC, CREB3L2, WNT1, WNT6, WNT8A, WNT2B, CALML3, FZD1, FZD6, FZD9",0.376
"53","FoxO signaling pathway",0.014,0.065,1,129,42,21,"CDKN2D, PLK2, AGAP2, MAPK14, GADD45A, FOXO3, SIRT1, GABARAPL1, GADD45B, NRAS, PCK1, PIK3CD, PRKAA1, MAPK11, MAPK9, MAP2K2, CCND1, TGFB3, TGFBR2, CAT, ATG12","CDK2, GABARAP, AKT1, FOXO1, FBXO25, HRAS, ARAF, SMAD2, MDM2, PIK3CB, PRKAA2, MAPK10, RAG2, RBL2, STAT3, TGFB1, IRS2, S1PR4, TNFSF10, G6PC3, HOMER1",0.413
"54","Oxytocin signaling pathway",0.014,0.065,1,151,48,25,"ADCY3, ADCY9, EEF2, ELK1, CACNG5, GUCY1A2, ITPR2, KCNJ5, PPP1R12A, NFATC1, NPR2, NRAS, PPP1CA, PPP3R1, PRKAA1, PRKCA, PRKCB, MAP2K2, MAP2K5, CACNG6, CCND1, CACNB2, CAMK2D, CAMK2G, CACNA2D4","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, PLCB1, FOS, HRAS, KCNJ14, NFATC2, NFATC3, PPP1CB, PPP3CB, PRKAA2, CACNG7, RYR3, SRC, TRPM2, CACNB1, CALML3, PLA2G4C, MYLK3, CD38",0.419
"55","Hedgehog signaling pathway",0.014,0.065,1,46,18,13,"KIF3A, CSNK1G3, GLI1, GLI2, GLI3, DHH, CDON, SMURF1, CCND1, BCL2, CUL3, BTRC, BOC","CSNK1A1L, CSNK1D, GPR161, IHH, ARRB1",0.557
"56","Calcium signaling pathway",0.015,0.067,1,181,56,23,"ADCY3, ADCY9, ADRA1D, ADRA1B, ADRB1, GNAL, SLC25A6, HRH1, ITPKB, ITPR2, LHCGR, ATP2B1, PHKA2, PLCD1, PPP3R1, PRKCA, PRKCB, SLC8A3, STIM1, VDAC1, CACNA1A, CAMK2D, CAMK2G","PPIF, ADCY2, ADCY7, CHRM5, ADCY8, ADORA2B, ERBB2, ERBB3, F2R, PLCB1, GRIN1, SLC25A5, HTR2B, NOS1, P2RX3, P2RX5, PDE1C, PHKG2, PLCG2, PPP3CB, PTGER1, RYR3, SLC8A1, TNNC1, CACNA1E, ORAI2, CALML3, CCKBR, CACNA1H, CACNA1G, P2RX6, MYLK3, CD38",0.36
"57","Mitophagy - animal",0.015,0.067,1,63,23,13,"CSNK2B, FOXO3, GABARAPL1, RAB7B, ATF4, NRAS, FIS1, RHOT1, MAPK9, TFEB, BECN1, SQSTM1, RHOT2","GABARAP, FUNDC1, E2F1, RRAS2, BCL2L13, HIF1A, HRAS, AMBRA1, MAPK10, SRC",0.465
"58","T cell receptor signaling pathway",0.017,0.073,1,102,34,17,"RASGRP1, MAPK14, IFNG, IL5, NCK1, NFATC1, NFKBIA, NRAS, PDCD1, PIK3CD, PPP3R1, MAPK11, MAPK9, MAP2K2, ZAP70, CD3E, CD8A","AKT1, FOS, CBLC, HRAS, NFATC2, NFATC3, PAK1, PAK3, PIK3CB, PPP3CB, MAP2K7, VAV1, NCK2, CBL, CD247, CD8B",0.417
"59","Long-term potentiation",0.017,0.073,1,67,24,13,"GRIN2B, ITPR2, ATF4, NRAS, PPP1CA, PPP1R1A, PPP3R1, PRKCA, PRKCB, MAP2K2, RPS6KA2, CAMK2D, CAMK2G","ADCY8, PLCB1, GRIA1, GRIA2, GRIN1, HRAS, ARAF, PPP1CB, PPP3CB, RPS6KA3, CALML3",0.45
"60","Taste transduction",0.018,0.073,1,81,28,11,"TAS2R20, HTR1E, P2RY1, TAS2R3, TAS2R16, TAS2R13, TAS2R14, TAS2R5, SCN9A, CACNA1A, GABBR2","HCN4, ADCY6, ADCY8, GABBR1, CALHM1, TAS2R39, TAS2R43, TAS2R31, TAS2R46, GRM4, HTR1D, TAS2R42, P2RX3, TAS2R9, TAS2R8, PDE1C, KCNK5",0.369
"61","GABAergic synapse",0.018,0.073,1,88,30,12,"GNB5, ADCY3, ADCY9, GABARAPL1, GLS2, GNB1, GNGT1, PRKCA, PRKCB, SLC12A5, CACNA1A, GABBR2","GPHN, ADCY2, ADCY5, ADCY6, ADCY7, GABARAP, ADCY8, GABBR1, GABRG2, GAD1, GLS, GLUL, GNG2, SLC38A2, GNG12, SLC6A11, TRAK2, SRC",0.37
"62","Autophagy - animal",0.021,0.085,1,125,40,16,"ATG4B, GABARAPL1, RAB7B, NRAS, PIK3CD, DDIT4, PPP2CA, SUPT20H, PRKAA1, MAPK9, MAP2K2, BCL2, RPS6KB1, BECN1, MTMR3, ATG12","GABARAP, CTSL, AKT1, ERN1, RRAS2, MTOR, HIF1A, HRAS, LAMP2, PIK3C3, PIK3CB, AMBRA1, PRKAA2, PRKCD, MAPK10, RRAGD, ATG101, RPS6KB2, RRAGC, MLST8, DEPTOR, ATG4D, IRS2, SNAP29",0.36
"63","Neurotrophin signaling pathway",0.025,0.098,1,119,38,23,"SH2B2, MAPK14, FOXO3, ABL1, SH2B1, RAPGEF1, ATF4, NFKBIA, NRAS, NTF4, NTRK3, PIK3CD, MAPK11, MAPK9, MAP2K2, MAP2K5, PSEN1, RAC1, BCL2, RPS6KA2, YWHAE, CAMK2D, CAMK2G","PRDM4, CRK, AKT1, HRAS, NTRK2, PIK3CB, PLCG2, PRKCD, MAPK10, MAP2K7, RPS6KA3, TP73, CALML3, RIPK2, RPS6KA5",0.462
"64","Vascular smooth muscle contraction",0.025,0.098,1,119,38,21,"CALCRL, MRVI1, ADCY3, ADCY9, ADRA1D, ADRA1B, CYP4A11, ARHGEF12, KCNMB3, KCNMB4, CYP4A22, GUCY1A2, ITPR2, PPP1R12A, NPR2, PPP1CA, PRKCA, PRKCB, PRKCH, MAP2K2, ARHGEF1","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, ADORA2B, PLCB1, ARAF, PLA2G3, PPP1CB, PRKCD, PRKCE, ACTG2, CALML3, PLA2G4C, MYLK3, ARHGEF11",0.436
"65","AMPK signaling pathway",0.029,0.11,1,120,38,21,"RAB10, CPT1A, CREB3L4, EEF2, FOXO3, TBC1D1, SIRT1, LIPE, PCK1, PFKL, PIK3CD, PPARG, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKAA1, CCND1, RPS6KB1, ADIPOQ","CRTC2, AKT1, FOXO1, MTOR, PPP2R3B, ADIPOR1, PFKFB1, PFKFB2, PIK3CB, PPP2R2C, PPP2R5D, PRKAA2, RPS6KB2, CREB3L2, IRS2, RAB11B, G6PC3",0.435
"66","Glucagon signaling pathway",0.029,0.11,1,102,33,16,"CPT1A, CREB3L4, SIRT1, ITPR2, ATF4, PCK1, PDHB, PFKL, PHKA2, PKM, PPP3R1, PRKAA1, PYGB, PYGL, CAMK2D, CAMK2G","ADCY2, CRTC2, AKT1, FOXO1, PLCB1, GCG, GCGR, GCK, LDHA, PFKFB1, PGAM1, PHKG2, PPP3CB, PRKAA2, CREB3L2, CALML3, G6PC3",0.404
"67","Cytosolic DNA-sensing pathway",0.03,0.11,1,63,22,12,"POLR3F, POLR3C, RIPK3, PYCARD, IFNA5, IFNA6, NFKBIA, POLR2E, POLR3B, ZBP1, AIM2, POLR1C","IFNA1, IFNA4, IFNA10, IRF3, IRF7, CCL4L1, POLR3E, MAVS, POLR3D, IKBKE",0.447
"68","Insulin signaling pathway",0.033,0.121,1,136,42,18,"SH2B2, ELK1, RAPGEF1, INPPL1, LIPE, NRAS, PCK1, PHKA2, PIK3CD, PPP1CA, PRKAA1, MAPK9, MAP2K2, PYGB, PYGL, RPS6, RPS6KB1, PPP1R3B","CRK, AKT1, FOXO1, CBLC, MTOR, GCK, HRAS, ARAF, PHKG2, PIK3CB, PPP1CB, PPP1R3A, PRKAA2, PRKAR1B, MAPK10, PTPN1, RPS6KB2, HKDC1, CALML3, MKNK1, IRS2, CBL, G6PC3, TRIP10",0.369
"69","Focal adhesion",0.034,0.121,1,196,58,27,"LAMC3, COL4A4, COL6A2, COL9A2, ELK1, FLNC, RAPGEF1, HGF, BIRC2, ILK, ITGA6, ITGB4, PPP1R12A, PIK3CD, PPP1CA, PRKCA, PRKCB, MAPK9, RAC1, RAC3, CCND1, BCL2, THBS1, VASP, VEGFA, ITGA10, BCAR1","MYL12A, COL4A1, COMP, CRK, ERBB2, AKT1, LAMB4, FLNA, FLNB, FN1, PARVB, HRAS, BIRC3, ITGA3, ITGA7, KDR, LAMB1, LAMB2, PAK1, PAK3, PIK3CB, PPP1CB, PARVA, MAPK10, PTK2, SRC, VAV1, MYLK3, MYL10",0.381
"70","Sphingolipid signaling pathway",0.035,0.126,1,118,37,19,"ADORA1, MAPK14, FCER1A, ABCC1, NRAS, PIK3CD, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKCA, PRKCB, MAPK11, MAPK9, MAP2K2, RAC1, RAC3, BCL2","SGMS2, S1PR3, AKT1, MS4A2, PLCB1, CERS6, PPP2R3B, HRAS, PIK3CB, PLD2, PPP2R2C, PPP2R5D, SPTLC3, PRKCE, MAPK10, CERS4, SGPP1, S1PR4",0.414
"71","Cell cycle",0.037,0.129,1,122,38,19,"CDKN2D, CHEK1, GADD45A, ABL1, MYC, GADD45B, ORC5, PRKDC, CCND1, TFDP2, TGFB3, YWHAE, SMC1A, MAD1L1, SMC3, BUB3, CDC20, CDC25A, RBX1","CDK2, CDKN2C, E2F1, CDC26, ANAPC2, MAD2L1, SMAD2, MDM2, ORC2, ORC4, FZR1, RBL2, BUB1, TFDP1, TGFB1, WEE1, CDC45, CDC23, ESPL1",0.406
"72","Tyrosine metabolism",0.042,0.145,1,34,13,9,"ADH1A, ADH6, ADH7, COMT, DBH, ALDH3A1, AOC2, MAOB, AOC3","ADH5, ALDH3B2, GOT1, TH",0.537
