"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Pancreatic secretion",0.327,0.83,1,95,14,"CFTR, CTRB1, ATP1B4, PLA2G2D, ITPR3, KCNQ1, ATP1A3, ATP1B2, ATP1B3, ATP2A1, ATP2B3, PLCB4, PNLIPRP1, RAP1A"
"Taste transduction",0.338,0.842,1,81,12,"GABRA2, GABRA5, GABRA6, TAS2R50, HTR1A, HTR3A, ITPR3, TAS2R7, PDE1B, SCNN1A, SCNN1G, CACNA1C"
"Proximal tubule bicarbonate reclamation",0.338,0.842,1,23,4,"ATP1B4, ATP1A3, ATP1B2, ATP1B3"
"Circadian entrainment",0.342,0.842,1,96,14,"ADCYAP1R1, CREB1, GNAI3, GNAO1, GNG3, GNG4, GNG10, GRIA3, GRIN2D, GUCY1B3, ITPR3, MTNR1B, PLCB4, CACNA1C"
"Endocytosis",0.353,0.863,1,240,33,"ARPC1B, CLTA, CLTC, WIPF2, GRK2, DNM1, EGFR, FGFR3, PIP5K1C, CHMP2A, GRK4, GIT1, EPN1, ARF5, LDLR, ASAP1, VPS36, SH3GLB1, PDGFRA, VPS37C, PARD3, SH3GLB2, RAB5A, TSG101, UBB, CXCR4, PARD6G, CAV3, ASAP2, MVB12B, CYTH1, MVB12A, CDC42"
"Cholinergic synapse",0.357,0.863,1,112,16,"CREB3, CHRM2, CREB1, GNA11, GNAI3, GNAO1, GNG3, GNG4, GNG10, ITPR3, KCNQ1, KRAS, PLCB4, CACNA1C, PIK3R3, CREB3L1"
"2-Oxocarboxylic acid metabolism",0.373,0.894,1,17,3,"GPT, IDH3A, ACO2"
"Glycerolipid metabolism",0.377,0.895,1,61,9,"AKR1A1, GPAT2, ALDH2, ALDH3A2, PNLIPRP1, DGAT2, DGKZ, DGKE, PLPP1"
"Homologous recombination",0.381,0.896,1,39,6,"POLD3, SYCP3, POLD4, RAD51, BRCA2, PALB2"
"Adherens junction",0.387,0.901,1,69,10,"CSNK2A2, CTNND1, EGFR, SMAD4, PARD3, PTPN6, MAP3K7, VCL, NECTIN4, CDC42"
"Fat digestion and absorption",0.405,0.923,1,40,6,"PLA2G2D, APOB, PNLIPRP1, ABCG5, DGAT2, PLPP1"
"Biosynthesis of amino acids",0.405,0.923,1,70,10,"SDSL, ALDOA, GAPDH, GPT, IDH3A, MAT2A, MTR, ACO2, RPE, TKTL2"
"Purine metabolism",0.408,0.923,1,169,23,"POLD3, AK7, DCK, AK4, TWISTNB, AMPD1, GUCY1B3, GUCY2D, NT5C, HPRT1, ITPA, PDE3B, PDE4C, PDE6A, PDE6H, PDE1B, POLE, POLR2F, POLR2J, POLD4, PDE5A, ENTPD4, GDA"
"Cytosolic DNA-sensing pathway",0.416,0.927,1,63,9,"IFNA13, IFNA14, IFNA16, IKBKB, IL1B, NFKBIB, POLR2F, RELA, RIPK1"
"SNARE interactions in vesicular transport",0.417,0.927,1,33,5,"STX1B, BET1L, STX18, STX1A, GOSR2"
"Valine, leucine and isoleucine biosynthesis",0.422,0.929,1,4,1,"SDSL"
"Gap junction",0.437,0.954,1,87,12,"DRD2, EGFR, GNA11, GNAI3, GUCY1B3, ITPR3, KRAS, PDGFRA, PDGFRB, PLCB4, TUBA4A, TUBA1A"
"Inflammatory mediator regulation of TRP channels",0.458,0.98,1,96,13,"PLA2G4D, IL1B, ITPR3, PLA2G4A, PLCB4, MAPK13, MAP2K6, PTGER2, BDKRB1, BDKRB2, PLA2G6, PIK3R3, JMJD7-PLA2G4B"
"Cellular senescence",0.46,0.98,1,158,21,"E2F3, MRAS, LIN9, IL1A, CXCL8, ITPR3, KRAS, MYBL2, ATR, PPP3R2, MAPK13, MAP2K6, RELA, TGFB2, CAPN2, PIK3R3, CCND2, CCND3, CCNE1, CCNB2, LIN52"
"Collecting duct acid secretion",0.46,0.98,1,27,4,"TCIRG1, ATP6V0A4, ATP6V1B2, ATP6V0E1"
"Progesterone-mediated oocyte maturation",0.469,0.987,1,89,12,"MAD2L2, GNAI3, KRAS, MOS, PDE3B, PLK1, MAPK13, BRAF, PIK3R3, CCNB2, CDC25B, CDC25C"
"Insulin signaling pathway",0.476,0.987,1,136,18,"FLOT2, EXOC7, G6PC, SHC2, GYS2, HK2, ACACB, IKBKB, KRAS, PDE3B, PDPK1, PHKB, PRKAR2B, PYGM, BRAF, PIK3R3, SOCS2, PPP1R3F"
"Cysteine and methionine metabolism",0.477,0.987,1,43,6,"SDSL, IL4I1, LDHB, MAT2A, MTR, LDHAL6B"
"Mineral absorption",0.483,0.987,1,51,7,"CLCN2, ATP1B4, MT2A, ATP1A3, ATP1B2, ATP1B3, TF"
"HIF-1 signaling pathway",0.489,0.987,1,98,13,"EDN1, EGFR, EPO, ALDOA, GAPDH, HK2, ARNT, PDHA1, RELA, SLC2A1, TF, TLR4, PIK3R3"
"Long-term potentiation",0.492,0.987,1,67,9,"RAPGEF3, GRIN2D, ITPR3, KRAS, PLCB4, PPP3R2, RAP1A, BRAF, CACNA1C"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.496,0.987,1,5,1,"IL4I1"
"Neomycin, kanamycin and gentamicin biosynthesis",0.496,0.987,1,5,1,"HK2"
"Nucleotide excision repair",0.5,0.989,1,44,6,"POLD3, LIG1, PCNA, POLE, POLD4, XPA"
"p53 signaling pathway",0.511,0.998,1,68,9,"SFN, MDM4, GTSE1, PMAIP1, ATR, CCND2, CCND3, CCNE1, CCNB2"
"RNA degradation",0.513,0.998,1,76,10,"LSM6, PABPC5, LSM4, PABPC1L2A, PARN, EXOSC10, EXOSC4, EXOSC5, WDR61, PABPC4"
"Type II diabetes mellitus",0.523,1,1,45,6,"HK2, IKBKB, KCNJ11, CACNA1C, PIK3R3, SOCS2"
"Adipocytokine signaling pathway",0.529,1,1,69,9,"G6PC, ACACB, IKBKB, NFKBIB, NFKBIE, NPY, RELA, SLC2A1, TNFRSF1A"
"Autophagy - other",0.546,1,1,30,4,"GABARAPL2, WIPI2, PPP2CB, ATG13"
"Citrate cycle (TCA cycle)",0.546,1,1,30,4,"DLD, IDH3A, ACO2, PDHA1"
"beta-Alanine metabolism",0.546,1,1,30,4,"ABAT, ALDH2, ALDH3A2, HADHA"
"Phosphonate and phosphinate metabolism",0.56,1,1,6,1,"CEPT1"
"Glycerophospholipid metabolism",0.565,1,1,95,12,"CEPT1, GPAT2, LPCAT4, PLA2G2D, PLA2G4D, PNPLA7, PLA2G4A, PLA2G6, DGKZ, DGKE, PLPP1, JMJD7-PLA2G4B"
"Ribosome biogenesis in eukaryotes",0.565,1,1,71,9,"NXF1, RPP40, RPP25L, CSNK2A2, NXT1, SNU13, UTP18, RPP25, BMS1"
"Bile secretion",0.565,1,1,71,9,"CFTR, ATP1B4, AQP4, LDLR, ATP1A3, ATP1B2, ATP1B3, ABCG5, SLC2A1"
"Vascular smooth muscle contraction",0.566,1,1,119,15,"PLA2G2D, GNA11, PLA2G4D, GUCY1B3, ITPR3, PLA2G4A, PLCB4, AVPR1A, PTGIR, ACTA2, BRAF, CACNA1C, PLA2G6, MYLK2, JMJD7-PLA2G4B"
"Apelin signaling pathway",0.567,1,1,135,17,"GABARAPL2, CTGF, JAG1, EGR1, MRAS, GNAI3, GNG3, GNG4, GNG10, ITPR3, KRAS, SMAD4, PDE3B, PLCB4, ACTA2, MYLK2, HDAC4"
"Sphingolipid metabolism",0.568,1,1,47,6,"SGPP2, CERS3, ASAH1, SMPD2, PLPP1, SGPL1"
"Tryptophan metabolism",0.57,1,1,39,5,"ALDH2, ALDH3A2, IL4I1, AOC1, HADHA"
"Histidine metabolism",0.579,1,1,23,3,"ALDH2, ALDH3A2, AOC1"
"AMPK signaling pathway",0.58,1,1,120,15,"CREB3, CFTR, CREB1, G6PC, EEF2K, GYS2, ACACB, RAB14, PDPK1, PPP2CB, PPP2R5A, PPP2R5E, MAP3K7, PIK3R3, CREB3L1"
"Thiamine metabolism",0.589,1,1,15,2,"AK7, AK4"
"Ferroptosis",0.593,1,1,40,5,"ALOX15, GPX4, PRNP, SLC3A2, TF"
"Oocyte meiosis",0.608,1,1,114,14,"MAD2L2, PTTG2, ITPR3, MOS, PLK1, PPP2CB, PPP2R5A, PPP2R5E, PPP3R2, YWHAG, YWHAH, CCNE1, CCNB2, CDC25C"
"Carbon metabolism",0.608,1,1,114,14,"SDSL, DLD, AGXT, ALDOA, GAPDH, GPT, HADHA, HK2, IDH3A, ACO2, PDHA1, PGD, RPE, TKTL2"
"Ovarian steroidogenesis",0.61,1,1,49,6,"CGA, ALOX5, PLA2G4D, LDLR, PLA2G4A, JMJD7-PLA2G4B"
"Ascorbate and aldarate metabolism",0.637,1,1,25,3,"ALDH2, ALDH3A2, UGDH"
"Basal transcription factors",0.638,1,1,42,5,"TBPL2, TAF1, TAF4, TAF11, TAF12"
"Autophagy - animal",0.646,1,1,125,15,"GABARAPL2, CTSD, EIF2S1, MRAS, WIPI2, KRAS, LAMP1, SH3GLB1, PDPK1, PPP2CB, BCL2L1, MAP3K7, PIK3R3, CFLAR, ATG13"
"Hippo signaling pathway",0.652,1,1,150,18,"YAP1, CTGF, AFP, BIRC5, SMAD1, SMAD4, PPP2CB, PARD3, BMP7, BMPR1B, TGFB2, WNT5A, YWHAG, YWHAH, PARD6G, CCND2, CCND3, WNT3A"
"Type I diabetes mellitus",0.659,1,1,43,5,"HLA-DQA2, IL1A, IL1B, IL12A, CD28"
"Oxytocin signaling pathway",0.664,1,1,151,18,"EGFR, GNAI3, GNAO1, PLA2G4D, GUCY1B3, EEF2K, ITPR3, JUN, KRAS, PLA2G4A, PLCB4, PPP3R2, CACNA1C, CACNA2D1, CACNB4, MYLK2, JMJD7-PLA2G4B, CACNA2D2"
"Starch and sucrose metabolism",0.671,1,1,35,4,"G6PC, GYS2, HK2, PYGM"
"Alanine, aspartate and glutamate metabolism",0.671,1,1,35,4,"ABAT, AGXT, IL4I1, GPT"
"Fatty acid degradation",0.68,1,1,44,5,"ADH4, ALDH2, ALDH3A2, HADHA, ACADSB"
"EGFR tyrosine kinase inhibitor resistance",0.681,1,1,78,9,"EGFR, FGFR3, SHC2, KRAS, PDGFRA, PDGFRB, BCL2L1, BRAF, PIK3R3"
"Complement and coagulation cascades",0.681,1,1,78,9,"A2M, FGA, SERPIND1, ITGAM, BDKRB1, BDKRB2, SERPING1, C2, C5"
"Endocrine resistance",0.685,1,1,95,11,"JAG1, E2F3, EGFR, SHC2, JUN, KRAS, NOTCH4, MAPK13, SP1, BRAF, PIK3R3"
"Cell adhesion molecules (CAMs)",0.691,1,1,137,16,"CDH5, CLDN19, CLDN14, CLDN15, HLA-DQA2, ICAM1, ITGAM, ITGAV, ITGB1, NCAM1, CLDN11, PTPRC, JAM3, CLDN6, CLDN2, CD28"
"Antigen processing and presentation",0.703,1,1,71,8,"CREB1, PDIA3, HLA-DQA2, HSPA5, NFYB, NFYC, TAP1, CALR"
"Longevity regulating pathway",0.704,1,1,88,10,"CREB3, EHMT2, CREB1, ATF6B, KRAS, RELA, EHMT1, PIK3R3, CREB3L1, ATG13"
"Regulation of lipolysis in adipocytes",0.705,1,1,54,6,"CGA, ADRB2, GNAI3, NPY, PDE3B, PIK3R3"
"Axon guidance",0.712,1,1,172,20,"CFL1, CFL2, EFNA2, GNAI3, EPHA6, ITGB1, KRAS, PLXNA1, PLXNB1, SSH3, PPP3R2, PARD3, BMP7, BMPR1B, TRPC6, WNT5A, CXCR4, PARD6G, PIK3R3, CDC42"
"Glyoxylate and dicarboxylate metabolism",0.714,1,1,28,3,"DLD, AGXT, ACO2"
"Hedgehog signaling pathway",0.718,1,1,46,5,"GRK2, SUFU, CSNK1G1, SPOP, CCND2"
"Natural killer cell mediated cytotoxicity",0.732,1,1,124,14,"CSF2, PTK2B, SHC2, LAT, ICAM1, IFNA13, IFNA14, IFNA16, KRAS, PPP3R2, PTPN6, BRAF, SYK, PIK3R3"
"Non-alcoholic fatty liver disease (NAFLD)",0.735,1,1,141,16,"COX4I1, EIF2S1, GSK3A, IKBKB, IL1A, IL1B, CXCL8, JUN, NDUFA2, NDUFB9, NDUFS4, MLXIPL, RELA, TNFRSF1A, PIK3R3, CDC42"
"TGF-beta signaling pathway",0.738,1,1,82,9,"BAMBI, SMAD1, SMAD4, SMAD6, PPP2CB, BMP7, BMPR1B, SP1, TGFB2"
"Melanogenesis",0.749,1,1,100,11,"CREB3, CREB1, EDN1, GNAI3, GNAO1, KRAS, ASIP, PLCB4, WNT5A, WNT3A, CREB3L1"
"Pentose and glucuronate interconversions",0.757,1,1,30,3,"AKR1A1, RPE, UGDH"
"RNA polymerase",0.757,1,1,30,3,"TWISTNB, POLR2F, POLR2J"
"Circadian rhythm",0.757,1,1,30,3,"CREB1, RORA, BHLHE40"
"Antifolate resistance",0.777,1,1,31,3,"IKBKB, IL1B, RELA"
"FoxO signaling pathway",0.784,1,1,129,14,"GABARAPL2, EGFR, G6PC, IKBKB, KRAS, SMAD4, PDPK1, PLK1, MAPK13, BRAF, TGFB2, PIK3R3, CCND2, CCNB2"
"Olfactory transduction",0.802,1,1,399,46,"OR51L1, OR51F2, OR52M1, OR52K2, OR2D3, OR10H4, OR2Y1, OR13C8, OR10A5, GRK2, OR6Q1, OR10Q1, OR5B17, OR2M4, OR5L2, OR10H1, OR4E2, OR4D1, OR2J2, OR51B5, GUCY2D, OR8D4, OR2AT4, OR10A2, OR6B2, OR52A5, OR51M1, OR51I1, OR52N4, OR5D16, OR5T3, OR5M9, OR4N5, OR2AK2, OR2L3, OR2M2, OR51A2, OR2T5, OR5K3, OR5B3, OR14J1, PDE1B, OR8J3, OR4P4, OR10W1, OR1G1"
"Renin-angiotensin system",0.813,1,1,23,2,"AGT, MME"
"Salivary secretion",0.82,1,1,89,9,"ADRB2, ATP1B4, GUCY1B3, ITPR3, ATP1A3, ATP1B2, ATP1B3, ATP2B3, PLCB4"
"Non-homologous end-joining",0.831,1,1,13,1,"DNTT"
"Phosphatidylinositol signaling system",0.831,1,1,99,10,"PIP5K1C, ITPR3, PLCE1, PIK3C2A, PLCB4, PIK3R3, DGKZ, DGKE, INPP4B, MTMR7"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.831,1,1,24,2,"EXT2, B3GAT3"
"Fatty acid biosynthesis",0.831,1,1,13,1,"ACACB"
"ABC transporters",0.832,1,1,44,4,"CFTR, ABCA2, ABCG5, TAP1"
"Drug metabolism - cytochrome P450",0.865,1,1,66,6,"ADH4, GSTA1, GSTA3, GSTP1, MGST1, GSTO1"
"Intestinal immune network for IgA production",0.868,1,1,47,4,"HLA-DQA2, TNFRSF17, CXCR4, CD28"
"Lysosome",0.872,1,1,122,12,"TCIRG1, CLTA, CLTC, CTSD, ABCA2, LAMP1, ASAH1, ATP6V0A4, ATP6AP1, SLC11A1, SCARB2, ENTPD4"
"Primary bile acid biosynthesis",0.888,1,1,16,1,"HSD17B4"
"Phenylalanine metabolism",0.888,1,1,16,1,"IL4I1"
"Nicotinate and nicotinamide metabolism",0.89,1,1,28,2,"NAMPT, NT5C"
"Oxidative phosphorylation",0.892,1,1,116,11,"TCIRG1, COX4I1, NDUFA2, NDUFB9, NDUFS4, ATP12A, ATP6V0A4, ATP6V1B2, ATP6AP1, PPA1, ATP6V0E1"
"Glycine, serine and threonine metabolism",0.892,1,1,39,3,"SDSL, DLD, AGXT"
"Metabolism of xenobiotics by cytochrome P450",0.899,1,1,70,6,"ADH4, GSTA1, GSTA3, GSTP1, MGST1, GSTO1"
"Pyrimidine metabolism",0.901,1,1,99,9,"POLD3, DCK, TWISTNB, NT5C, POLE, POLR2F, POLR2J, POLD4, ENTPD4"
"Selenocompound metabolism",0.903,1,1,17,1,"MTR"
"Galactose metabolism",0.911,1,1,30,2,"G6PC, HK2"
"Glycosaminoglycan degradation",0.915,1,1,18,1,"HPSE2"
"Pantothenate and CoA biosynthesis",0.915,1,1,18,1,"PANK4"
"Inositol phosphate metabolism",0.919,1,1,73,6,"PIP5K1C, PLCE1, PIK3C2A, PLCB4, INPP4B, MTMR7"
"One carbon pool by folate",0.926,1,1,19,1,"MTR"
"ErbB signaling pathway",0.931,1,1,85,7,"NRG4, EGFR, SHC2, JUN, KRAS, BRAF, PIK3R3"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.935,1,1,20,1,"B3GAT3"
"Arginine biosynthesis",0.935,1,1,20,1,"GPT"
"Fructose and mannose metabolism",0.937,1,1,33,2,"ALDOA, HK2"
"Tyrosine metabolism",0.943,1,1,34,2,"ADH4, IL4I1"
"mTOR signaling pathway",0.948,1,1,147,13,"EIF4B, LAMTOR2, IKBKB, KRAS, PDPK1, ATP6V1B2, SLC3A2, BRAF, TNFRSF1A, WNT5A, SLC7A5, PIK3R3, WNT3A"
"Arginine and proline metabolism",0.955,1,1,48,3,"ALDH2, ALDH3A2, AOC1"
"Wnt signaling pathway",0.956,1,1,140,12,"PRICKLE1, CSNK2A2, BAMBI, JUN, SMAD4, PLCB4, PPP3R2, MAP3K7, WNT5A, CCND2, CCND3, WNT3A"
"Biosynthesis of unsaturated fatty acids",0.957,1,1,23,1,"HADHA"
"Vitamin digestion and absorption",0.963,1,1,24,1,"APOB"
"Fatty acid elongation",0.968,1,1,25,1,"HADHA"
"Signaling pathways regulating pluripotency of stem cells",0.97,1,1,136,11,"FGFR3, JARID2, KRAS, SMAD1, SMAD4, MAPK13, BMPR1B, WNT5A, PIK3R3, WNT3A, KLF4"
"Folate biosynthesis",0.972,1,1,26,1,"SPR"
"Hippo signaling pathway - multiple species",0.972,1,1,26,1,"YAP1"
"Drug metabolism - other enzymes",0.982,1,1,44,2,"HPRT1, ITPA"
"Peroxisome",0.982,1,1,80,5,"AGXT, HMGCL, HSD17B4, MVK, PEX2"
"Aminoacyl-tRNA biosynthesis",0.982,1,1,44,2,"KARS, YARS"
"Ubiquitin mediated proteolysis",0.983,1,1,134,10,"STUB1, BIRC8, UBE2J2, HERC4, TRIM37, PARK2, FBXW7, UBE2I, RNF7, CDC34"
"PPAR signaling pathway",0.986,1,1,71,4,"HMGCS2, PLIN5, PDPK1, UBC"
"Amino sugar and nucleotide sugar metabolism",0.989,1,1,48,2,"HK2, UGDH"
"Fatty acid metabolism",0.989,1,1,48,2,"HADHA, ACADSB"
"Longevity regulating pathway - multiple species",0.99,1,1,62,3,"HDAC2, KRAS, PIK3R3"
"Caffeine metabolism",1,1,1,5,0,""
"Metabolic pathways",1,1,1,1228,97,"NAMPT, TCIRG1, AKR1A1, CEPT1, POLD3, PTGES3, SDSL, AK7, ADH4, COX4I1, GPAT2, DBT, DCK, DLD, ABAT, AGXT, CERS3, AK4, EXT2, ALDH2, TWISTNB, ALDH3A2, ALDOA, PIP5K1C, ALOX5, ALOX15, G6PC, LPCAT4, IL4I1, GAPDH, AOC1, B3GAT3, PLA2G2D, AMPD1, PLA2G4D, GPT, GYS2, HADHA, NT5C, HK2, HMGCL, HMGCS1, HMGCS2, ACACB, HPRT1, HSD17B4, IDH3A, ACADSB, ITPA, IVD, LAMA5, LDHB, MAT2A, ASAH1, MTR, MVK, NDUFA2, NDUFB9, NDUFS4, ACO2, PAFAH1B3, PAFAH2, ATP6V0A4, PLCE1, PDHA1, PGD, ATP6V1B2, PIK3C2A, PLA2G4A, PLCB4, ATP6AP1, PNLIPRP1, POLE, POLR2F, POLR2J, PANK4, POLD4, PYGM, HPSE2, RPE, SMPD2, SPR, UGDH, PDHX, PLA2G6, TKTL2, DGAT2, DGKZ, DGKE, PLPP1, JMJD7-PLA2G4B, INPP4B, SGPL1, ATP6V0E1, MTMR7, LDHAL6B, GDA"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Retinol metabolism",1,1,1,62,1,"ADH4"
"N-Glycan biosynthesis",1,1,1,49,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,15,0,""
"Mannose type O-glycan biosynthesis",1,1,1,22,0,""
"Taurine and hypotaurine metabolism",1,1,1,10,0,""
"Sulfur metabolism",1,1,1,10,0,""
"Steroid biosynthesis",1,1,1,20,0,""
"Steroid hormone biosynthesis",1,1,1,55,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,40,0,""
"Other glycan degradation",1,1,1,18,0,""
"Lipoic acid metabolism",1,1,1,2,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Maturity onset diabetes of the young",1,1,1,25,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,4,0,""
"Sulfur relay system",1,1,1,8,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Biotin metabolism",1,1,1,3,0,""
"Riboflavin metabolism",1,1,1,8,0,""
