"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"122","CDC25C",259,"Novel","995",-3.027,"Cell cycle ; Progesterone-mediated oocyte maturation","BRSK2, PLK1, UBC, YWHAH, PCNA, MAPK14",6,NA,0,NA,0,"MAPK14",1,NA,0,NA,0,NA,0,0
"123","CDC42",164,"Regulation of actin cytoskeleton","998",-1.64,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis ; Focal adhesion ; Tight junction ; Fc gamma R-mediated phagocytosis ; Pathways in cancer ; Shigellosis ; Bacterial invasion of epithelial cells ; GnRH signaling pathway ; Pancreatic cancer ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Pathogenic Escherichia coli infection ; VEGF signaling pathway ; Renal cell carcinoma","PIK3CB, MAPK8, PAK2, RAP1A, ARHGEF7, MAPK9, ARHGDIB, IQGAP2, ARHGEF6, BAIAP2, PARD6G, ARHGAP32, PAK6, CDC42EP3, PAK4, PAK7, PAK1, WASL, VAV1, UBC, IQGAP1",21,"PAK7, PAK6, IQGAP2, BAIAP2, PAK4, ARHGEF6, WASL, ARHGEF7, IQGAP1, VAV1, PIK3CB, PAK2, PAK1",13,NA,0,"MAPK9, MAPK8, PIK3CB",3,"PAK7, PAK6, IQGAP2, BAIAP2, PAK4, ARHGEF6, WASL, ARHGEF7, IQGAP1, VAV1, PIK3CB, PAK2, PAK1",13,NA,0,NA,0,13
"124","CDC42EP3",659,"Novel","10602",-1.875,NA,"CDC42",1,"CDC42",1,NA,0,NA,0,"CDC42",1,NA,0,NA,0,1
"125","CDC5L",79,"Novel","988",-1.652,"Spliceosome","PRPF8, PLRG1, SNW1, SF3B1, XAB2, SF3B2, SNRPD3, EFTUD2, SRSF1, DYNC1H1, TOP2A, BCAS2, SRRM1, CCDC12, CCDC94, SFPQ, UBC, PPP1CA",18,"PPP1CA",1,NA,0,NA,0,"PPP1CA",1,NA,0,NA,0,1
"126","CDH5",248,"Novel","1003",-1.293,"Leukocyte transendothelial migration ; Cell adhesion molecules (CAMs)","KDR, CTNND1, PARD6G, PARD3",4,NA,0,"KDR",1,NA,0,NA,0,NA,0,NA,0,0
"127","CDX2",391,"Novel","1045",-1.225,NA,"PSMD2, PSMC4, PSMA5",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"128","CFL1",221,"Regulation of actin cytoskeleton","1072",-2.126,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","CFL2, SSH1, LIMK2, UBC, ACTA2, ACTB, ACTG1",7,"SSH1, LIMK2, CFL2, ACTG1, ACTB",5,NA,0,NA,0,"SSH1, LIMK2, CFL2, ACTG1, ACTB",5,NA,0,NA,0,5
"129","CFL2",458,"Regulation of actin cytoskeleton","1073",-1.655,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","ACTG1, UBC, ACTB, CFL1",4,"CFL1, ACTG1, ACTB",3,NA,0,NA,0,"CFL1, ACTG1, ACTB",3,NA,0,NA,0,3
"130","CFLAR",176,"Chagas disease (American trypanosomiasis)","8837",-3.35,"Chagas disease (American trypanosomiasis) ; Apoptosis","TNFSF10, TNFRSF10A, FAS, CASP8, FADD, RAF1, UBC, RIPK1, TNFRSF10B",9,"RAF1",1,"TNFRSF10A, TNFRSF10B, TNFSF10, FAS",4,"FADD, CASP8, FAS",3,"RAF1",1,NA,0,NA,0,1
"131","CHD4",279,"Novel","1108",-1.844,NA,"MBD3, MTA2, UBC, HDAC2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"132","CHMP2A",416,"Novel","27243",-1.819,"Endocytosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"133","CHUK",60,"Chagas disease (American trypanosomiasis)","1147",-0.492,NA,"IKBKB, MAP3K7, NFKB1, EIF2AK2, RELA, RAC3, COPS5, AKT1, AKT2, CD40, MAP3K3, BCL3, TNFRSF1A, CNTN2, CARD11, NFKBIB, NFKBIA, UBC",18,"RAC3",1,"TNFRSF1A, CD40",2,"TNFRSF1A, RELA, NFKBIA, NFKB1, IKBKB, AKT2, AKT1",7,"RAC3",1,NA,0,"TNFRSF1A, RELA, IKBKB",3,4
"134","CKS2",97,"Novel","1164",-1.092,NA,"CCNB2, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"135","CLCF1",304,"Cytokine-cytokine receptor interaction","23529",1.425,NA,"CNTFR",1,NA,0,"CNTFR",1,NA,0,NA,0,"CNTFR",1,NA,0,1
"136","CLINT1",577,"Novel","9685",-1.876,NA,"UBC, CLTC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"137","CLK1",533,"Novel","1195",-1.182,NA,"SRSF1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"138","CLTA",514,"Novel","1211",-1.61,"Endocytosis ; Bacterial invasion of epithelial cells","CLTC, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"139","CLTC",275,"Novel","1213",-1.058,"Endocytosis ; Bacterial invasion of epithelial cells","SNX9, CLTA, CLINT1, EPN1, WASL, IKBKB, MAP3K7, UBC",8,"WASL",1,NA,0,"IKBKB",1,"WASL",1,NA,0,"IKBKB",1,2
"140","CNTF",287,"Cytokine-cytokine receptor interaction","1270",0.226,NA,"IL6R, CNTFR, LIFR",3,NA,0,"LIFR, IL6R, CNTFR",3,NA,0,NA,0,"CNTFR",1,NA,0,1
"141","CNTFR",560,"Cytokine-cytokine receptor interaction","1271",-1.019,"Cytokine-cytokine receptor interaction ; Jak-STAT signaling pathway","LIFR, CNTF, CLCF1",3,NA,0,"CLCF1, LIFR, CNTF",3,NA,0,NA,0,NA,0,NA,0,0
"142","CNTN2",547,"Novel","6900",-2.347,"Cell adhesion molecules (CAMs)","KAT2B, UBC, IKBKB, CHUK",4,NA,0,NA,0,"IKBKB, CHUK",2,NA,0,NA,0,"IKBKB",1,1
"143","COL1A2",635,"Novel","1278",-4.07,"Focal adhesion ; Amoebiasis ; ECM-receptor interaction","ITGA2",1,"ITGA2",1,NA,0,NA,0,"ITGA2",1,NA,0,NA,0,1
"144","COPS2",268,"Novel","9318",-1.959,NA,"SIN3B, PSMC5, UBC, COPS6, SIN3A, JUN, PSMC1, PSMA6, COPS5",9,NA,0,NA,0,"JUN",1,NA,0,NA,0,"JUN",1,1
"145","COPS5",151,"Novel","10987",-1.853,NA,"SMAD4, COPS2, TOP2A, PSMA6, UBC, CHUK, IKBKB, PSMD12, JUN, COPS6",10,NA,0,NA,0,"JUN, IKBKB, CHUK",3,NA,0,NA,0,"JUN, IKBKB",2,2
"146","COPS6",102,"Novel","10980",-1.741,NA,"COPS5, RAE1, COPS2, KLHL8, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"147","CREB1",457,"Novel","1385",-2.462,"Vasopressin-regulated water reabsorption ; Osteoclast differentiation ; Prostate cancer","MAPK14, UBC, HDAC2",3,NA,0,NA,0,"MAPK14",1,NA,0,NA,0,NA,0,0
"148","CRK",34,"Regulation of actin cytoskeleton","1398",0.909,NA,"EGFR, BCAR1, RET, PXN, MAPK8, FGFR1, PTK2, KDR, KIT, SOS1, PDGFRA, FLT1, ASAP1, DOCK1, ARHGAP32",15,"BCAR1, SOS1, PXN, PTK2, PDGFRA, FGFR1, EGFR, DOCK1",8,"PDGFRA, KIT, KDR, FLT1, EGFR",5,"MAPK8",1,"BCAR1, SOS1, PXN, PTK2, PDGFRA, FGFR1, EGFR, DOCK1",8,"PDGFRA, EGFR",2,NA,0,10
"149","CRKL",35,"Regulation of actin cytoskeleton","1399",0.428,NA,"EGFR, MAPK1, BCAR1, GAB2, PXN, PDGFRB, SOS1, PDGFRA, EPOR, PIK3R2, UBC",11,"BCAR1, SOS1, PXN, MAPK1, PIK3R2, PDGFRB, PDGFRA, EGFR",8,"PDGFRB, PDGFRA, EPOR, EGFR",4,"MAPK1, PIK3R2",2,"BCAR1, SOS1, PXN, MAPK1, PIK3R2, PDGFRB, PDGFRA, EGFR",8,"PDGFRB, PDGFRA, EGFR",3,NA,0,11
"150","CRLF2",350,"Cytokine-cytokine receptor interaction","64109",0.513,NA,"TSLP, IL7R",2,NA,0,"TSLP, IL7R",2,NA,0,NA,0,NA,0,NA,0,0
"151","CSF1",609,"Cytokine-cytokine receptor interaction","1435",-0.861,NA,"CSF1R",1,NA,0,"CSF1R",1,NA,0,NA,0,"CSF1R",1,NA,0,1
"152","CSF1R",327,"Cytokine-cytokine receptor interaction","1436",-4.202,"Cytokine-cytokine receptor interaction ; Endocytosis ; Osteoclast differentiation ; Pathways in cancer ; Hematopoietic cell lineage","CSF1, SOS1, RPS27A, UBC",4,"SOS1",1,"CSF1",1,NA,0,"SOS1",1,NA,0,NA,0,1
"153","CSF2",756,"Cytokine-cytokine receptor interaction","1437",-1.26,"Cytokine-cytokine receptor interaction ; Amoebiasis ; Rheumatoid arthritis ; Hematopoietic cell lineage ; Jak-STAT signaling pathway ; T cell receptor signaling pathway ; Fc epsilon RI signaling pathway ; Natural killer cell mediated cytotoxicity","CSF2RA, CSF2RB",2,NA,0,"CSF2RB, CSF2RA",2,NA,0,NA,0,NA,0,NA,0,0
"154","CSF2RA",387,"Cytokine-cytokine receptor interaction","1438",0.153,NA,"CSF2, IKBKB, KIT, CSF2RB",4,NA,0,"KIT, CSF2RB, CSF2",3,"IKBKB",1,NA,0,"CSF2",1,"IKBKB",1,2
"155","CSF2RB",280,"Cytokine-cytokine receptor interaction","1439",-0.611,NA,"CSF2RA, IL5, IL3, CSF2, IL5RA, UBC",6,NA,0,"IL5RA, IL5, IL3, CSF2RA, CSF2",5,NA,0,NA,0,"IL3, CSF2",2,NA,0,2
"156","CSF3",741,"Cytokine-cytokine receptor interaction","1440",0.174,NA,"CSF3R",1,NA,0,"CSF3R",1,NA,0,NA,0,NA,0,NA,0,0
"157","CSF3R",381,"Cytokine-cytokine receptor interaction","1441",0.664,NA,"CSF3, UBC",2,NA,0,"CSF3",1,NA,0,NA,0,NA,0,NA,0,0
"158","CSK",419,"Regulation of actin cytoskeleton","1445",0.324,NA,"UBC, JUN, PXN, CD247",4,"PXN",1,NA,0,"JUN, CD247",2,"PXN",1,NA,0,"JUN",1,2
"159","CSNK2A2",153,"Novel","1459",-3.103,"Tight junction","TOP2A, MAF1, RRP1, HADHA, FGF2, UBC",6,"FGF2",1,NA,0,NA,0,"FGF2",1,NA,0,NA,0,1
"160","CTNND1",540,"Novel","1500",-2.577,"Leukocyte transendothelial migration","EGFR, CDH5, UBC",3,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,2
"161","CX3CL1",727,"Cytokine-cytokine receptor interaction","6376",-0.19,NA,"CX3CR1",1,NA,0,"CX3CR1",1,NA,0,NA,0,"CX3CR1",1,NA,0,1
"162","CX3CR1",377,"Cytokine-cytokine receptor interaction","1524",-1.288,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CX3CL1",1,NA,0,"CX3CL1",1,NA,0,NA,0,NA,0,NA,0,0
"163","CXCL1",339,"Cytokine-cytokine receptor interaction","2919",1.085,NA,"CXCR2, CXCR1",2,NA,0,"CXCR2, CXCR1",2,NA,0,NA,0,NA,0,NA,0,0
"164","CXCL10",734,"Cytokine-cytokine receptor interaction","3627",-0.482,NA,"CXCR3",1,NA,0,"CXCR3",1,NA,0,NA,0,"CXCR3",1,NA,0,1
"165","CXCL11",733,"Cytokine-cytokine receptor interaction","6373",-1.328,"Cytokine-cytokine receptor interaction ; Toll-like receptor signaling pathway ; Chemokine signaling pathway","CXCR3",1,NA,0,"CXCR3",1,NA,0,NA,0,"CXCR3",1,NA,0,1
"166","CXCL12",684,"Cytokine-cytokine receptor interaction","6387",1.358,NA,"CCR4, CXCR4",2,NA,0,"CXCR4, CCR4",2,NA,0,NA,0,"CXCR4",1,NA,0,1
"167","CXCL13",621,"Cytokine-cytokine receptor interaction","10563",-1.437,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCR5",1,NA,0,"CXCR5",1,NA,0,NA,0,"CXCR5",1,NA,0,1
"168","CXCL2",665,"Cytokine-cytokine receptor interaction","2920",-0.942,NA,"CXCR2",1,NA,0,"CXCR2",1,NA,0,NA,0,NA,0,NA,0,0
"169","CXCL5",337,"Cytokine-cytokine receptor interaction","6374",0.542,NA,"CXCR2, CXCR1",2,NA,0,"CXCR2, CXCR1",2,NA,0,NA,0,NA,0,NA,0,0
"170","CXCL8",336,"Novel","3576",-1.186,NA,"CXCR2, CXCR1, RELA",3,NA,0,"CXCR2, CXCR1",2,"RELA",1,NA,0,NA,0,"RELA",1,1
"171","CXCL9",735,"Cytokine-cytokine receptor interaction","4283",-1.127,NA,"CXCR3",1,NA,0,"CXCR3",1,NA,0,NA,0,"CXCR3",1,NA,0,1
"172","CXCR1",633,"Cytokine-cytokine receptor interaction","3577",1.705,NA,"PPBP, CXCL1, CXCL8, CXCL5",4,NA,0,"CXCL5, PPBP, CXCL1",3,NA,0,NA,0,NA,0,NA,0,0
"173","CXCR2",356,"Cytokine-cytokine receptor interaction","3579",-0.244,NA,"CXCL2, CXCL1, PPBP, CXCL5, CXCL8",5,NA,0,"CXCL5, PPBP, CXCL2, CXCL1",4,NA,0,NA,0,NA,0,NA,0,0
"174","CXCR3",379,"Cytokine-cytokine receptor interaction","2833",-1.259,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL11, CXCL10, CXCL9",3,NA,0,"CXCL11, CXCL9, CXCL10",3,NA,0,NA,0,"CXCL11",1,NA,0,1
"175","CXCR4",309,"Cytokine-cytokine receptor interaction","7852",-3.12,"Cytokine-cytokine receptor interaction ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis","CCR5, TLR2, GNA13, CXCL12, UBC",5,"GNA13",1,"CXCL12, CCR5",2,"TLR2",1,"GNA13",1,NA,0,"TLR2",1,2
"176","CXCR5",331,"Cytokine-cytokine receptor interaction","643",-1,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL13",1,NA,0,"CXCL13",1,NA,0,NA,0,"CXCL13",1,NA,0,1
"177","CYLD",503,"Novel","1540",-3.83,"RIG-I-like receptor signaling pathway ; Osteoclast differentiation","TRAF6, RIPK1, UBC, TUBA1A",4,NA,0,NA,0,"TRAF6",1,NA,0,NA,0,NA,0,0
"178","DAD1",197,"Novel","1603",-2.577,NA,"SEC61A1, PCNA, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"179","DCTN4",519,"Novel","51164",-1.088,"Vasopressin-regulated water reabsorption","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"180","DDX3X",456,"Novel","1654",-1.915,"RIG-I-like receptor signaling pathway","EIF2S1, EIF4G1, PRPF8, EIF3B, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"181","DIAPH3",709,"Regulation of actin cytoskeleton","81624",0.204,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"182","DNM1",581,"Novel","1759",-1.223,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","SNX9, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"183","DNM1L",434,"Novel","10059",-2.699,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","UBC, BCL2L1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"184","DNTT",724,"Novel","1791",-1.264,"Hematopoietic cell lineage","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"185","DNTTIP1",744,"Novel","116092",-1.056,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"186","DOCK1",619,"Regulation of actin cytoskeleton","1793",0.373,NA,"CRK, RAC1, UBC",3,"RAC1, CRK",2,NA,0,NA,0,"RAC1, CRK",2,NA,0,NA,0,2
"187","DSG2",390,"Novel","1829",-3.103,"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"188","DUSP10",232,"Novel","11221",-1.428,"MAPK signaling pathway","MAPK9, FOS, MAPK8, MAPK14",4,NA,0,NA,0,"MAPK9, MAPK8, FOS, MAPK14",4,NA,0,NA,0,NA,0,0
"189","DUSP5",719,"Novel","1847",-2.2,"MAPK signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"190","DUSP6",402,"Novel","1848",-2.668,"MAPK signaling pathway","MAPK3, MAPK1",2,"MAPK3, MAPK1",2,NA,0,"MAPK3, MAPK1",2,"MAPK3, MAPK1",2,NA,0,NA,0,2
"191","DYNC1H1",286,"Novel","1778",-1.392,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, CDC5L, UBC, YARS, SAP30BP",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"192","DYNC1I1",324,"Novel","1780",-1.009,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLL1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"193","DYNC1I2",643,"Novel","1781",-1.418,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"194","DYNLL1",602,"Novel","8655",-1.107,"Vasopressin-regulated water reabsorption","GNB2L1, DYNC1I1, PAK1, UBC, TRAF3IP3",5,"PAK1",1,NA,0,NA,0,"PAK1",1,NA,0,NA,0,1
"195","DYNLT3",345,"Novel","6990",-1.513,NA,"DYNC1I2, DYNC1H1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"196","E2F3",169,"Novel","1871",-1.712,"Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Cell cycle ; Chronic myeloid leukemia ; Melanoma","ACACB, MYBL2, CCNE1, MSH2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"197","EDA",372,"Cytokine-cytokine receptor interaction","1896",-1.235,"Cytokine-cytokine receptor interaction","EDAR",1,NA,0,"EDAR",1,NA,0,NA,0,"EDAR",1,NA,0,1
"198","EDAR",685,"Cytokine-cytokine receptor interaction","10913",-1.074,"Cytokine-cytokine receptor interaction","EDA",1,NA,0,"EDA",1,NA,0,NA,0,"EDA",1,NA,0,1
"199","EEF2K",438,"Novel","29904",-1.868,NA,"RAE1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"200","EFTUD2",152,"Novel","9343",-1.461,"Spliceosome","BCAS2, IK, RPL19, CDC5L, SF3B1, UBC, RPS2, XAB2, PRPF8, SNRPD3, SNW1",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"201","EGF",598,"Cytokine-cytokine receptor interaction","1950",0.014,NA,"EGFR, FGF5",2,"FGF5, EGFR",2,"EGFR",1,NA,0,"FGF5, EGFR",2,"EGFR",1,NA,0,3
"202","EGFR",37,"Cytokine-cytokine receptor interaction","1956",-1.842,"Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Endocytosis ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; GnRH signaling pathway ; Pancreatic cancer ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; Gap junction ; Melanoma","SFN, RPS27A, EZR, HSPA5, MAPK14, GAB2, MAP2K1, PAK1, FOS, HNRNPH1, TUBA1A, STAT1, PDGFRB, PTK2, SOS1, MET, GAPDH, PTK2B, CAMLG, CTNND1, PIK3R3, PIK3R2, PTPN2, EPN1, LAMP1, PTPN6, LRIG1, PLSCR1, SOS2, EGF, TLR2, VAV3, VAV2, VAV1, UBB, UBC, EPS8, CRKL, STUB1, CRK",40,"VAV3, PIK3R3, EZR, VAV2, VAV1, SOS2, SOS1, PTK2, MAP2K1, PIK3R2, PDGFRB, PAK1, EGF, CRKL, CRK",15,"PDGFRB, MET, EGF",3,"PIK3R3, TLR2, PIK3R2, FOS, MAPK14",5,"VAV3, PIK3R3, EZR, VAV2, VAV1, SOS2, SOS1, PTK2, MAP2K1, PIK3R2, PDGFRB, PAK1, EGF, CRKL, CRK",15,"PDGFRB",1,"TLR2, PIK3R3",2,18
"203","EGR1",557,"Novel","1958",-3.071,"Prion diseases","SP1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"204","EHMT1",558,"Novel","79813",-3.813,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"205","EHMT2",396,"Novel","10919",-2.058,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"206","EIF1",408,"Novel","10209",-2.083,"RNA transport","EIF2S2, EIF3I, EIF3J, EIF3B, RPS27A, RPS2, EIF3A, UBC",8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"207","EIF2AK2",78,"Novel","5610",-1.283,"Hepatitis C","EIF2S1, STAT1, UBC, PPP1CC, CHUK, MAP3K7",6,"PPP1CC",1,NA,0,"CHUK",1,"PPP1CC",1,NA,0,NA,0,1
"208","EIF2B3",513,"Novel","8891",-1.129,"RNA transport","EIF2S2, EIF2S3, EIF2S1, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"209","EIF2S1",83,"Novel","1965",-2.958,"RNA transport ; Hepatitis C","EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, DDX3X, EIF2B3, UBC, EIF2AK2",9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"210","EIF2S2",146,"Novel","8894",-3.692,"RNA transport","EIF1, EIF2B3, EIF3A, EIF2S1, EIF3B, EIF2S3, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"211","EIF2S3",145,"Novel","1968",-1.135,"RNA transport","EIF2S2, EIF2B3, EIF3I, EIF3B, UBC, EIF2S1, EIF3A",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"212","EIF3A",144,"Novel","8661",-2.02,"RNA transport","EIF2S3, EIF2S2, EIF4B, EIF4G2, EIF1, EIF3B, EIF3J, EIF2S1, EIF3I, UBC",10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"213","EIF3B",136,"Novel","8662",-1.413,"RNA transport","EIF3J, EIF3A, EIF2S3, EIF2S2, EIF4G1, EIF1, DDX3X, EIF4A1, EIF3I, UBC, EIF2S1",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"214","EIF3I",84,"Novel","8668",-1.733,"RNA transport","EIF3B, EIF3J, EIF3A, EIF2S3, EIF1, EIF2S1, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"215","EIF3J",138,"Novel","8669",-1.484,"RNA transport","EIF3A, EIF1, EIF3B, UBC, EIF3I",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"216","EIF4A1",544,"Novel","1973",-1.554,"RNA transport","EIF4B, EIF3B, PPP2R1A, EIF4G1, UBC, EIF4G2",6,NA,0,NA,0,"PPP2R1A",1,NA,0,NA,0,NA,0,0
"217","EIF4B",163,"Novel","1975",-1.216,"RNA transport","EIF4G1, EIF4G2, EIF4A1, UBC, EIF3A",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"218","EIF4G1",183,"Novel","1981",-3.131,"RNA transport","POLDIP3, EIF4G2, DDX3X, EIF4A1, EIF3B, EIF4B, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"219","EIF4G2",298,"Novel","1982",-2.033,"RNA transport","EIF4A1, UBC, EIF4B, EIF4G1, EIF3A",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"220","ELF4",638,"Novel","2000",-2.109,NA,"UBC, RUNX1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"221","ELMSAN1",742,"Novel","91748",-2.177,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"222","ENDOG",612,"Novel","2021",-1.594,"Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"223","EPAS1",241,"Novel","2034",-2.03,"Pathways in cancer ; Renal cell carcinoma","ARNT, SMAD3, SP1",3,NA,0,NA,0,"SMAD3",1,NA,0,NA,0,NA,0,0
"224","EPN1",578,"Novel","29924",-1.008,"Endocytosis","UBC, CLTC, EGFR",3,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,2
"225","EPO",246,"Cytokine-cytokine receptor interaction","2056",-1.55,"Cytokine-cytokine receptor interaction ; Hematopoietic cell lineage ; Jak-STAT signaling pathway","EPOR",1,NA,0,"EPOR",1,NA,0,NA,0,NA,0,NA,0,0
"226","EPOR",483,"Cytokine-cytokine receptor interaction","2057",0.718,NA,"SOCS2, UBC, CRKL, EPO",4,"CRKL",1,"EPO",1,NA,0,"CRKL",1,"EPO",1,NA,0,2
"227","EPS8",33,"Novel","2059",-3.103,NA,"EGFR, SOS1, BAIAP2",3,"BAIAP2, SOS1, EGFR",3,"EGFR",1,NA,0,"BAIAP2, SOS1, EGFR",3,"EGFR",1,NA,0,4
"228","ERC1",698,"Novel","23085",-3.389,NA,"IKBKB, UBC",2,NA,0,NA,0,"IKBKB",1,NA,0,NA,0,"IKBKB",1,1
"229","EXOSC10",384,"Novel","5394",-1.397,NA,"SUV39H2, SUV39H1, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"230","EZR",56,"Regulation of actin cytoskeleton","7430",-0.82,NA,"FASLG, FADD, FAS, RDX, RHOA, EGFR, UBC, MSN",8,"RDX, MSN, EGFR, RHOA",4,"EGFR, FASLG, FAS",3,"FADD, FASLG, FAS",3,"RDX, MSN, EGFR, RHOA",4,"EGFR",1,NA,0,5
"231","F2",148,"Regulation of actin cytoskeleton","2147",1.568,NA,"F2R, SERPINE1, GP1BA",3,"F2R",1,NA,0,"SERPINE1",1,"F2R",1,NA,0,NA,0,1
"232","F2R",357,"Regulation of actin cytoskeleton","2149",0.619,NA,"GNA13, UBC, F2",3,"GNA13, F2",2,NA,0,NA,0,"GNA13, F2",2,NA,0,NA,0,2
"233","FADD",174,"Chagas disease (American trypanosomiasis)","8772",0.471,NA,"TNFRSF10B, CFLAR, TNFSF10, MYD88, TNFRSF1A, TNFRSF10A, FAS, EZR, FASLG, RHOA, CASP8, RIPK1, UBC",13,"EZR, RHOA",2,"TNFRSF10A, TNFRSF10B, TNFSF10, TNFRSF1A, FASLG, FAS",6,"CFLAR, TNFRSF1A, MYD88, CASP8, FASLG, FAS",6,"EZR, RHOA",2,NA,0,"TNFRSF1A, MYD88, CFLAR",3,5
"234","FAHD2B",752,"Novel","151313",-1.348,NA,"PCNA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"235","FAS",535,"Chagas disease (American trypanosomiasis)","355",0.437,NA,"FASLG, UBE2I, RIPK1, CASP8, MAPK8, RHOA, CFLAR, FADD, RAP1A, EZR",10,"EZR, RHOA",2,"FASLG",1,"CFLAR, FADD, MAPK8, CASP8, FASLG",5,"EZR, RHOA",2,NA,0,"CFLAR",1,3
