"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"122","CKS2",84,"Novel","1164",-1.092,NA,"CCNB2, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"123","CLCF1",275,"Cytokine-cytokine receptor interaction","23529",1.425,NA,"CNTFR",1,NA,0,"CNTFR",1,"",0,NA,0,"CNTFR",1,"",0,1
"124","CLINT1",540,"Novel","9685",-1.876,NA,"UBC, CLTC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"125","CLK1",497,"Novel","1195",-1.182,NA,"SRSF1",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"126","CLTA",479,"Novel","1211",-1.61,"Endocytosis ; Bacterial invasion of epithelial cells","CLTC, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"127","CLTC",247,"Novel","1213",-1.058,"Endocytosis ; Bacterial invasion of epithelial cells","SNX9, CLTA, CLINT1, EPN1, WASL, IKBKB, UBC, MAP3K7",8,"WASL",1,NA,0,"",0,"WASL",1,NA,0,"",0,1
"128","CNTF",259,"Cytokine-cytokine receptor interaction","1270",0.226,NA,"IL6R, CNTFR, LIFR",3,NA,0,"LIFR, IL6R, CNTFR",3,"",0,NA,0,"CNTFR",1,"",0,1
"129","CNTFR",523,"Cytokine-cytokine receptor interaction","1271",-1.019,"Cytokine-cytokine receptor interaction ; Jak-STAT signaling pathway","CLCF1, LIFR, CNTF",3,NA,0,"CLCF1, LIFR, CNTF",3,"",0,NA,0,NA,0,"",0,0
"130","CNTN2",511,"Novel","6900",-2.347,"Cell adhesion molecules (CAMs)","IKBKB, UBC, KAT2B",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"131","COL1A2",595,"Novel","1278",-4.07,"Focal adhesion ; Amoebiasis ; ECM-receptor interaction","ITGA2",1,"ITGA2",1,NA,0,"",0,"ITGA2",1,NA,0,"",0,1
"132","COPS2",240,"Novel","9318",-1.959,NA,"SIN3B, COPS5, COPS6, PSMA6, PSMC1, SIN3A, UBC, JUN, PSMC5",9,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"133","COPS5",136,"Novel","10987",-1.853,NA,"SMAD4, COPS2, TOP2A, JUN, UBC, IKBKB, PSMD12, PSMA6, COPS6",9,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"134","COPS6",89,"Novel","10980",-1.741,NA,"COPS5, RAE1, COPS2, KLHL8, UBC",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"135","CREB1",428,"Novel","1385",-2.462,"Vasopressin-regulated water reabsorption ; Osteoclast differentiation ; Prostate cancer","UBC, HDAC2",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"136","CRK",32,"Regulation of actin cytoskeleton","1398",0.909,NA,"EGFR, BCAR1, RET, PXN, FGFR1, PTK2, KDR, KIT, SOS1, PDGFRA, FLT1, ASAP1, DOCK1, ARHGAP32",14,"BCAR1, SOS1, PXN, PTK2, PDGFRA, FGFR1, EGFR, DOCK1",8,"PDGFRA, KIT, KDR, FLT1, EGFR",5,"",0,"BCAR1, SOS1, PXN, PTK2, PDGFRA, FGFR1, EGFR, DOCK1",8,"PDGFRA, EGFR",2,"",0,10
"137","CRKL",33,"Regulation of actin cytoskeleton","1399",0.428,NA,"EGFR, MAPK1, BCAR1, GAB2, PXN, PDGFRB, SOS1, PDGFRA, EPOR, PIK3R2, UBC",11,"BCAR1, SOS1, PXN, MAPK1, PIK3R2, PDGFRB, PDGFRA, EGFR",8,"PDGFRB, PDGFRA, EPOR, EGFR",4,"",0,"BCAR1, SOS1, PXN, MAPK1, PIK3R2, PDGFRB, PDGFRA, EGFR",8,"PDGFRB, PDGFRA, EGFR",3,"",0,11
"138","CRLF2",323,"Cytokine-cytokine receptor interaction","64109",0.513,NA,"TSLP, IL7R",2,NA,0,"TSLP, IL7R",2,"",0,NA,0,NA,0,"",0,0
"139","CSF1",572,"Cytokine-cytokine receptor interaction","1435",-0.861,NA,"CSF1R",1,NA,0,"CSF1R",1,"",0,NA,0,"CSF1R",1,"",0,1
"140","CSF1R",300,"Cytokine-cytokine receptor interaction","1436",-4.202,"Cytokine-cytokine receptor interaction ; Endocytosis ; Osteoclast differentiation ; Pathways in cancer ; Hematopoietic cell lineage","CSF1, RPS27A, SOS1, UBC",4,"SOS1",1,"CSF1",1,"",0,"SOS1",1,NA,0,"",0,1
"141","CSF2",711,"Cytokine-cytokine receptor interaction","1437",-1.26,"Cytokine-cytokine receptor interaction ; Amoebiasis ; Rheumatoid arthritis ; Hematopoietic cell lineage ; Jak-STAT signaling pathway ; T cell receptor signaling pathway ; Fc epsilon RI signaling pathway ; Natural killer cell mediated cytotoxicity","CSF2RB, CSF2RA",2,NA,0,"CSF2RB, CSF2RA",2,"",0,NA,0,NA,0,"",0,0
"142","CSF2RA",361,"Cytokine-cytokine receptor interaction","1438",0.153,NA,"CSF2, IKBKB, CSF2RB, KIT",4,NA,0,"KIT, CSF2RB, CSF2",3,"",0,NA,0,"CSF2",1,"",0,1
"143","CSF2RB",252,"Cytokine-cytokine receptor interaction","1439",-0.611,NA,"CSF2RA, IL5, IL3, CSF2, UBC, IL5RA",6,NA,0,"IL5RA, IL5, IL3, CSF2RA, CSF2",5,"",0,NA,0,"IL3, CSF2",2,"",0,2
"144","CSF3",697,"Cytokine-cytokine receptor interaction","1440",0.174,NA,"CSF3R",1,NA,0,"CSF3R",1,"",0,NA,0,NA,0,"",0,0
"145","CSF3R",356,"Cytokine-cytokine receptor interaction","1441",0.664,NA,"CSF3, UBC",2,NA,0,"CSF3",1,"",0,NA,0,NA,0,"",0,0
"146","CSK",393,"Regulation of actin cytoskeleton","1445",0.324,NA,"JUN, PXN, UBC",3,"PXN",1,NA,0,"",0,"PXN",1,NA,0,"",0,1
"147","CSNK2A2",138,"Novel","1459",-3.103,"Tight junction","TOP2A, MAF1, RRP1, HADHA, FGF2, UBC",6,"FGF2",1,NA,0,"",0,"FGF2",1,NA,0,"",0,1
"148","CTNND1",504,"Novel","1500",-2.577,"Leukocyte transendothelial migration","UBC, CDH5, EGFR",3,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"149","CX3CL1",684,"Cytokine-cytokine receptor interaction","6376",-0.19,NA,"CX3CR1",1,NA,0,"CX3CR1",1,"",0,NA,0,"CX3CR1",1,"",0,1
"150","CX3CR1",350,"Cytokine-cytokine receptor interaction","1524",-1.288,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CX3CL1",1,NA,0,"CX3CL1",1,"",0,NA,0,NA,0,"",0,0
"151","CXCL1",312,"Cytokine-cytokine receptor interaction","2919",1.085,NA,"CXCR2, CXCR1",2,NA,0,"CXCR2, CXCR1",2,"",0,NA,0,NA,0,"",0,0
"152","CXCL10",691,"Cytokine-cytokine receptor interaction","3627",-0.482,NA,"CXCR3",1,NA,0,"CXCR3",1,"",0,NA,0,"CXCR3",1,"",0,1
"153","CXCL11",690,"Cytokine-cytokine receptor interaction","6373",-1.328,"Cytokine-cytokine receptor interaction ; Toll-like receptor signaling pathway ; Chemokine signaling pathway","CXCR3",1,NA,0,"CXCR3",1,"",0,NA,0,"CXCR3",1,"",0,1
"154","CXCL12",642,"Cytokine-cytokine receptor interaction","6387",1.358,NA,"CXCR4, CCR4",2,NA,0,"CXCR4, CCR4",2,"",0,NA,0,"CXCR4",1,"",0,1
"155","CXCL13",581,"Cytokine-cytokine receptor interaction","10563",-1.437,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCR5",1,NA,0,"CXCR5",1,"",0,NA,0,"CXCR5",1,"",0,1
"156","CXCL2",623,"Cytokine-cytokine receptor interaction","2920",-0.942,NA,"CXCR2",1,NA,0,"CXCR2",1,"",0,NA,0,NA,0,"",0,0
"157","CXCL5",310,"Cytokine-cytokine receptor interaction","6374",0.542,NA,"CXCR2, CXCR1",2,NA,0,"CXCR2, CXCR1",2,"",0,NA,0,NA,0,"",0,0
"158","CXCL8",309,"Novel","3576",-1.186,NA,"CXCR2, CXCR1, RELA",3,NA,0,"CXCR2, CXCR1",2,"",0,NA,0,NA,0,"",0,0
"159","CXCL9",692,"Cytokine-cytokine receptor interaction","4283",-1.127,NA,"CXCR3",1,NA,0,"CXCR3",1,"",0,NA,0,"CXCR3",1,"",0,1
"160","CXCR1",593,"Cytokine-cytokine receptor interaction","3577",1.705,NA,"PPBP, CXCL5, CXCL1, CXCL8",4,NA,0,"CXCL5, PPBP, CXCL1",3,"",0,NA,0,NA,0,"",0,0
"161","CXCR2",329,"Cytokine-cytokine receptor interaction","3579",-0.244,NA,"CXCL2, PPBP, CXCL1, CXCL5, CXCL8",5,NA,0,"CXCL5, PPBP, CXCL2, CXCL1",4,"",0,NA,0,NA,0,"",0,0
"162","CXCR3",353,"Cytokine-cytokine receptor interaction","2833",-1.259,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL11, CXCL10, CXCL9",3,NA,0,"CXCL11, CXCL9, CXCL10",3,"",0,NA,0,"CXCL11",1,"",0,1
"163","CXCR4",281,"Cytokine-cytokine receptor interaction","7852",-3.12,"Cytokine-cytokine receptor interaction ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis","CCR5, TLR2, GNA13, CXCL12, UBC",5,"GNA13",1,"CXCL12, CCR5",2,"",0,"GNA13",1,NA,0,"",0,1
"164","CXCR5",304,"Cytokine-cytokine receptor interaction","643",-1,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL13",1,NA,0,"CXCL13",1,"",0,NA,0,"CXCL13",1,"",0,1
"165","CYLD",469,"Novel","1540",-3.83,"RIG-I-like receptor signaling pathway ; Osteoclast differentiation","UBC, TUBA1A, RIPK1",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"166","DAD1",179,"Novel","1603",-2.577,NA,"SEC61A1, PCNA, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"167","DCTN4",484,"Novel","51164",-1.088,"Vasopressin-regulated water reabsorption","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"168","DDX3X",427,"Novel","1654",-1.915,"RIG-I-like receptor signaling pathway","EIF3B, EIF4G1, PRPF8, EIF2S1, UBC",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"169","DIAPH3",667,"Regulation of actin cytoskeleton","81624",0.204,NA,"UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"170","DNM1",544,"Novel","1759",-1.223,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","SNX9, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"171","DNM1L",405,"Novel","10059",-2.699,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","UBC, BCL2L1",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"172","DNTT",681,"Novel","1791",-1.264,"Hematopoietic cell lineage","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"173","DNTTIP1",700,"Novel","116092",-1.056,NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"174","DOCK1",580,"Regulation of actin cytoskeleton","1793",0.373,NA,"UBC, RAC1, CRK",3,"RAC1, CRK",2,NA,0,"",0,"RAC1, CRK",2,NA,0,"",0,2
"175","DSG2",364,"Novel","1829",-3.103,"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"176","DUSP5",677,"Novel","1847",-2.2,"MAPK signaling pathway","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"177","DUSP6",378,"Novel","1848",-2.668,"MAPK signaling pathway","MAPK3, MAPK1",2,"MAPK3, MAPK1",2,NA,0,"",0,"MAPK3, MAPK1",2,NA,0,"",0,2
"178","DYNC1H1",258,"Novel","1778",-1.392,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, CDC5L, UBC, SAP30BP, YARS",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"179","DYNC1I1",297,"Novel","1780",-1.009,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLL1",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"180","DYNC1I2",602,"Novel","1781",-1.418,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"181","DYNLL1",565,"Novel","8655",-1.107,"Vasopressin-regulated water reabsorption","UBC, DYNC1I1, TRAF3IP3, GNB2L1, PAK1",5,"PAK1",1,NA,0,"",0,"PAK1",1,NA,0,"",0,1
"182","DYNLT3",317,"Novel","6990",-1.513,NA,"DYNC1I2, DYNC1H1",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"183","E2F3",152,"Novel","1871",-1.712,"Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Cell cycle ; Chronic myeloid leukemia ; Melanoma","ACACB, MYBL2, CCNE1, MSH2",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"184","EDA",345,"Cytokine-cytokine receptor interaction","1896",-1.235,"Cytokine-cytokine receptor interaction","EDAR",1,NA,0,"EDAR",1,"",0,NA,0,"EDAR",1,"",0,1
"185","EDAR",643,"Cytokine-cytokine receptor interaction","10913",-1.074,"Cytokine-cytokine receptor interaction","EDA",1,NA,0,"EDA",1,"",0,NA,0,"EDA",1,"",0,1
"186","EEF2K",409,"Novel","29904",-1.868,NA,"RAE1, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"187","EFTUD2",137,"Novel","9343",-1.461,"Spliceosome","BCAS2, IK, SNRPD3, SF3B1, PRPF8, UBC, SNW1, CDC5L, XAB2, RPL19, RPS2",11,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"188","EGF",561,"Cytokine-cytokine receptor interaction","1950",0.014,NA,"EGFR, FGF5",2,"FGF5, EGFR",2,"EGFR",1,"",0,"FGF5, EGFR",2,"EGFR",1,"",0,3
"189","EGFR",36,"Cytokine-cytokine receptor interaction","1956",-1.842,"Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Endocytosis ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; GnRH signaling pathway ; Pancreatic cancer ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; Gap junction ; Melanoma","SFN, RPS27A, EZR, HSPA5, GAB2, MAP2K1, PAK1, HNRNPH1, TUBA1A, STAT1, PDGFRB, PTK2, SOS1, MET, GAPDH, PTK2B, CAMLG, CTNND1, PIK3R3, PIK3R2, PTPN2, EPN1, LAMP1, PTPN6, LRIG1, PLSCR1, SOS2, EGF, TLR2, VAV3, EPS8, STUB1, CRK, VAV1, UBB, CRKL, VAV2, UBC",38,"VAV3, PIK3R3, EZR, VAV2, VAV1, SOS2, SOS1, PTK2, MAP2K1, PIK3R2, PDGFRB, PAK1, EGF, CRKL, CRK",15,"PDGFRB, MET, EGF",3,"",0,"VAV3, PIK3R3, EZR, VAV2, VAV1, SOS2, SOS1, PTK2, MAP2K1, PIK3R2, PDGFRB, PAK1, EGF, CRKL, CRK",15,"PDGFRB",1,"",0,16
"190","EGR1",520,"Novel","1958",-3.071,"Prion diseases","SP1",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"191","EHMT1",521,"Novel","79813",-3.813,"Lysine degradation","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"192","EHMT2",371,"Novel","10919",-2.058,"Lysine degradation","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"193","EIF1",383,"Novel","10209",-2.083,"RNA transport","RPS27A, EIF3J, RPS2, UBC, EIF2S2, EIF3I, EIF3A, EIF3B",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"194","EIF2AK2",68,"Novel","5610",-1.283,"Hepatitis C","EIF2S1, STAT1, MAP3K7, UBC, PPP1CC",5,"PPP1CC",1,NA,0,"",0,"PPP1CC",1,NA,0,"",0,1
"195","EIF2B3",478,"Novel","8891",-1.129,"RNA transport","EIF2S3, EIF2S2, UBC, EIF2S1",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"196","EIF2S1",73,"Novel","1965",-2.958,"RNA transport ; Hepatitis C","EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, DDX3X, EIF2B3, EIF2AK2, UBC",9,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"197","EIF2S2",131,"Novel","8894",-3.692,"RNA transport","EIF1, EIF2B3, UBC, EIF3A, EIF2S1, EIF2S3, EIF3B",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"198","EIF2S3",130,"Novel","1968",-1.135,"RNA transport","EIF2S2, EIF2B3, EIF2S1, EIF3I, EIF3A, UBC, EIF3B",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"199","EIF3A",129,"Novel","8661",-2.02,"RNA transport","EIF2S3, EIF2S2, EIF4B, EIF4G2, EIF1, EIF3I, EIF3B, UBC, EIF2S1, EIF3J",10,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"200","EIF3B",121,"Novel","8662",-1.413,"RNA transport","EIF3J, EIF3A, EIF2S3, EIF2S2, EIF4G1, EIF1, DDX3X, EIF4A1, EIF3I, UBC, EIF2S1",11,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"201","EIF3I",74,"Novel","8668",-1.733,"RNA transport","EIF3B, EIF3J, EIF3A, EIF2S3, EIF1, EIF2S1, UBC",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"202","EIF3J",123,"Novel","8669",-1.484,"RNA transport","EIF3A, EIF1, EIF3B, EIF3I, UBC",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"203","EIF4A1",508,"Novel","1973",-1.554,"RNA transport","EIF3B, EIF4B, UBC, EIF4G1, EIF4G2",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"204","EIF4B",148,"Novel","1975",-1.216,"RNA transport","EIF4G1, EIF4G2, EIF4A1, EIF3A, UBC",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"205","EIF4G1",164,"Novel","1981",-3.131,"RNA transport","POLDIP3, EIF4G2, DDX3X, EIF4A1, UBC, EIF3B, EIF4B",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"206","EIF4G2",270,"Novel","1982",-2.033,"RNA transport","EIF4A1, EIF4G1, EIF4B, UBC, EIF3A",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"207","ELF4",597,"Novel","2000",-2.109,NA,"UBC, RUNX1",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"208","ELMSAN1",698,"Novel","91748",-2.177,NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"209","ENDOG",574,"Novel","2021",-1.594,"Apoptosis","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"210","EPAS1",216,"Novel","2034",-2.03,"Pathways in cancer ; Renal cell carcinoma","ARNT, SP1",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"211","EPN1",541,"Novel","29924",-1.008,"Endocytosis","CLTC, EGFR, UBC",3,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"212","EPO",221,"Cytokine-cytokine receptor interaction","2056",-1.55,"Cytokine-cytokine receptor interaction ; Hematopoietic cell lineage ; Jak-STAT signaling pathway","EPOR",1,NA,0,"EPOR",1,"",0,NA,0,NA,0,"",0,0
"213","EPOR",452,"Cytokine-cytokine receptor interaction","2057",0.718,NA,"EPO, UBC, SOCS2, CRKL",4,"CRKL",1,"EPO",1,"",0,"CRKL",1,"EPO",1,"",0,2
"214","EPS8",31,"Novel","2059",-3.103,NA,"EGFR, SOS1, BAIAP2",3,"BAIAP2, SOS1, EGFR",3,"EGFR",1,"",0,"BAIAP2, SOS1, EGFR",3,"EGFR",1,"",0,4
"215","ERC1",656,"Novel","23085",-3.389,NA,"UBC, IKBKB",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"216","EXOSC10",358,"Novel","5394",-1.397,NA,"SUV39H2, UBC, SUV39H1",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"217","EZR",51,"Regulation of actin cytoskeleton","7430",-0.82,NA,"FASLG, FAS, RDX, MSN, EGFR, UBC, RHOA",7,"RDX, MSN, EGFR, RHOA",4,"EGFR, FASLG, FAS",3,"",0,"RDX, MSN, EGFR, RHOA",4,"EGFR",1,"",0,5
"218","F2",133,"Regulation of actin cytoskeleton","2147",1.568,NA,"F2R, GP1BA",2,"F2R",1,NA,0,"",0,"F2R",1,NA,0,"",0,1
"219","F2R",330,"Regulation of actin cytoskeleton","2149",0.619,NA,"GNA13, F2, UBC",3,"GNA13, F2",2,NA,0,"",0,"GNA13, F2",2,NA,0,"",0,2
"220","FAHD2B",707,"Novel","151313",-1.348,NA,"PCNA",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"221","FAS",499,"Cytokine-cytokine receptor interaction","355",0.437,NA,"UBE2I, EZR, RHOA, RAP1A, RIPK1, FASLG, CFLAR",7,"EZR, RHOA",2,"FASLG",1,"",0,"EZR, RHOA",2,NA,0,"",0,2
"222","FASLG",173,"Cytokine-cytokine receptor interaction","356",-0.536,NA,"FN1, TNFRSF1A, FAS, TNFRSF6B, EZR",5,"EZR, FN1",2,"TNFRSF6B, TNFRSF1A, FAS",3,"",0,"EZR, FN1",2,"TNFRSF1A",1,"",0,3
"223","FBXW7",127,"Novel","55294",-3.288,NA,"CCNE1, JUN, UBB, UBC",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"224","FGF1",501,"Regulation of actin cytoskeleton","2246",0.3,NA,"FGFR4, FGFR3, FGFR2, FGFR1",4,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,"",0,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,"",0,4
"225","FGF10",715,"Regulation of actin cytoskeleton","2255",-2.272,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR2",1,"FGFR2",1,NA,0,"",0,"FGFR2",1,NA,0,"",0,1
"226","FGF2",515,"Regulation of actin cytoskeleton","2247",0.934,NA,"FGFR1, FGFR2, FGFR4, FGFR3, CSNK2A2",5,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,"",0,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,"",0,4
"227","FGF23",712,"Regulation of actin cytoskeleton","8074",-0.511,NA,"FGFR2, FGFR1",2,"FGFR2, FGFR1",2,NA,0,"",0,"FGFR2, FGFR1",2,NA,0,"",0,2
"228","FGF3",587,"Regulation of actin cytoskeleton","2248",0.242,NA,"FGFR1, FGFR4, FGFR3, FGFR2",4,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,"",0,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,"",0,4
"229","FGF4",586,"Regulation of actin cytoskeleton","2249",0.13,NA,"FGFR4, FGFR2, FGFR3",3,"FGFR4, FGFR2, FGFR3",3,NA,0,"",0,"FGFR4, FGFR2, FGFR3",3,NA,0,"",0,3
"230","FGF5",292,"Regulation of actin cytoskeleton","2250",0.735,NA,"EGF, FGFR3, FGFR4, FGFR1, FGFR2",5,"FGFR4, FGFR2, FGFR3, FGFR1, EGF",5,"EGF",1,"",0,"FGFR4, FGFR2, FGFR3, FGFR1, EGF",5,NA,0,"",0,5
"231","FGF6",648,"Regulation of actin cytoskeleton","2251",-0.899,NA,"FGFR2, FGFR1, FGFR3",3,"FGFR2, FGFR3, FGFR1",3,NA,0,"",0,"FGFR2, FGFR3, FGFR1",3,NA,0,"",0,3
"232","FGF8",649,"Regulation of actin cytoskeleton","2253",-1.186,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR3, FGFR1, FGFR2",3,"FGFR2, FGFR3, FGFR1",3,NA,0,"",0,"FGFR2, FGFR3, FGFR1",3,NA,0,"",0,3
"233","FGF9",588,"Regulation of actin cytoskeleton","2254",-1.943,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR2, FGFR3, FGFR4",3,"FGFR4, FGFR2, FGFR3",3,NA,0,"",0,"FGFR4, FGFR2, FGFR3",3,NA,0,"",0,3
"234","FGFR1",224,"Regulation of actin cytoskeleton","2260",-0.377,NA,"SOS1, FGF5, FGF1, FGF2, FGF3, FGF6, FGF8, FGF23, CRK, UBC",10,"FGF23, SOS1, FGF8, FGF6, FGF5, FGF3, FGF2, FGF1, CRK",9,NA,0,"",0,"FGF23, SOS1, FGF8, FGF6, FGF5, FGF3, FGF2, FGF1, CRK",9,NA,0,"",0,9
"235","FGFR2",267,"Regulation of actin cytoskeleton","2263",1.87,NA,"FGF5, FGF1, FGF2, FGF4, FGF3, FGF9, FGF6, FGF8, FGF23, FGF10, UBC",11,"FGF23, FGF10, FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",10,NA,0,"",0,"FGF23, FGF10, FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",10,NA,0,"",0,10
"236","FGFR3",266,"Regulation of actin cytoskeleton","2261",-3.16,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Endocytosis ; Pathways in cancer","FGF5, FGF1, FGF2, FGF4, FGF3, FGF9, FGF6, FGF8",8,"FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",8,NA,0,"",0,"FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",8,NA,0,"",0,8
"237","FGFR4",265,"Regulation of actin cytoskeleton","2264",-0.405,NA,"FGF5, FGF1, FGF2, FGF4, FGF3, FGF9, UBC",7,"FGF9, FGF5, FGF4, FGF3, FGF2, FGF1",6,NA,0,"",0,"FGF9, FGF5, FGF4, FGF3, FGF2, FGF1",6,NA,0,"",0,6
"238","FHL2",646,"Novel","2274",-2.243,"Osteoclast differentiation","UBC, ITGA7",2,"ITGA7",1,NA,0,"",0,"ITGA7",1,NA,0,"",0,1
"239","FIGF",277,"Cytokine-cytokine receptor interaction","2277",1.018,NA,"FLT4",1,NA,0,"FLT4",1,"",0,NA,0,"FLT4",1,"",0,1
"240","FLT1",299,"Cytokine-cytokine receptor interaction","2321",0.433,NA,"VEGFB, KDR, CRK, PTK2",4,"PTK2, CRK",2,"VEGFB, KDR",2,"",0,"PTK2, CRK",2,NA,0,"",0,2
"241","FLT3",672,"Cytokine-cytokine receptor interaction","2322",-0.755,NA,"FLT3LG, UBC",2,NA,0,"FLT3LG",1,"",0,NA,0,NA,0,"",0,0
"242","FLT3LG",301,"Cytokine-cytokine receptor interaction","2323",-0.248,NA,"KITLG, FLT3",2,NA,0,"KITLG, FLT3",2,"",0,NA,0,NA,0,"",0,0
"243","FLT4",526,"Cytokine-cytokine receptor interaction","2324",-1.862,"Cytokine-cytokine receptor interaction ; Focal adhesion","FIGF, KDR",2,NA,0,"KDR, FIGF",2,"",0,NA,0,NA,0,"",0,0
