GeneSymbol	EntrezID
Olfr1113	404327
Olfr1115	258294
Olfr1116	257875
Olfr1118	404328
Olfr1120	259031
Olfr1121	258345
Olfr1122	259033
Olfr1123	258347
Olfr1124	259030
Olfr1126	258834
Olfr1128	258346
Olfr1129	258111
Olfr1130	258835
Olfr1131	258652
Olfr1132	258833
Olfr1133	258348
Olfr1134	259032
Olfr1135	258654
Olfr1136	258653
Olfr1137	258101
Olfr1138	258632
Olfr1140	258635
Olfr1141	258630
Olfr1143	258290
Olfr1145	258317
Olfr1148	258220
Olfr1151	258631
Olfr1152	258103
Olfr1153	258633
Olfr1154	258641
Olfr1155	258636
Olfr1156	258814
Olfr1157	258846
Olfr1158	258639
Olfr1160	258643
Olfr1161	258845
Olfr1162	258105
Olfr1163	258638
Olfr1164	258634
Olfr1166	258644
Olfr1167	258291
Olfr1168	258524
Olfr1170	258525
Olfr1173	404329
Olfr1176	258767
Olfr1178	258203
Olfr1179	258919
Olfr1180	258920
Olfr1181	258060
Olfr1183	258522
Olfr1184	258820
Olfr1186	258523
Olfr1188	258921
Olfr1189	258768
Olfr1193	329460
Olfr1195	258748
Olfr1196	258456
Olfr1197	433449
Olfr1198	404330
Olfr1199	258450
Olfr1200	257887
Olfr1201	258897
Olfr1202	258454
Olfr1204	258455
Olfr1205	258898
Olfr1206	258896
Olfr1208	258774
Olfr1209	258453
Olfr1211	258025
Olfr1212	258241
Olfr1213	258900
Olfr1214	258899
Olfr1215	258451
Olfr1216	258895
Olfr1217	258903
Olfr1218	258815
Olfr1219	258901
Olfr1220	258902
Olfr1221	258904
Olfr1222	258177
Olfr1223	258894
Olfr1225	258893
Olfr1226	258969
Olfr1228	258973
Olfr1229	257921
Olfr1230	258785
Olfr1231	258446
Olfr1232	258320
Olfr1233	258974
Olfr1234	258975
Olfr1238	258786
Olfr1239	258972
Olfr1240	258804
Olfr1241	258447
Olfr1242	258970
Olfr1243	258971
Olfr1245	258784
Olfr1246	258788
Olfr1247	258968
Olfr1248	258787
Olfr1249	257984
Olfr1250	258967
Olfr1251	259145
Olfr1252	404331
Olfr1254	258468
Olfr1255	258979
Olfr1256	258985
Olfr1257	258984
Olfr1258	258980
Olfr1259	258338
Olfr1260	258983
Olfr1261	258466
Olfr1262	258976
Olfr1263	258790
Olfr1264	258206
Olfr1265	258340
Olfr1269	258339
Olfr1270	258987
Olfr1271	258789
Olfr1272	258982
Olfr1274-ps	258330
Olfr1275	257980
Olfr1276	258390
Olfr1277	258391
Olfr1278	258389
Olfr1279	258388
Olfr1280	258910
Olfr1281	257979
Olfr1282	258909
Olfr1283	228443
Olfr1284	258379
Olfr1285	545447
Olfr1286	277562
Olfr1287	257935
Olfr1288	258395
Olfr1289	258399
Olfr1290	257662
Olfr1294	258887
Olfr1295	258398
Olfr1297	258890
Olfr1298	258888
Olfr1299	258886
Olfr1301	258889
Olfr1302	258891
Olfr1303	258397
Olfr1305	258396
Olfr1306	258023
Olfr1307	257956
Olfr1308	258258
Olfr1309	258439
Olfr1310	258441
Olfr1311	258271
Olfr1312	258359
Olfr1313	258257
Olfr1314	258442
Olfr1316	258737
Olfr1317	258440
Olfr1318	258022
Olfr1320	236784
Olfr1321	236785
Olfr1322	257978
Olfr1323	258385
Olfr1324	258289
Olfr1325	258393
Olfr1328	258394
Olfr1329	258214
Olfr1330	258331
Olfr1331	258159
Olfr1333	258265
Olfr1335	435804
Olfr1336	258917
Olfr1337	258306
Olfr1338	258259
Olfr1339	258851
Olfr1340	258301
Olfr1341	258852
Olfr1342	258708
Olfr1344	257882
Olfr1346	258918
Olfr1347	258383
Olfr1348	258915
Olfr1349	269862
Olfr1350	258384
Olfr1351	259042
Olfr1352	259074
Olfr1353	259044
Olfr1354	259163
Olfr1355	257734
Olfr1356	258305
Olfr1357	257883
Olfr1358	258224
Olfr1359	258067
Olfr1360	258536
Olfr1361	258534
Olfr1362	258739
Olfr1364	258533
Olfr1366	258280
Olfr1367	258526
Olfr1368	258527
Olfr1370	258528
Olfr1371	276865
Olfr1373	211472
Olfr1375	258509
Olfr1377	258913
Olfr1378	258912
Olfr1380	404336
Olfr1381	258461
Olfr1382	257971
Olfr1383	404337
Olfr1384	258464
Olfr1385	258027
Olfr1386	257888
Olfr1387	258465
Olfr1388	258459
Olfr1389	259069
Olfr1390	259068
Olfr1391	258460
Olfr1392	258462
Olfr1393	258463
Olfr1394	258273
Olfr1395	258877
Olfr1396	258334
Olfr1402	258272
Olfr1404	258881
Olfr1406	258758
Olfr1408	258759
Olfr1410	258484
Olfr1411	258483
Olfr1412	258274
Olfr1413	259039
Olfr1414	259041
Olfr1415	258228
Olfr1416	259040
Olfr1417	258938
Olfr1418	258227
Olfr1419	257938
Olfr1420	258405
Olfr1423	258675
Olfr1424	258676
Olfr1425	258155
Olfr1426	258805
Olfr1427	258674
Olfr1428	258673
Olfr1431	258409
Olfr1432	257961
Olfr1434	258680
Olfr1436	258682
Olfr1437	258117
Olfr1440	258679
Olfr1441	258678
Olfr1442	258692
Olfr1443	258693
Olfr1444	258697
Olfr1445	258694
Olfr1446	258699
Olfr1447	258698
Olfr1448	258696
Olfr1449	258300
Olfr1450	258368
Olfr1451	258700
Olfr1453	258695
Olfr1454	258687
Olfr1457	258568
Olfr1458	667271
Olfr1459	258684
Olfr1461	258299
Olfr1462	258688
Olfr1463	258120
Olfr1465	258121
Olfr1466	258689
Olfr1467	258686
Olfr1469	258690
Olfr1471	258231
Olfr1472	258685
Olfr1474	258123
Olfr1475	258298
Olfr1477	258691
Olfr1480	404339
Olfr1484	258288
Olfr1487	258629
Olfr1489	258628
Olfr1490	258098
Olfr1491	258342
Olfr1494	258992
Olfr1495	258341
Olfr1496	258991
Olfr1497	258736
Olfr1499	258792
Olfr1500	258097
Olfr1501	258626
Olfr1502	258793
Olfr1504	258627
Olfr1505	258151
Olfr1506	257665
Olfr1507	57269
Olfr1508	57270
Olfr1509	57271
Olfr1510	258423
Olfr1511	258268
Olfr1512	258424
Olfr1513	258008
Olfr1532-ps1	258173
Olfr1028	257936
Olfr1535	404335
Olfr1182	258167
Olfr1537	257959
Olfr1253	258370
C1ql2	226359
Fam71f1	330277
Olfr161	258859
Cd300c	387565
Ugt1a5	394433
Ugt1a7c	394432
Card6	239319
Mrgpra1	233221
Mrgpra2b	235712
Mrgpra4	235854
Mrgpra6	381886
Mrgprb1	233231
Mrgprb3	404238
Mrgprb4	233230
Mrgprb5	404239
Mrgprb8	404240
Mrgprx1	404242
Mrgprd	211578
Mrgprg	381974
Mrgpra9	668725
Mrgpra14	null
Mrgprb13	620137
Szt2	230676
Zfp72	238722
Vmn1r63	81017
Vmn1r62	81016
Vmn1r56	81015
Vmn1r58	81014
Vmn1r55	384522
Vmn1r65	81013
Vmn1r171	81012
Vmn1r172	81010
Vmn1r59	404284
Vmn1r64	404285
Vmn1r177	384572
Vmn1r178	232959
Vmn1r148	81011
Vmn1r183	209824
Vmn1r180	232962
Vmn1r179	404286
V1rd19	404287
Vmn1r181	404289
Vmn1r93	404290
Vmn1r174	404291
Defb42	619548
Cldn19	242653
AA467197	433470
AW822073	100504180
BB287469	544881
Fbll1	237730
Tmem92	544806
Mfsd4b4	213332
Slc44a5	242259
Trim30d	209387
AV320801	331531
Tada2b	231151
Frg2f1	433752
Plekhd1	217682
Slc27a6	225579
Hdac4	208727
Tceal5	331532
Rsbn1l	242860
Apol10a	245282
9330159F19Rik	212448
Zfp939	233147
Camsap1	227634
Nlrc4	268973
Ralgapa2	241694
Hfm1	330149
Lmtk2	231876
Apol11b	328563
Zfp729a	212281
Pde11a	241489
Dennd2c	329727
Tmtc3	237500
Chd5	269610
Fam102b	329739
Htra4	330723
Spata5l1	214616
Plcl1	227120
Zfp976	208111
Syde2	214804
Lix1l	280411
D130043K22Rik	210108
Trim55	381485
Atxn7l3	217218
Kcnt2	240776
5031410I06Rik	381622
Zfp273	212569
7530416G11Rik	328577
Duox2	214593
Zfp850	100043772
Zfp532	328977
Chadl	214685
Arhgef39	230098
Cd200r4	239849
Fam160b2	239170
Clec4a1	269799
Slc13a5	237831
Tex13c3	278255
H2afy2	404634
Smok2b	236574
A530032D15Rik	381287
Zfp114	232966
Cerkl	228094
Cxcl3	330122
Vmn2r43	381838
Kcna10	242151
Rragb	245670
Mmp27	234911
Dnph1	381101
Nat14	269854
Taf9b	407786
Dlgap3	242667
BC051142	407788
Ndufa4l2	407790
Ttll12	223723
Ecm2	407800
Dclk3	245038
Lmtk3	381983
Ccdc148	227933
Orai3	269999
Tmtc1	387314
Mtss1l	244654
Fads6	328035
Tox3	244579
A2ml1	232400
Fbxl19	233902
Zfp941	407812
Cd226	225825
B3gnt6	272411
BC053393	407814
Pigu	228812
BC031181	407819
Znrf3	407821
Zbtb24	268294
Vtcn1	242122
BC049762	193286
Thada	240174
Tstd2	272027
Fam180a	208164
Rsad1	237926
Slc17a8	216227
Tmem204	407831
Smco4	170748
Syngap1	240057
Ticam2	225471
BC005561	100042165
Rpl23a	268449
Zfp708	432769
Lsm14b	241846
Zkscan7	382118
BC048507	408058
BC049352	408059
Zfp948	381066
Rimkla	194237
Spag6	381350
Slc7a14	241919
Zfp873	408062
Zfp458	238690
Zmiz1	328365
Zfp456	408065
Palb2	233826
Prex1	277360
BC067074	408066
Wdcp	238037
Zscan10	332221
Zfp459	328274
Zfp874b	408067
Zfp874a	238692
Zfp738	408068
Zfp595	218314
Zfp455	218311
Helt	234219
Clec12a	232413
Ifi211	381308
B4galnt3	330406
Lca5l	385668
Iqub	214704
Zfp691	195522
Tnip3	414084
9130230L23Rik	231253
Piwil4	330890
Zmym5	219105
9930104L06Rik	194268
9930111J21Rik1	667214
Iba57	216792
Taok3	330177
Dipk1c	240479
Skint7	328505
C230096K16Rik	null
Exoc3l	277978
Gask1a	245050
Serpina7	331535
Sun3	194974
Adgrd1	243277
Nlrp2	232827
Ccdc157	216516
Shisa3	330096
Akip1	57373
Vwa3a	233813
Ska3	219114
Uhrf1bp1	224648
Sema3g	218877
Nfkbid	243910
BC024978	414069
Thnsl2	232078
Fam107a	268709
Wdr83os	414077
Tmem150c	231503
Mettl25	216292
Traf7	224619
Serpinb13	241196
Nsfl1c	386649
Slc22a27	171405
Cntn5	244682
Frmpd4	333605
Scgb2b2	381970
Tcaf3	403088
Itprip	414801
Cd200r2	271375
AB124611	382062
Prmt8	381813
Catsper4	329954
Neurl2	415115
Kank4	242553
Apol10b	328561
Rsl1	380855
Cox6b2	333182
Tgm6	241636
Begain	380785
Gsdma3	450219
Wipf3	330319
Impg2	224224
Tmem132d	243274
Tlr13	279572
Tlr12	384059
Tlr11	239081
9630041A04Rik	null
Ankrd44	329154
Arhgef15	442801
Btbd16	330660
A830005F24Rik	442803
Ovch2	244199
C1qtnf9	239126
Scube3	268935
Ccdc42	276920
Wdr25	212198
Fat4	329628
Stard9	668880
Spata31d1d	238663
Ankmy1	241158
Dnajc5g	231098
Sppl2c	237958
Fan1	330554
Dgat2l6	668257
Wdr63	242253
Sowahd	245381
Trim52	212085
Ubqln3	244178
Ccdc142	243510
Morc2b	240069
Kctd19	279499
Ccdc187	329366
Efhb	211482
4932415D10Rik	102635990
Lrrd1	242838
4930595M18Rik	245492
Ankk1	244859
Rab44	442827
Mamld1	333639
Klhl31	244923
Exd1	241624
Ttc22	230576
Synb	239167
Klhl38	268807
Fam71e2	243822
Krt90	239673
Zc3h12d	237256
4933430I17Rik	214106
Bpi	329547
Ccin	442829
F830045P16Rik	228592
Usp44	327799
Iqca1l	231045
4933406M09Rik	240755
4932411N23Rik	237029
Trim67	330863
Rtl5	331474
Ip6k3	271424
Zfp300	245368
Cdcp2	242603
Slfnl1	194219
Skint3	195564
6820408C15Rik	228778
Mcmdc2	240697
4933409G03Rik	227998
Hsf3	245525
Mettl24	327747
Arhgef37	328967
Spata32	328019
Skint9	329918
Zfp711	245595
Mageb18	215641
Awat2	245532
Cfap300	234912
4933408B17Rik	271508
Cpa6	329093
Olfm2	244723
Slc7a15	328059
Igfn1	226438
Adamts3	330119
Ccser1	232035
Rnf182	328234
Tmem69	230657
Tctex1d4	242646
C130073F10Rik	242574
E330017A01Rik	224247
Dcdc5	329482
Lcn6	620709
D830031N03Rik	442834
Defb22	442835
A830021F12Rik	442838
Sntn	218739
9330182O14Rik	328531
Lin52	217708
Ank	11732
Tmem205	235043
Adam39	546055
Tmem255a	245386
Sned1	208777
Crocc2	381284
Nup85	445007
Astl	215095
Tafa3	329731
Hrnr	68723
Xlr3c	22446
Sval3	387564
Pusl1	433813
Mob3a	208228
Akap6	238161
Mrtfb	239719
Usp17ld	384701
Usp17lb	381944
Unc13a	382018
Fndc11	332713
Znhit3	448850
Pappa2	23850
Fbxw10	213980
Slc2a12	353169
Fbxl7	448987
Ano7	404545
Zfp960	449000
Zfp647	239546
Noto	384452
Zfp213	449521
Zfp879	214779
Zfp677	210503
Fcrl5	329693
Ggnbp1	70772
Pate14	235973
Defb50	387334
Spag8	433700
Nlrp4b	210045
Nlrp4d	384752
Nlrp4e	446099
Pdzrn4	239618
Lhfpl4	269788
Rnase9	328401
Prr7	432763
Fbxw13	211305
Cdsn	386463
Fbxw15	382105
Fbxw18	546161
Fbxw19	235612
Fbxo39	628100
Fcho2	218503
Zkscan16	100041581
BC048679	210321
S100a2	628324
Calm5	494124
Foxi3	232077
Foxr2	436240
Gimap9	317758
A4galt	239559
Cbx6	494448
Tmprss11e	243084
Nt5dc3	103466
Spef1	70997
Apcdd1	494504
Scgb2b20	494519
Kcnk9	223604
Tmprss11c	435845
Aph1b	208117
Clec2f	435921
Trpa1	277328
Csta1	209294
Stfa2l1	268885
Ppp1r13l	333654
Tmem221	434325
Gpr62	436090
Cep44	382010
BC080695	329986
Zfp36l3	333473
Mdc1	240087
Rsc1a1	69994
Srsy	385550
Xkr7	228787
Taar3	493809
Taar7b	209517
Taar7d	435206
Taar7e	276742
Taar7f	435207
Taar8c	494546
Taar9	503558
Zdhhc18	503610
Pskh1	244631
Iqsec2	245666
Rnase11	497113
Rnase12	497106
Rnase13	497071
Ang5	503844
Ang6	630952
Ear14	503847
Xkr4	497097
Gramd2	546134
Crocc	230872
Aox2	213043
Klri1	503550
Zscan26	432731
Serpinb3a	20248
AK157302	432732
Xlr4a	434794
Xlr4c	72891
Xlr5a	574438
Xlr5b	627081
Sp9	381373
Wfdc6b	433502
AY074887	246735
Ugt1a2	22236
Ugt1a8	null
Ugt1a9	394434
Ugt2a2	552899
Ugt2b35	243085
Ugt2b36	231396
Tatdn2	381801
Pigg	433931
Fcrlb	435653
Greb1l	381157
Rtl8b	553127
Pram1	378460
Ano5	233246
Trcg1	541610
Eme1	268465
Otulin	432940
Klf14	619665
Grxcr1	433899
L1td1	381591
Itgad	381924
Rhox8	434768
C1ql4	239659
Agap2	216439
Rhox1	385343
Rhox4a	664609
Rhox7a	547168
Rhox10	434769
Dgkk	331374
Best3	382427
Lemd3	380664
Hs3st6	328779
Ugt1a6b	394435
Ugt1a10	394430
Gsdmc3	270328
Slc51b	330962
Sprn	212518
Tor1aip1	208263
Tor1aip2	240832
Wfdc13	408190
Nlrp1b	637515
Khdc1c	433278
Nms	433292
Svs3b	329557
9030025P20Rik	100041574
A430033K04Rik	243308
Elmod1	270162
Chmp6	208092
Cdk15	271697
Mfsd2b	432628
Tmem252	226040
Apol7b	278679
Zfp961	234413
Rdh16f2	216454
Wdr72	546144
Mindy4	330323
D030056L22Rik	225995
Xkrx	331524
Lin28b	380669
Nxpe5	381680
Dok7	231134
Mks1	380718
Zfp141	434178
Zfp866	330788
Fbxw20	434440
Aknad1	329738
Atxn7l1	380753
Kcnh5	238271
Wdfy4	545030
Fdxacb1	382137
Gpr17	574402
Lrp3	435965
A630010A05Rik	545280
Accsl	381411
Ifi214	545384
Zfp607a	545938
Spink10	328971
4930474N05Rik	218921
Epha10	230735
Cdkl4	381113
Acsbg2	328845
Iqank1	432964
Trim80	432613
4930432M17Rik	619318
Slc47a2	380701
B020011L13Rik	547097
Rtl4	619287
Rnf223	100045778
Prdm14	383491
Adamts17	233332
3425401B19Rik	100504518
Vrtn	432677
Cdh19	227485
Cntnap3	238680
Awat1	245533
Erich1	234086
Fam71a	619288
Gabrr3	328699
Zfp382	233060
Zfp551	619331
Rfx8	619289
Dnaaf3	436022
Krt39	237934
Krt77	406220
Ldlrad2	435811
Magea10	236852
Erich6	545527
Fam92b	436062
Rufy4	435626
Tubal3	238463
Ube2u	381534
Usp51	635253
F830016B08Rik	240328
Vmn2r66	233437
4931408C20Rik	210940
Ccdc160	434778
B020031M17Rik	333467
G430095P16Rik	619292
I0C0044D17Rik	545660
Cldn34b4	619294
B020004J07Rik	545662
Ccdc194	619297
Ccdc92b	432582
Spata31d1c	238683
Smim9	434800
Tmem253	619301
Bex6	328660
4930567H17Rik	619303
2210017I01Rik	null
7420426K07Rik	546157
I920046F24Rik	619325
Muc3a	null
Fbxw25	546160
Clec4b2	381809
Gnat3	242851
Mrgprx2	243978
9130409I23Rik	619326
Zfp872	619310
F420015M19Rik	619329
I830077J02Rik	433638
4930415L06Rik	245511
4932429P05Rik	245509
4930596D02Rik	239036
Spink11	433181
Ubtfl1	546118
Adam26b	382007
Sgpp2	433323
Tomm40l	641376
Ccl26	541307
BC055324	381306
Txlng	353170
Nacad	192950
Tmem120b	330189
Piezo1	234839
Ankrd37	654824
Flrt2	399558
Primpol	408022
Kctd18	51960
Gpat3	231510
Tctn1	654470
Zmynd15	574428
Mroh8	629499
Mfsd12	73822
Lrrc24	378937
Insyn2a	627214
Il20ra	237313
Ypel4	241525
Slc28a1	434203
BC049715	320135
Acaa1b	235674
Hexdc	238023
Fam222a	433940
Spin2c	278240
Adgb	215772
Gbp9	236573
Slc22a29	236293
Prr36	73072
Shisa7	232813
Prss45	260408
Fam166a	68222
Angptl7	654812
Rad54b	623474
Apol9a	223672
Zfp784	654801
Sowahc	268301
Pcyox1l	240334
Fmo9	240894
Ccdc113	244608
Gcnt7	654821
Tmem243	652925
H2afj	232440
Mgat5b	268510
Ssc5d	269855
Rbbp8nl	271887
Lpcat2	270084
Nostrin	329416
Erfe	227358
Slc10a4	231290
Colec10	239447
Kdm4d	244694
Btn2a2	238555
Ccdc73	211936
Fam167a	219148
Stac3	237611
Gdpd4	233537
Cdnf	227526
D630003M21Rik	228846
Tas2r137	574417
Bex4	406217
Slc22a15	242126
Tmem130	243339
Mslnl	328783
Abhd16b	241850
Krt73	223915
Slc15a5	277898
Sertm1	329641
E130311K13Rik	329659
4933402J07Rik	330820
Pih1h3b	331537
Ccdc63	330188
Tmem145	330485
Map6d1	208158
Gfral	404194
Spata21	329972
Rft1	328370
Prss58	232717
Selenov	280621
Pdzd7	100503041
March11	211147
Gapt	238875
Zfp385c	278304
Rhbdl2	230726
9830107B12Rik	328829
Elfn2	207393
Mrap2	244958
Lonrf1	244421
Isoc2a	664994
Tmem132b	208151
Lingo3	237403
5730409E04Rik	230757
Chrna10	504186
Nckap5l	380969
Rnf217	268291
Scimp	327957
Ksr2	333050
Rbm24	666794
Tox2	269389
Rapgefl1	268480
Bin2	668218
Mettl21c	433294
Efcc1	58229
Cfhr2	545366
AY761184	382000
Cyp4a12b	13118
Pp2d1	110332
Ccdc8	434130
Iqck	434232
Trim72	434246
Nlrc5	434341
Lsmem2	434436
Ccdc36	434438
Kcnmb3	100502876
Tmprss9	432478
Cyp2c68	433247
Cyp2c67	545288
Ehbp1l1	114601
Vmn1r90	627280
Rbm8a2	545388
C330021F23Rik	546049
Ccdc68	381175
Spdye4b	330228
C130026I21Rik	620078
Klhl32	212390
Kir3dl2	245615
Phyhd1	227696
Zfp953	629016
Rhox4c	434759
Rhox4d	664610
Rhox4e	194856
Rhox4f	636177
Rhox4g	664608
Hbq1b	544763
Rgs22	626596
CN725425	545126
Ano3	228432
Shf	435684
Shank1	243961
4933427I04Rik	null
Ripply1	622473
Kncn	654462
Klk13	626834
Pet100	100503890
Pinlyp	641361
Hhla1	654498
Zfp973	545490
E330014E10Rik	665943
Smok3b	622474
Tagap	72536
Timm8a2	223262
Cyp2w1	545817
Dnaaf5	433956
CK137956	635169
Ly6g6f	433099
Sec14l5	665119
Kcng1	241794
Ogdhl	239017
Fer1l5	100534273
Cypt1	66742
Cypt14	100504400
Cypt15	78631
Wfdc10	629756
Cpa2	232680
Gal3st3	545276
Ankrd34a	545554
Sec14l3	380683
Pnpla1	433091
Ms4a15	545279
Akap14	434756
Doxl2	243376
Ccdc185	433386
Fcrl6	677296
Fam163a	329274
BC107364	329716
BC048562	434439
Glipr1l3	544736
Zfp938	237411
Krtap4-1	665891
Sh2d1b2	545378
Clec4a4	474145
Abca17	381072
Krt40	406221
AY761185	100503970
Rsph3b	100037282
Qrfp	227717
Defa23	497114
Defa24	503491
Defa25	13236
Defa26	626708
Defa22	382059
Dmrtc1b	632708
Dok6	623279
Dnah7c	100101919
Ifna14	404549
Ccdc152	100039139
Gm10683	null
Gm9945	null
Gm10801	null
Gm10800	null
Gm10300	null
Gm10720	null
Gm10721	null
Gm10719	null
Ect2l	100045792
Gm10142	100502921
Gm10803	null
Gm16506	102634304
F830112A20Rik	null
Gm10024	100009614
Gm10773	null
Trpc5os	100503240
Gm9978	null
Gm9881	791288
Gm9938	null
Gm9936	791292
Gm9833	100041480
Zfp831	100043757
Gm10209	null
F830212C03Rik	null
Gm10334	100040233
Gm10129	null
Gm10471	100039045
Gm9839	408192
Gm10277	791303
Gm10309	null
Gm10308	null
Gm10340	100040697
3110082J24Rik	433868
Gm10750	null
Gm10491	null
Gm10490	null
Gm9891	null
Gm10722	null
G530012D18Rik	null
Gm10837	null
Gm10718	null
Gm10717	null
Trappc3l	692132
Gm10647	null
Gm10650	null
Gm9789	640627
Gm9831	101056032
Gm10217	null
Gm9954	null
Gm9922	102633345
Gm16503	null
AB010352	105246961
Gm10766	null
Gm10767	100038538
Gm10061	102637192
Gm10553	null
Gm10725	102638515
Gm10234	null
Gm10330	null
Nps	100043254
Gm15155	102639025
Gm10657	null
Tigit	100043314
Gm16505	100039182
Gm10517	null
Prr33	677289
Gm10097	null
Gm10351	null
Gm9905	null
Gm10134	null
Gm10320	101055909
Gm10775	null
Gm10118	null
Gm10521	null
Gm10153	null
Gm10203	null
Apela	100038489
Gm10715	null
Gm9774	100043022
Gm10100	100502953
Gm9913	null
Gm9955	null
D630002J18Rik	null
Gm9930	null
Gm10324	628709
Gm9944	null
Gm10665	100043058
Gm10083	102639847
Gm10663	null
Gm10779	null
Gm10181	null
Gm10065	null
H2afb1	100039319
Gm10477	null
Gm10735	null
C130032M10Rik	null
A730071L15Rik	null
Gm10643	null
Spink13	100038417
Gm9837	null
Gm10699	null
Gm10577	null
Gm10576	null
Gm10130	102633750
Gm9996	null
Gm10267	100042855
Gm9910	null
Gm9887	null
Gm10668	100043566
Vmn1r114	100042996
Gm10604	null
Gm10542	null
Gm9964	null
Gm10198	null
Gm10563	null
Gm10670	100042971
Gm10447	null
Gm10338	108168176
Gm10417	null
Cep85l	100038725
Gm10537	null
Zfp882	382019
Gm10811	null
Gm10662	100043665
D330020A13Rik	null
Vmn1r159	670857
Gm10295	null
Gm16485	null
Gm10370	null
Vmn2r65	100009609
Gm9972	null
Defa27	100041811
Myocos	100038657
Gm10524	null
Gm9999	629141
Gm10139	102634499
Ctxn3	629147
Gm10271	null
B430203G13Rik	null
Ddx43	100048658
Gm10797	null
Gm10192	null
Gm10799	null
Gm9970	621407
Gm10472	null
Gm10160	null
Gm10729	null
Gm10842	null
Gm10840	null
Lce3d	630994
Gm5751	436188
Fthl17b	434726
Fthl17f	434729
Gm6465	623998
Gm4881	232974
Phldb3	232970
Cyp2c54	404195
Gm8693	667543
Vmn2r8	627479
Triml2	622117
Zfp936	668620
Vsig8	240916
Rergl	632971
Gm9376	668814
Gm6109	619883
Vmn2r121	100038941
Kbtbd6	432879
Gm5464	432870
H2al1o	333452
Vmn2r50	434117
Pabpc4l	241989
Vmn2r44	434113
Neurl1b	240055
Vmn2r9	435864
Lypd11	210155
Kctd21	622320
Gm5819	101055995
Vmn2r67	620672
Gm4924	237412
Gm5916	546123
Gm5065	272350
Gm4744	194360
Gm8074	null
Gm7168	635895
Gm6760	627470
Gm5785	544864
Gm6358	102637070
Gm7358	664831
H2al1j	236663
Gpr52	620246
Gm8777	667712
Fbxw22	382156
Sfta2	433102
Esp6	433107
Gm9265	668605
Zfp994	240038
Gm4846	226601
Gm4847	226604
Gm8180	105242437
Gm6309	622306
Gm10654	665828
Vmn2r84	625068
Smim22	432995
Calhm1	546729
B230307C23Rik	245305
Gm5152	381612
Vmn1r152	667504
Gm8672	667503
Gm7247	638695
Gm6871	102642386
Scgb1b7	626305
Defb26	654457
Fam196b	574403
Gm5767	436336
Myh15	667772
Gm5460	432838
Angptl8	624219
Vmn1r128	667199
Gm5617	434402
Gm4952	240549
Gm6763	627488
Epp13	627821
Gm8212	666647
Zscan4e	665848
Cks1brt	624855
Cntnap5a	636808
Gm5930	546250
Gm4737	11615
Gm8764	667692
Gm5724	435927
Scgb2b33	668419
Gm16430	100040894
Vmn2r59	628444
Mylk4	238564
Gm8797	667759
H2al1n	385328
Scgb2b10	624584
Gm8300	666806
Gm8298	666803
Gm8297	null
Vmn2r11	384219
Zscan18	232875
Gm4841	225594
Vmn2r108	627805
Gm8220	666660
Gm5934	546272
Gm4778	212727
Vmn2r74	546980
Vmn2r77	546983
Gnptab	432486
Gm5901	100503879
Ms4a4a	666907
Frg2f2	668743
Frg2f3	668742
Gm5072	278167
Vmn2r3	637004
Gm9008	668155
Ccdc85c	668158
Gm5447	null
Fam169b	434197
Ttll2	100216474
Vmn2r103	627636
Gm8237	null
Dcpp2	630537
Gm6217	null
Frg2f4	621364
Gm6570	625281
Gm6551	625060
Zbtb42	382639
Iqcj	208426
Efcab8	100504221
Atp6v1fnb	668210
Gm8994	668137
Gm5954	105245406
Scgb1b29	384589
Scgb1b3	384585
Gm6460	623898
Gm5861	545728
Vmn1r142	667464
C1s2	317677
Gm5286	383977
Gm6880	628456
Vmn1r143	667469
Vmn2r112	628185
Gm4922	237300
Vmn1r170	546944
Vmn1r163	667586
Vmn1r20	434017
Gm7970	666186
Vmn1r151	435947
Gm5726	435946
Gm5725	435940
Gm5728	435949
Ace3	217246
Gm5093	328825
Defb23	629114
Gm4767	210583
Vmn1r167	622032
Gm8257	666725
Gm6176	620736
Lipo2	101055671
Cdc20b	238896
Zfp937	245174
Defb47	654465
Vmn2r53	637908
Vmn2r120	224916
Vmn1r139	667444
Vmn2r96	433070
Vmn2r99	665376
Gm6268	621901
Vmn2r83	625029
Sgo2b	244495
Acp4	100503991
Gm6482	102635554
Rad51ap2	209550
Gm6420	null
Klhl33	546611
Vmn2r110	224582
Gm8247	102636873
Gm8246	666706
Vmn2r25	545874
Gm5113	330503
Prlh	623503
Vmn1r104	667135
Otud6a	408193
Gm5415	408191
Csta3	408196
Spink7	408198
Gm9229	102632102
Rpl32l	621697
A26c2	null
Cldn34c2	625591
Gml	625599
Vmn1r34	546901
Vmn1r39	546903
Gm8453	667094
Ube2d4	null
H2afb3	624957
Scgb2b15	624439
Gm4756	209183
Gm4951	240327
Cyp2ab1	224044
Ces3b	13909
Gm6904	628693
H2afb2	624153
Gm7849	665927
Rbm46	633285
Gm5108	330097
Vmn2r91	665210
Vmn2r90	626942
Gm7879	665989
Nhsl2	100042480
Gm10037	102637366
Cstdc4	433016
Gm5640	434797
Gm5862	545739
Scgb2b12	668379
Gm5965	546672
Gm5431	432555
Lipt1	623661
Trim43a	547109
Ccer2	100504112
Rgs21	624910
Vmn1r60	636697
Sult2a7	638251
Gm6657	626215
Vmn2r97	627367
Gm5737	436008
Wdr49	213248
Krtap10-10	544710
Vmn2r18	632671
Zfp977	null
