EntrezID,GeneSymbol,Score
3853,KRT6A,0
3854,KRT6B,1
3855,KRT7,0
3856,KRT8,0
3857,KRT9,1
3858,KRT10,0
3859,KRT12,0.5
3860,KRT13,0
3861,KRT14,0.5
3866,KRT15,0
386617,KCTD8,0
386618,KCTD4,0
386653,IL31,0
386672,KRTAP10-4,0
386675,KRTAP10-7,0
386676,KRTAP10-9,0
386678,KRTAP10-11,0
386679,KRTAP10-2,0
386680,KRTAP10-5,0
386681,KRTAP10-8,0
386683,KRTAP12-3,0
386684,KRTAP12-4,1
386685,KRTAP10-12,0
386724,AMIGO3,0
386746,MRGPRG,0.5
3868,KRT16,0
387,RHOA,0
387032,ZKSCAN4,0
387054,NA,0
387082,SUMO4,0
387103,CENPW,0
387104,SOGA3,0
387119,CEP85L,0
387129,NPSR1,0
3872,KRT17,0
387263,C6orf120,0.5
387264,KRTAP5-1,0
387266,KRTAP5-3,0
387267,KRTAP5-4,0.5
387273,KRTAP5-10,0
387328,ZNF322P1,0
387332,TBPL2,0.5
387338,NSUN4,0
387357,THEMIS,0
3875,KRT18,0
387509,GPR153,0
387521,TMEM189,0.5
387522,TMEM189-UBE2V1,0
387597,ILDR2,0
387601,SLC22A25,0
387638,C10orf113,0
387640,SKIDA1,0.5
387680,FAM21A,0.5
387694,SH2D4B,0
387695,C10orf99,1
387700,SLC16A12,0.5
387707,CC2D2B,0
387733,IFITM5,0
387748,OR56B1,0
387755,INSC,0
387758,FIBIN,0
387775,SLC22A10,0
387778,SPDYC,0
387837,CLEC12B,0
387849,REP15,0
387851,NA,0
387856,CCDC184,0
387893,SETD8,0
387911,C1QTNF9B,0
387914,SHISA2,0
387921,NHLRC3,0
387923,SERP2,0
387990,TOMM20L,0
388,RHOB,0.5
3880,KRT19,0
388007,SERPINA13P,0
388021,TMEM179,0
3881,KRT31,0
388121,TNFAIP8L3,0
388125,C2CD4B,0
388135,C15orf59,0
388199,PRR25,0
3882,KRT32,0
388228,SBK1,0
388272,C16orf87,0
388284,C16orf86,0
3883,KRT33A,0
388323,GLTPD2,0
388324,INCA1,0
388325,SCIMP,0
388335,TMEM220,1
388336,SHISA6,0.5
388341,LRRC75A,0
388364,TMIGD1,0
388372,CCL4L1,0
388381,C17orf98,0
388389,CCDC103,0
388394,RPRML,0
3884,KRT33B,0
388403,YPEL2,0
388407,C17orf82,0.5
388419,BTBD17,0
3885,KRT34,0
388503,C3P1,0
388512,CLEC17A,0
388531,RGS9BP,0.5
388533,KRTDAP,0.5
388536,ZNF790,0
388551,CEACAM16,0
388552,BLOC1S3,0.5
388555,IGFL3,1
388561,ZNF761,0
388566,ZNF470,0
388567,ZNF749,0
388569,ZNF324B,0
388581,FAM132A,0
388585,HES5,0
388591,RNF207,0
388595,TMEM82,0
3886,KRT35,0
388610,TRNP1,0
388611,CD164L2,0
388633,LDLRAD1,0
388646,GBP7,0
388649,C1orf146,0.5
388650,FAM69A,0
388662,SLC6A17,0
388677,NOTCH2NL,0.5
388695,LYSMD1,0
388697,HRNR,0.5
388698,FLG2,0
3887,KRT81,0.5
388701,C1orf189,0.5
388722,C1orf53,0
388730,TMEM81,0
388753,COA6,0
388759,C1orf229,0
388799,FAM209B,0
3888,KRT82,0.5
388815,MIR99AHG,0
388818,KRTAP26-1,0
388886,LRRC75B,0
3889,KRT83,0
388910,LINC00207,0
388931,MFSD2B,0
388939,C2orf71,0
388951,TSPYL6,0
388960,C2orf78,0
388962,BOLA3,0
388969,C2orf68,0
389,RHOC,0
3890,KRT84,0
389015,SLC9A4,0
389058,SP5,0.5
389072,PLEKHM3,0
389084,C2orf82,0
389090,OR6B2,0.5
3891,KRT85,0.5
389114,ZNF662,0
389118,CDHR4,1
389119,FAM212A,0
389123,IQCF2,0
389125,MUSTN1,0.5
389136,VGLL3,0
389151,PRR23B,0
389158,PLSCR5,0
389170,LEKR1,0
389197,C4orf50,0
3892,KRT86,0
389206,BEND4,0
389207,GRXCR1,0
389208,TMPRSS11F,0
389257,LRRC14B,0
389289,ANXA2R,0
389293,ISCA1P1,0
389320,TEX43,0
389336,C5orf46,0
389337,ARHGEF37,0
389376,SFTA2,0
389383,CLPSL2,0
389384,C6orf222,0
389400,GFRAL,0
389421,LIN28B,0
389432,SAMD5,0
389434,IYD,0
389458,RBAKDN,0
3895,KTN1,0
389524,GTF2IRD2B,0
389541,LAMTOR4,0
389549,FEZF1,0
389558,FAM180A,0.5
389610,XKR5,0
389649,C8orf86,0
389658,FAM150A,0
389668,XKR9,0
389677,RBM12B,0
389690,MROH5,0
3897,L1CAM,0
389763,SPATA31D1,0
389766,C9orf153,0
389792,IER5L,0
389799,C9orf171,0
3898,LAD1,0
389812,LCN15,0.5
389813,C9orf172,0.5
389816,LRRC26,1
389827,TMEM8C,0
389832,NA,0
389834,LOC389834,1
389840,MAP3K15,0
389852,SPACA5,0
389856,USP27X,0
389860,PAGE2B,0
389874,ZCCHC13,0
389898,UBE2NL,0
3899,AFF3,0
389932,AKR1C6P,0
389941,C1QL3,0
39,ACAT2,0
390,RND3,0
390036,OR52K1,0
390038,OR51D1,0
390053,OR52A4,0.5
390054,OR52A5,1
390058,OR51B6,0
390059,OR51M1,0.5
390061,OR51Q1,0
390063,OR51I1,0.5
390064,OR51I2,0
390066,OR52D1,0
390067,OR52H1,0
390072,OR52N4,0.5
390075,OR52N5,0
390077,OR52N2,0
390078,OR52E6,0
390081,OR52E4,0
390083,OR56A3,0
390093,OR10A6,0
390110,ACCSL,0
390113,OR4X1,0
390142,OR5D13,0
390144,OR5D16,0.5
390148,OR5W2,0
390151,OR8H2,0
390152,OR8H3,0
390154,OR5T3,0.5
390155,OR5T1,0
390157,OR8K1,0
390162,OR5M9,1
390167,OR5M10,0
390168,OR5M1,0
390174,OR9G1,0
390181,OR5AK2,0
390190,OR5B2,0
390191,OR5B12,0
390195,OR5AN1,0
390197,OR4D10,0
390199,OR4D9,0
3902,LAG3,0
390201,OR10V1,0
390212,GPR152,0
390226,GUCY2EP,0
390231,TRIM77,0
390243,FOLR4,0
390260,OR6X1,0
390261,OR6M1,0
390271,OR8B3,0
390275,OR8A1,0
3903,LAIR1,0.5
390321,OR6C1,0
390323,OR6C75,0
390326,OR6C76,0
390327,OR6C70,0
3904,LAIR2,0
390429,OR4N2,0
390431,OR4K2,0
390433,OR4K13,0
390436,OR4K17,0
390437,OR4N5,1
390439,OR11G2,0
390442,OR11H4,0
390443,RNASE9,0
390445,OR5AU1,0
390535,GOLGA8EP,0
390598,SKOR1,0
3906,LALBA,0
390637,GDPGP1,0
390648,OR4F6,0
390649,OR4F15,0
390664,C1QTNF8,0
390667,PTX4,0
390688,CDC37P1,0
390748,PABPN1L,0
390756,OR3A4P,0.5
390792,KRT39,0
3908,LAMA2,0
390874,ONECUT3,0
390882,OR7G2,0
390883,OR7G3,0
390892,OR7A10,0
390927,ZNF793,0
390928,PAPL,0
390980,ZNF805,0
390992,HES3,0
390999,PRAMEF12,0
391,RHOG,0
3910,LAMA4,0.5
391002,PRAMEF8,0
391059,FRRS1,0
3911,LAMA5,0.5
391104,VHLL,0
391107,OR10K2,0
391109,OR10K1,0
391112,OR6Y1,0
391114,OR6K3,0
391123,VSIG8,0
391189,OR11L1,0
391190,OR2L8,0
391191,OR2AK2,0.5
391192,OR2L3,0.5
391194,OR2M2,0.5
391195,OR2T33,0
391196,OR2M7,0
3912,LAMB1,0
391211,OR2G6,0
391253,SPINT4,0
3913,LAMB2,0
391365,SULT6B1,0
3914,LAMB3,0
3915,LAMC1,0
3916,LAMP1,0.5
391712,TRIM61,0.5
391714,TRIM75P,0
391723,HELT,0.5
3918,LAMC2,0
392,ARHGAP1,0
3920,LAMP2,0
3921,RPSA,0
392138,OR2A25,0
392255,GDF6,0
392307,FAM221B,0
392309,OR13J1,0
392360,CTSL3P,0
392376,OR13C2,0
392390,OR1L6,0
392391,OR5C1,0
392392,OR1K1,0
392395,NA,1
392399,LCN9,0
392465,GLOD5,0
392490,FLJ44635,0.5
3925,STMN1,0.5
392509,ARL13A,0
392636,AGMO,0
3927,LASP1,0
3929,LBP,0
392979,RPL18P4,0
393,ARHGAP4,0
3930,LBR,0
393046,OR2A5,0
3931,LCAT,0
3932,LCK,0
3933,LCN1,0
3934,LCN2,0
3936,LCP1,0
3937,LCP2,0
3938,LCT,0
3939,LDHA,0
394,ARHGAP5,1
394263,MUC21,0
3945,LDHB,0.5
3948,LDHC,0
3949,LDLR,0.5
395,ARHGAP6,0
3950,LECT2,0
3952,LEP,0
3953,LEPR,0
3954,LETM1,0.5
3956,LGALS1,0
3957,LGALS2,0
3958,LGALS3,0
3959,LGALS3BP,0.5
396,ARHGDIA,0
3960,LGALS4,0
3964,LGALS8,0
3965,LGALS9,0
397,ARHGDIB,0.5
3972,LHB,0
3973,LHCGR,0
3975,LHX1,0
3976,LIF,0
3977,LIFR,0
3978,LIG1,0.5
398,ARHGDIG,0
3980,LIG3,0
3981,LIG4,0
3982,LIM2,0
3983,ABLIM1,0
3984,LIMK1,0
3985,LIMK2,0
3987,LIMS1,0
3988,LIPA,0
399,RHOH,0
3990,LIPC,0
3991,LIPE,0
3992,FADS1,0.5
3993,LLGL2,0
399473,SPRED3,0
399474,TMEM200B,0.5
3995,FADS3,1
399512,SLC25A35,0.5
3996,LLGL1,0
399664,MEX3D,1
399665,FAM102A,0
399669,ZNF321P,0
399671,HEATR4,0
399687,MYO18A,0
399693,MGC50722,0
399694,SHC4,0
399726,CASC10,0
3998,LMAN1,0
399814,C10orf120,0.5
399818,METTL10,0
399823,FOXI2,0
399879,LINC00610,0
399937,TRIM51BP,0
399940,TRIM51EP,0
399947,C11orf87,0
399948,COLCA1,0
399949,C11orf88,0
399967,PATE2,0
399979,SNX19,0
40,ASIC2,0.5
400,ARL1,0
4000,LMNA,0
400073,C12orf76,0
400077,NA,0
4001,LMNB1,0
400120,SERTM1,0
400165,ATP11AUN,0
400223,NA,0
400258,C14orf180,0.5
400359,C15orf53,0.5
400360,C15orf54,0
4004,LMO1,0
400451,FAM174B,0
4005,LMO2,0
400506,KNOP1,0
400509,NA,0
400555,ZC3H18-AS1,0.5
400566,C17orf97,1
400569,MED11,0
400576,LOC400576,0
400591,C17orf102,0
400624,FLJ45079,0
400629,TEX19,0
400668,PRSS57,0
400673,VMAC,0
4007,PRICKLE3,0
400720,ZNF772,0
400735,PRAMEF4,0
400746,NCMAP,0
400757,C1orf141,0
400793,C1orf226,0
400798,C1orf220,0
4008,LMO7,0
400818,NBPF9,0.5
400823,FAM177B,0
400830,DEFB132,0
400867,LOC400867,0
4009,LMX1A,1
400916,CHCHD10,0.5
400935,IL17REL,0
400966,RGPD1,0
401,PHOX2A,0
4010,LMX1B,0
401024,FSIP2,1
401027,C2orf66,0
401036,ASB18,0
401052,LOC401052,0
401067,IQCF3,0.5
401135,SYT14P1,0
401137,PRR27,0
401138,AMTN,0
401145,CCSER1,0
401152,C4orf3,0
401172,FLJ33360,0
401190,RGS7BP,0.5
4012,LNPEP,0
401250,MCCD1,0
401251,SAPCD1,0
401253,LINC00336,0
401258,RAB44,0
401262,CRIP3,0
401265,KLHL31,0
401271,NA,0
4013,VWA5A,0
401387,LRRD1,0
4014,LOR,0.5
401409,RAB19,0
401474,SAMD12,0
401494,PTPLAD2,0
401498,TMEM215,0
4015,LOX,0
401509,ZNF658B,0
401535,C9orf170,0
401541,CENPP,0.5
401546,C9orf152,0
401551,WDR38,0
401562,LCNL1,0.5
401563,C9orf139,0
401565,FAM166A,0
4016,LOXL1,0
401612,SLC25A53,0.5
401647,GOLGA7B,0
401665,OR51T1,0
401666,OR51A4,0
401667,OR51A2,0.5
4017,LOXL2,1
401720,FIGNL2,0
4018,LPA,0
401827,MSLNL,0
401898,ZNF833P,0
401940,NA,0
401944,LDLRAD2,1
401992,OR2T2,0
401993,OR2T5,0.5
401994,OR14I1,0
402,ARL2,0
402055,SRRD,0
402057,RPS17P16,0
402117,VWC2L,0
402135,OR5K2,0
402164,NA,1
402176,RPL21P44,0.5
4023,LPL,0
402317,OR2A42,0
402381,SOHLH1,0
402415,XKRX,0
4025,LPO,0
402573,C7orf61,0
4026,LPP,0
402682,UFSP1,0
402715,LOC402715,0
403,ARL3,0
403239,OR2T27,0
403244,OR2T35,0.5
403253,OR4A47,0
403257,OR4C45,0
403273,OR5H14,0
403274,OR5H15,0
403277,OR5K3,0.5
403278,OR5K4,0
403282,OR6C65,0
403284,OR6C68,0
4033,LRMP,0
403313,PPAPDC2,0
403314,APOBEC4,0
4034,LRCH4,0
4035,LRP1,1
4036,LRP2,0
4037,LRP3,0
4038,LRP4,0
4040,LRP6,0
404037,HAPLN4,0.5
404093,CUEDC1,0
4041,LRP5,0
404203,SPINK6,0
404217,CTXN1,0
404220,C6orf201,0
404281,YY2,0
4043,LRPAP1,0
4045,LSAMP,0
404550,C16orf74,0
404552,SCGB1D4,0
4046,LSP1,0
404636,FAM45A,0
404672,GTF2H5,0
4047,LSS,0
404734,ANKHD1-EIF4EBP3,0
404785,POTEG,0.5
4048,LTA4H,0
4049,LTA,0
405,ARNT,1
4050,LTB,0
4051,CYP4F3,0
4052,LTBP1,0
4053,LTBP2,0
4054,LTBP3,0
4055,LTBR,0
4057,LTF,0
405753,DUOXA2,0
405754,ERVFRD-1,0
4058,LTK,0
4059,BCAM,0
406,ARNTL,0
4060,LUM,0
4061,LY6E,0
4062,LY6H,0
4063,LY9,0
4064,CD180,0
4065,LY75,0
4067,LYN,0
4068,SH2D1A,0
4069,LYZ,0
407,ARR3,0
4070,TACSTD2,0.5
4071,TM4SF1,0
4072,EPCAM,0
4074,M6PR,0
4076,CAPRIN1,1
4077,NBR1,0
407738,FAM19A1,0
407977,TNFSF12-TNFSF13,0
408,ARRB1,0
408029,C2orf27B,0.5
408050,NOMO3,0.5
4081,MAB21L1,0
408187,SPINK14,0
4082,MARCKS,0
408263,FNDC9,0
4084,MXD1,0
4085,MAD2L1,0
4086,SMAD1,1
4087,SMAD2,0
4088,SMAD3,0
4089,SMAD4,1
409,ARRB2,0
4090,SMAD5,0
4091,SMAD6,0.5
4092,SMAD7,0
4093,SMAD9,0
4094,MAF,0
4097,MAFG,1
4099,MAG,0
41,ASIC1,0
410,ARSA,0
4100,MAGEA1,0
4101,MAGEA2,0.5
4102,MAGEA3,0
4103,MAGEA4,0
4104,MAGEA5,0
4105,MAGEA6,0
4107,MAGEA8,0.5
4108,MAGEA9,0
4109,MAGEA10,0
411,ARSB,0
4110,MAGEA11,0
4111,MAGEA12,0
4112,MAGEB1,0
4113,MAGEB2,0
4114,MAGEB3,0
4115,MAGEB4,0
4116,MAGOH,0
4117,MAK,0
4118,MAL,0
412,STS,0.5
4121,MAN1A1,0
4122,MAN2A2,0
4123,MAN2C1,0
4124,MAN2A1,0
4125,MAN2B1,0
4126,MANBA,0
4128,MAOA,0
4129,MAOB,0
4130,MAP1A,0
4131,MAP1B,0
4133,MAP2,0
4135,MAP6,0
4137,MAPT,0
4139,MARK1,0
414,ARSD,0
4140,MARK3,0
414059,TBC1D3B,0.5
414060,TBC1D3C,0
414061,DNAJB3,0
414062,CCL3L3,0
4141,MARS,0
414149,ACBD7,0
414157,C10orf62,0
414189,AGAP6,0
4142,MAS1,0
414236,C10orf55,0.5
4143,MAT1A,0
414301,DDI1,0
414308,NA,0
414318,C9orf106,0
414325,DEFB103A,0
414328,IDNK,0
414332,LCN10,0
4144,MAT2A,0.5
4145,MATK,0
4146,MATN1,0
4147,MATN2,0
4148,MATN3,0
414899,BLID,0
4149,MAX,0.5
414918,DENND6B,0
414919,C8orf82,0
415,ARSE,0
4150,MAZ,0
4151,MB,0
415116,PIM3,0
415117,STX19,0
4152,MBD1,0
4154,MBNL1,1
4155,MBP,1
4157,MC1R,0
4158,MC2R,0.5
4159,MC3R,0
416,ARSF,0
4160,MC4R,0
4161,MC5R,0
4162,MCAM,0
4163,MCC,0
4166,CHST6,0
4168,MCF2,0
417,ART1,0
4170,MCL1,0
4171,MCM2,0
4172,MCM3,0.5
4173,MCM4,0
4174,MCM5,0
4175,MCM6,0
4176,MCM7,0
4179,CD46,0
4184,SMCP,0
4185,ADAM11,1
4188,MDFI,0
4189,DNAJB9,0
419,ART3,0.5
4190,MDH1,0
4191,MDH2,0
4192,MDK,0
4193,MDM2,0
4194,MDM4,0.5
4197,NA,0
4199,ME1,0
420,ART4,0
4200,ME2,0
4201,MEA1,0
4204,MECP2,0
4205,MEF2A,0
4207,MEF2BNB-MEF2B,1
4208,MEF2C,0
4209,MEF2D,0
421,ARVCF,0
4210,MEFV,0.5
4211,MEIS1,0
4212,MEIS2,0
4214,MAP3K1,0
4215,MAP3K3,0.5
4216,MAP3K4,0
4217,MAP3K5,0
4218,RAB8A,0
4221,MEN1,0
4222,MEOX1,0
4223,MEOX2,0
4224,MEP1A,0.5
4225,MEP1B,0
4232,MEST,0
4233,MET,0
4234,METTL1,0
4236,MFAP1,0.5
4237,MFAP2,0
4238,MFAP3,0
4239,MFAP4,0.5
4240,MFGE8,0.5
4241,MFI2,0
4242,MFNG,0.5
4245,MGAT1,0.5
4246,SCGB2A1,0
4247,MGAT2,1
4248,MGAT3,0
4249,MGAT5,0
4250,SCGB2A2,0
425054,VCX3B,0.5
4253,CTAGE5,0
4254,KITLG,0
4255,MGMT,0
4256,MGP,0
4257,MGST1,0.5
4258,MGST2,0
4259,MGST3,0
4261,CIITA,0
4267,CD99,0
427,ASAH1,1
4276,NA,0
4277,MICB,0
4281,MID1,0
4283,CXCL9,0
4284,MIP,0
4285,MIPEP,0
4286,MITF,0
4287,ATXN3,0
4288,MKI67,0
4289,MKLN1,0.5
429,ASCL1,0
4291,MLF1,0.5
4292,MLH1,0
4293,MAP3K9,0.5
4294,MAP3K10,0
4295,MLN,0
4296,MAP3K11,0
4297,KMT2A,0
4298,MLLT1,0
4299,AFF1,0
43,ACHE,0
430,ASCL2,0
4300,MLLT3,0
4301,MLLT4,0
4302,MLLT6,0
4303,FOXO4,0
4306,NR3C2,0
4308,TRPM1,0.5
4311,MME,0.5
4312,MMP1,0
4313,MMP2,0
4314,MMP3,0
4316,MMP7,0
4317,MMP8,0
431704,RGS21,0
431705,ASTL,0
431707,LHX8,0
4318,MMP9,0
4319,MMP10,0
432,ASGR1,0.5
4320,MMP11,0
4321,MMP12,0
4322,MMP13,0
4323,MMP14,0
4324,MMP15,0
4325,MMP16,0
4326,MMP17,0
4327,MMP19,0
4329,ALDH6A1,0
433,ASGR2,0
4330,MN1,0
4331,MNAT1,0
4332,MNDA,0
4335,MNT,0
4336,MOBP,1
4337,MOCS1,0
4338,MOCS2,0
434,ASIP,0.5
4340,MOG,0.5
4342,MOS,1
4343,MOV10,0
4345,CD200,0
435,ASL,0.5
4351,MPI,0
4352,MPL,0
4353,MPO,0
4354,MPP1,0.5
4355,MPP2,0
4356,MPP3,0
4357,MPST,0
4358,MPV17,0
4359,MPZ,0
4360,MRC1,0
4361,MRE11A,0
4363,ABCC1,0
438,ASMT,0
43847,KLK14,0
43849,KLK12,0
439,ASNA1,0
439915,KRTAP5-5,0
439921,MXRA7,0
439996,IFIT1B,0
440,ASNS,0
440021,KRTAP5-2,0
440023,KRTAP5-6,0
440026,TMEM41B,0
440050,KRTAP5-7,0
440051,KRTAP5-11,0
440068,CARD17,0
440073,IQSEC3,0
440077,ZNF705A,0
440081,DDX12P,0
440087,SMCO3,0.5
440093,H3F3C,0
440097,DBX2,0.5
440107,PLEKHG7,0.5
440138,ALG11,0
440145,MZT1,0
440153,OR11H12,0
440163,RNASE13,0.5
440193,CCDC88C,0
440270,GOLGA8B,0.5
440275,EIF2AK4,0
440279,UNC13C,0
440295,GOLGA6L9,0
440307,TTLL13,0
440321,NA,0
440348,NPIPB15,0.5
440350,NPIPB7,0
440400,RNASEK,0
440435,GPR179,0
440456,PLEKHM1P,0
440482,ANKRD20A5P,0
440503,PLIN5,0.5
440533,PSG8,0
440561,PRAMEF6,0
440574,MINOS1,0
440603,BCL2L15,0
440673,NA,0
440689,HIST2H2BF,0
440695,ETV3L,0.5
440699,LRRC52,0.5
440712,C1orf186,0
440730,TRIM67,0.5
440738,MAP1LC3C,0
440822,PIWIL3,0
440836,ODF3B,0.5
440865,FLJ46838,0
440955,TMEM89,0
441024,MTHFD2L,0
441027,TMEM150C,0
441061,11-Mar,0
441108,C5orf56,0
441140,NA,0
441150,C6orf226,0
441161,OOEP,0
441168,FAM26F,0
441272,SPDYE3,0
441282,AKR1B15,0
441294,CTAGE15,0
441308,OR4F21,0
441376,AARD,0
441381,LRRC24,0
441430,ANKRD20A2,0
441457,NUTM2G,0
441476,C9orf173,0
441478,NRARP,0.5
441509,GLRA4,0
441518,FAM127C,0
441519,CT45A3,0
441520,CT45A4,0
441521,CT45A5,0
441525,SPANXN4,0.5
441531,PGAM4,0
441549,CDNF,0
441581,FRG2B,0
441608,OR5B3,0.5
441631,TSPAN11,0
441639,OR9K2,0
441669,OR4Q3,0
441670,OR4M1,0
441871,PRAMEF7,0
441911,OR10J3,0
441932,OR2W5,0
441933,OR13G1,0
442038,SULT1C3,0
442117,GALNTL6,0
442184,OR2B3,0
442186,OR2J3,0
442191,OR14J1,0.5
442194,OR10C1,0
442213,PTCHD4,0.5
442247,RFPL4B,0
442361,OR2A2,0
442425,FOXB2,0
442444,FAM47C,0
442578,STAG3L3,0
442582,STAG3L2,0
442862,PRY2,0
442867,BPY2B,0
442868,BPY2C,0.5
443,ASPA,0
4430,MYO1B,0.5
4435,CITED1,0
4436,MSH2,0.5
4437,MSH3,0
4438,MSH4,0
4439,MSH5,0
444,ASPH,0
4440,MSI1,0
444882,IGFL4,0
445,ASS1,0
445328,ARHGEF35,0.5
445329,SULT1A4,0
445347,TARP,0.5
445372,TRIM6-TRIM34,0
445571,CBWD3,0
445582,POTEE,0
445815,PALM2-AKAP2,0
4477,MSMB,0
4478,MSN,0
4481,MSR1,0.5
4482,MSRA,0
4485,MST1,0
4486,MST1R,0
4487,MSX1,0
4488,MSX2,0.5
448831,FRG2,0.5
448834,KPRP,0
4489,MT1A,0.5
4490,MT1B,0
4493,MT1E,0
4494,MT1F,0
4495,MT1G,0.5
4496,MT1H,0
4499,MT1M,0
4501,MT1X,0
4502,MT2A,0.5
4504,MT3,0
4507,MTAP,0
4515,MTCP1,0
4520,MTF1,0
4521,NUDT1,0
4522,MTHFD1,0
4524,MTHFR,0
4528,MTIF2,0
4534,MTM1,0
4542,MYO1F,0.5
4543,MTNR1A,0
4544,MTNR1B,0.5
4547,MTTP,0
4548,MTR,0.5
4552,MTRR,0
4580,MTX1,0
4582,MUC1,0
4583,MUC2,0
4585,MUC4,0
4589,MUC7,0
4591,TRIM37,0.5
4593,MUSK,0.5
4594,MUT,0
4595,MUTYH,0.5
4597,MVD,0
4598,MVK,0.5
4599,MX1,0
460,ASTN1,0
4600,MX2,0
4601,MXI1,0.5
4602,MYB,0
4603,MYBL1,0
4604,MYBPC1,0
4605,MYBL2,1
4606,MYBPC2,0
4607,MYBPC3,0
4608,MYBPH,0
4609,MYC,0
4610,MYCL,0
4613,MYCN,0
4615,MYD88,1
4616,GADD45B,0
4617,MYF5,0
4618,MYF6,0
4619,MYH1,0
462,SERPINC1,0
4620,MYH2,0
4621,MYH3,0
4622,MYH4,0
4624,MYH6,0.5
4625,MYH7,0
4626,MYH8,0
4627,MYH9,0
4628,MYH10,0
4629,MYH11,0
463,ZFHX3,0
4632,MYL1,0.5
4633,MYL2,0
4634,MYL3,0
4635,MYL4,0
4636,MYL5,0
4637,MYL6,0
4638,MYLK,0
4640,MYO1A,0
4641,MYO1C,0
4642,MYO1D,0
4643,MYO1E,0
4644,MYO5A,0
4645,MYO5B,0
4646,MYO6,0
4647,MYO7A,0.5
4648,MYO7B,0
4649,MYO9A,0
4650,MYO9B,0
4651,MYO10,0
4653,MYOC,0
4654,MYOD1,0
4656,MYOG,0
4659,PPP1R12A,0
466,ATF1,0
4660,PPP1R12B,0
4661,MYT1,0
4664,NAB1,0
4665,NAB2,0
4666,NACA,0
4668,NAGA,0
4669,NAGLU,0
467,ATF3,0.5
4670,HNRNPM,0.5
4671,NAIP,0
4673,NAP1L1,0
4674,NAP1L2,0
4675,NAP1L3,0
4676,NAP1L4,0
4677,NARS,0
4678,NASP,0
468,ATF4,0
4680,CEACAM6,0.5
4681,NBL1,0
4682,NUBP1,0
4683,NBN,0
4684,NCAM1,0.5
4685,NCAM2,0
4686,NCBP1,0
4688,NCF2,0
4689,NCF4,0
4690,NCK1,0
4691,NCL,0
4692,NDN,0
4693,NDP,0
4694,NDUFA1,0.5
4695,NDUFA2,0.5
4697,NDUFA4,0
4698,NDUFA5,0.5
47,ACLY,0
4700,NDUFA6,0
4701,NDUFA7,0
4702,NDUFA8,0
4703,NEB,0
4704,NDUFA9,0
4705,NDUFA10,0
4706,NDUFAB1,0
4707,NDUFB1,0
4708,NDUFB2,0
4709,NDUFB3,1
471,ATIC,0
4710,NDUFB4,0
4711,NDUFB5,0
4712,NDUFB6,0.5
4713,NDUFB7,0
4714,NDUFB8,0
4715,NDUFB9,0.5
4716,NDUFB10,0
4717,NDUFC1,0
4718,NDUFC2,0.5
4719,NDUFS1,0
472,ATM,0
4720,NDUFS2,0
4722,NDUFS3,0
4723,NDUFV1,0
4724,NDUFS4,1
4725,NDUFS5,0
4726,NDUFS6,0
4728,NDUFS8,0
4729,NDUFV2,0.5
473,RERE,1
4731,NDUFV3,0
4733,DRG1,0
4734,NEDD4,0
4735,2-Sep,0
4736,RPL10A,0
4738,NEDD8,0
4739,NEDD9,0
474,ATOH1,0
4741,NEFM,0
474170,LRRC37A2,0
474343,SPIN2B,0
474344,GIMAP6,0
474354,LRRC18,0
474381,H2AFB2,0
474382,H2AFB1,0
474383,F8A2,0
474384,F8A3,0
4744,NEFH,0
4745,NELL1,0
4747,NEFL,0.5
475,ATOX1,0.5
4750,NEK1,0
4751,NEK2,0
4752,NEK3,0
4753,NELL2,0.5
4756,NEO1,0
4758,NEU1,0
4759,NEU2,0
476,ATP1A1,0
4760,NEUROD1,0
4761,NEUROD2,0.5
4762,NEUROG1,0
4763,NF1,0
477,ATP1A2,0
4771,NF2,0
4772,NFATC1,0
4773,NFATC2,0
4774,NFIA,0
4775,NFATC3,0
4776,NFATC4,0
4778,NFE2,0
4779,NFE2L1,0
478,ATP1A3,0.5
4780,NFE2L2,0
4781,NFIB,0
4782,NFIC,0
4783,NFIL3,0
4784,NFIX,0
479,ATP12A,0.5
4790,NFKB1,0
4791,NFKB2,0
4792,NFKBIA,0
4793,NFKBIB,0.5
4794,NFKBIE,1
4795,NFKBIL1,0
4796,TONSL,0
4798,NFRKB,0
4799,NFX1,0
48,ACO1,0
480,ATP1A4,0
4800,NFYA,0
4801,NFYB,0.5
4802,NFYC,0.5
4803,NGF,0
4804,NGFR,0.5
4807,NHLH1,0
4808,NHLH2,1
4809,NHP2L1,0.5
481,ATP1B1,0
4810,NHS,0
4811,NID1,0
4814,NINJ1,0
4815,NINJ2,0
4817,NIT1,0
4818,NKG7,0
482,ATP1B2,0.5
4820,NKTR,0
4821,NKX2-2,0
4824,NKX3-1,0
4825,NKX6-1,0
4826,NNAT,0
4828,NMB,0
4829,NMBR,0
483,ATP1B3,1
4830,NME1,0
4831,NME2,0
4832,NME3,0
4833,NME4,0
4835,NQO2,0
4836,NMT1,0
4837,NNMT,0
4838,NODAL,0
4839,NOP2,0.5
4841,NONO,0
4842,NOS1,0
4843,NOS2,0
4846,NOS3,0
4848,CNOT2,0
4849,CNOT3,0
4850,CNOT4,0
4851,NOTCH1,0
4852,NPY,0.5
4853,NOTCH2,0
4854,NOTCH3,0
4855,NOTCH4,0.5
4856,NOV,0
4857,NOVA1,0
4858,NOVA2,0
