"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Melanogenesis",0.407,0.837,1,101,9,"CREB3, CREB1, EDN1, GNAI3, GNAO1, KRAS, PLCB4, WNT5A, CREB3L1"
"Citrate cycle (TCA cycle)",0.428,0.874,1,30,3,"DLD, IDH3A, ACO2"
"Complement and coagulation cascades",0.436,0.879,1,79,7,"A2M, FGA, ITGAM, BDKRB1, SERPING1, C2, C5"
"Neuroactive ligand-receptor interaction",0.437,0.879,1,277,23,"CHRM2, LTB4R, ADRB2, DRD2, FPR3, GH2, NPBWR2, MLNR, GRIN2D, HTR1A, MTNR1B, OPRM1, P2RY11, AVPR1A, PRL, PARD3, NMUR2, BDKRB1, SSTR4, TACR1, TACR3, CALCR, S1PR2"
"Antifolate resistance",0.45,0.888,1,31,3,"IKBKB, IL1B, RELA"
"RNA polymerase",0.45,0.888,1,31,3,"TWISTNB, POLR2F, POLR2J"
"ABC transporters",0.465,0.904,1,44,4,"CFTR, ABCA2, ABCG5, TAP1"
"Fatty acid degradation",0.465,0.904,1,44,4,"ALDH2, ALDH3A2, HADHA, ACADSB"
"Tight junction",0.48,0.924,1,170,14,"ACTR2, CFTR, HCLS1, ITGB1, JUN, PCNA, PPP2CB, PARD3, RAP1A, TUBA4A, TUBA1A, PARD6G, RUNX1, CDC42"
"Basal transcription factors",0.482,0.924,1,45,4,"TBPL2, TAF1, TAF4, TAF12"
"TGF-beta signaling pathway",0.489,0.93,1,83,7,"SMAD1, SMAD4, SMAD6, PPP2CB, BMPR1B, SP1, TGFB2"
"Hedgehog signaling pathway",0.5,0.936,1,46,4,"GRK2, SUFU, SPOP, CCND2"
"Type II diabetes mellitus",0.5,0.936,1,46,4,"IKBKB, CACNA1C, PIK3R3, SOCS2"
"ErbB signaling pathway",0.515,0.957,1,85,7,"NRG4, EGFR, SHC2, JUN, KRAS, BRAF, PIK3R3"
"Inositol phosphate metabolism",0.524,0.964,1,73,6,"PIP5K1C, PLCE1, PIK3C2A, PLCB4, INPP4B, MTMR7"
"Apelin signaling pathway",0.527,0.964,1,137,11,"JAG1, EGR1, MRAS, GNAI3, GNG3, GNG10, ITPR3, KRAS, SMAD4, PLCB4, HDAC4"
"Phosphatidylinositol signaling system",0.53,0.964,1,99,8,"PIP5K1C, ITPR3, PLCE1, PIK3C2A, PLCB4, PIK3R3, INPP4B, MTMR7"
"Insulin signaling pathway",0.537,0.969,1,138,11,"EXOC7, G6PC, SHC2, IKBKB, KRAS, PDPK1, PHKB, PRKAR2B, BRAF, PIK3R3, SOCS2"
"Arachidonic acid metabolism",0.551,0.985,1,62,5,"ALOX5, ALOX15, PLA2G4D, PLA2G4A, JMJD7-PLA2G4B"
"Protein export",0.554,0.985,1,23,2,"HSPA5, SRP54"
"Synthesis and degradation of ketone bodies",0.562,0.992,1,10,1,"HMGCS2"
"Salivary secretion",0.577,1,1,90,7,"ADRB2, ATP1B4, ITPR3, ATP1A3, ATP1B2, ATP1B3, PLCB4"
"Histidine metabolism",0.577,1,1,24,2,"ALDH2, ALDH3A2"
"RNA degradation",0.591,1,1,78,6,"LSM6, LSM4, PARN, EXOSC4, EXOSC5, PABPC4"
"Ascorbate and aldarate metabolism",0.622,1,1,26,2,"ALDH2, ALDH3A2"
"Ferroptosis",0.624,1,1,40,3,"ALOX15, SLC3A2, TF"
"Tryptophan metabolism",0.624,1,1,40,3,"ALDH2, ALDH3A2, HADHA"
"Vascular smooth muscle contraction",0.628,1,1,121,9,"GNA11, PLA2G4D, ITPR3, PLA2G4A, PLCB4, AVPR1A, BRAF, CACNA1C, JMJD7-PLA2G4B"
"Regulation of lipolysis in adipocytes",0.629,1,1,54,4,"ADRB2, GNAI3, NPY, PIK3R3"
"Axon guidance",0.629,1,1,174,13,"EFNA2, GNAI3, ITGB1, KRAS, PLXNB1, PPP3R2, PARD3, BMPR1B, WNT5A, CXCR4, PARD6G, PIK3R3, CDC42"
"Homologous recombination",0.641,1,1,41,3,"POLD3, SYCP3, POLD4"
"mTOR signaling pathway",0.65,1,1,150,11,"EIF4B, LAMTOR2, IKBKB, KRAS, PDPK1, ATP6V1B2, SLC3A2, BRAF, TNFRSF1A, WNT5A, PIK3R3"
"Non-homologous end-joining",0.658,1,1,13,1,"DNTT"
"Glyoxylate and dicarboxylate metabolism",0.662,1,1,28,2,"DLD, ACO2"
"Signaling pathways regulating pluripotency of stem cells",0.663,1,1,138,10,"FGFR3, JARID2, KRAS, SMAD1, SMAD4, MAPK13, BMPR1B, WNT5A, PIK3R3, KLF4"
"Protein processing in endoplasmic reticulum",0.673,1,1,166,12,"HSPH1, ATF6B, EIF2S1, PDIA3, DNAJA1, HSPA5, P4HB, NSFL1C, EIF2AK2, BAG1, VCP, CAPN2"
"Biosynthesis of amino acids",0.685,1,1,72,5,"ALDOA, GAPDH, IDH3A, MTR, ACO2"
"Wnt signaling pathway",0.698,1,1,142,10,"PRICKLE1, CSNK2A2, JUN, SMAD4, PLCB4, PPP3R2, MAP3K7, WNT5A, CCND2, CCND3"
"Circadian rhythm",0.699,1,1,30,2,"CREB1, BHLHE40"
"GABAergic synapse",0.707,1,1,88,6,"ABAT, GNAI3, GNAO1, GNG3, GNG10, CACNA1C"
"Intestinal immune network for IgA production",0.731,1,1,47,3,"HLA-DQA2, CXCR4, CD28"
"Autophagy - other",0.733,1,1,32,2,"PPP2CB, ATG13"
"Retrograde endocannabinoid signaling",0.738,1,1,147,10,"GNAI3, GNAO1, GNG3, GNG10, ITPR3, NDUFA2, NDUFS4, PLCB4, MAPK13, CACNA1C"
"Primary bile acid biosynthesis",0.754,1,1,17,1,"HSD17B4"
"Selenocompound metabolism",0.754,1,1,17,1,"MTR"
"Glycerophospholipid metabolism",0.791,1,1,97,6,"CEPT1, LPCAT4, PLA2G4D, PNPLA7, PLA2G4A, JMJD7-PLA2G4B"
"One carbon pool by folate",0.792,1,1,19,1,"MTR"
"Taste transduction",0.798,1,1,83,5,"TAS2R50, HTR1A, ITPR3, TAS2R7, CACNA1C"
"Pyrimidine metabolism",0.815,1,1,100,6,"POLD3, TWISTNB, POLE, POLR2F, POLR2J, POLD4"
"PPAR signaling pathway",0.833,1,1,72,4,"HMGCS2, PLIN5, PDPK1, UBC"
"Terpenoid backbone biosynthesis",0.838,1,1,22,1,"HMGCS2"
"Fat digestion and absorption",0.847,1,1,41,2,"APOB, ABCG5"
"Renin-angiotensin system",0.851,1,1,23,1,"AGT"
"Biosynthesis of unsaturated fatty acids",0.851,1,1,23,1,"HADHA"
"Vitamin digestion and absorption",0.862,1,1,24,1,"APOB"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.862,1,1,24,1,"B3GAT3"
"Ribosome biogenesis in eukaryotes",0.869,1,1,77,4,"NXF1, CSNK2A2, NXT1, SNU13"
"Fatty acid elongation",0.873,1,1,25,1,"HADHA"
"Longevity regulating pathway - multiple species",0.879,1,1,62,3,"HDAC2, KRAS, PIK3R3"
"Cysteine and methionine metabolism",0.882,1,1,45,2,"LDHB, MTR"
"Folate biosynthesis",0.883,1,1,26,1,"SPR"
"Collecting duct acid secretion",0.893,1,1,27,1,"ATP6V1B2"
"Hippo signaling pathway - multiple species",0.901,1,1,28,1,"YAP1"
"Carbon metabolism",0.902,1,1,115,6,"DLD, ALDOA, GAPDH, HADHA, IDH3A, ACO2"
"Fatty acid metabolism",0.903,1,1,48,2,"HADHA, ACADSB"
"Arginine and proline metabolism",0.909,1,1,49,2,"ALDH2, ALDH3A2"
"Pentose phosphate pathway",0.916,1,1,30,1,"ALDOA"
"Galactose metabolism",0.923,1,1,31,1,"G6PC"
"Lysosome",0.932,1,1,123,6,"CLTA, CLTC, CTSD, ABCA2, SLC11A1, SCARB2"
"Fructose and mannose metabolism",0.935,1,1,33,1,"ALDOA"
"SNARE interactions in vesicular transport",0.94,1,1,34,1,"STX1A"
"Cell adhesion molecules (CAMs)",0.943,1,1,143,7,"HLA-DQA2, ICAM1, ITGAM, ITGAV, ITGB1, NCAM1, CD28"
"Alanine, aspartate and glutamate metabolism",0.945,1,1,35,1,"ABAT"
"Starch and sucrose metabolism",0.949,1,1,36,1,"G6PC"
"Glycerolipid metabolism",0.96,1,1,61,2,"ALDH2, ALDH3A2"
"Glycine, serine and threonine metabolism",0.963,1,1,40,1,"DLD"
"Drug metabolism - other enzymes",0.976,1,1,45,1,"ITPA"
"Sphingolipid metabolism",0.98,1,1,47,1,"SMPD2"
"Purine metabolism",0.986,1,1,172,7,"POLD3, TWISTNB, ITPA, POLE, POLR2F, POLR2J, POLD4"
"Ubiquitin mediated proteolysis",0.987,1,1,137,5,"BIRC8, HERC4, UBE2I, RNF7, CDC34"
"Oxidative phosphorylation",0.994,1,1,132,4,"NDUFA2, NDUFS4, ATP12A, ATP6V1B2"
"Peroxisome",0.999,1,1,83,1,"HSD17B4"
"Caffeine metabolism",1,1,1,5,0,""
"Metabolic pathways",1,1,1,1262,47,"CEPT1, POLD3, DLD, ABAT, ALDH2, TWISTNB, ALDH3A2, ALDOA, PIP5K1C, ALOX5, ALOX15, G6PC, LPCAT4, GAPDH, B3GAT3, PLA2G4D, DSE, HADHA, HMGCS2, HSD17B4, IDH3A, ACADSB, ITPA, IVD, LAMA5, LDHB, MTR, NDUFA2, NDUFS4, ACO2, PAFAH1B3, PAFAH2, PLCE1, ATP6V1B2, PIK3C2A, PLA2G4A, PLCB4, POLE, POLR2F, POLR2J, CSGALNACT1, POLD4, SMPD2, SPR, JMJD7-PLA2G4B, INPP4B, MTMR7"
"Amino sugar and nucleotide sugar metabolism",1,1,1,48,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,28,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Retinol metabolism",1,1,1,63,0,""
"N-Glycan biosynthesis",1,1,1,49,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Phenylalanine metabolism",1,1,1,17,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,15,0,""
"Pentose and glucuronate interconversions",1,1,1,33,0,""
"Mannose type O-glycan biosynthesis",1,1,1,23,0,""
"Taurine and hypotaurine metabolism",1,1,1,11,0,""
"Sulfur metabolism",1,1,1,10,0,""
"Steroid biosynthesis",1,1,1,20,0,""
"Steroid hormone biosynthesis",1,1,1,56,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,41,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,72,0,""
"Drug metabolism - cytochrome P450",1,1,1,68,0,""
"Olfactory transduction",1,1,1,417,1,"GRK2"
"Other glycan degradation",1,1,1,18,0,""
"Glycosaminoglycan degradation",1,1,1,19,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"Lipoic acid metabolism",1,1,1,3,0,""
"Fanconi anemia pathway",1,1,1,53,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"Glutathione metabolism",1,1,1,54,0,""
"Thiamine metabolism",1,1,1,15,0,""
"Tyrosine metabolism",1,1,1,35,0,""
"Phototransduction",1,1,1,28,0,""
"Arginine biosynthesis",1,1,1,20,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Maturity onset diabetes of the young",1,1,1,26,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"Fatty acid biosynthesis",1,1,1,13,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,5,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,4,0,""
"Sulfur relay system",1,1,1,8,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Biotin metabolism",1,1,1,3,0,""
"Riboflavin metabolism",1,1,1,8,0,""
