"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"98","CXCL11",599,"TLRpathway","6373",-1.328,"Cytokine-cytokine receptor interaction ; Toll-like receptor signaling pathway ; Chemokine signaling pathway","CXCR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"99","CXCL13",529,"Novel","10563",-1.437,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCR5",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"100","CXCL8",534,"Novel","3576",-1.186,NA,"RELA",1,"RELA",1,NA,0,NA,0,"RELA",1,NA,0,NA,0,1
"101","CXCL9",600,"TLRpathway","4283",-1.127,NA,"CXCR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"102","CXCR3",343,"Novel","2833",-1.259,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL11, CXCL9",2,"CXCL9, CXCL11",2,NA,0,NA,0,"CXCL9, CXCL11",2,NA,0,NA,0,2
"103","CXCR4",322,"Novel","7852",-3.12,"Cytokine-cytokine receptor interaction ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis","TLR2, UBC",2,"TLR2",1,NA,0,NA,0,"TLR2",1,NA,0,NA,0,1
"104","CXCR5",326,"Novel","643",-1,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL13",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"105","CYLD",448,"TLRpathway","1540",-3.83,"RIG-I-like receptor signaling pathway ; Osteoclast differentiation","TRAF6, TUBA1A, UBC, RIPK1",4,"RIPK1, TRAF6",2,NA,0,NA,0,"RIPK1, TRAF6",2,NA,0,NA,0,2
"106","DAB2IP",445,"TLRpathway","153090",-0.416,NA,"RIPK1, AKT1",2,"AKT1, RIPK1",2,NA,0,NA,0,"AKT1, RIPK1",2,NA,0,NA,0,2
"107","DAD1",238,"Novel","1603",-2.577,NA,"SEC61A1, PCNA, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"108","DCTN4",462,"Novel","51164",-1.088,"Vasopressin-regulated water reabsorption","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"109","DDX23",217,"Spliceosome","9416",-0.604,NA,"ALYREF, POLDIP3, USP39, PRPF8, CRNKL1, PRPF4, SF3A2",7,NA,0,NA,0,"CRNKL1, USP39, PRPF8, ALYREF, PRPF4, SF3A2",6,NA,0,NA,0,"PRPF8",1,1
"110","DDX3X",290,"Novel","1654",-1.915,"RIG-I-like receptor signaling pathway","EIF4A3, NCBP1, UBC, EIF2S1, MAGOH, EIF4G1, PRPF8, PRPF6, EIF3B, SRSF9, ALYREF",11,NA,0,NA,0,"PRPF6, PRPF8, ALYREF, EIF4A3, SRSF9, NCBP1, MAGOH",7,NA,0,NA,0,"PRPF8",1,1
"111","DDX42",128,"Spliceosome","11325",-0.071,NA,"SF3A2, NCBP1, SF3A1, SNRPC, SF3B1, UBC, DHX15, PRPF19, MFAP1",9,NA,0,NA,0,"PRPF19, SF3B1, SF3A1, SF3A2, SNRPC, NCBP1, DHX15",7,NA,0,NA,0,"SNRPC, SF3B1",2,2
"112","DDX46",271,"Spliceosome","9879",-0.685,NA,"SRPK2, SF3A2, SF3B1, NCBP1, MFAP1, UBC",6,NA,0,NA,0,"SF3B1, SF3A2, NCBP1",3,NA,0,NA,0,"SF3B1",1,1
"113","DDX5",384,"Spliceosome","1655",0.555,NA,"HNRNPH1, RBM10, SF3A2, WBP11, HNRNPK",5,NA,0,NA,0,"WBP11, SF3A2, HNRNPK",3,NA,0,NA,0,NA,0,0
"114","DHX15",120,"Spliceosome","1665",0.288,NA,"DDX42, RBM10, SF3A2, SF3A1, RBM17, TRA2A, SNW1, PRPF19, UBC, MAGOH, CDC5L",11,NA,0,NA,0,"RBM17, TRA2A, PRPF19, SNW1, DDX42, SF3A1, SF3A2, MAGOH, CDC5L",9,NA,0,NA,0,"SNW1, CDC5L",2,2
"115","DHX38",475,"Spliceosome","9785",1.519,NA,"USP39, U2AF1, MFAP1, SLU7, RBM10, SNW1, CDC40",7,NA,0,NA,0,"CDC40, SNW1, USP39, SLU7, U2AF1",5,NA,0,NA,0,"SNW1",1,1
"116","DHX8",89,"Spliceosome","1659",0.925,NA,"MFAP1, PRPF8, CRNKL1, PLRG1, SNW1, XAB2, EFTUD2, NCBP2, SNRPA, NCBP1, ALYREF, SAP30BP, SNRPB2, SYF2, POLDIP3, PPIE, CHERP, PHF5A, MYBL2, ISY1, PRPF38A, PRPF18, CDC5L, BUD31, SLU7, PRPF19, THOC1, RBM22, CDC40",29,NA,0,NA,0,"PRPF38A, PHF5A, ISY1, XAB2, RBM22, CDC40, CRNKL1, PRPF19, SYF2, SNW1, NCBP2, PRPF8, SLU7, CHERP, PPIE, ALYREF, THOC1, EFTUD2, BUD31, PRPF18, SNRPB2, SNRPA, PLRG1, NCBP1, CDC5L",25,NA,0,NA,0,"XAB2, THOC1, SNW1, PRPF8, PRPF38A, PLRG1, PHF5A, EFTUD2, CDC5L",9,9
"117","DNM1",507,"Novel","1759",-1.223,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","UBC, SNX9",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"118","DNM1L",394,"Novel","10059",-2.699,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","BCL2L1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"119","DNTT",591,"Novel","1791",-1.264,"Hematopoietic cell lineage","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"120","DNTTIP1",603,"Novel","116092",-1.056,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"121","DSG2",347,"Novel","1829",-3.103,"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"122","DUSP1",154,"TLRpathway","1843",-0.183,NA,"MAPK3, MAPK12, MAPK9, MAPK14, MAPK1, UBC",6,"MAPK12, MAPK9, MAPK14, MAPK1, MAPK3",5,NA,0,NA,0,"MAPK12, MAPK9, MAPK14, MAPK1, MAPK3",5,NA,0,NA,0,5
"123","DUSP10",269,"Novel","11221",-1.428,"MAPK signaling pathway","MAPK9, FOS, MAPK14, MAP2K7, MAPK8",5,"FOS, MAPK9, MAPK8, MAP2K7, MAPK14",5,NA,0,NA,0,"FOS, MAPK9, MAPK8, MAP2K7, MAPK14",5,NA,0,NA,0,5
"124","DUSP2",361,"TLRpathway","1844",0.886,NA,"UBC, MAPK1",2,"MAPK1",1,NA,0,NA,0,"MAPK1",1,NA,0,NA,0,1
"125","DUSP5",586,"Novel","1847",-2.2,"MAPK signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"126","DUSP6",362,"Novel","1848",-2.668,"MAPK signaling pathway","MAPK1, MAPK3",2,"MAPK1, MAPK3",2,NA,0,NA,0,"MAPK1, MAPK3",2,NA,0,NA,0,2
"127","DYNC1H1",303,"Novel","1778",-1.392,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, YARS, CDC5L, UBC, SAP30BP",5,NA,0,NA,0,"CDC5L",1,NA,0,NA,0,"CDC5L",1,1
"128","DYNC1I1",324,"Novel","1780",-1.009,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLL1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"129","DYNC1I2",543,"Novel","1781",-1.418,"Phagosome ; Vasopressin-regulated water reabsorption","UBC, DYNLT3",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"130","DYNLL1",521,"Novel","8655",-1.107,"Vasopressin-regulated water reabsorption","TRAF3IP3, DYNC1I1, GNB2L1, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"131","DYNLT3",331,"Novel","6990",-1.513,NA,"DYNC1I2, DYNC1H1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"132","E2F3",201,"Novel","1871",-1.712,"Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Cell cycle ; Chronic myeloid leukemia ; Melanoma","ACACB, MYBL2, MSH2, CCNE1",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"133","EDA",336,"Novel","1896",-1.235,"Cytokine-cytokine receptor interaction","EDAR",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"134","EDAR",561,"Novel","10913",-1.074,"Cytokine-cytokine receptor interaction","EDA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"135","EEF2K",398,"Novel","29904",-1.868,NA,"UBC, RAE1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"136","EFTUD2",137,"Spliceosome","9343",-1.461,"Spliceosome","LSM8, SNRPE, BCAS2, ALYREF, SNRNP40, USP39, IK, CDC40, DHX8, SNRPD1, SNW1, MAGOH, RPS2, BUD31, CRNKL1, XAB2, SNRPA1, PRPF6, CDC5L, SF3A2, SNRPD3, SF3B1, SNRPB, SNRPG, UBC, RPL19, SNRNP200, PRPF19, SF3B3, PRPF8",30,NA,0,NA,0,"XAB2, CDC40, CRNKL1, PRPF19, PRPF6, SF3B1, SF3B3, SNRNP200, SNW1, USP39, PRPF8, BCAS2, ALYREF, SNRNP40, BUD31, SF3A2, SNRPG, SNRPE, SNRPD3, SNRPD1, SNRPB, SNRPA1, MAGOH, DHX8, CDC5L",25,NA,0,NA,0,"XAB2, SNW1, SNRPD3, SF3B1, PRPF8, CDC5L, BCAS2",7,7
"137","EGFR",47,"Novel","1956",-1.842,"Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Endocytosis ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; GnRH signaling pathway ; Pancreatic cancer ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; Gap junction ; Melanoma","SFN, RPS27A, HSPA5, MAPK14, GAB2, MAP2K1, FOS, HNRNPH1, TUBA1A, STAT1, PDGFRB, GAPDH, PTK2B, TAB1, CAMLG, CTNND1, PIK3R3, PIK3R2, PTPN2, EPN1, LAMP1, PTPN6, LRIG1, PLSCR1, TLR2, STUB1, HSPA8, UBC, EPS8, UBB",30,"PTPN6, PTK2B, FOS, STAT1, PIK3R3, PIK3R2, MAPK14, MAP2K1, TLR2",9,NA,0,"HSPA8",1,"PTPN6, PTK2B, FOS, STAT1, PIK3R3, PIK3R2, MAPK14, MAP2K1, TLR2",9,NA,0,NA,0,9
"138","EGR1",493,"TLRpathway","1958",-3.071,"Prion diseases","EP300, SP1",2,"SP1",1,NA,0,NA,0,"SP1",1,NA,0,NA,0,1
"139","EHMT1",495,"Novel","79813",-3.813,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"140","EHMT2",354,"Novel","10919",-2.058,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"141","EIF1",367,"Novel","10209",-2.083,"RNA transport","UBC, EIF3I, RPS2, EIF2S2, EIF3A, EIF3B, RPS27A, EIF3J",8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"142","EIF2AK2",84,"Novel","5610",-1.283,"Hepatitis C","EIF2S1, STAT1, UBC, CHUK, MAP3K7",5,"STAT1, CHUK, MAP3K7",3,NA,0,NA,0,"STAT1, CHUK, MAP3K7",3,NA,0,NA,0,3
"143","EIF2B3",458,"Novel","8891",-1.129,"RNA transport","UBC, EIF2S3, EIF2S2, EIF2S1",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"144","EIF2S1",95,"Novel","1965",-2.958,"RNA transport ; Hepatitis C","EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, DDX3X, EIF2B3, EIF2AK2, UBC",9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"145","EIF2S2",178,"Novel","8894",-3.692,"RNA transport","EIF1, EIF2B3, EIF3B, EIF3A, EIF2S1, EIF2S3, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"146","EIF2S3",177,"Novel","1968",-1.135,"RNA transport","EIF2S2, EIF2B3, UBC, EIF3B, EIF2S1, EIF3A, EIF3I",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"147","EIF3A",176,"Novel","8661",-2.02,"RNA transport","EIF2S3, EIF2S2, EIF4B, EIF4G2, EIF1, EIF3B, UBC, EIF2S1, EIF3J, EIF3I",10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"148","EIF3B",169,"Novel","8662",-1.413,"RNA transport","EIF3J, EIF3A, EIF2S3, EIF2S2, EIF4G1, DDX3X, EIF1, EIF4A1, UBC, EIF2S1, EIF3I",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"149","EIF3I",96,"Novel","8668",-1.733,"RNA transport","EIF3B, EIF3J, EIF3A, EIF2S3, EIF1, UBC, EIF2S1",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"150","EIF3J",171,"Novel","8669",-1.484,"RNA transport","EIF3A, EIF1, EIF3I, UBC, EIF3B",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"151","EIF4A1",481,"Novel","1973",-1.554,"RNA transport","EIF4G1, EIF3B, UBC, EIF4B, EIF4G2",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"152","EIF4A3",457,"Spliceosome","9775",1.293,NA,"SRSF5, SRSF7, RBMX, SRSF1, ALYREF, UBC, SRSF3, EIF4G1, HNRNPA1, DDX3X, CDC5L, HNRNPU, SRSF10, SMAD4, PPIE, POLDIP3, MAGOH",17,NA,0,NA,0,"RBMX, SRSF10, PPIE, ALYREF, SRSF7, SRSF5, SRSF3, SRSF1, MAGOH, HNRNPU, HNRNPA1, CDC5L",12,NA,0,NA,0,"SRSF3, SRSF1, CDC5L",3,3
"153","EIF4B",195,"Novel","1975",-1.216,"RNA transport","EIF4G1, EIF4G2, EIF4A1, SNRNP70, EIF3A, UBC, MAGOH",7,NA,0,NA,0,"SNRNP70, MAGOH",2,NA,0,NA,0,NA,0,0
"154","EIF4G1",224,"Novel","1981",-3.131,"RNA transport","POLDIP3, SRSF6, DDX3X, EIF4G2, EIF4A3, EIF4A1, UBC, EIF4B, NCBP1, SRSF4, EIF3B, NCBP2",12,NA,0,NA,0,"NCBP2, EIF4A3, SRSF6, SRSF4, NCBP1",5,NA,0,NA,0,NA,0,0
"155","EIF4G2",309,"Novel","1982",-2.033,"RNA transport","EIF4A1, UBC, EIF4B, EIF4G1, EIF3A",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"156","ELF4",539,"TLRpathway","2000",-2.109,NA,"UBC, RUNX1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"157","ELK1",360,"TLRpathway","2002",1.021,NA,"MAPK3, MAPK1",2,"MAPK1, MAPK3",2,NA,0,NA,0,"MAPK1, MAPK3",2,NA,0,NA,0,2
"158","ELMSAN1",601,"Novel","91748",-2.177,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"159","ENDOG",525,"Novel","2021",-1.594,"Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"160","EP300",103,"Novel","2033",-0.358,NA,"JUN, CREBBP, FOS, KAT2B, AKT1, SMAD4, STAT1, EPAS1, IRF3, PARP1, RUNX1, ZBTB16, ETS1, MYBL2, CREB1, NR4A1, CNTN2, KLF4, EGR1, IRF7, SUMO3, PCNA, UBC, MAX, NFKB1, SMAD1, RELA, SP1",28,"EGR1, SP1, ETS1, JUN, FOS, STAT1, IRF7, AKT1, IRF3, RELA, NFKB1",11,NA,0,NA,0,"EGR1, SP1, ETS1, JUN, FOS, STAT1, IRF7, AKT1, IRF3, RELA, NFKB1",11,NA,0,NA,0,11
"161","EPAS1",275,"Novel","2034",-2.03,"Pathways in cancer ; Renal cell carcinoma","ARNT, SP1, EP300",3,"SP1",1,NA,0,NA,0,"SP1",1,NA,0,NA,0,1
"162","EPN1",506,"Novel","29924",-1.008,"Endocytosis","EGFR, UBC, CLTC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"163","EPS8",43,"Novel","2059",-3.103,NA,"EGFR",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"164","ERC1",571,"Novel","23085",-3.389,NA,"IKBKB, UBC",2,"IKBKB",1,NA,0,NA,0,"IKBKB",1,NA,0,NA,0,1
"165","ETS1",363,"TLRpathway","2113",0.328,NA,"EP300, NFKB1, UBC, CREBBP, MAPK1, JUN",6,"JUN, MAPK1, NFKB1",3,NA,0,NA,0,"JUN, MAPK1, NFKB1",3,NA,0,NA,0,3
"166","EXOSC10",344,"Novel","5394",-1.397,NA,"SUV39H2, UBC, SUV39H1",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"167","FADD",204,"TLRpathway","8772",0.471,NA,"MYD88, CFLAR, TNFRSF1A, RIPK3, TRADD, CASP8, RIPK1, UBC",8,"RIPK3, TRADD, CASP8, RIPK1, MYD88",5,NA,0,NA,0,"RIPK3, TRADD, CASP8, RIPK1, MYD88",5,NA,0,NA,0,5
"168","FAHD2B",607,"Novel","151313",-1.348,NA,"PCNA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"169","FBXW7",173,"Novel","55294",-3.288,NA,"CCNE1, UBB, NFKB2, JUN, UBC",5,"JUN, NFKB2",2,NA,0,NA,0,"JUN, NFKB2",2,NA,0,NA,0,2
"170","FGF8",566,"Novel","2253",-1.186,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"171","FGF9",530,"Novel","2254",-1.943,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"172","FGFR3",327,"Novel","2261",-3.16,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Endocytosis ; Pathways in cancer","FGF9, FGF8",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"173","FHL2",563,"Novel","2274",-2.243,"Osteoclast differentiation","UBC, TRAF6",2,"TRAF6",1,NA,0,NA,0,"TRAF6",1,NA,0,NA,0,1
"174","FOS",166,"TLRpathway","2353",0.621,NA,"STAT1, DUSP10, RUNX1, EP300, JUN, PSMC5, CREBBP, EGFR, SUMO3, ATF2, UBC, MAPK1",12,"ATF2, JUN, STAT1, MAPK1",4,"PSMC5",1,NA,0,"ATF2, JUN, STAT1, MAPK1",4,"PSMC5",1,NA,0,5
"175","FYTTD1",531,"Novel","84248",-1.537,NA,"NXF1, MAGOH",2,NA,0,NA,0,"MAGOH",1,NA,0,NA,0,NA,0,0
"176","GAB2",155,"Novel","9846",-1.433,"Osteoclast differentiation ; Fc gamma R-mediated phagocytosis ; Chronic myeloid leukemia ; Fc epsilon RI signaling pathway","MAPK3, EGFR, MAPK1",3,"MAPK1, MAPK3",2,NA,0,NA,0,"MAPK1, MAPK3",2,NA,0,NA,0,2
"177","GAPDH",356,"Novel","2597",-1.042,NA,"UBC, EGFR",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"178","GIT1",317,"Novel","28964",-1.335,"Regulation of actin cytoskeleton ; Endocytosis ; Epithelial cell signaling in Helicobacter pylori infection","ADRBK1, ARHGEF6, PXN",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"179","GNA11",573,"Novel","2767",-1.219,"Chagas disease (American trypanosomiasis) ; Amoebiasis ; GnRH signaling pathway ; Long-term depression ; Gap junction","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"180","GNAI3",422,"Novel","2773",-1.532,"Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Tight junction ; Long-term depression ; Gap junction ; Progesterone-mediated oocyte maturation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"181","GNAO1",426,"Novel","2775",-1.165,"Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Long-term depression","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"182","GNB2L1",79,"Novel","10399",-1.839,NA,"RPS2, RPL19, STAT1, CHERP, IK, IFNAR2, DYNLL1, RPS27A, UBB, UBC, ITGB1",11,"IFNAR2, STAT1",2,NA,0,"CHERP",1,"IFNAR2, STAT1",2,NA,0,NA,0,2
"183","GRIN2D",590,"Novel","2906",-1.039,"Amyotrophic lateral sclerosis (ALS)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"184","GSK3A",483,"Novel","2931",-1.423,"Chemokine signaling pathway","AKT1, UBC",2,"AKT1",1,NA,0,NA,0,"AKT1",1,NA,0,NA,0,1
"185","GSTP1",447,"Novel","2950",-1.499,"Pathways in cancer ; Prostate cancer","UBC, MAPK8",2,"MAPK8",1,NA,0,NA,0,"MAPK8",1,NA,0,NA,0,1
"186","HADHA",489,"Novel","3030",-1.077,"Lysine degradation ; Propanoate metabolism ; beta-Alanine metabolism","CSNK2A2, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"187","HCLS1",370,"Novel","3059",-1.765,"Tight junction ; Shigellosis ; Bacterial invasion of epithelial cells ; Pathogenic Escherichia coli infection","SYK",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"188","HDAC2",51,"Novel","3066",-2.636,"Pathways in cancer ; Cell cycle ; Chronic myeloid leukemia","SIN3A, MTA2, NFKB1, RELA, SP1, CREBBP, MORF4L1, PHF12, MBD2, CHD4, RUNX1, BCL11B, CREB1, ING1, SUZ12, SIN3B, MBD3, AIRE, KLF4, PHF21A, ELMSAN1, RERE, DNTTIP1, RREB1, NFKBIA, UBC",26,"SP1, RELA, NFKB1, NFKBIA",4,NA,0,NA,0,"SP1, RELA, NFKB1, NFKBIA",4,NA,0,NA,0,4
"189","HDAC4",50,"Novel","9759",-1.135,NA,"SIN3A, SP1, UBE2I, ZBTB16, SFN, YWHAH, YWHAG",7,"SP1",1,NA,0,NA,0,"SP1",1,NA,0,NA,0,1
"190","HIST1H1B",465,"Novel","3009",-1.991,NA,"CCNE1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"191","HNRNPA1",207,"Spliceosome","3178",-0.64,NA,"HNRNPH1, HNRNPK, TRA2B, HNRNPA2B1, PPIL1, HNRNPM, EIF4A3, NCBP1, HNRNPU, SF3A2, UBC",11,NA,0,NA,0,"PPIL1, EIF4A3, SF3A2, TRA2B, NCBP1, HNRNPM, HNRNPU, HNRNPK",8,NA,0,NA,0,"TRA2B, HNRNPM",2,2
"192","HNRNPA2B1",381,"Novel","3181",-5.363,NA,"HNRNPH1, SF3A2, HNRNPA1, UBC, SNRNP70, HNRNPA3",6,NA,0,NA,0,"HNRNPA3, SF3A2, SNRNP70, HNRNPA1",4,NA,0,NA,0,NA,0,0
"193","HNRNPA3",208,"Spliceosome","220988",1.346,NA,"HNRNPH1, HNRNPA2B1, SF3A2, UBC",4,NA,0,NA,0,"SF3A2",1,NA,0,NA,0,NA,0,0
"194","HNRNPH1",209,"Novel","3187",-1.44,NA,"HNRNPA2B1, DDX5, HNRNPA3, MAGOH, MIS12, UBC, HNRNPA1, EGFR",8,NA,0,NA,0,"HNRNPA3, MAGOH, HNRNPA1, DDX5",4,NA,0,NA,0,NA,0,0
"195","HNRNPK",211,"Spliceosome","3190",-0.912,NA,"U2AF2, CTNNBL1, RBMX, DDX5, SF3B3, HNRNPA1, SF3A2, SNRPA, RBM10, MAGOH, UBC",11,NA,0,NA,0,"CTNNBL1, RBMX, SF3B3, U2AF2, SF3A2, SNRPA, MAGOH, HNRNPA1, DDX5",9,NA,0,NA,0,NA,0,0
"196","HNRNPM",406,"Spliceosome","4670",-1.612,"Spliceosome","RBM25, UBC, PRPF8, SF3B3, HNRNPA1, MAGOH, PRPF19, SF3B1, TCERG1, U2AF2",10,NA,0,NA,0,"RBM25, PRPF19, SF3B1, SF3B3, U2AF2, TCERG1, PRPF8, MAGOH, HNRNPA1",9,NA,0,NA,0,"SF3B1, PRPF8",2,2
"197","HNRNPU",205,"Spliceosome","3192",0.707,NA,"HNRNPA1, EIF4A3, MAGOH, IKBKB, NFKBIA, SF3A2, UBC",7,"NFKBIA, IKBKB",2,NA,0,"EIF4A3, SF3A2, MAGOH, HNRNPA1",4,"NFKBIA, IKBKB",2,NA,0,NA,0,2
"198","HSP90B1",268,"Novel","7184",-3.495,"Pathways in cancer ; NOD-like receptor signaling pathway ; Prostate cancer","APOB, PDLIM7, RAE1, P4HB, UBC, CALR, HSPA5",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"199","HSPA1A",377,"Spliceosome","3303",0.537,NA,"STUB1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"200","HSPA1B",376,"Spliceosome","3304",0.276,NA,"STUB1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"201","HSPA2",404,"Spliceosome","3306",-0.783,NA,"HSPA8, UBC",2,NA,0,NA,0,"HSPA8",1,NA,0,NA,0,NA,0,0
"202","HSPA5",97,"Novel","3309",-2.293,"Prion diseases","HSPA6, LDLR, HSP90B1, APOB, PRNP, UBC, EGFR",7,NA,0,NA,0,"HSPA6",1,NA,0,NA,0,NA,0,0
"203","HSPA6",246,"Spliceosome","3310",-0.813,NA,"IRAK2, IRAK3, TAB1, TRAF6, MAP3K7, STUB1, UBC, HSPA5",8,"IRAK3, MAP3K7, TRAF6, IRAK2",4,NA,0,NA,0,"IRAK3, MAP3K7, TRAF6, IRAK2",4,NA,0,NA,0,4
"204","HSPA8",2,"Spliceosome","3312",-0.165,NA,"VCP, EGFR, PARK2, MAGOH, CDC5L, SF3A2, BCAS2, HSPA2, UBC, STUB1",10,NA,0,NA,0,"BCAS2, SF3A2, MAGOH, HSPA2, CDC5L",5,NA,0,NA,0,"CDC5L, BCAS2",2,2
"205","ICAM1",544,"Novel","3383",-2.651,"Leukocyte transendothelial migration ; Rheumatoid arthritis ; Cell adhesion molecules (CAMs) ; African trypanosomiasis ; Malaria ; Natural killer cell mediated cytotoxicity","ITGAM, UBC",2,"ITGAM",1,NA,0,NA,0,"ITGAM",1,NA,0,NA,0,1
"206","IFIH1",575,"Novel","64135",-1.093,"RIG-I-like receptor signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"207","IFNAR1",316,"TLRpathway","3454",0.642,NA,"IFNB1, IFNAR2, UBC",3,"IFNB1, IFNAR2",2,NA,0,NA,0,"IFNB1, IFNAR2",2,NA,0,NA,0,2
"208","IFNAR2",509,"TLRpathway","3455",0.893,NA,"STAT1, GNB2L1, IFNAR1",3,"IFNAR1, STAT1",2,NA,0,NA,0,"IFNAR1, STAT1",2,NA,0,NA,0,2
"209","IFNB1",508,"TLRpathway","3456",-0.97,NA,"IFNAR1",1,"IFNAR1",1,NA,0,NA,0,"IFNAR1",1,NA,0,NA,0,1
