"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.Ribosome","Ntwrk.Ribosome","NtwrkCount.Nucleotide excision repair","Ntwrk.Nucleotide excision repair","Total_Path_Hits.net.count"
"101",55127,"HEATR1",179,"MedConf","Novel","Ribosome biogenesis in eukaryotes",10,"NOP58, DMP1, IMP4, MYBBP1A, FBL, UTP15, DCAF13, PWP2, WDR43, NOC4L",0,NA,0,NA,0,NA,0
"102",3123,"HLA-DRB1",158,"MedConf","Novel",NA,4,"IFNG, CSK, DNM2, DYNLL1",0,NA,0,NA,0,NA,0
"103",220988,"HNRNPA3",168,"MedConf","Novel","Spliceosome",27,"HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, NUDT21, PCF11, POLR2I, PRPF8, SF3B5, SNRNP70, SNRPA1, SF3B1, POLR2L, SF3A2, TXNL4A, NCBP1, SNRPF, SNRPD3, SNRPD1, CSTF3, PRPF4, POLR2D, SNRPG",1,"NCBP1",0,NA,0,NA,1
"104",3190,"HNRNPK",169,"MedConf","Novel","Spliceosome",29,"SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, NUDT21, RBM42, PCF11, HNRNPA3, SNRPG, SF3B1, POLR2L, PRPF4, POLR2I, SF3B5, SNRNP70, SNRPF, TXNL4A, NCBP1, SNRPD1, POLR2D, SNRPA1, SNRPD3, SF1, PRPF8, SF3A2, CSTF3",1,"NCBP1",0,NA,0,NA,1
"105",3273,"HRG",381,"MedConf","Novel",NA,2,"ACTN4, ALDOA",0,NA,0,NA,0,NA,0
"106",3298,"HSF2",362,"MedConf","Novel",NA,1,"UBE2I",1,"UBE2I",0,NA,0,NA,1
"107",3312,"HSPA8",0,"HighConf","Novel","Spliceosome",23,"STUB1, PSMC1, PSMA6, VCP, PSMD12, PSMD7, PSMD14, PRPF19, PSMB7, PSMB4, PSMA4, PSMD10, CDC5L, SF3A2, EIF4G1, DNAJB1, CRYBA4, NAPA, SGTA, BAG3, DNM2, SH3D19, RLN1",1,"EIF4G1",0,NA,0,NA,1
"108",27336,"HTATSF1",291,"MedConf","Novel",NA,2,"SF3B1, SF3A2",0,NA,0,NA,0,NA,0
"109",3418,"IDH2",263,"MedConf","Novel","Carbon metabolism, Biosynthesis of amino acids, Citrate cycle (TCA cycle)",2,"ACO1, ACO2",0,NA,0,NA,0,NA,0
"110",3444,"IFNA7",375,"MedConf","Novel","Cytosolic DNA-sensing pathway",2,"IFNGR1, IFNG",0,NA,0,NA,0,NA,0
"111",3458,"IFNG",269,"MedConf","Novel","Proteasome",5,"IFNA7, IFNGR1, HLA-DRB1, PIK3CA, CAMK2B",0,NA,0,NA,0,NA,0
"112",3459,"IFNGR1",246,"MedConf","Novel",NA,6,"CAMK2B, IFNG, CBLC, IFNA7, PIK3CA, IL4",0,NA,0,NA,0,NA,0
"113",3553,"IL1B",359,"MedConf","Novel","Cytosolic DNA-sensing pathway",1,"PIK3CA",0,NA,0,NA,0,NA,0
"114",3565,"IL4",83,"MedConf","Novel",NA,2,"PIK3CA, IFNGR1",0,NA,0,NA,0,NA,0
"115",92856,"IMP4",293,"MedConf","Novel","Ribosome biogenesis in eukaryotes",6,"NOC4L, PWP2, FBL, HEATR1, NOP58, UTP15",0,NA,0,NA,0,NA,0
"116",3619,"INCENP",129,"MedConf","Novel",NA,18,"NDC80, PLK1, SMC3, BUB3, BIRC5, XPO1, NUP85, AURKB, ITGB3BP, SPC24, KIF23, RANGAP1, CDCA8, CENPI, SPDL1, CDC20, RPS27, MAD2L1",3,"XPO1, RANGAP1, NUP85",1,"RPS27",0,NA,4
"117",3843,"IPO5",322,"MedConf","Novel",NA,6,"RPL23A, NUP62, NUP153, NUP98, BAP1, KPNB1",4,"NUP98, NUP62, NUP153, KPNB1",1,"RPL23A",0,NA,5
"118",10527,"IPO7",350,"MedConf","Novel",NA,2,"KPNB1, RPL23A",1,"KPNB1",1,"RPL23A",0,NA,2
"119",23421,"ITGB3BP",231,"MedConf","Novel",NA,19,"SPC24, RANGAP1, CDCA8, CENPI, SPDL1, BUB3, CDC20, RUVBL1, NPM1, XPO1, RPS27, INCENP, NUP85, BIRC5, MAD2L1, SMC3, AURKB, PLK1, NDC80",3,"XPO1, RANGAP1, NUP85",1,"RPS27",0,NA,4
"120",9817,"KEAP1",283,"MedConf","Novel","Ubiquitin mediated proteolysis",4,"SASS6, PTMA, GABPA, MAD2L1",0,NA,0,NA,0,NA,0
"121",9493,"KIF23",254,"MedConf","Novel",NA,6,"CDCA8, PLK1, YWHAH, BIRC5, AURKB, INCENP",0,NA,0,NA,0,NA,0
"122",3837,"KPNB1",199,"HighConf","RNA transport","RNA transport",16,"NUP98, NUP93, NUP85, NPM1, NUMA1, NUTF2, SNUPN, RANGAP1, NUP155, IPO5, IPO7, SMN1, EXOSC10, NUP62, NUP153, NCBP1",10,"SNUPN, SMN1, RANGAP1, NUP98, NUP93, NUP85, NUP62, NUP155, NUP153, NCBP1",0,NA,0,NA,10
"123",134353,"LSM11",372,"MedConf","Novel",NA,5,"SNRPG, SNRPD3, SMN1, SNRPF, NCBP1",2,"SMN1, NCBP1",0,NA,0,NA,2
"124",57819,"LSM2",223,"MedConf","Novel","Spliceosome, RNA degradation",7,"SART3, TXNL4A, PRPF4, SNRPD3, SNRPD1, PRPF8, PRPF3",0,NA,0,NA,0,NA,0
"125",4085,"MAD2L1",29,"MedConf","Novel","Cell cycle, Oocyte meiosis, Progesterone-mediated oocyte maturation",34,"RPS27, CDC20, INCENP, NDC80, PLK1, SMC3, BUB3, BIRC5, XPO1, CDC16, NUP85, ANAPC2, TUBG1, AURKB, ITGB3BP, SPC24, RANGAP1, CDCA8, CENPI, KEAP1, TBCD, OXSR1, ANAPC5, SPDL1, PSMB7, PSMD14, CDC23, PSMD7, PSMD12, PSMA4, PSMD10, PSMA6, PSMB4, PSMC1",3,"XPO1, RANGAP1, NUP85",1,"RPS27",0,NA,4
"126",5606,"MAP2K3",258,"MedConf","Novel",NA,2,"CAMK2B, RAC1",0,NA,0,NA,0,NA,0
"127",51562,"MBIP",361,"MedConf","Novel",NA,1,"POLE3",0,NA,0,NA,1,"POLE3",1
"128",84539,"MCHR2",268,"MedConf","Novel",NA,2,"TRHR, PIK3CA",0,NA,0,NA,0,NA,0
"129",4176,"MCM7",113,"MedConf","Novel","Cell cycle, DNA replication",8,"CDC45, RPA3, POLE2, PRIM1, PCNA, RFC4, RPA1, RFC5",0,NA,0,NA,6,"RPA3, RPA1, RFC5, RFC4, POLE2, PCNA",6
"130",23195,"MDN1",348,"MedConf","Novel","Ribosome biogenesis in eukaryotes",1,"PES1",0,NA,0,NA,0,NA,0
"131",5469,"MED1",84,"MedConf","Novel",NA,8,"MED17, SNW1, MED14, CTDP1, MED9, MED11, NFYC, CCND3",0,NA,0,NA,0,NA,0
"132",400569,"MED11",310,"MedConf","Novel",NA,5,"MED17, CCND3, MED1, MED9, MED14",0,NA,0,NA,0,NA,0
"133",9282,"MED14",147,"HighConf","Novel",NA,8,"CTDP1, POLR3A, POLR2D, MED9, MED11, MED17, MED1, CCND3",0,NA,0,NA,0,NA,0
"134",9440,"MED17",85,"MedConf","Novel",NA,6,"MED14, CTDP1, MED9, MED11, CCND3, MED1",0,NA,0,NA,0,NA,0
"135",55090,"MED9",214,"HighConf","Novel",NA,5,"MED11, MED14, CCND3, MED1, MED17",0,NA,0,NA,0,NA,0
"136",4234,"METTL1",334,"MedConf","Novel",NA,1,"EXOSC10",0,NA,0,NA,0,NA,0
"137",142678,"MIB2",326,"MedConf","Novel",NA,1,"UBE2N",0,NA,0,NA,0,NA,0
"138",27030,"MLH3",309,"MedConf","Novel","Mismatch repair",2,"RPA3, RPA1",0,NA,0,NA,2,"RPA3, RPA1",2
"139",64223,"MLST8",340,"HighConf","Novel",NA,3,"YWHAG, DEPTOR, YWHAH",0,NA,0,NA,0,NA,0
"140",28998,"MRPL13",190,"MedConf","Ribosome","Ribosome",3,"MRPL3, MRPL16, MRPL39",0,NA,2,"MRPL3, MRPL16",0,NA,2
"141",54948,"MRPL16",303,"MedConf","Ribosome","Ribosome",3,"MRPL33, MRPL3, MRPL13",0,NA,3,"MRPL33, MRPL3, MRPL13",0,NA,3
"142",55052,"MRPL20",189,"MedConf","Ribosome","Ribosome",6,"MRPL3, MRPL36, RPL11, MRPL33, RPL23A, RPL9",0,NA,6,"RPL9, RPL23A, RPL11, MRPL36, MRPL33, MRPL3",0,NA,6
"143",11222,"MRPL3",191,"HighConf","Ribosome","Ribosome",5,"MRPL16, MRPL20, MRPL13, MRPL39, MRPL36",0,NA,4,"MRPL36, MRPL20, MRPL16, MRPL13",0,NA,4
"144",9553,"MRPL33",126,"HighConf","Ribosome","Ribosome",6,"MRPL36, MRPL20, MRPL16, RPL9, RPL11, RPL23A",0,NA,6,"RPL9, RPL23A, RPL11, MRPL36, MRPL20, MRPL16",0,NA,6
"145",64979,"MRPL36",127,"MedConf","Ribosome","Ribosome",6,"MRPL20, MRPL3, RPL9, MRPL33, RPL11, RPL23A",0,NA,6,"RPL9, RPL23A, RPL11, MRPL33, MRPL3, MRPL20",0,NA,6
"146",54148,"MRPL39",184,"MedConf","Novel",NA,2,"MRPL13, MRPL3",0,NA,2,"MRPL3, MRPL13",0,NA,2
"147",64960,"MRPS15",14,"MedConf","Ribosome","Ribosome",2,"MRPS16, RPS5",0,NA,2,"RPS5, MRPS16",0,NA,2
"148",51021,"MRPS16",16,"MedConf","Ribosome","Ribosome",5,"RPS5, RPS15A, RPS11, TUFM, MRPS15",0,NA,4,"RPS5, RPS15A, RPS11, MRPS15",0,NA,4
"149",10514,"MYBBP1A",342,"MedConf","Novel",NA,7,"UTP15, NUP62, RPS14, WDR43, PCNA, HEATR1, RPS11",1,"NUP62",2,"RPS14, RPS11",1,"PCNA",4
"150",4605,"MYBL2",294,"MedConf","Novel",NA,2,"RBL2, PLK1",0,NA,0,NA,0,NA,0
"151",80218,"NAA50",298,"MedConf","Novel",NA,3,"PRPF19, CDC5L, BUD31",0,NA,0,NA,0,NA,0
"152",8883,"NAE1",117,"MedConf","Novel",NA,2,"UBE2M, UBA3",0,NA,0,NA,0,NA,0
"153",92345,"NAF1",304,"MedConf","Novel",NA,1,"NHP2",0,NA,0,NA,0,NA,0
"154",8775,"NAPA",295,"MedConf","Novel",NA,1,"HSPA8",0,NA,0,NA,0,NA,0
"155",4686,"NCBP1",107,"MedConf","RNA transport","RNA transport, Spliceosome, mRNA surveillance pathway",90,"TRNAU1AP, SNRPC, NUP153, NUP62, SF3B5, POLR2L, CTDP1, POLR2D, EIF4G1, POLR2I, HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, KPNB1, U2AF2, NUP93, NUP85, ERCC2, EIF4A3, NUP155, GEMIN5, NUDT21, SNRNP35, THOC3, UPF1, LSM11, PHAX, PCF11, FMR1, SNW1, RPL11, RPS11, RPS15A, RPL21, CSTF3, SNRPD3, RPL37A, RPS5, RPL30, RPL36, RPL13, RPS19, RPL37, PRPF8, RPL15, RPS3A, RPL9, RPS16, RPL23A, RPS28, SNRPA1, RPL3, RPLP0, SNRPD1, RPL24, RPL29, RPL18A, PRPF19, PRPF4, RPS4X, SNRPF, RPS14, TXNL4A, RPLP2, RPS24, RPS27, SF3B1, SCAF4, PRPF39, RPL14, RPL32, RPL6, RPS29, PRPF40A, RPS26, RPS23, RPL34, SNRPG, SF3A2, RPLP1, RPL19, SNRNP70, RPL13A, RPL17, RPL8",13,"UPF1, THOC3, PHAX, NUP93, NUP85, NUP62, NUP155, NUP153, KPNB1, GEMIN5, FMR1, EIF4G1, EIF4A3",39,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",1,"ERCC2",53
"156",4691,"NCL",209,"MedConf","Novel",NA,8,"NPM1, AURKB, NUP62, RPL11, RPL8, RPL3, RUVBL1, RPL24",1,"NUP62",4,"RPL8, RPL3, RPL24, RPL11",0,NA,5
"157",10403,"NDC80",131,"MedConf","Novel",NA,17,"PLK1, SMC3, BUB3, BIRC5, XPO1, NUP85, AURKB, ITGB3BP, SPC24, RANGAP1, CDCA8, CENPI, SPDL1, CDC20, MAD2L1, RPS27, INCENP",3,"XPO1, RANGAP1, NUP85",1,"RPS27",0,NA,4
"158",23327,"NEDD4L",216,"MedConf","Novel","Ubiquitin mediated proteolysis",4,"PDGFRA, UBE2N, XPO1, YWHAH",1,"XPO1",0,NA,0,NA,1
"159",4802,"NFYC",311,"MedConf","Novel",NA,2,"MED1, POLE3",0,NA,0,NA,1,"POLE3",1
"160",79840,"NHEJ1",364,"MedConf","Novel",NA,3,"POLE3, RAD23B, POLE2",0,NA,0,NA,3,"RAD23B, POLE3, POLE2",3
"161",55651,"NHP2",180,"MedConf","Novel","Ribosome biogenesis in eukaryotes",3,"NOP58, NAF1, FBL",0,NA,0,NA,0,NA,0
"162",51388,"NIP7",299,"HighConf","Novel",NA,5,"PES1, FTSJ3, EIF6, CEBPZ, BRIX1",0,NA,0,NA,0,NA,0
"163",25836,"NIPBL",138,"MedConf","Novel",NA,2,"SMC3, RAD21L1",0,NA,0,NA,0,NA,0
"164",79576,"NKAP",139,"MedConf","Novel",NA,3,"BUB3, PRPF40A, DHX15",0,NA,0,NA,0,NA,0
"165",79050,"NOC4L",63,"MedConf","Novel",NA,10,"PWP2, UTP15, WDR43, DCAF13, HEATR1, NOP58, IMP4, DIMT1, UTP14A, FBL",0,NA,0,NA,0,NA,0
"166",51602,"NOP58",181,"MedConf","Novel","Ribosome biogenesis in eukaryotes",22,"IMP4, UTP14A, WDR43, NOC4L, FBL, RUVBL1, UTP15, RPS4X, RPS11, RPL19, DCAF13, RPL11, RPL30, PWP2, RPP38, RPS14, FTSJ3, NHP2, EIF6, RPL18A, RPS15A, HEATR1",1,"RPP38",8,"RPS4X, RPS15A, RPS14, RPS11, RPL30, RPL19, RPL18A, RPL11",0,NA,9
"167",55666,"NPLOC4",159,"MedConf","Novel",NA,2,"SPATA5, VCP",0,NA,0,NA,0,NA,0
"168",4869,"NPM1",211,"MedConf","Novel",NA,12,"AURKB, ITGB3BP, NUP155, CENPI, NUP62, NUP93, NUP85, NCL, RUVBL1, KPNB1, NUP153, XPO1",7,"XPO1, NUP93, NUP85, NUP62, NUP155, NUP153, KPNB1",0,NA,0,NA,7
"169",10101,"NUBP2",328,"MedConf","Novel",NA,4,"ERCC2, CIAO1, RAD23B, FAM96B",0,NA,0,NA,2,"RAD23B, ERCC2",2
"170",11051,"NUDT21",274,"MedConf","Novel","mRNA surveillance pathway",27,"PCF11, SNRNP70, NCBP1, POLR2D, SNRPD3, YBX1, SNRPA1, SRSF2, SNRPF, HNRNPK, SRSF7, U2AF2, TXNL4A, PRPF8, CSTF3, SF3A2, SRSF1, SNRPG, HNRNPA3, SNRPD1, PRPF4, SF3B1, SF3B5, PHF5A, POLR2L, SRSF3, POLR2I",1,"NCBP1",0,NA,0,NA,1
"171",4926,"NUMA1",220,"HighConf","Novel",NA,6,"TUBGCP3, TUBGCP4, PARP4, TUBG1, BIRC5, KPNB1",1,"KPNB1",0,NA,0,NA,1
"172",9972,"NUP153",142,"HighConf","RNA transport","RNA transport",25,"NUP62, SRSF2, SRSF7, SRSF1, SRSF3, KPNB1, U2AF2, XPO1, NUP98, NUP93, NUP85, NPM1, NUTF2, SNUPN, RANGAP1, NUP155, GEMIN5, IPO5, PHAX, SNRPG, SNRPD1, SNRPF, UBE2I, NCBP1, SNRPD3",13,"XPO1, UBE2I, SNUPN, RANGAP1, PHAX, NUP98, NUP93, NUP85, NUP62, NUP155, NCBP1, KPNB1, GEMIN5",0,NA,0,NA,13
"173",9631,"NUP155",260,"MedConf","RNA transport","RNA transport",20,"GEMIN5, PHAX, SRSF7, KPNB1, NUP153, SRSF2, U2AF2, NUP85, SNRPF, NUP98, NUP93, SRSF1, SNUPN, NCBP1, NPM1, SNRPG, SNRPD1, SRSF3, SNRPD3, NUP62",10,"SNUPN, PHAX, NUP98, NUP93, NUP85, NUP62, NUP153, NCBP1, KPNB1, GEMIN5",0,NA,0,NA,10
"174",23636,"NUP62",144,"MedConf","RNA transport","RNA transport",27,"SRSF2, SRSF7, SRSF1, SRSF3, KPNB1, U2AF2, XPO1, NUP98, NUP93, NUP85, NCL, NPM1, NUTF2, SNUPN, RANGAP1, NUP155, GEMIN5, IPO5, MYBBP1A, PHAX, SNRPD3, NCBP1, SNRPF, SNRPG, SNRPD1, NUP153, UBE2I",13,"XPO1, UBE2I, SNUPN, RANGAP1, PHAX, NUP98, NUP93, NUP85, NUP155, NUP153, NCBP1, KPNB1, GEMIN5",0,NA,0,NA,13
"175",79902,"NUP85",208,"MedConf","RNA transport","RNA transport",37,"NPM1, AURKB, ITGB3BP, SPC24, SNUPN, RANGAP1, NUP155, CDCA8, CENPI, GEMIN5, SPDL1, PHAX, BUB3, CDC20, NUP153, KPNB1, SNRPD3, SRSF2, SNRPD1, INCENP, SRSF7, SRSF3, MAD2L1, PLK1, U2AF2, SMC3, NUP98, SRSF1, NUP62, BIRC5, RPS27, SNRPF, NUP93, NDC80, SNRPG, XPO1, NCBP1",12,"XPO1, SNUPN, RANGAP1, PHAX, NUP98, NUP93, NUP62, NUP155, NUP153, NCBP1, KPNB1, GEMIN5",1,"RPS27",0,NA,13
"176",9688,"NUP93",203,"HighConf","RNA transport","RNA transport",19,"NUP85, NPM1, SNUPN, NUP155, GEMIN5, PHAX, SNRPD3, SNRPF, SNRPD1, NUP153, SNRPG, NCBP1, SRSF2, SRSF3, U2AF2, KPNB1, SRSF1, SRSF7, NUP62",9,"SNUPN, PHAX, NUP85, NUP62, NUP155, NUP153, NCBP1, KPNB1, GEMIN5",0,NA,0,NA,9
"177",4928,"NUP98",202,"MedConf","RNA transport","RNA transport",8,"NUP85, NUP155, IPO5, NXT2, NUP153, NUP62, KPNB1, PWP2",6,"NXT2, NUP85, NUP62, NUP155, NUP153, KPNB1",0,NA,0,NA,6
"178",10204,"NUTF2",237,"MedConf","Novel",NA,4,"RANGAP1, NUP62, KPNB1, NUP153",4,"RANGAP1, NUP62, NUP153, KPNB1",0,NA,0,NA,4
"179",55916,"NXT2",351,"MedConf","RNA transport","RNA transport, Ribosome biogenesis in eukaryotes, mRNA surveillance pathway",1,"NUP98",1,"NUP98",0,NA,0,NA,1
"180",9943,"OXSR1",318,"MedConf","Novel",NA,1,"MAD2L1",0,NA,0,NA,0,NA,0
"181",143,"PARP4",365,"MedConf","Novel","Base excision repair",4,"TUBGCP3, BIRC5, NUMA1, TUBG1",0,NA,0,NA,0,NA,0
"182",51585,"PCF11",379,"MedConf","Novel","mRNA surveillance pathway",27,"TXNL4A, NUDT21, SNRNP70, SF3B5, POLR2L, YBX1, PRPF8, SRSF7, SNRPG, SNRPD1, SNRPD3, SRSF3, HNRNPK, SNRPA1, HNRNPA3, SRSF1, SRSF2, POLR2D, NCBP1, PHF5A, POLR2I, SF3A2, SNRPF, U2AF2, CSTF3, PRPF4, SF3B1",1,"NCBP1",0,NA,0,NA,1
"183",5111,"PCNA",21,"HighConf","Nucleotide excision repair","Nucleotide excision repair, Cell cycle, DNA replication, Mismatch repair, Base excision repair",22,"CCND3, RFC4, CCNA2, MCM7, REV3L, POLE3, UBE2I, CDC45, RBL2, RPA3, ERCC5, UBE2N, POLE2, UBE2A, RAD9A, PRIM1, CHAF1B, MYBBP1A, POLD3, RFC5, APEX2, RPA1",1,"UBE2I",0,NA,8,"RPA3, RPA1, RFC5, RFC4, POLE3, POLE2, POLD3, ERCC5",9
"184",5156,"PDGFRA",247,"MedConf","Novel",NA,3,"CBLC, NEDD4L, PIK3CA",0,NA,0,NA,0,NA,0
"185",23481,"PES1",182,"HighConf","Novel",NA,10,"CEBPZ, BRIX1, NIP7, RSL24D1, MDN1, RPL3, RPL23A, FBL, FTSJ3, EIF6",0,NA,3,"RSL24D1, RPL3, RPL23A",0,NA,3
"186",5214,"PFKP",252,"MedConf","Novel","RNA degradation, Carbon metabolism, Biosynthesis of amino acids, Glycolysis / Gluconeogenesis, Pentose phosphate pathway",3,"GPI, TKTL2, ALDOA",0,NA,0,NA,0,NA,0
"187",5223,"PGAM1",251,"MedConf","Novel","Carbon metabolism, Biosynthesis of amino acids, Glycolysis / Gluconeogenesis",5,"GPI, ENO3, TKTL2, GAPDH, ALDOA",0,NA,0,NA,0,NA,0
"188",51808,"PHAX",378,"HighConf","RNA transport","RNA transport",11,"NUP155, SNRPG, SNRPD1, GEMIN5, SNRPF, NUP93, NUP153, SNRPD3, NUP85, NUP62, NCBP1",7,"NUP93, NUP85, NUP62, NUP155, NUP153, NCBP1, GEMIN5",0,NA,0,NA,7
"189",84844,"PHF5A",174,"MedConf","Novel","Spliceosome",30,"SRSF1, SRSF3, U2AF2, NUDT21, PCF11, SF3A2, PRPF8, YBX1, PRPF4, SF3B5, NCBP1, BUD31, SNRPD3, SNRPD1, SNRPG, SNRPF, PRPF19, SF3B4, TXNL4A, SRSF7, HNRNPK, SRSF2, POLR2I, POLR2D, SF3B1, SNRNP70, SNRPA1, HNRNPA3, CSTF3, POLR2L",1,"NCBP1",0,NA,0,NA,1
"190",5261,"PHKG2",380,"MedConf","Novel",NA,3,"GTF2H2, PRKACA, ERCC2",0,NA,0,NA,2,"GTF2H2, ERCC2",2
"191",5290,"PIK3CA",90,"MedConf","Novel","Progesterone-mediated oocyte maturation",14,"ACTN4, EPHA2, RAC1, IFNGR1, PDGFRA, MCHR2, IFNG, CSK, PIP5K1B, CBLC, IL1B, TRHR, CCND3, IL4",0,NA,0,NA,0,NA,0
"192",8395,"PIP5K1B",324,"MedConf","Novel",NA,3,"RAC1, PIK3CA, ACTN4",0,NA,0,NA,0,NA,0
"193",9088,"PKMYT1",319,"MedConf","Novel","Cell cycle, Oocyte meiosis, Progesterone-mediated oocyte maturation",1,"PLK1",0,NA,0,NA,0,NA,0
"194",5347,"PLK1",137,"MedConf","Novel","Cell cycle, Oocyte meiosis, Progesterone-mediated oocyte maturation",44,"SMC3, CTDP1, BUB3, BIRC5, XPO1, PTTG1, CDC16, NUP85, ANAPC2, TUBG1, TUBGCP3, AURKB, TUBGCP4, ITGB3BP, SPC24, CENPJ, RAB8A, KIF23, RANGAP1, CDCA8, CENPI, MYBL2, PKMYT1, DYNLL1, ANAPC5, SPDL1, PRKACA, PSMB4, PSMD12, RPS27, PSMB7, NDC80, CDC23, CDC20, PSMA6, INCENP, PSMD14, PSMD10, MAD2L1, PSMD7, YWHAG, PSMA4, PSMC1, SMC2",3,"XPO1, RANGAP1, NUP85",1,"RPS27",0,NA,4
"195",11284,"PNKP",284,"MedConf","Novel",NA,1,"APEX2",0,NA,0,NA,0,NA,0
"196",10714,"POLD3",367,"MedConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Pyrimidine metabolism, Mismatch repair, Purine metabolism, Base excision repair",10,"REV3L, POLE2, PCNA, RPA3, RPA1, CRCP, RFC5, POLE3, PRIM1, RFC4",0,NA,0,NA,7,"RPA3, RPA1, RFC5, RFC4, POLE3, POLE2, PCNA",7
"197",5427,"POLE2",243,"MedConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Pyrimidine metabolism, Purine metabolism, Base excision repair",15,"PRIM1, NHEJ1, POLD3, PCNA, RAD23B, RPA3, POLE3, CRCP, RFC5, MCM7, CDC45, RPA1, REV3L, RFC4, GINS3",0,NA,0,NA,8,"RPA3, RPA1, RFC5, RFC4, RAD23B, POLE3, POLD3, PCNA",8
"198",54107,"POLE3",135,"HighConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Pyrimidine metabolism, Purine metabolism, Base excision repair",10,"DRAP1, CRCP, POLE2, NFYC, MBIP, NHEJ1, POLD3, REV3L, PCNA, RAD23B",0,NA,0,NA,4,"RAD23B, POLE2, POLD3, PCNA",4
"199",84172,"POLR1B",145,"MedConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism",5,"POLR2L, ERCC2, TTF1, TAF1B, RPA1",0,NA,0,NA,2,"RPA1, ERCC2",2
"200",5433,"POLR2D",153,"HighConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism",34,"SLC7A6OS, POLR2I, HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, ERCC5, ERCC2, NUDT21, PCF11, SF3A2, SNRPD3, SNRPD1, POLR3A, MED14, SNRNP70, CSTF3, TCEA2, NCBP1, SF3B1, POLR2L, SNRPF, PRPF8, PRPF4, SF3B5, SNRPG, CTDP1, TXNL4A, SNRPA1",1,"NCBP1",0,NA,2,"ERCC5, ERCC2",3
"201",5438,"POLR2I",166,"HighConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism",33,"HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, ERCC5, ERCC2, NUDT21, PCF11, POLR2D, SF3B1, PRPF8, SNRPF, PRPF4, CTDP1, TCEA2, SNRPA1, SNRPD3, SF3B5, TXNL4A, SF3A2, SLC7A6OS, POLR3A, CSTF3, SNRNP70, NCBP1, SNRPD1, SNRPG, POLR2L",1,"NCBP1",0,NA,2,"ERCC5, ERCC2",3
"202",5441,"POLR2L",148,"HighConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism, Cytosolic DNA-sensing pathway",39,"CTDP1, POLR3A, POLR2D, SLC7A6OS, POLR2I, HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, POLR3K, POLR3H, U2AF2, ERCC5, ERCC2, GTF3C5, NUDT21, SNAPC2, GTF3A, PCF11, RPA1, CSTF3, SNRPF, SF3B5, SF3A2, PRPF8, SF3B1, SNRPG, NCBP1, SNRPD3, POLR1B, SNRNP70, PRPF4, TXNL4A, SNRPA1, SNRPD1",1,"NCBP1",0,NA,3,"RPA1, ERCC5, ERCC2",4
"203",11128,"POLR3A",152,"MedConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism, Cytosolic DNA-sensing pathway",15,"POLR2D, SLC7A6OS, POLR2I, POLR3K, POLR3H, CRCP, GTF3C5, SUPT6H, SNAPC2, GTF3A, CTDP1, MED14, CSTF3, SSU72, POLR2L",0,NA,0,NA,0,NA,0
"204",171568,"POLR3H",196,"MedConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism, Cytosolic DNA-sensing pathway",7,"CRCP, GTF3C5, SNAPC2, GTF3A, POLR3A, POLR2L, POLR3K",0,NA,0,NA,0,NA,0
"205",51728,"POLR3K",195,"HighConf","Novel","Pyrimidine metabolism, RNA polymerase, Purine metabolism, Cytosolic DNA-sensing pathway",7,"POLR3H, CRCP, GTF3C5, SNAPC2, GTF3A, POLR2L, POLR3A",0,NA,0,NA,0,NA,0
"206",51367,"POP5",257,"HighConf","RNA transport","RNA transport, Ribosome biogenesis in eukaryotes",1,"RPP21",1,"RPP21",0,NA,0,NA,1
