"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all"
"442","223691","Eif3l",824,"MedConf","Novel",NA,53,"Rps21, Eif2s2, Rps8, Rps20, Eif4b, Rps9, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Rps3, Rpl23, Rpl11, Eif3e, Eif3h, Eif3f, Eif4a1, Eif3g, Eif3c, Eif3b, Eif3i, Rps18, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Eif4a2, Eif5b"
"443","13681","Eif4a1",451,"MedConf","Novel","RNA transport",64,"Eif3g, Eif3c, Eif3k, Eif3b, Eif3i, Rps18, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Cnot6, Cnot6l, Eif4a2, Eif5b, Eif3l, Eif4h, Rps21, Eif2s2, Rps8, Rps20, Eif4b, Cnot4, Eif4e3, Rps9, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Rps3, Rpl23, Rpl11, Eif3e, Eif3h, Cnot7, Cnot3, Cnot1, Eif3f, Eif4ebp1, Eif4g2"
"444","13682","Eif4a2",818,"MedConf","Novel","RNA transport",63,"Eif5b, Eif3l, Eif4h, Rps21, Eif2s2, Rps8, Rps20, Eif4b, Cnot4, Eif4e3, Rps9, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Rps3, Rpl23, Rpl11, Eif3e, Eif3h, Cnot7, Cnot3, Cnot1, Eif3f, Eif4ebp1, Eif4a1, Eif3g, Eif3c, Eif3k, Eif3b, Eif3i, Rps18, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Cnot6, Cnot6l"
"445","75705","Eif4b",966,"MedConf","Novel","RNA transport, PI3K-Akt signaling pathway, mTOR signaling pathway",63,"Cnot4, Rps9, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Rps3, Rpl23, Rpl11, Eif3e, Eif3h, Cnot7, Cnot3, Cnot1, Eif3f, Eif4g2, Eif4a1, Eif3g, Eif3c, Rps6kb1, Eif3k, Eif3b, Eif3i, Rps18, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Cnot6, Cnot6l, Eif4a2, Eif5b, Eif3l, Eif4h, Rps21, Eif2s2, Rps8, Rps20"
"446","26987","Eif4e2",575,"MedConf","Novel","RNA transport, Longevity regulating pathway, PI3K-Akt signaling pathway, HIF-1 signaling pathway, mTOR signaling pathway, Insulin signaling pathway, EGFR tyrosine kinase inhibitor resistance",9,"Mknk2, Arih1, Eif4e3, Fmr1, Cyfip1, Ncbp1, Eif4ebp1, Eif4g2, Eif4g1"
"447","66892","Eif4e3",1433,"MedConf","Novel",NA,7,"Fmr1, Cyfip1, Ncbp1, Eif4a1, Eif4g1, Eif4e2, Eif4a2"
"448","13685","Eif4ebp1",449,"MedConf","Novel","Cellular senescence, RNA transport, Longevity regulating pathway, PI3K-Akt signaling pathway, AMPK signaling pathway, HIF-1 signaling pathway, mTOR signaling pathway, Insulin signaling pathway, ErbB signaling pathway, EGFR tyrosine kinase inhibitor resistance",9,"Eif4a1, Rheb, Eif4g1, Eif4e2, Eif4a2, Mapk1, Ywhab, Mapk3, Eif4ebp2"
"449","13688","Eif4ebp2",415,"MedConf","Novel","RNA transport, Longevity regulating pathway - multiple species",3,"Eif4ebp1, Mapk1, Prkaca"
"450","208643","Eif4g1",529,"MedConf","Novel","RNA transport",78,"Eif4e2, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Cnot6, Cnot6l, Eif4a2, Smg5, Smg1, Eif5b, Upf3a, Eif3l, Smg7, Eif4h, Rps21, Eif2s2, Rps8, Rps20, Eif4b, Cnot4, Eif4e3, Hspa8, Ppp2ca, Rps9, Etf1, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Ppp2r1a, Hnrnpd, Rps3, Ncbp1, Rpl23, Rpl11, Eif3e, Eif3h, Cnot7, Cnot3, Cnot1, Eif3f, Eif4ebp1, Eif4g2, Eif4a1, Eif3g, Eif3c, Rps6kb1, Eif3k, Eif3b, Eif3i, Rps18, Magoh, Upf3b"
"451","13690","Eif4g2",450,"MedConf","Novel","RNA transport",5,"Eif4a1, Eif4g1, Eif4e2, Eif4h, Eif4b"
"452","22384","Eif4h",826,"MedConf","Novel",NA,54,"Rps21, Eif2s2, Rps8, Rps20, Eif4b, Rps9, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Rps3, Rpl23, Rpl11, Eif3e, Eif3h, Eif3f, Eif4g2, Eif4a1, Eif3g, Eif3c, Eif3b, Eif3i, Rps18, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Eif4a2, Eif5b"
"453","276770","Eif5a",1196,"MedConf","Novel",NA,1,"Ran"
"454","226982","Eif5b",821,"MedConf","Novel","RNA transport",55,"Eif3l, Eif4h, Rps21, Eif2s2, Rps8, Rps20, Eif4b, Rps9, Rpsa, Rps29, Rps15, Rps25, Eif1ax, Rps16, Rps28, Rps27, Eif3a, Rps4x, Rps3, Rpl23, Rpl11, Eif3e, Eif3h, Eif3f, Eif4a1, Eif3g, Eif3c, Eif3k, Eif3b, Eif3i, Rps18, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Eif4a2"
"455","13709","Elf1",568,"MedConf","Novel",NA,1,"Ephb4"
"456","13714","Elk4",125,"MedConf","Novel","MAPK signaling pathway",3,"Mapk3, Mapk12, Mapk1"
"457","54325","Elovl1",1504,"MedConf","Novel",NA,1,"Hsd17b12"
"458","68801","Elovl5",1475,"MedConf","Novel","Fatty acid metabolism, Biosynthesis of unsaturated fatty acids",1,"Hsd17b12"
"459","78798","Eml4",1506,"MedConf","Novel",NA,1,"Pik3ca"
"460","13805","Eng",22,"HighConf","Novel",NA,2,"Tgfbr2, Itgb1"
"461","224794","Enpp4",1529,"MedConf","Novel",NA,1,"Sgms1"
"462","328572","Ep300",38,"MedConf","Novel","Adherens junction, Thyroid hormone signaling pathway, FoxO signaling pathway, Wnt signaling pathway, Long-term potentiation, TGF-beta signaling pathway, HIF-1 signaling pathway, Cell cycle, cAMP signaling pathway, Notch signaling pathway, Melanogenesis, Glucagon signaling pathway",77,"Suz12, Smad3, Clock, Ncoa6, Tle1, Ncor1, Nfkb1, Pcna, Gata4, Atf4, Med21, Cebpb, Atf2, Actb, Tcf7l1, Irf7, Rbx1, Yy1, Rbbp7, Rbbp4, Med1, Med8, Med13, Chd4, Camk2d, Mecp2, Baz1b, Snw1, Ddx21, Prpf19, Rarb, Kat2b, Rarg, Stat6, Stat1, Tcf3, Stat5b, Rpa1, Crtc2, Polr1d, Hist3h2a, Hsf1, Epc1, Ddb1, Myo1c, Rora, Prkacb, H2afy, H2afj, Fabp4, Rxrb, Med9, Cpt1a, Ptma, Epas1, Mbd3, Dnajb1, Tcea1, Twistnb, Dek, H2afv, Pold4, Med13l, Gatad2a, Hdac1, Tcf7l2, Ctnnb1, Ncoa3, Ncoa2, Rela, Rxra, Prkaca, Stat3, Creb1, Hspa8, Crebbp, Notch1"
"463","75560","Ep400",1271,"MedConf","Novel",NA,2,"Actb, Ruvbl1"
"464","13819","Epas1",1227,"MedConf","Novel",NA,4,"Crebbp, Ep300, Rbx1, Ube2d3"
"465","13831","Epc1",613,"MedConf","Novel",NA,3,"Ruvbl1, Ep300, Actb"
"466","227867","Epc2",1395,"MedConf","Novel",NA,2,"Actb, Ruvbl1"
"467","13846","Ephb4",726,"MedConf","Novel","Axon guidance",25,"Arpc1a, Arpc1b, Actr3, Arpc5, Abl1, Efnb1, Rac1, Cdc42, Lyn, Git1, Fyn, Actb, Rock1, Ptk2, Arhgef7, Itsn1, Rasa1, Wasl, Efna1, Actr2, Vav3, Arpc2, Arpc3, Sdcbp, Elf1"
"468","13854","Epn1",354,"MedConf","Endocytosis","Endocytosis",42,"Kdr, Ubqln2, Itsn1, Epn2, Vamp3, Flt4, Wasl, Actr2, Clta, Arpc2, Arpc3, Apob, Trf, Scarb2, M6pr, Arpc1a, Picalm, Tgoln1, Spry2, Ehd1, Fcho2, Hip1, Fnbp1, Actr3, Arpc5, Cttn, Hspa8, Arrb1, Rps27a, Arrb2, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Flt1, Grb2, Kit, Snx9, Bin1, Cltc, Ap2m1"
"469","13855","Epn2",431,"MedConf","Endocytosis","Endocytosis",6,"Flt4, Eps15, Flt1, Kit, Epn1, Kdr"
"470","107508","Eprs",1346,"MedConf","Novel",NA,4,"Glud1, Rpl13a, Glul, Gls"
"471","13858","Eps15",117,"MedConf","Endocytosis","Endocytosis",52,"Ap2a2, Dnm2, Cbl, Dab2, Flt1, Grb2, Kit, Snx9, Arf6, Bin1, Cltc, Ap2m1, Epn1, Kdr, Ubqln2, Itsn1, Epn2, Vamp3, Wasl, Actr2, Clta, Arpc2, Arpc3, Copb2, Cope, Copa, Apob, Scyl1, Trf, Scarb2, M6pr, Arpc1a, Picalm, Tgoln1, Synj1, Spry2, Fcho2, Hip1, Fnbp1, Tmed3, Pank1, Necap2, Aftph, Actr3, Arpc5, Cttn, Numb, Hspa8, Gja1, Arrb1, Arrb2, Ap2s1"
"472","13876","Erg",1111,"MedConf","Novel",NA,1,"Hspa8"
"473","67397","Erp29",1180,"MedConf","Protein processing in endoplasmic reticulum","Protein processing in endoplasmic reticulum",1,"Hspa5"
"474","76299","Erp44",1195,"MedConf","Novel",NA,1,"Lman1"
"475","69524","Esam",644,"MedConf","Novel","Leukocyte transendothelial migration",1,"Cldn5"
"476","77805","Esco1",1457,"MedConf","Novel",NA,5,"Smc3, Smc1a, Rad21, Stag2, Stag1"
"477","13885","Esd",1416,"MedConf","Novel","Carbon metabolism",1,"Adh5"
"478","225363","Etf1",132,"MedConf","Novel","mRNA surveillance pathway",50,"Rps26, Rpsa, Rps29, Rps15, Rps25, Rps16, Rps28, Rps27, Rps4x, Ppp2r1a, Rps3, Ncbp1, Rpl23, Rpl11, Rps18, Magoh, Upf3b, Eif4g1, Rpl4, Rps19, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Smg5, Smg1, Upf3a, Smg7, Rps21, Rps8, Rps20, Rps11, Ppp2ca, Rps9"
"479","23871","Ets1",1150,"MedConf","Novel","Cellular senescence, Ras signaling pathway",5,"Hdac1, Mapk1, Crebbp, Ets2, Mapk3"
"480","23872","Ets2",43,"MedConf","Novel","Ras signaling pathway",8,"Smarca4, Mapk3, Id1, Smarca2, Smarce1, Ets1, Mapk1, Crebbp"
"481","14011","Etv6",1218,"MedConf","Novel",NA,2,"Mapk1, Mapk3"
"482","14020","Evi5",1262,"MedConf","Novel",NA,1,"Jund"
"483","69940","Exoc1",953,"MedConf","Novel",NA,13,"Rab14, Rac1, Rab8a, Myh9, Rab10, Calm1, Stx4a, Asap1, Snap23, Rab11fip3, Rhoq, Rab11a, Rala"
"484","20336","Exoc4",952,"MedConf","Novel",NA,13,"Rab14, Rac1, Rab8a, Myh9, Rab10, Calm1, Stx4a, Asap1, Snap23, Rab11fip3, Rhoq, Rab11a, Rala"
"485","107371","Exoc6",1384,"MedConf","Novel",NA,11,"Rac1, Rab8a, Myh9, Rab10, Calm1, Stx4a, Snap23, Rhoq, Rab11a, Rala, Rab14"
"486","109075","Exosc4",545,"MedConf","Novel",NA,25,"Rpl4, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14, Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Zfp36l1, Rps9, Rpl23, Rpl11"
"487","50911","Exosc9",795,"MedConf","Novel",NA,25,"Rpl6, Rpl37, Rpl18a, Rpl37a, Rpl7, Rpl18, Rpl26, Rpl35a, Rpl34, Rpl29, Rpl38, Rplp2, Rplp0, Rpl14, Zfp36l1, Rps9, Rpl23, Rpl11, Rpl4, Rpl8, Rpl13a, Rpl13, Rplp1, Rpl30, Rps14"
"488","14055","Ezh1",1118,"MedConf","Novel",NA,2,"Hdac2, Rbbp4"
"489","22350","Ezr",484,"MedConf","Novel","Regulation of actin cytoskeleton, Tight junction, Leukocyte transendothelial migration",8,"Msn, Slc9a1, Prkacb, Prkaca, Vcam1, Tsc1, Rdx, Actb"
"490","16456","F11r",294,"MedConf","Novel","Tight junction, Leukocyte transendothelial migration",10,"Itgb2, Tjp1, Smurf1, Prkch, Jam2, Tgfbr2, Itgal, Ppp2ca, Ppp2cb, Ppp2r1a"
"491","14061","F2",663,"MedConf","Novel","Regulation of actin cytoskeleton, Complement and coagulation cascades",20,"Gna11, Ccl6, Ednrb, Kng1, F8, Fgg, Fgb, Lpar6, Fga, F2r, P2ry1, Proc, Gpr4, Cpb2, Serpinc1, Thbd, App, Pik3ca, Gnaq, Gnb1"
"492","14062","F2r",899,"MedConf","Novel","Regulation of actin cytoskeleton, Complement and coagulation cascades, Platelet activation, Rap1 signaling pathway, PI3K-Akt signaling pathway, cAMP signaling pathway, Phospholipase D signaling pathway",24,"P2ry1, Proc, Gpr4, Gzma, Mapk1, Arrb1, App, Arrb2, Mapk3, Pik3ca, Gnaq, Gnb1, F2, Gna11, Gna12, Ccl6, Plg, Ednrb, Kng1, Gng11, Gnb2, Gng12, Gngt2, Lpar6"
"493","14069","F8",711,"MedConf","Novel","Complement and coagulation cascades",48,"Gas6, Fgg, Fgb, Serpina3k, Tex264, Serpinf2, Serpina3f, Fam3c, Fga, Gosr2, Rab1b, Cd59a, Sec13, Proc, Apoh, Sec24b, Serpinc1, Actn4, App, Tmed2, Clu, Stx5a, Lman1, Csnk1d, Tmsb4x, Aldoa, Trappc5, Sec24a, Tmed10, Ctsz, Lgals3bp, Ecm1, Ctsc, F2, Plg, Kng1, Itih3, Itih4, Sparc, Timp3, Srgn, Ahsg, Hrg, Pros1, Ola1, Orm1, Mcfd2, Alb"
"494","14080","Fabp1",1236,"MedConf","Novel","PPAR signaling pathway",5,"Ncoa2, Rxra, Carm1, Med1, Tbl1x"
"495","11770","Fabp4",940,"MedConf","Novel","PPAR signaling pathway",12,"Med9, Med13l, Ncoa3, Ncoa2, Rxra, Crebbp, Ep300, Ncor1, Med21, Med1, Med8, Med13"
"496","16592","Fabp5",1364,"MedConf","Novel","PPAR signaling pathway",1,"Rxra"
"497","76267","Fads1",1519,"MedConf","Novel","Fatty acid metabolism, Biosynthesis of unsaturated fatty acids",1,"Slc27a2"
"498","76577","Faf2",1411,"MedConf","Novel",NA,2,"Vcp, Nploc4"
"499","230766","Fam167b",1273,"MedConf","Novel",NA,1,"Atf4"
"500","27999","Fam3c",719,"MedConf","Novel",NA,14,"Fga, Actn4, Clu, Tmsb4x, Aldoa, Plg, Kng1, Pros1, Alb, F8, Gas6, Fgg, Fgb, Serpinf2"
"501","14109","Fau",1093,"MedConf","Novel","Ribosome",8,"Rps5, Rps9, Rpsa, Rps29, Rps16, Rps28, Rps27, Rps4x"
"502","14121","Fbp1",284,"MedConf","Novel","Carbon metabolism, AMPK signaling pathway, Insulin signaling pathway, Glucagon signaling pathway",11,"Atp5b, Taldo1, Aldoa, Gpi1, Vdac2, Vdac3, Slc25a5, Atp5a1, Tkt, Aldob, Slc25a4"
"503","72194","Fbxl20",375,"MedConf","Novel",NA,9,"Fbxw11, Huwe1, Trip12, Smurf2, Skp1a, Rbck1, Rbx1, Uba1, Fbxl3"
"504","50789","Fbxl3",341,"MedConf","Novel","Circadian rhythm",28,"Fbxl20, Fbxw11, Csnk1d, Ubb, Rlim, Znrf1, Mylip, Huwe1, Trip12, Rnf115, Ubr2, Rbbp6, Lonrf1, Rnf114, Znrf2, Rnf213, Usp47, Rps27a, Clock, Smurf2, Skp1a, Cry1, Csnk1e, Rbck1, Rbx1, Rnf7, Per1, Uba1"
"505","103583","Fbxw11",382,"MedConf","Novel","Cellular senescence, Oocyte meiosis, Wnt signaling pathway, Hedgehog signaling pathway, Ubiquitin mediated proteolysis, Circadian rhythm, Hippo signaling pathway",30,"Rlim, Znrf1, Mylip, Huwe1, Trip12, Klf4, Rnf115, Ubr2, Rbbp6, Lonrf1, Rnf114, Znrf2, Rnf213, Usp47, Ube2m, Ctnnb1, Rela, Nfkb1, Smurf2, Skp1a, Nfkbia, Wwtr1, Rbck1, Rbx1, Rnf7, Per1, Uba1, Fbxl3, Per3, Fbxl20"
"506","14127","Fcer1g",1166,"MedConf","Novel","Sphingolipid signaling pathway, Platelet activation, Phospholipase D signaling pathway, Fc epsilon RI signaling pathway",3,"Lyn, Pik3ca, Fyn"
"507","14132","Fcgrt",1263,"MedConf","Novel",NA,1,"B2m"
"508","218503","Fcho2",1286,"MedConf","Novel",NA,26,"Actr3, Arpc5, Cttn, Arrb1, Arrb2, Ap2s1, Eps15, Ap2a2, Cbl, Grb2, Arf6, Bin1, Cltc, Ap2m1, Epn1, Ubqln2, Vamp3, Wasl, Actr2, Clta, Arpc2, Arpc3, Trf, Scarb2, M6pr, Arpc1a"
"509","59083","Fetub",1147,"MedConf","Novel",NA,1,"Rbx1"
"510","14161","Fga",732,"MedConf","Novel","Complement and coagulation cascades, Platelet activation",40,"Rap1a, Proc, Apoh, Serpinc1, Actn4, App, Grb2, Bcar1, Tln1, Crk, Clu, Ptk2, Tmsb4x, Aldoa, Ptpn1, Lgals3bp, Ecm1, F2, Plg, Kng1, Itih3, Itih4, Sparc, Timp3, Srgn, Ahsg, Hrg, Pros1, Ola1, Orm1, Alb, F8, Gas6, Fgg, Fgb, Serpina3k, Tex264, Serpinf2, Serpina3f, Fam3c"
"511","110135","Fgb",714,"MedConf","Novel","Complement and coagulation cascades, Platelet activation",40,"Serpina3k, Tex264, Serpinf2, Serpina3f, Fam3c, Fga, Rap1a, Proc, Apoh, Serpinc1, Actn4, App, Grb2, Bcar1, Tln1, Crk, Clu, Ptk2, Tmsb4x, Aldoa, Ptpn1, Lgals3bp, Ecm1, F2, Plg, Kng1, Itih3, Itih4, Sparc, Timp3, Srgn, Ahsg, Hrg, Pros1, Ola1, Orm1, Alb, F8, Gas6, Fgg"
"512","99571","Fgg",713,"MedConf","Novel","Complement and coagulation cascades, Platelet activation",40,"Fgb, Serpina3k, Tex264, Serpinf2, Serpina3f, Fam3c, Fga, Rap1a, Proc, Apoh, Serpinc1, Actn4, App, Grb2, Bcar1, Tln1, Crk, Clu, Ptk2, Tmsb4x, Aldoa, Ptpn1, Lgals3bp, Ecm1, F2, Plg, Kng1, Itih3, Itih4, Sparc, Timp3, Srgn, Ahsg, Hrg, Pros1, Ola1, Orm1, Alb, F8, Gas6"
"513","14194","Fh1",379,"MedConf","Novel","Carbon metabolism, Citrate cycle (TCA cycle)",9,"Xpo1, Sdhb, Sdha, Got2, Asl, Me2, Mdh1, Sdhc, Mdh2"
"514","66899","Fip1l1",844,"MedConf","Novel","mRNA surveillance pathway",66,"Srsf11, Srsf6, Prpf6, Cwc15, Prpf8, Snrpd3, Dhx16, Rbm22, Sf3b2, Smndc1, Sf3a3, Rbm5, Hnrnpul1, Hnrnpf, Sart1, Snrnp70, Dnajc8, Puf60, Snrnp200, Sf3b5, Bud31, Syf2, Snrnp27, Tra2b, Ssu72, Cstf2t, Hspa8, Srsf3, Hnrnpc, Hnrnpd, Hnrnpk, Ppp1ca, Pcbp1, Snrpd2, Snrpe, Srsf2, Prpf40a, Hnrnpa0, Ncbp1, Hnrnpa2b1, Ppp1cb, Prpf19, Snrpb, Pcbp2, Ptbp1, Magoh, Upf3b, Dhx15, Ddx39b, Hnrnpl, Wbp11, Srrm2, Srsf1, Hnrnph1, Fus, Hnrnpu, Wbp4, Rbm17, Slu7, Pabpn1, Zc3h11a, Thoc2, Cpsf2, Thoc7, Cpsf4, Srsf5"
"515","14225","Fkbp1a",1283,"MedConf","Novel",NA,1,"Tgfbr2"
"516","14228","Fkbp4",63,"MedConf","Novel","Estrogen signaling pathway",4,"Hsp90ab1, Hsf1, S100a6, Ptges3"
"517","14231","Fkbp7",1179,"MedConf","Novel",NA,1,"Hspa5"
"518","192176","Flna",720,"MedConf","Novel","Focal adhesion, MAPK signaling pathway",8,"Itgb7, Itga1, Itga9, Itgb1, Cltc, Nrp1, Camk2d, Flnb"
"519","286940","Flnb",466,"MedConf","Novel","Focal adhesion, MAPK signaling pathway",7,"Flna, Itgb7, Itga1, Itga9, Arih1, Itgb1, Camk2d"
"520","14254","Flt1",171,"MedConf","Novel","Focal adhesion, Rap1 signaling pathway, PI3K-Akt signaling pathway, HIF-1 signaling pathway, Ras signaling pathway",19,"Grb2, Pik3ca, Kitl, Itch, Nrp1, Crk, Ptk2, Epn1, Epn2, Smurf1, Efna1, Csf1, Cd2ap, Nedd4, Smurf2, Eps15, Sh3glb1, Cbl, Sh3kbp1"
"521","14257","Flt4",439,"MedConf","Novel","Focal adhesion, Rap1 signaling pathway, PI3K-Akt signaling pathway, Ras signaling pathway",12,"Efna1, Csf1, Dab2, Grb2, Pik3ca, Kitl, Crk, Ptk2, Epn1, Kdr, Tmem204, Epn2"
"522","14263","Fmo5",1113,"MedConf","Novel",NA,1,"Acsl1"
"523","14265","Fmr1",176,"MedConf","Novel","RNA transport",5,"Cyfip1, Ncbp1, Eif4e2, Fxr1, Eif4e3"
"524","14269","Fnbp1",1289,"MedConf","Novel",NA,26,"Actr3, Arpc5, Cttn, Hspa8, Arrb1, Arrb2, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Grb2, Bin1, Cltc, Ap2m1, Epn1, Vamp3, Wasl, Actr2, Clta, Arpc2, Arpc3, Trf, Scarb2, M6pr, Arpc1a"
"525","14281","Fos",42,"MedConf","Novel","Endocrine resistance, Relaxin signaling pathway, B cell receptor signaling pathway, Estrogen signaling pathway, MAPK signaling pathway, Dopaminergic synapse, Apoptosis, TNF signaling pathway, T cell receptor signaling pathway, Osteoclast differentiation, Prolactin signaling pathway, Th17 cell differentiation, cAMP signaling pathway, Oxytocin signaling pathway, Toll-like receptor signaling pathway",15,"Ccnd1, Mapk3, Atf4, Junb, Mecom, Mapk9, Yy1, Nfe2l2, Jund, Ccl5, Mapk12, Smarca2, Hhex, Mapk1, Stat3"
"526","56458","Foxo1",110,"MedConf","Novel","Thyroid hormone signaling pathway, Cellular senescence, FoxO signaling pathway, Longevity regulating pathway, AMPK signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Insulin resistance, Insulin signaling pathway, Longevity regulating pathway - multiple species, Glucagon signaling pathway",16,"Tsc2, Mapk3, Akt1, Ogt, Igbp1, Mapk9, Csnk1e, Prkacb, Setd7, Mapk12, Nlk, Mapk1, Cdkn1a, Prkaca, Stat3, Sgk1"
"527","14086","Fscn1",196,"MedConf","Novel",NA,4,"Hnrnpk, Tpm4, Cttn, Vcam1"
"528","233908","Fus",641,"MedConf","Novel",NA,44,"Hnrnpu, Rbm17, Pabpn1, Cpsf2, Cpsf4, Srsf5, Fip1l1, Srsf6, Prpf6, Cwc15, Prpf8, Snrpd3, Dhx16, Rbm22, Sf3b2, Smndc1, Sf3a3, Sart1, Snrnp70, Puf60, Snrnp200, Sf3b5, Bud31, Syf2, Snrnp27, Tra2b, Hspa8, Srsf3, Hnrnpc, Hnrnpk, Pcbp1, Snrpd2, Snrpe, Srsf2, Prpf40a, Ncbp1, Prpf19, Snrpb, Pcbp2, Magoh, Upf3b, Dhx15, Wbp11, Srsf1"
"529","14359","Fxr1",1219,"MedConf","Novel","RNA transport",2,"Fmr1, Cyfip1"
"530","14360","Fyn",194,"MedConf","Novel","Sphingolipid signaling pathway, Focal adhesion, Adherens junction, Platelet activation, Axon guidance, T cell receptor signaling pathway, Osteoclast differentiation, Phospholipase D signaling pathway, Fc epsilon RI signaling pathway",56,"Kit, Ptpra, Kras, Tln1, Nrp1, Pip5k1c, Plxna2, Ptk2, Ppp2r5c, Arhgef7, Dock1, Rasa1, Plxna4, Stat5b, Wasl, Efna1, Vav3, Arhgap17, Nck1, Dpysl2, Pak2, Rac2, Ephb4, Ppp2r5a, Med28, Mapk12, Tyrobp, Tmem47, Zfp106, Fcer1g, Cd2ap, Dpysl3, Cav2, Klra4, Ctnnb1, Ctnnd1, Stat3, Ppp2ca, Gsk3b, Arrb1, Hsp90ab1, Efnb1, Rac1, Cdc42, Ppp2cb, Cbl, B2m, Lyn, Rhoa, Ppp2r5e, Akt1, Grb2, Pik3ca, Git1, Kitl, Ppp2r1a"
"531","14377","G6pc",809,"MedConf","Novel","FoxO signaling pathway, PI3K-Akt signaling pathway, AMPK signaling pathway, Insulin resistance, Insulin signaling pathway, Glucagon signaling pathway",5,"Tkt, Aldob, Akr1b8, Taldo1, Aldoa"
"532","56486","Gabarap",230,"MedConf","Novel","Autophagy - animal, Mitophagy - animal, FoxO signaling pathway, NOD-like receptor signaling pathway, Apelin signaling pathway",9,"Becn1, Uvrag, Gabarapl1, Chmp2a, Chmp2b, Atg3, Gabarapl2, Chmp4b, Calr"
"533","57436","Gabarapl1",490,"MedConf","Novel","Autophagy - animal, Mitophagy - animal, FoxO signaling pathway, NOD-like receptor signaling pathway, Apelin signaling pathway",8,"Chmp2a, Chmp2b, Atg3, Gabarapl2, Chmp4b, Gabarap, Becn1, Uvrag"
"534","93739","Gabarapl2",982,"MedConf","Novel","Autophagy - animal, Mitophagy - animal, FoxO signaling pathway, NOD-like receptor signaling pathway, Apelin signaling pathway",8,"Chmp4b, Gabarap, Becn1, Uvrag, Gabarapl1, Chmp2a, Chmp2b, Atg3"
"535","23882","Gadd45g",1159,"MedConf","Novel","Cellular senescence, FoxO signaling pathway, MAPK signaling pathway, Apoptosis, Cell cycle",2,"Cdkn1a, Pcna"
"536","108148","Galnt2",1300,"MedConf","Novel",NA,6,"Dync1i2, Dynll1, Dctn2, Dync1h1, Dctn4, Dynll2"
