"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"125",22995,"CEP152",365,"MedConf","Novel",NA,9,"DYNLL1, DYNC1I2, PRKAR2B, CEP250, TUBA4A, TUBA1A, PLK1, DYNC1H1, YWHAG",0,NA,0,NA,0,"",0
"126",11190,"CEP250",750,"MedConf","Novel",NA,10,"DYNC1I2, DYNC1H1, DYNLL1, TUBA1A, TUBA4A, YWHAG, PRKAR2B, UBC, CEP152, PLK1",0,NA,0,NA,0,"",0
"127",10390,"CEPT1",543,"HighConf","Novel","Ether lipid metabolism",10,"LPCAT4, PPAP2A, PAFAH2, DGKZ, DGKE, PLA2G6, JMJD7-PLA2G4B, PLA2G4A, PLA2G4D, PAFAH1B3",0,NA,0,NA,0,"",0
"128",204219,"CERS3",571,"MedConf","Novel","Sphingolipid signaling pathway",3,"SGPP2, SMPD2, PPAP2A",0,NA,0,NA,0,"",0
"129",1072,"CFL1",240,"HighConf","Novel","Regulation of actin cytoskeleton, Fc gamma R-mediated phagocytosis",5,"CFL2, SSH3, ACTA2, PFN1, UBC",0,NA,0,NA,0,"",0
"130",1073,"CFL2",602,"MedConf","Novel","Regulation of actin cytoskeleton, Fc gamma R-mediated phagocytosis",3,"SSH3, CFL1, UBC",0,NA,0,NA,0,"",0
"131",8837,"CFLAR",270,"HighConf","Novel","NF-kappa B signaling pathway, TNF signaling pathway, Apoptosis",4,"TICAM1, RIPK1, MAX, UBC",0,NA,0,NA,0,"",0
"132",1080,"CFTR",315,"MedConf","Novel","cAMP signaling pathway",9,"PRKX, ADRB2, AGT, PRKAR2B, EDN1, STUB1, VCP, UBC, DNAJA1",0,NA,0,NA,0,"",0
"133",1108,"CHD4",48,"MedConf","Novel",NA,12,"MTA2, MORF4L1, KAT2B, PHF12, MBD3, PHF21A, ZFPM1, UBC, HDAC2, SIN3A, HDAC4, MBD2",0,NA,0,NA,0,"",0
"134",27243,"CHMP2A",207,"MedConf","Novel",NA,6,"VPS36, TSG101, VPS37C, RPS27A, UBB, UBC",0,NA,0,NA,0,"",0
"135",1129,"CHRM2",493,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, cAMP signaling pathway, Neuroactive ligand-receptor interaction",31,"NPBWR2, RGS20, FPR3, NMS, BDKRB1, OPRM1, GNG3, NPY, CCR8, GNAI3, MTNR1B, AGT, PNOC, C5, GNA11, PTGDR2, CXCL11, CXCR5, S1PR2, NMUR2, GNG10, CXCR4, DRD2, HCAR2, CXCL13, CXCR3, GNAO1, SSTR4, CXCL8, HTR1A, GNA15",0,NA,0,NA,0,"",0
"136",1137,"CHRNA4",868,"HighConf","Novel","Neuroactive ligand-receptor interaction",3,"CHRNA5, CHRND, CHRNB4",0,NA,0,NA,0,"",0
"137",1138,"CHRNA5",598,"MedConf","Novel","Neuroactive ligand-receptor interaction",4,"CHRNB4, CHRNA4, UBC, CHRND",0,NA,0,NA,0,"",0
"138",1143,"CHRNB4",599,"MedConf","Novel","Neuroactive ligand-receptor interaction",3,"CHRNA4, CHRNA5, CHRND",0,NA,0,NA,0,"",0
"139",1144,"CHRND",434,"MedConf","Novel","Neuroactive ligand-receptor interaction",3,"CHRNA5, CHRNB4, CHRNA4",0,NA,0,NA,0,"",0
"140",26097,"CHTOP",746,"HighConf","Novel",NA,4,"THOC2, THOC1, UBC, THOC7",3,"THOC7, THOC2, THOC1",0,NA,0,"",3
"141",1164,"CKS2",611,"MedConf","Novel",NA,2,"UBC, CCNB2",0,NA,0,NA,0,"",0
"142",5010,"CLDN11",813,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN19, CLDN2, MPDZ, CLDN15, CLDN6, CLDN14",0,NA,0,NA,0,"",0
"143",23562,"CLDN14",522,"HighConf","Novel","Leukocyte transendothelial migration",6,"CLDN2, CLDN6, CLDN15, CLDN11, CLDN19, MPDZ",0,NA,0,NA,0,"",0
"144",24146,"CLDN15",533,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN11, CLDN19, CLDN2, CLDN6, CLDN14, MPDZ",0,NA,0,NA,0,"",0
"145",149461,"CLDN19",362,"MedConf","Novel","Leukocyte transendothelial migration",6,"MPDZ, CLDN14, CLDN2, CLDN6, CLDN15, CLDN11",0,NA,0,NA,0,"",0
"146",9075,"CLDN2",523,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN6, CLDN15, CLDN11, MPDZ, CLDN19, CLDN14",0,NA,0,NA,0,"",0
"147",9074,"CLDN6",524,"MedConf","Novel","Leukocyte transendothelial migration",6,"CLDN15, CLDN11, MPDZ, CLDN14, CLDN19, CLDN2",0,NA,0,NA,0,"",0
"148",64581,"CLEC7A",775,"MedConf","Novel","Phagosome",1,"SYK",0,NA,0,NA,0,"",0
"149",9685,"CLINT1",691,"MedConf","Novel",NA,2,"CLTC, UBC",0,NA,0,NA,0,"",0
"150",1195,"CLK1",666,"MedConf","Novel",NA,1,"SRSF1",0,NA,0,NA,0,"",0
"151",1211,"CLTA",320,"MedConf","Novel","Endocrine and other factor-regulated calcium reabsorption",9,"EPN1, ARHGAP5, ASAP1, KIF4A, GOSR2, UBC, ASAP2, CLTC, EGFR",0,NA,0,NA,0,"",0
"152",1213,"CLTC",279,"MedConf","Novel","Endocrine and other factor-regulated calcium reabsorption",8,"CLTA, SNX9, EPN1, CLINT1, WNT5A, IKBKB, UBC, MAP3K7",0,NA,0,NA,0,"",0
"153",255919,"CNEP1R1",844,"MedConf","Novel",NA,4,"PPP2CB, PPP4R2, PPP4C, PPP2R5A",0,NA,0,NA,0,"",0
"154",1259,"CNGA1",512,"MedConf","Novel","cAMP signaling pathway",2,"GUCY2D, PDE6A",0,NA,0,NA,0,"",0
"155",55571,"CNOT11",765,"MedConf","Novel",NA,4,"EIF4G1, EIF4A1, UBC, EIF4B",3,"EIF4G1, EIF4B, EIF4A1",0,NA,0,"",3
"156",1271,"CNTFR",351,"MedConf","Novel","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",12,"IL22, IL3, IFNA16, PRL, CSF2, IFNA13, IL19, IFNA14, GH2, SOCS2, EPO, IL12A",0,NA,0,NA,0,"",0
"157",6900,"CNTN2",585,"HighConf","Novel",NA,4,"NCAM1, KAT2B, IKBKB, UBC",0,NA,0,NA,0,"",0
"158",1300,"COL10A1",579,"MedConf","Novel",NA,9,"COL20A1, COL23A1, LEPRE1, COL6A1, COL4A2, COL4A3, P4HB, COL1A2, COL17A1",0,NA,0,NA,0,"",0
"159",1308,"COL17A1",384,"HighConf","Novel",NA,7,"COL1A2, COL4A2, COL6A1, COL4A3, COL10A1, COL20A1, COL23A1",0,NA,0,NA,0,"",0
"160",1278,"COL1A2",399,"HighConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, ECM-receptor interaction, Platelet activation",19,"ITGA1, EDN1, COL4A2, COL6A1, COL4A3, COL10A1, COL20A1, COL23A1, LEPRE1, MAX, ITGA5, SP1, ITGAV, FLT4, ITGB1, JUN, SMAD4, P4HB, COL17A1",0,NA,0,NA,0,"",0
"161",57642,"COL20A1",580,"MedConf","Novel",NA,7,"COL23A1, COL10A1, COL1A2, COL4A2, COL17A1, COL6A1, COL4A3",0,NA,0,NA,0,"",0
"162",91522,"COL23A1",847,"HighConf","Novel",NA,8,"COL6A1, COL17A1, COL10A1, COL4A3, COL4A2, COL1A2, COL20A1, ITGB1",0,NA,0,NA,0,"",0
"163",1284,"COL4A2",534,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, ECM-receptor interaction",11,"COL6A1, COL4A3, COL10A1, COL20A1, COL23A1, ITGAV, ITGB1, COL17A1, ITGA1, COL1A2, ITGA5",0,NA,0,NA,0,"",0
"164",1285,"COL4A3",578,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, ECM-receptor interaction",11,"COL10A1, COL20A1, COL23A1, ITGAV, COL4A2, COL1A2, COL6A1, COL17A1, ITGA1, ITGB1, ITGA5",0,NA,0,NA,0,"",0
"165",1291,"COL6A1",535,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, ECM-receptor interaction",11,"COL4A3, COL10A1, COL20A1, COL23A1, ITGAV, COL1A2, ITGA5, COL17A1, COL4A2, ITGB1, ITGA1",0,NA,0,NA,0,"",0
"166",9318,"COPS2",274,"MedConf","Novel",NA,11,"SIN3B, COPS7A, PSMC5, UBC, LAT, JUN, SIN3A, PSMA6, COPS5, PSMC1, COPS6",0,NA,3,"PSMC5, PSMC1, PSMA6",0,"",3
"167",10987,"COPS5",125,"MedConf","Novel",NA,19,"EIF3A, EIF3J, TOP2A, SMAD4, EPO, CREB1, COPS2, ARNT, EDN1, COPS7A, PSMA6, UBC, EIF3I, COPS6, IKBKB, JUN, LAT, EIF3B, PSMD12",4,"EIF3J, EIF3I, EIF3B, EIF3A",2,"PSMD12, PSMA6",0,"",6
"168",10980,"COPS6",105,"MedConf","Novel",NA,7,"COPS5, RAE1, COPS2, KLHL8, COPS7A, UBC, LAT",1,"RAE1",0,NA,0,"",1
"169",50813,"COPS7A",663,"HighConf","Novel",NA,5,"LAT, COPS6, COPS5, UBC, COPS2",0,NA,0,NA,0,"",0
"170",1385,"CREB1",261,"HighConf","Novel","PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Relaxin signaling pathway, Vasopressin-regulated water reabsorption, Renin secretion, Insulin secretion, Adrenergic signaling in cardiomyocytes, Dopaminergic synapse",17,"ARNT, MAPK13, PRKX, PRKAR2B, EDN1, CEBPD, NR1D1, RORA, G6PC, RBPJ, HDAC2, UBC, EPO, ESRRA, COPS5, JUN, RET",0,NA,0,NA,0,"",0
"171",10488,"CREB3",693,"MedConf","Novel","PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Vasopressin-regulated water reabsorption, Insulin secretion, Adrenergic signaling in cardiomyocytes, Dopaminergic synapse",2,"HCFC1, PRKX",0,NA,0,NA,0,"",0
"172",1436,"CSF1R",346,"HighConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Osteoclast differentiation, Ras signaling pathway, Hematopoietic cell lineage",13,"EPN1, EFNA2, FGF9, FGF12, FGF8, SH3GLB2, FGF10, SHC2, ITGAV, SPI1, RPS27A, UBC, SH3GLB1",0,NA,0,NA,0,"",0
"173",1437,"CSF2",789,"MedConf","Novel","Cytokine-cytokine receptor interaction, TNF signaling pathway, Hematopoietic cell lineage, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Jak-STAT signaling pathway",13,"SYK, IL3, IL21R, ITGB1, HDAC2, IL3RA, RELA, CNTFR, GAB2, STAT1, IKBKB, IL12RB2, JUN",0,NA,0,NA,0,"",0
"174",53944,"CSNK1G1",756,"MedConf","Novel",NA,6,"SFN, YWHAH, UBC, GSK3A, WNT3A, YWHAG",0,NA,0,NA,0,"",0
"175",1459,"CSNK2A2",251,"HighConf","Novel","NF-kappa B signaling pathway, Mitophagy - animal",5,"HADHA, RRP1, UBC, TOP2A, MAF1",0,NA,0,NA,0,"",0
"176",10675,"CSPG5",802,"MedConf","Novel",NA,2,"AGRN, GPC2",0,NA,0,NA,0,"",0
"177",1490,"CTGF",821,"MedConf","Novel",NA,3,"ITGAM, YAP1, NCOA6",0,NA,0,NA,0,"",0
"178",1500,"CTNND1",335,"HighConf","Novel","Rap1 signaling pathway, Leukocyte transendothelial migration",12,"IGF2, CDH18, CABLES1, PLEKHA7, EGFR, CDC42, RAP1A, CDH5, RET, VCL, UBC, PIP5K1C",0,NA,0,NA,0,"",0
"179",1509,"CTSD",702,"MedConf","Novel","Sphingolipid signaling pathway, Apoptosis",1,"UBC",0,NA,0,NA,0,"",0
"180",83992,"CTTNBP2",622,"MedConf","Novel",NA,2,"CCT2, PPP2CB",0,NA,0,NA,0,"",0
"181",1524,"CX3CR1",157,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",10,"CCL7, GNAI3, ADRBK1, CXCL13, CXCL8, CCL13, CXCL11, XCL2, PF4, GRK4",0,NA,0,NA,0,"",0
"182",6373,"CXCL11",462,"MedConf","Novel","Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, Chemokine signaling pathway",29,"HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PF4, CCR8, AGT, CX3CR1, CXCR4, GNAI3, CXCR3, NMUR2, OPRM1, CXCR5, PNOC, C5, MTNR1B, CXCL13, DRD2, NPY, CXCL8, MAP2K6",0,NA,0,NA,0,"",0
"183",10563,"CXCL13",380,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",27,"CXCL8, MTNR1B, CXCR3, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, GNAI3, CXCR4, AGT, OPRM1, CX3CR1, C5, CXCR5, NMUR2, CCR8",0,NA,0,NA,0,"",0
"184",3576,"CXCL8",395,"MedConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway, Phospholipase D signaling pathway",41,"MTNR1B, CXCR3, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PARN, UBB, EXOSC4, EGFR, DNM1, CXCR5, NMUR2, ADRBK1, OPRM1, AGT, GNAI3, GNA15, RPS27A, CXCR4, EHMT1, CXCL13, EXOSC5, UBC, JUN, CX3CR1, C5, CCR8, RAB5A, RELA",0,NA,0,NA,0,"",0
"185",2833,"CXCR3",425,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",34,"NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, XCL2, PF4, GRK4, DNM1, CCL7, AGT, OPRM1, CXCL8, CCL13, NMUR2, GNAI3, ADRBK1, CXCL13, GNAO1, MTNR1B, CXCR4, CCR8, CXCR5, C5",0,NA,0,NA,0,"",0
"186",7852,"CXCR4",316,"HighConf","Novel","Cytokine-cytokine receptor interaction, Leukocyte transendothelial migration, Chemokine signaling pathway",42,"C5, ADRB2, NMUR2, DNM1, AGT, ADRBK1, CXCR5, CXCL13, CXCL8, MTNR1B, CCL13, EDN1, CXCR3, NPY, DRD2, TLR2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, XCL2, PF4, GRK4, OPRM1, GNAI3, CDC42, GNAO1, ARNT, PXN, UBC, CCR8, CCL7, STAT1",0,NA,0,NA,0,"",0
"187",643,"CXCR5",375,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",32,"CXCL13, CXCL8, MTNR1B, CCL13, CXCR3, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, XCL2, PF4, GRK4, ADRBK1, CCL7, OPRM1, CCR8, CXCR4, AGT, GNAI3, C5, NMUR2",0,NA,0,NA,0,"",0
"188",1540,"CYLD",652,"HighConf","Novel","Osteoclast differentiation, RIG-I-like receptor signaling pathway",7,"TNFRSF1A, UBB, RPS27A, RIPK1, STAT1, UBC, TUBA1A",0,NA,0,NA,0,"",0
"189",1548,"CYP2A6",477,"MedConf","Novel",NA,10,"CYP3A5, GSTA1, GRAMD3, GSTA3, REEP2, MGST1, BIRC5, GSTP1, GTSE1, GSTO1",0,NA,0,NA,0,"",0
"190",1577,"CYP3A5",483,"MedConf","Novel",NA,6,"GSTA1, GSTA3, GSTO1, CYP2A6, GSTP1, MGST1",0,NA,0,NA,0,"",0
"191",1603,"DAD1",211,"HighConf","Novel",NA,3,"SEC61A1, UBC, PCNA",0,NA,0,NA,0,"",0
"192",1633,"DCK",550,"MedConf","Novel",NA,6,"AK7, PDE1B, AMPD1, NT5C, AK4, UBC",0,NA,0,NA,0,"",0
"193",51164,"DCTN4",294,"MedConf","Novel","Vasopressin-regulated water reabsorption",7,"DYNC1H1, RILP, DYNLL1, DYNC1I2, DYNC2LI1, DYNC1I1, UBC",0,NA,0,NA,0,"",0
"194",1654,"DDX3X",637,"MedConf","Novel","RIG-I-like receptor signaling pathway",5,"EIF2S1, PRPF8, EIF4G1, EIF3B, UBC",3,"EIF4G1, EIF3B, EIF2S1",0,NA,0,"",3
"195",51428,"DDX41",776,"MedConf","Novel",NA,3,"UBC, UBB, RPS27A",0,NA,0,NA,0,"",0
"196",51071,"DERA",577,"MedConf","Novel",NA,5,"TKTL2, G6PC, PGAM2, GAPDH, ALDOA",0,NA,0,NA,0,"",0
"197",84649,"DGAT2",545,"MedConf","Novel",NA,3,"PPAP2A, DGKZ, DGKE",0,NA,0,NA,0,"",0
"198",8526,"DGKE",829,"MedConf","Novel","Phospholipase D signaling pathway",2,"DGAT2, CEPT1",0,NA,0,NA,0,"",0
"199",8525,"DGKZ",828,"MedConf","Novel","Phospholipase D signaling pathway",2,"DGAT2, CEPT1",0,NA,0,NA,0,"",0
"200",56616,"DIABLO",201,"MedConf","Novel","Apoptosis",4,"USP13, BIRC5, BCL2L1, UBC",0,NA,0,NA,0,"",0
"201",1745,"DLX1",877,"MedConf","Novel",NA,1,"SMAD4",0,NA,0,NA,0,"",0
"202",146754,"DNAH2",595,"MedConf","Novel",NA,6,"CCDC114, DYNC1I1, DYNC1H1, DNAI2, DYNLL1, DYNLT3",0,NA,0,NA,0,"",0
"203",64446,"DNAI2",262,"MedConf","Novel",NA,6,"DYNC1I1, DYNLT3, DYNC1H1, DYNLL1, DNAH2, CCDC114",0,NA,0,NA,0,"",0
"204",3301,"DNAJA1",5,"MedConf","Novel",NA,3,"PARK2, CFTR, UBC",0,NA,0,NA,0,"",0
"205",10049,"DNAJB6",226,"MedConf","Novel",NA,6,"HSPH1, PRNP, HSPB2, HDAC4, UBB, UBC",0,NA,0,NA,0,"",0
"206",1759,"DNM1",356,"MedConf","Novel","Phospholipase D signaling pathway, Endocrine and other factor-regulated calcium reabsorption",14,"AGT, CXCL8, EDN1, CXCR3, GABRA5, GABRA6, GABRA2, CXCR4, JAG1, HCLS1, EGFR, UBC, SNX9, EPN1",0,NA,0,NA,0,"",0
"207",10059,"DNM1L",628,"HighConf","Novel","TNF signaling pathway, NOD-like receptor signaling pathway",3,"BCL2L1, UBC, PGAM5",0,NA,0,NA,0,"",0
"208",1791,"DNTT",755,"MedConf","Novel","Hematopoietic cell lineage",2,"UBC, MAX",0,NA,0,NA,0,"",0
"209",116092,"DNTTIP1",777,"MedConf","Novel",NA,1,"HDAC2",0,NA,0,NA,0,"",0
"210",55619,"DOCK10",876,"MedConf","Novel",NA,1,"CDC42",0,NA,0,NA,0,"",0
"211",1813,"DRD2",429,"MedConf","Novel","Rap1 signaling pathway, cAMP signaling pathway, Neuroactive ligand-receptor interaction, Dopaminergic synapse",34,"PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, SLC6A3, GNAO1, AGT, GNAI3, CXCL8, PPP2CB, CXCR4, MTNR1B, NPY, C5, NMUR2, OPRM1, PPP2R5A, GNG10, ADRBK1, CXCR5, PPP2R5E, CXCL13, CCR8, GNG3, CXCR3",0,NA,0,NA,0,"",0
"212",1816,"DRD5",800,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Dopaminergic synapse",11,"GHRH, PTGER2, VIPR1, HTR6, PTGIR, SCT, GPBAR1, MC2R, HRH2, CALCR, ADRB2",0,NA,0,NA,0,"",0
"213",1840,"DTX1",662,"HighConf","Novel","Notch signaling pathway",4,"RPS27A, NCSTN, UBB, UBC",0,NA,0,NA,0,"",0
"214",11221,"DUSP10",332,"MedConf","Novel","MAPK signaling pathway",1,"MAPK13",0,NA,0,NA,0,"",0
"215",1847,"DUSP5",741,"HighConf","Novel","MAPK signaling pathway",2,"UBC, MAPK13",0,NA,0,NA,0,"",0
"216",1848,"DUSP6",330,"HighConf","Novel","MAPK signaling pathway",1,"MAPK13",0,NA,0,NA,0,"",0
"217",1849,"DUSP7",818,"MedConf","Novel","MAPK signaling pathway",1,"MAPK13",0,NA,0,NA,0,"",0
"218",1778,"DYNC1H1",334,"MedConf","Novel","Vasopressin-regulated water reabsorption, Phagosome",21,"RILP, CEP152, DYNLL1, DYNC1I2, PRKAR2B, DNAH2, CEP250, DYNC2LI1, CCDC114, TUBA4A, TUBA1A, PLK1, CDC5L, DYNLT3, YWHAG, UBC, YARS, DYNC1I1, DNAI2, SAP30BP, DCTN4",0,NA,0,NA,0,"",0
"219",1780,"DYNC1I1",285,"MedConf","Novel","Vasopressin-regulated water reabsorption, Phagosome",12,"DCTN4, DYNLT3, DYNC1H1, RILP, DYNLL1, DYNC1I2, DNAH2, DYNC2LI1, CCDC114, DNAI2, TUBA4A, TUBA1A",0,NA,0,NA,0,"",0
"220",1781,"DYNC1I2",406,"MedConf","Novel","Vasopressin-regulated water reabsorption, Phagosome",15,"PRKAR2B, CEP250, DYNC2LI1, UBC, DYNC1I1, TUBA4A, DYNC1H1, DYNLL1, CEP152, YWHAG, DCTN4, DYNLT3, PLK1, RILP, TUBA1A",0,NA,0,NA,0,"",0
"221",51626,"DYNC2LI1",787,"MedConf","Novel","Vasopressin-regulated water reabsorption",6,"DYNLL1, DYNC1H1, DYNC1I1, DCTN4, DYNC1I2, RILP",0,NA,0,NA,0,"",0
"222",8655,"DYNLL1",396,"MedConf","Novel","Vasopressin-regulated water reabsorption",20,"DYNC1I2, PRKAR2B, DNAH2, CEP250, DYNC2LI1, CCDC114, DYNC1H1, DYNLT3, PLK1, YWHAG, CEP152, GNB2L1, RILP, DCTN4, TUBA4A, DNAI2, TUBA1A, UBC, DYNC1I1, TRAF3IP3",0,NA,0,NA,0,"",0
"223",6990,"DYNLT3",295,"MedConf","Novel",NA,7,"DYNC1H1, DYNLL1, DYNC1I2, DNAH2, CCDC114, DNAI2, DYNC1I1",0,NA,0,NA,0,"",0
"224",1871,"E2F3",177,"MedConf","Novel","Cell cycle",14,"ACACB, SPI1, SUZ12, MYBL2, SNW1, MSH2, CCNE1, KAT2B, CCND2, RBPJ, CCND3, MCM8, MAX, SP1",0,NA,0,NA,0,"",0
"225",10148,"EBI3",574,"MedConf","Novel",NA,3,"IL27RA, IL12A, STAT1",0,NA,0,NA,0,"",0
"226",1896,"EDA",426,"MedConf","Novel","Cytokine-cytokine receptor interaction",1,"EDAR",0,NA,0,NA,0,"",0
"227",10913,"EDAR",732,"MedConf","Novel","Cytokine-cytokine receptor interaction",1,"EDA",0,NA,0,NA,0,"",0
"228",1906,"EDN1",417,"MedConf","Novel","TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway",33,"TACR1, TACR3, GNA11, KALRN, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, GNAI3, DNM1, JUN, GNA15, COPS5, CFTR, GNAO1, CXCR4, PRKAR2B, EGFR, CREB1, AGT, ARNT, ADRBK1, NMUR2, ADRB2, COL1A2",0,NA,0,NA,0,"",0
"229",29904,"EEF2K",331,"MedConf","Novel",NA,3,"MAPK13, UBC, RAE1",1,"RAE1",0,NA,0,"",1
"230",1943,"EFNA2",460,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"EPHA6, FGFR3, PDGFRB, CSF1R, FLT4, PDGFRA, EGFR, NGFR",0,NA,0,NA,0,"",0
"231",9343,"EFTUD2",129,"MedConf","Novel","Spliceosome",29,"SF3B6, SRRM1, CD2BP2, POLR2F, POLR2J, HNRNPA2B1, HNRNPH1, PTBP1, SRSF2, YBX1, PHF5A, SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, BCAS2, IK, PCF11, PRPF8, UBC, SNW1, CDC5L, SF3B1, XAB2, RPS2, SNRPD3, RPL19, SF3B2",1,"SRRM1",0,NA,0,"",1
"232",1956,"EGFR",43,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway",50,"RPS27A, HSPA5, SFN, PXN, GAB2, CDC42, HNRNPH1, STAT1, TUBA1A, RAB5A, PDGFRB, GAPDH, GNAI3, SH3GLB1, TSG101, KRAS, CLTA, PIK3R3, SHC2, CTNND1, EPN1, DNM1, CXCL8, ITGA1, PTK2B, EDN1, TLR2, EFNA2, LRIG1, FGF9, CAMLG, PTPN2, FGF12, PLSCR1, LAMP1, PTPN6, ABI1, FGF8, ZFYVE28, SH3GLB2, ADAM12, FGF10, CAV3, TFF3, NRG4, ITGB1, STUB1, EPS8, UBB, UBC",0,NA,0,NA,0,"",0
"233",1958,"EGR1",582,"HighConf","Novel","AGE-RAGE signaling pathway in diabetic complications",7,"IRF6, GBP2, IRF9, SP1, ISG15, JUN, OASL",0,NA,0,NA,0,"",0
"234",1959,"EGR2",846,"HighConf","Novel",NA,9,"RELA, MED26, MED19, MED10, CEBPD, MED7, MED14, MED8, MED21",0,NA,0,NA,0,"",0
"235",79813,"EHMT1",378,"HighConf","Novel","Lysine degradation",6,"CXCL8, RPS27A, RELA, PLOD3, UBC, UBB",0,NA,0,NA,0,"",0
"236",10919,"EHMT2",606,"HighConf","Novel","Lysine degradation",1,"UBC",0,NA,0,NA,0,"",0
"237",10209,"EIF1",135,"HighConf","RNA transport","RNA transport",13,"EIF2S3, EIF4G1, EIF4A1, EIF4G2, EIF3B, EIF3J, EIF3A, EIF2S1, EIF3I, RPS27A, EIF2S2, RPS2, UBC",10,"EIF4G2, EIF4G1, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1",0,NA,0,"",10
"238",5610,"EIF2AK2",121,"MedConf","Novel",NA,13,"EIF2S2, EIF2S3, STAT1, CD14, TLR4, MYD88, TIRAP, NFKBIB, TOLLIP, LY96, EIF2S1, UBC, MAP3K7",3,"EIF2S3, EIF2S2, EIF2S1",0,NA,0,"",3
"239",8891,"EIF2B3",659,"MedConf","RNA transport","RNA transport",4,"EIF2S2, UBC, EIF2S1, EIF2S3",3,"EIF2S3, EIF2S2, EIF2S1",0,NA,0,"",3
