"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"11378",23020,"SNRNP200","MedConf","Yes","Spliceosome","SNRPE, SF3A1, SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, SNRPA1, SF3B2, SNRPD1, SF3B3, SNRPG, SF3A3, SNRPD3, SF3B1, SNRPB, MAGOH","Spliceosome (17), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"11386",6627,"SNRPA1","HighConf","Yes","Spliceosome","LSM10, SNRPB, SF3B3, SNRPD3, SF3A3, SNRPD1, SF3B2, SNRPG, SF3B1, SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, ISY1-RAB43, SNRPC, PLRG1, MAGOH","Spliceosome (20), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"11387",6628,"SNRPB","HighConf","Yes","Spliceosome","SF3B3, SNRPD3, SF3A3, SNRPD1, SF3B2, SNRPG, SF3B1, SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, NUP62, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, NUP107, CPSF7, PABPN1, NFX1, SNRPC, PLRG1, MAGOH, LSM10, SNRPA1","Spliceosome (19), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (3)"
"11389",6631,"SNRPC","MedConf","Yes","Spliceosome","SNRPE, SNRPA1, LSM10, SNRPB, SNRPD1, SNRPD3, SNRPG","Spliceosome (6)"
"11390",6632,"SNRPD1","HighConf","Yes","Spliceosome","SF3B2, SNRPG, SF3B1, SNRNP200, PATL1, SNRPE, SF3A1, SF3B6, SF3B5, NUP62, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, NUP107, CPSF7, PABPN1, NFX1, SNRPC, LSM5, SNRPB, SF3A3, SNRPD3, MAGOH, SNRPA1, SF3B3","Spliceosome (19), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (3)"
"11391",6634,"SNRPD3","HighConf","Yes","Spliceosome","SF3A3, SNRPD1, SF3B2, SNRPG, SF3B1, SNRNP200, PATL1, SNRPE, SF3A1, SF3B6, SF3B5, NUP62, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, NUP107, CPSF7, PABPN1, NFX1, SNRPC, LSM5, SF3B3, PLRG1, SNRPA1, SNRPB, LSM10, MAGOH","Spliceosome (20), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (3)"
"11392",6635,"SNRPE","HighConf","Yes","Spliceosome","SF3A1, SF3B6, SF3B5, NUP62, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, NUP107, CPSF7, PABPN1, NFX1, SNRPC, SNRPD3, SNRNP200, SNRPG, SF3A3, LSM10, SNRPD1, SF3B3, SNRPB, SF3B2, SNRPA1, SF3B1, MAGOH","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (3)"
"11393",6637,"SNRPG","MedConf","Yes","Spliceosome","SF3B1, SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, NUP62, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, NUP107, CPSF7, PABPN1, NFX1, SNRPC, TACC1, SF3B3, SNRPD1, LSM10, MAGOH, SNRPA1, SNRPD3, SF3B2, SNRPB, SF3A3","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (3)"
"11440",6651,"SON","HighConf","Yes",NA,"MAGOH","mRNA surveillance pathway (1), Spliceosome (1), RNA transport (1)"
"11525",147841,"SPC24","MedConf","Yes",NA,"RAD21, SMC3, XPO1, PLK1, NUP107","RNA transport (2), Ribosome biogenesis in eukaryotes (1)"
"11625",6730,"SRP68","HighConf","Yes","Protein export","RPN2, SEC11A, RPSA, RPL26, RPS28, RPS3A","Protein export (1)"
"11644",6428,"SRSF3","MedConf","Yes","Spliceosome","NUP107, CPSF7, PABPN1, NFX1, SNRPB, POLR2D, SF3B1, SNRPG, SF3A1, SNRPE, MAGOH, SF3B6, POLR2G, SF3B3, NXF1, HNRNPA3, SF3B2, NUP62, PHF5A, SF3A3, SNRNP200, SF3B5, SNRPA1, SNRPD1, POLR2B, SNRPD3, POLR2K","Spliceosome (17), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), RNA transport (4), mRNA surveillance pathway (4), Ribosome biogenesis in eukaryotes (1)"
"11683",6767,"ST13","MedConf","Yes",NA,"HSPA8","Spliceosome (1)"
"11853",6829,"SUPT5H","MedConf","Yes",NA,"POLR2G, POLR2D, POLR2K, POLR2B, CDK9","RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4)"
"11944",6867,"TACC1","HighConf","Yes",NA,"SNRPG","Spliceosome (1)"
"12072",6915,"TBXA2R","HighConf","Yes",NA,"PSMA7","Proteasome (1)"
"12304",7083,"TK1","MedConf","Yes","Pyrimidine metabolism",NA,NA
"12702",22974,"TPX2","MedConf","Yes",NA,"KPNB1, PLK1","RNA transport (1)"
"12863",7247,"TSN","MedConf","Yes",NA,"MAGOH","mRNA surveillance pathway (1), Spliceosome (1), RNA transport (1)"
"13043",11065,"UBE2C","MedConf","Yes",NA,"PLK1, PSMA4, PSMC4, PSMB1, PSMC1, PSMD2, PSMC5, PSMB4, PSMB2, PSMA7, PSMB6, PSMD14, PSMD3, PSMD11, PSMD6, PSMA6, PSMA3, PSMA1","Proteasome (17)"
"13083",134510,"UBLCP1","MedConf","Yes",NA,"PSMC4, PSMD3, PSMC5, PSMB2, PSMA6, PSMD2, PSMD6, PSMD11, PSMC1","Proteasome (9)"
"13108",7345,"UCHL1","MedConf","Yes",NA,"HSPA8","Spliceosome (1)"
"13112",7371,"UCK2","MedConf","Yes","Pyrimidine metabolism","CANT1","Purine metabolism (1), Pyrimidine metabolism (1)"
"13248",84135,"UTP15","MedConf","Yes","Ribosome biogenesis in eukaryotes",NA,NA
"13289",7415,"VCP","HighConf","Yes",NA,"PSMA2, PSMB2, HSPA8","Proteasome (2), Spliceosome (1)"
"13431",11091,"WDR5","HighConf","Yes",NA,"PSMA4","Proteasome (1)"
"13449",7465,"WEE1","MedConf","Yes",NA,"XPO1, PLK1","Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13522",7514,"XPO1","MedConf","Yes","RNA transport, Ribosome biogenesis in eukaryotes","FOXO4, CIITA, SPC24, NUP62, RAD21, FOXO3, NUP107, EIF5A, WEE1, NXF1, PLK1, SMC3","RNA transport (3), Ribosome biogenesis in eukaryotes (1), mRNA surveillance pathway (1)"
"13914",91603,"ZNF830","MedConf","Yes",NA,"SF3B2","Spliceosome (1)"
