EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
2203,FBP1,MedConf,Yes,AMPK signaling pathway,PFKFB2,"AMPK signaling pathway (1), Thyroid hormone signaling pathway (1)"
222235,FBXL13,MedConf,Yes,,"UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
26224,FBXL3,MedConf,Yes,,"CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L, UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
26232,FBXO2,MedConf,Yes,Ubiquitin mediated proteolysis,"UBE2Q1, HECW2, UBE2R2, SMURF2, UBE2D4, WSB1, UBE2Q2, DTX3L, ASB5, KLHL11, ASB4, FBXL13, SPSB1, FBXO6, KLHL21, MEX3C, RNF130, BTBD11, FBXO39, UBA52, UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, ASB9, TRIM69, FBXL3, CBLB, SMURF1, UNKL, RBCK1, BTBD1, MKRN1, UBE2E1, KLHL25, ARIH2, UBE3B","Ubiquitin mediated proteolysis (15), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
162517,FBXO39,MedConf,Yes,,FBXO2,Ubiquitin mediated proteolysis (1)
26270,FBXO6,MedConf,Yes,,"UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
2207,FCER1G,MedConf,Yes,"Natural killer cell mediated cytotoxicity, Fc epsilon RI signaling pathway, Phospholipase D signaling pathway, Platelet activation, Sphingolipid signaling pathway","LAT, PIK3CA, CBLB, FCGR3B","Natural killer cell mediated cytotoxicity (3), T cell receptor signaling pathway (3), ErbB signaling pathway (2), Fc epsilon RI signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), AMPK signaling pathway (1), Apoptosis (1), Axon guidance (1), B cell receptor signaling pathway (1), Endocrine resistance (1), Focal adhesion (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Leukocyte transendothelial migration (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), Prolactin signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Thyroid hormone signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Ubiquitin mediated proteolysis (1)"
2215,FCGR3B,MedConf,Yes,Natural killer cell mediated cytotoxicity,"FCER1G, PIK3CA, CD2","Fc epsilon RI signaling pathway (2), Natural killer cell mediated cytotoxicity (2), Phospholipase D signaling pathway (2), Platelet activation (2), Sphingolipid signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), AMPK signaling pathway (1), Apoptosis (1), Axon guidance (1), B cell receptor signaling pathway (1), Endocrine resistance (1), ErbB signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Leukocyte transendothelial migration (1), Non-alcoholic fatty liver disease (NAFLD) (1), PI3K-Akt signaling pathway (1), Prolactin signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), T cell receptor signaling pathway (1), Thyroid hormone signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
2254,FGF9,HighConf,Yes,"Regulation of actin cytoskeleton, Ras signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway","FLRT1, FLRT2, UBA52, PIK3CA, HRAS","AGE-RAGE signaling pathway in diabetic complications (2), Apoptosis (2), Axon guidance (2), B cell receptor signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), Jak-STAT signaling pathway (2), Natural killer cell mediated cytotoxicity (2), Phospholipase D signaling pathway (2), PI3K-Akt signaling pathway (2), Prolactin signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), T cell receptor signaling pathway (2), Thyroid hormone signaling pathway (2), AMPK signaling pathway (1), HIF-1 signaling pathway (1), Leukocyte transendothelial migration (1), Non-alcoholic fatty liver disease (NAFLD) (1), Platelet activation (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
2268,FGR,MedConf,Yes,,"HRAS, PRKCD, LCK, CXCL12, EFNA1, PTPN13, PIK3CA","Axon guidance (4), AGE-RAGE signaling pathway in diabetic complications (3), Apoptosis (3), Natural killer cell mediated cytotoxicity (3), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (3), T cell receptor signaling pathway (3), B cell receptor signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), Jak-STAT signaling pathway (2), Leukocyte transendothelial migration (2), NF-kappa B signaling pathway (2), Phospholipase D signaling pathway (2), Prolactin signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Thyroid hormone signaling pathway (2), AMPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), HIF-1 signaling pathway (1), Intestinal immune network for IgA production (1), Non-alcoholic fatty liver disease (NAFLD) (1), Platelet activation (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
10211,FLOT1,MedConf,Yes,,NDUFS6,"Non-alcoholic fatty liver disease (NAFLD) (1), Oxidative phosphorylation (1)"
23769,FLRT1,MedConf,Yes,,FGF9,"PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
23768,FLRT2,MedConf,Yes,,FGF9,"PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
91010,FMNL3,MedConf,Yes,,"ACTG1, PFN2","Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Apoptosis (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Platelet activation (1), Thyroid hormone signaling pathway (1), Tight junction (1)"
2331,FMOD,MedConf,Yes,,TGFB3,"AGE-RAGE signaling pathway in diabetic complications (1), Cytokine-cytokine receptor interaction (1), TGF-beta signaling pathway (1)"
143162,FRMPD2,MedConf,Yes,,PKN2,PI3K-Akt signaling pathway (1)
53822,FXYD7,MedConf,Yes,,ATP1B3,"Cardiac muscle contraction (1), Thyroid hormone signaling pathway (1)"
2538,G6PC,MedConf,Yes,"PI3K-Akt signaling pathway, AMPK signaling pathway",PGM1,
2553,GABPB1,MedConf,Yes,,"TUBA1B, ERBB2","Tight junction (2), Apoptosis (1), Endocrine resistance (1), ErbB signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1)"
2587,GALR1,MedConf,Yes,,"GNG8, GRM4, GNB4, GNB3, CCR10, CXCL12, CXCR4, GRM6, CXCL16, GPER1","Cytokine-cytokine receptor interaction (4), Intestinal immune network for IgA production (3), PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Axon guidance (2), Leukocyte transendothelial migration (2), Phospholipase D signaling pathway (2), Endocrine resistance (1), NF-kappa B signaling pathway (1)"
23193,GANAB,MedConf,Yes,,UQCRC2,"Cardiac muscle contraction (1), Non-alcoholic fatty liver disease (NAFLD) (1), Oxidative phosphorylation (1)"
57798,GATAD1,MedConf,Yes,,HDAC2,"Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
57459,GATAD2B,MedConf,Yes,,"HDAC2, EP300","Notch signaling pathway (2), Thyroid hormone signaling pathway (2), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), TGF-beta signaling pathway (1)"
64096,GFRA4,MedConf,Yes,,"PRKACB, PIK3CA, HRAS","Endocrine resistance (3), Ras signaling pathway (3), Thyroid hormone signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (2), Apoptosis (2), Axon guidance (2), B cell receptor signaling pathway (2), ErbB signaling pathway (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), Jak-STAT signaling pathway (2), Natural killer cell mediated cytotoxicity (2), Phospholipase D signaling pathway (2), PI3K-Akt signaling pathway (2), Platelet activation (2), Prolactin signaling pathway (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), T cell receptor signaling pathway (2), AMPK signaling pathway (1), HIF-1 signaling pathway (1), Leukocyte transendothelial migration (1), Non-alcoholic fatty liver disease (NAFLD) (1), Tight junction (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
2689,GH2,MedConf,Yes,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway, PI3K-Akt signaling pathway","IL22RA1, PRL, CISH, LEPR, GHR, IL6R, IL7R, OSMR","Jak-STAT signaling pathway (8), Cytokine-cytokine receptor interaction (7), PI3K-Akt signaling pathway (5), Non-alcoholic fatty liver disease (NAFLD) (2), Prolactin signaling pathway (2), AMPK signaling pathway (1), HIF-1 signaling pathway (1)"
2690,GHR,HighConf,Yes,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway, PI3K-Akt signaling pathway","HES1, IFNW1, GH2, IFNL1, IFNA4, IFNA7, IFNA16, OSM, PRL, IFNB1, CISH, IL2, PIK3CA","Jak-STAT signaling pathway (12), Cytokine-cytokine receptor interaction (10), PI3K-Akt signaling pathway (9), Natural killer cell mediated cytotoxicity (5), RIG-I-like receptor signaling pathway (5), Toll-like receptor signaling pathway (5), Cytosolic DNA-sensing pathway (4), Prolactin signaling pathway (3), T cell receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), AMPK signaling pathway (1), Apoptosis (1), Axon guidance (1), B cell receptor signaling pathway (1), Endocrine resistance (1), ErbB signaling pathway (1), Fc epsilon RI signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), Intestinal immune network for IgA production (1), Leukocyte transendothelial migration (1), Non-alcoholic fatty liver disease (NAFLD) (1), Notch signaling pathway (1), Phospholipase D signaling pathway (1), Platelet activation (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Thyroid hormone signaling pathway (1), TNF signaling pathway (1)"
2768,GNA12,MedConf,Yes,"Regulation of actin cytoskeleton, Phospholipase D signaling pathway, Sphingolipid signaling pathway, Vascular smooth muscle contraction","AKAP13, ARHGEF12, GNB4, RHOA, GNB3, ARFGEF1, F2RL2, GNA13, GRM6, GNG8, GRM4","Phospholipase D signaling pathway (4), Ras signaling pathway (4), PI3K-Akt signaling pathway (3), Platelet activation (3), Regulation of actin cytoskeleton (3), Vascular smooth muscle contraction (3), Axon guidance (2), Sphingolipid signaling pathway (2), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Tight junction (1)"
10672,GNA13,MedConf,Yes,"Regulation of actin cytoskeleton, Phospholipase D signaling pathway, Platelet activation, Sphingolipid signaling pathway, Vascular smooth muscle contraction","CXCL12, CXCR4, GRM6, GNG8, GRM4, GNA12, ARHGEF12, GNB4, RAC1, RHOA, PIK3CA, GNB3, ARFGEF1, F2RL2, ITGA2B","Axon guidance (6), PI3K-Akt signaling pathway (6), Ras signaling pathway (6), Regulation of actin cytoskeleton (6), Leukocyte transendothelial migration (5), Phospholipase D signaling pathway (5), Focal adhesion (4), Platelet activation (4), Rap1 signaling pathway (4), Sphingolipid signaling pathway (4), Vascular smooth muscle contraction (3), AGE-RAGE signaling pathway in diabetic complications (2), B cell receptor signaling pathway (2), Cytokine-cytokine receptor interaction (2), Fc epsilon RI signaling pathway (2), Intestinal immune network for IgA production (2), Natural killer cell mediated cytotoxicity (2), Non-alcoholic fatty liver disease (NAFLD) (2), T cell receptor signaling pathway (2), Tight junction (2), Toll-like receptor signaling pathway (2), AMPK signaling pathway (1), Apoptosis (1), Endocrine resistance (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), NF-kappa B signaling pathway (1), Prolactin signaling pathway (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1), TNF signaling pathway (1)"
2784,GNB3,MedConf,Yes,"Ras signaling pathway, PI3K-Akt signaling pathway","KNG1, F2RL2, CCR10, GNA13, CXCL12, CXCR4, GRM6, TAS2R7, NMUR2, CXCL16, GPER1, GALR1, GNG8, P2RY13, GRM4, RAMP1, PTH2R, PTGIR, MC5R, GPR20, GPR150, RLN2, CALCRL, CHRM3, GNA12, NPY4R, GPBAR1, NTS, TACR3, GPRC6A, UTS2B, OPN4, QRFPR, OPN1SW, OPN1LW, PRKACB, ARHGEF12, GNB4, TCP1, MAPK12, CCT2, RHOA, PIK3CA","Vascular smooth muscle contraction (8), Platelet activation (7), Phospholipase D signaling pathway (6), Regulation of actin cytoskeleton (6), Axon guidance (5), Leukocyte transendothelial migration (5), Ras signaling pathway (5), Sphingolipid signaling pathway (5), Cytokine-cytokine receptor interaction (4), Endocrine resistance (4), Intestinal immune network for IgA production (3), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), T cell receptor signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), Prolactin signaling pathway (2), Thyroid hormone signaling pathway (2), Tight junction (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), AMPK signaling pathway (1), Apoptosis (1), B cell receptor signaling pathway (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), RIG-I-like receptor signaling pathway (1), TGF-beta signaling pathway (1)"
59345,GNB4,MedConf,Yes,"Ras signaling pathway, PI3K-Akt signaling pathway","TCP1, MAPK12, CCT2, RHOA, PIK3CA, GNB3, KNG1, F2RL2, CCR10, GNA13, CXCL12, CXCR4, GRM6, TAS2R7, NMUR2, CXCL16, GPER1, GALR1, GNG8, P2RY13, GRM4, RAMP1, PTH2R, PTGIR, MC5R, GPR20, GPR150, RLN2, CALCRL, CHRM3, GNA12, NPY4R, GPBAR1, NTS, TACR3, GPRC6A, UTS2B, OPN4, QRFPR, OPN1SW, OPN1LW, PRKACB, ARHGEF12","Vascular smooth muscle contraction (8), Platelet activation (7), Phospholipase D signaling pathway (6), Regulation of actin cytoskeleton (6), Axon guidance (5), Leukocyte transendothelial migration (5), Ras signaling pathway (5), Sphingolipid signaling pathway (5), Cytokine-cytokine receptor interaction (4), Endocrine resistance (4), Intestinal immune network for IgA production (3), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), T cell receptor signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), Prolactin signaling pathway (2), Thyroid hormone signaling pathway (2), Tight junction (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), AMPK signaling pathway (1), Apoptosis (1), B cell receptor signaling pathway (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), RIG-I-like receptor signaling pathway (1), TGF-beta signaling pathway (1)"
94235,GNG8,MedConf,Yes,"Ras signaling pathway, PI3K-Akt signaling pathway","P2RY13, GRM4, RAMP1, PTH2R, PTGIR, MC5R, GPR20, GPR150, RLN2, CALCRL, CHRM3, GNA12, NPY4R, GPBAR1, NTS, TACR3, GPRC6A, UTS2B, OPN4, QRFPR, OPN1SW, OPN1LW, PRKACB, ARHGEF12, GNB4, TCP1, MAPK12, CCT2, RHOA, PIK3CA, GNB3, KNG1, F2RL2, CCR10, GNA13, CXCL12, CXCR4, GRM6, TAS2R7, NMUR2, CXCL16, GPER1, GALR1","Vascular smooth muscle contraction (8), Platelet activation (7), Phospholipase D signaling pathway (6), Regulation of actin cytoskeleton (6), Axon guidance (5), Leukocyte transendothelial migration (5), Ras signaling pathway (5), Sphingolipid signaling pathway (5), Cytokine-cytokine receptor interaction (4), Endocrine resistance (4), Intestinal immune network for IgA production (3), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), T cell receptor signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), Prolactin signaling pathway (2), Thyroid hormone signaling pathway (2), Tight junction (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), AMPK signaling pathway (1), Apoptosis (1), B cell receptor signaling pathway (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), RIG-I-like receptor signaling pathway (1), TGF-beta signaling pathway (1)"
26003,GORASP2,HighConf,Yes,,RHOA,"Axon guidance (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Phospholipase D signaling pathway (1), Platelet activation (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Tight junction (1), Vascular smooth muscle contraction (1)"
151306,GPBAR1,MedConf,Yes,,"GNB4, GNB3, GNG8, RAMP1, PTGIR, CALCRL","PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Vascular smooth muscle contraction (3), Platelet activation (1)"
2852,GPER1,MedConf,Yes,Endocrine resistance,"GALR1, GNG8, P2RY13, GRM4, NPY4R, GNB4, GNB3, KNG1, CCR10, CXCL12, CXCR4, GRM6, TAS2R7, NMUR2, CXCL16","Cytokine-cytokine receptor interaction (4), Intestinal immune network for IgA production (3), PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Axon guidance (2), Leukocyte transendothelial migration (2), Phospholipase D signaling pathway (2), NF-kappa B signaling pathway (1)"
285601,GPR150,MedConf,Yes,,"CALCRL, GNB4, GNB3, GNG8, RAMP1, PTGIR","PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Vascular smooth muscle contraction (3), Platelet activation (1)"
2843,GPR20,MedConf,Yes,,"CALCRL, GNB4, GNB3, GNG8, RAMP1, PTGIR","PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Vascular smooth muscle contraction (3), Platelet activation (1)"
222545,GPRC6A,MedConf,Yes,,"GNB4, PIK3CA, GNB3, GRM6, GNG8, GRM4, CHRM3","PI3K-Akt signaling pathway (4), Ras signaling pathway (4), Phospholipase D signaling pathway (3), Regulation of actin cytoskeleton (2), AGE-RAGE signaling pathway in diabetic complications (1), AMPK signaling pathway (1), Apoptosis (1), Axon guidance (1), B cell receptor signaling pathway (1), Endocrine resistance (1), ErbB signaling pathway (1), Fc epsilon RI signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Leukocyte transendothelial migration (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), Platelet activation (1), Prolactin signaling pathway (1), Rap1 signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Thyroid hormone signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
2904,GRIN2B,MedConf,Yes,"Ras signaling pathway, Rap1 signaling pathway",,
2914,GRM4,MedConf,Yes,Phospholipase D signaling pathway,"GNA12, NPY4R, GPRC6A, GNB4, GNB3, KNG1, CCR10, GNA13, CXCL12, CXCR4, GRM6, TAS2R7, NMUR2, CXCL16, GPER1, GALR1, GNG8, P2RY13","Cytokine-cytokine receptor interaction (4), Intestinal immune network for IgA production (3), Phospholipase D signaling pathway (3), PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Axon guidance (2), Leukocyte transendothelial migration (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Vascular smooth muscle contraction (2), Endocrine resistance (1), NF-kappa B signaling pathway (1), Platelet activation (1)"
2916,GRM6,MedConf,Yes,Phospholipase D signaling pathway,"TAS2R7, NMUR2, CXCL16, GPER1, GALR1, GNG8, P2RY13, GRM4, GNA12, NPY4R, GPRC6A, GNB4, GNB3, KNG1, CCR10, GNA13, CXCL12, CXCR4","Cytokine-cytokine receptor interaction (4), Intestinal immune network for IgA production (3), Phospholipase D signaling pathway (3), PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Axon guidance (2), Leukocyte transendothelial migration (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Vascular smooth muscle contraction (2), Endocrine resistance (1), NF-kappa B signaling pathway (1), Platelet activation (1)"
2957,GTF2A1,MedConf,Yes,,"RELA, POLR2I, POLR2D, POLR2J, POLR2G, POLR2L, POLR2K, POLR2F, NCBP1, POLR2C, CARM1, EP300, IFNB1, SP1, POLR2B, NCOA1","Pyrimidine metabolism (9), RNA polymerase (9), Cytosolic DNA-sensing pathway (5), Endocrine resistance (2), HIF-1 signaling pathway (2), Jak-STAT signaling pathway (2), PI3K-Akt signaling pathway (2), RIG-I-like receptor signaling pathway (2), TGF-beta signaling pathway (2), Thyroid hormone signaling pathway (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Apoptosis (1), B cell receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), mRNA surveillance pathway (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), Notch signaling pathway (1), Prolactin signaling pathway (1), Ras signaling pathway (1), RNA transport (1), Sphingolipid signaling pathway (1), Spliceosome (1), T cell receptor signaling pathway (1), TNF signaling pathway (1)"
2958,GTF2A2,HighConf,Yes,,"POLR2F, NCBP1, POLR2C, SP1, POLR2B, POLR2I, POLR2D, POLR2J, POLR2G, POLR2L, POLR2K","Pyrimidine metabolism (9), RNA polymerase (9), Cytosolic DNA-sensing pathway (3), Endocrine resistance (1), mRNA surveillance pathway (1), RNA transport (1), Spliceosome (1), TGF-beta signaling pathway (1)"
2962,GTF2F1,MedConf,Yes,,"SF3A2, XAB2, HNRNPU, SNRPA1, POLR2B, SNW1, NCOA1, SNRPA, SF3B4, SF3B2, SF3B1, PRPF6, SF3B3, USP39, DHX15, SF3A3, PLRG1, LSM7, SNRPG, LSM2, SNRPE, SNRPB, SF3A1, SF3B5, CSTF2, RELA, SRSF2, PRPF38A, SRSF3, POLR2I, POLR2D, POLR2J, POLR2G, POLR2L, POLR2K, POLR2F, SYF2, EIF4A3, SNRPD3, SNRPC, NCBP1, RBM17, TRA2B, POLR2C, CDC40, PABPN1, UPF3B, CARM1, EP300, IFNB1, SP1, SLU7, AQR, PRPF8","Spliceosome (36), Pyrimidine metabolism (9), RNA polymerase (9), Cytosolic DNA-sensing pathway (5), mRNA surveillance pathway (5), RNA transport (3), Endocrine resistance (2), HIF-1 signaling pathway (2), Jak-STAT signaling pathway (2), Notch signaling pathway (2), PI3K-Akt signaling pathway (2), RIG-I-like receptor signaling pathway (2), TGF-beta signaling pathway (2), Thyroid hormone signaling pathway (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Apoptosis (1), B cell receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), Prolactin signaling pathway (1), Ras signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), TNF signaling pathway (1)"
9330,GTF3C3,MedConf,Yes,,"POLR2L, POLR2K, POLR3G, POLR2F, POLR3E","Cytosolic DNA-sensing pathway (5), Pyrimidine metabolism (5), RNA polymerase (5)"
3000,GUCY2D,MedConf,Yes,,"ENTPD1, POLR2J2, POLR2B, POLR2I, POLR2D, POLR2J, POLR2G, POLR2L, POLR2K, POLR3G, POLR2F, POLR2C, POLR3E","Pyrimidine metabolism (13), RNA polymerase (12), Cytosolic DNA-sensing pathway (5)"
158983,H2BFWT,MedConf,Yes,,HDAC2,"Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
3066,HDAC2,MedConf,Yes,"Thyroid hormone signaling pathway, Notch signaling pathway","SNW1, RELA, RXRB, TBL1X, DNMT1, EP300, SP1, CBX8, GATAD1, BMI1, HIST1H2AA, HIST1H2AE, RRP8, MECOM, HIST3H2A, ASXL1, H2BFWT, HDAC8, SIRT2, KAT6A, TBL1Y, BAHD1, ETV3, GATAD2B, MTA3","HIF-1 signaling pathway (2), Notch signaling pathway (2), TGF-beta signaling pathway (2), Thyroid hormone signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Apoptosis (1), B cell receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), Endocrine resistance (1), Jak-STAT signaling pathway (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), PI3K-Akt signaling pathway (1), Prolactin signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Sphingolipid signaling pathway (1), Spliceosome (1), T cell receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
55869,HDAC8,MedConf,Yes,,"HDAC2, SNW1, EP300","Notch signaling pathway (3), Thyroid hormone signaling pathway (2), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Spliceosome (1), TGF-beta signaling pathway (1)"
23072,HECW1,HighConf,Yes,,"DVL1, PSMC4, PSMA3, PSMD7, PSMB7, PSMB6, PSMD2, PSMD4, PSMA7, PSMD14, PSMF1","Proteasome (10), Notch signaling pathway (1)"
57520,HECW2,MedConf,Yes,,"UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L, UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
3280,HES1,MedConf,Yes,Notch signaling pathway,"FANCM, SNW1, GHR, EP300","Jak-STAT signaling pathway (2), Notch signaling pathway (2), Cytokine-cytokine receptor interaction (1), HIF-1 signaling pathway (1), PI3K-Akt signaling pathway (1), Spliceosome (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1)"
221613,HIST1H2AA,MedConf,Yes,,"HDAC2, EP300","Notch signaling pathway (2), Thyroid hormone signaling pathway (2), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), TGF-beta signaling pathway (1)"
3012,HIST1H2AE,MedConf,Yes,,HDAC2,"Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
92815,HIST3H2A,MedConf,Yes,,"HDAC2, EP300","Notch signaling pathway (2), Thyroid hormone signaling pathway (2), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), TGF-beta signaling pathway (1)"
