"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NA","Ntwrk.NA","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"339",1982,"EIF4G2",765,"HighConf","Novel","RNA transport",14,"EIF4E3, EIF3J, ISG15, EIF4B, POLDIP3, EIF4G1, UBC, EIF3A, EIF2S3, PTBP1, EIF1, EIF2S2, EIF4A1, EIF2S1",0,NA,0,"",0,"",0
"340",55520,"ELAC1",1199,"MedConf","Novel","RNA transport",1,"ENDOG",0,NA,0,"",0,"",0
"341",2000,"ELF4",909,"HighConf","Novel",NA,3,"UBC, UBB, RUNX1",0,NA,0,"",0,"",0
"342",2005,"ELK4",537,"HighConf","Novel","MAPK signaling pathway",3,"CDK12, MAPK13, TBPL2",0,NA,0,"",0,"",0
"343",91748,"ELMSAN1",1027,"HighConf","Novel",NA,2,"UBC, HDAC2",0,NA,0,"",0,"",0
"344",84337,"ELOF1",1018,"MedConf","Novel",NA,2,"JUN, CSNK2A2",0,NA,0,"",0,"",0
"345",11117,"EMILIN1",354,"MedConf","Novel",NA,4,"SRPK1, DYNC1I1, NMI, ITGB1",0,NA,0,"",0,"",0
"346",2021,"ENDOG",805,"MedConf","Novel",NA,3,"ELAC1, STUB1, UBC",0,NA,0,"",0,"",0
"347",133121,"ENPP6",1077,"MedConf","Novel","Ether lipid metabolism",5,"JMJD7-PLA2G4B, PLA2G4D, PLA2G6, LPCAT4, PLA2G4A",0,NA,0,"",0,"",0
"348",9583,"ENTPD4",1094,"HighConf","Novel",NA,8,"AMPD1, PDE1B, PDE6H, HPRT1, PDE5A, PDE6A, ITPA, NT5C",0,NA,0,"",0,"",0
"349",2034,"EPAS1",352,"HighConf","Novel",NA,17,"ARNT, EIF4A1, KLF4, LAMP1, FBP1, BHLHE40, SLC2A1, SMAD4, UBC, STUB1, SP1, RPS27A, MAX, JUN, EPO, UBB, PRKD1",0,NA,0,"",0,"",0
"350",285220,"EPHA6",1019,"MedConf","Novel",NA,1,"EFNA2",0,NA,0,"",0,"",0
"351",29924,"EPN1",483,"MedConf","Novel",NA,17,"DNM1, SLC6A3, UBB, RET, FGFR3, FLT4, UBC, CSF1R, RPS27A, USP9Y, CLTA, EGFR, ZBTB16, CLTC, SCNN1A, PDGFRA, SCNN1G",0,NA,0,"",0,"",0
"352",2056,"EPO",293,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage",11,"CREB1, EPAS1, ARNT, CNTFR, IL21R, IL3RA, IL12RB2, STAT1, COPS5, RAP1A, JUN",0,NA,0,"",0,"",0
"353",2059,"EPS8",8,"MedConf","Novel",NA,7,"ITGB1, EGFR, PDLIM7, CDC42, RAB5A, INPP5J, ABI1",0,NA,0,"",0,"",0
"354",23085,"ERC1",789,"HighConf","Novel","NF-kappa B signaling pathway",8,"PYDC1, IKBKB, MAP3K3, RELA, MAP3K7, KBTBD7, CDK20, UBC",0,NA,0,"",0,"",0
"355",2078,"ERG",441,"MedConf","Novel",NA,10,"ADRB2, DNAJA4, HDAC2, JUN, KCNH2, ZBTB16, UBC, DNAJA1, SOCS2, SPI1",0,NA,0,"",0,"",0
"356",2079,"ERH",602,"HighConf","Novel",NA,6,"CHTOP, CSNK2A2, SNRPD3, UBC, PVRL4, POLDIP3",0,NA,0,"",0,"",0
"357",2101,"ESRRA",168,"MedConf","Novel",NA,14,"KAT2B, CREB1, NR4A1, NR1D1, RORA, DPF1, ALAS1, RARG, SPICE1, SUMO3, SP1, PARK2, UBC, NR0B2",0,NA,0,"",0,"",0
"358",23265,"EXOC7",363,"MedConf","Novel",NA,5,"RABGEF1, RAB14, CDC42, UBC, CDC5L",0,NA,0,"",0,"",0
"359",5394,"EXOSC10",188,"MedConf","Novel",NA,14,"NXF1, EXOSC5, PAPOLA, EXOSC4, EHMT1, ZC3H14, PABPC4, DDX39A, SUV39H2, SETMAR, PABPC1L2A, EHMT2, SUV39H1, UBC",0,NA,0,"",0,"",0
"360",54512,"EXOSC4",502,"MedConf","Novel",NA,6,"CXCL8, NMI, PARN, UBC, EXOSC10, EXOSC5",0,NA,0,"",0,"",0
"361",56915,"EXOSC5",225,"MedConf","Novel",NA,5,"EXOSC4, CXCL8, PARN, EXOSC10, UBC",0,NA,0,"",0,"",0
"362",2132,"EXT2",666,"HighConf","Novel",NA,4,"GPC2, SLC35D2, AGRN, UBC",0,NA,0,"",0,"",0
"363",2145,"EZH1",470,"MedConf","Novel","Lysine degradation",9,"ASH1L, JARID2, PHC2, MTF2, SCML2, ZMYND11, HDAC2, UBC, SUZ12",0,NA,0,"",0,"",0
"364",151313,"FAHD2B",1034,"MedConf","Novel",NA,2,"UBC, PCNA",0,NA,0,"",0,"",0
"365",159090,"FAM122B",1013,"MedConf","Novel",NA,1,"RAE1",0,NA,0,"",0,"",0
"366",116496,"FAM129A",1195,"HighConf","Novel",NA,2,"UBC, FHL2",0,NA,0,"",0,"",0
"367",51307,"FAM53C",1179,"MedConf","Novel",NA,2,"YWHAG, YWHAH",0,NA,0,"",0,"",0
"368",2178,"FANCE",883,"MedConf","Novel",NA,7,"UBC, BRCA2, UBB, ATR, PCNA, FANCG, RPS27A",0,NA,0,"",0,"",0
"369",2189,"FANCG",473,"HighConf","Novel",NA,6,"FANCE, UBC, UBB, ATR, RPS27A, BRCA2",0,NA,0,"",0,"",0
"370",60493,"FASTKD5",1166,"MedConf","Novel",NA,2,"NLRX1, UBC",0,NA,0,"",0,"",0
"371",2203,"FBP1",770,"MedConf","Novel",NA,6,"TKTL2, PARK2, UBB, UBC, ALDOA, EPAS1",0,NA,0,"",0,"",0
"372",79791,"FBXO31",830,"MedConf","Novel",NA,2,"MAP2K6, FBXW7",0,NA,0,"",0,"",0
"373",55294,"FBXW7",120,"HighConf","Novel",NA,20,"CCNB2, EIF3A, CCNE1, TOP2A, CDC34, MED10, MED8, MED21, YAP1, MED19, JAG1, NOTCH4, FBXO31, KLF2, MED14, JUN, GNB2L1, UBB, PARK2, UBC",0,NA,0,"",0,"",0
"374",2224,"FDPS",949,"MedConf","Novel",NA,4,"NFYB, UBC, NFYC, UBB",0,NA,0,"",0,"",0
"375",2243,"FGA",368,"MedConf","Novel",NA,11,"ITGAM, ITGA5, TTR, PRL, SEMG1, ODAM, MFGE8, MIS12, ITGAV, CDH5, ITGB1",0,NA,0,"",0,"",0
"376",2255,"FGF10",1045,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"EGFR, CSF1R, NGFR, PDGFRB, PDGFRA, FGF9, FLT4, FGFR3",0,NA,0,"",0,"",0
"377",2257,"FGF12",892,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",10,"FLT4, SRPK1, PDGFRA, CSF1R, PDGFRB, EGFR, FGFR3, MAPK13, SRPK2, NGFR",0,NA,0,"",0,"",0
"378",2253,"FGF8",943,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"PDGFRB, FGFR3, FLT4, NGFR, PDGFRA, CSF1R, EGFR",0,NA,0,"",0,"",0
"379",2254,"FGF9",663,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FGF10, FLT4, EGFR, FGFR3, PDGFRA, PDGFRB, CSF1R, NGFR",0,NA,0,"",0,"",0
"380",2261,"FGFR3",150,"HighConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",12,"SH3GLB1, STAT1, PTK2B, SHC2, EPN1, EFNA2, FGF9, FGF12, FGF8, SH3GLB2, FGF10, CTGF",0,NA,0,"",0,"",0
"381",2274,"FHL2",749,"HighConf","Novel","Osteoclast differentiation",14,"ARHGAP9, FAM129A, SIGLEC6, ZBTB16, E2F3, CREB1, ITGB1, TNFRSF11A, TAF1, SMAD4, RUNX1, SFPQ, UBC, NCOA6",0,NA,0,"",0,"",0
"382",55137,"FIGN",1182,"MedConf","Novel",NA,1,"PCNA",0,NA,0,"",0,"",0
"383",2324,"FLT4",477,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",15,"EPN1, ITGA5, COL1A2, ITGA1, EFNA2, FGF9, FGF12, FGF8, NRP2, FGF10, PIK3R3, SHC2, ITGB1, UBC, PXN",0,NA,0,"",0,"",0
"384",8928,"FOXH1",863,"MedConf","Novel",NA,2,"SMAD4, SMAD1",0,NA,0,"",0,"",0
"385",2359,"FPR3",684,"MedConf","Novel","Neuroactive ligand-receptor interaction",26,"NMS, BDKRB1, CXCL11, SSTR4, C5, GNAI3, CXCR3, NPBWR2, OPRM1, CXCR5, CXCR4, CXCL8, HTR1A, S1PR2, PNOC, PTGDR2, CCR8, DRD2, NMUR2, CXCL13, HCAR2, CHRM2, NPY, MTNR1B, RGS20, AGT",0,NA,0,"",0,"",0
"386",84978,"FRMD5",1188,"HighConf","Novel",NA,2,"UBC, CTNND1",0,NA,0,"",0,"",0
"387",53822,"FXYD7",1120,"HighConf","Novel",NA,3,"ATP1A3, ATP1B3, ATP1B2",0,NA,0,"",0,"",0
"388",84248,"FYTTD1",901,"MedConf","Novel",NA,2,"NXF1, UBC",0,NA,0,"",0,"",0
"389",9908,"G3BP2",419,"MedConf","Novel",NA,4,"GNL2, PSMC5, UBC, RPL3L",1,"PSMC5",0,"",0,"",1
"390",2538,"G6PC",1104,"MedConf","Novel","PI3K-Akt signaling pathway",6,"CEBPD, ALDOA, DERA, CREB1, NR1D1, TKTL2",0,NA,0,"",0,"",0
"391",9846,"GAB2",202,"MedConf","Novel","Osteoclast differentiation, Ras signaling pathway, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway",18,"A2M, RAP1A, CD28, PDPK1, PIK3R3, IL3RA, TNFRSF11A, PTPN6, ARHGAP32, IL3, CSF2, SYK, YWHAG, YWHAH, CCND3, SFN, EGFR, LAT",0,NA,0,"",0,"",0
"392",11345,"GABARAPL2",533,"MedConf","Novel","NOD-like receptor signaling pathway, Mitophagy - animal",12,"GABRB2, RAP2A, GABRA5, GABRA6, GABRA2, GABRB3, GABRE, ULK3, UBC, RAP1A, ATG13, TBC1D5",0,NA,0,"",0,"",0
"393",2555,"GABRA2",693,"MedConf","Novel","Neuroactive ligand-receptor interaction",10,"GABRB3, GABRE, CLCN2, CFTR, GABRA5, GABRB2, TTYH3, GABARAPL2, GABRA6, DNM1",0,NA,0,"",0,"",0
"394",2558,"GABRA5",691,"MedConf","Novel","Neuroactive ligand-receptor interaction",10,"GABRA6, GABRA2, GABRB3, GABRE, CLCN2, CFTR, GABARAPL2, TTYH3, DNM1, GABRB2",0,NA,0,"",0,"",0
"395",2559,"GABRA6",692,"MedConf","Novel","Neuroactive ligand-receptor interaction",10,"GABRA2, GABRB3, GABRE, CLCN2, GABARAPL2, TTYH3, CFTR, DNM1, GABRA5, GABRB2",0,NA,0,"",0,"",0
"396",2561,"GABRB2",626,"HighConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",10,"TTYH3, GABRA5, GABRA6, GABRA2, GABRB3, GABRE, CLCN2, GABARAPL2, CFTR, UBC",0,NA,0,"",0,"",0
"397",2562,"GABRB3",697,"MedConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",11,"GABRE, CLCN2, GNB2L1, TTYH3, UBC, GABRA5, GABRA2, GABRA6, GABRB2, GABARAPL2, CFTR",0,NA,0,"",0,"",0
"398",2564,"GABRE",809,"MedConf","Novel","Neuroactive ligand-receptor interaction",9,"CLCN2, TTYH3, GABRB3, GABRB2, GABRA5, CFTR, GABRA6, GABRA2, GABARAPL2",0,NA,0,"",0,"",0
"399",2597,"GAPDH",136,"MedConf","Novel",NA,14,"ISG15, SYNCRIP, TUBA1A, ALDOA, POU2F1, PGAM2, DERA, TKTL2, SLC2A1, EGFR, UBC, YWHAG, MAX, PARK2",0,NA,0,"",0,"",0
"400",2620,"GAS2",1133,"MedConf","Novel",NA,1,"CAPN2",0,NA,0,"",0,"",0
"401",2625,"GATA3",563,"MedConf","Novel",NA,11,"ZFPM2, ZFPM1, REPIN1, RBPJ, UBC, STAT1, HDAC4, SPI1, SATB1, SP1, SMAD4",0,NA,0,"",0,"",0
"402",2631,"GBAS",438,"MedConf","Novel",NA,2,"HADHA, UBC",0,NA,0,"",0,"",0
"403",2634,"GBP2",780,"HighConf","Novel","NOD-like receptor signaling pathway",8,"NCAM1, EGR1, IRF9, MT2A, IRF6, ICAM1, OASL, ISG15",0,NA,0,"",0,"",0
"404",2646,"GCKR",317,"MedConf","Novel",NA,6,"NUP43, RANBP2, NUP155, NUP188, UBC, RAE1",0,NA,0,"",0,"",0
"405",2661,"GDF9",1171,"HighConf","Novel",NA,1,"BMPR1B",0,NA,0,"",0,"",0
"406",51608,"GET4",278,"MedConf","Novel",NA,5,"SGTA, CLPB, UBC, UBB, MTA2",0,NA,0,"",0,"",0
"407",2689,"GH2",1062,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction",4,"IL3RA, CNTFR, IL21R, IL12RB2",0,NA,0,"",0,"",0
"408",2691,"GHRH",686,"HighConf","Novel",NA,11,"GPBAR1, HTR6, PTGER2, DRD5, MC2R, VIPR1, CALCR, PTGIR, HRH2, SCT, ADRB2",0,NA,0,"",0,"",0
"409",51738,"GHRL",1158,"HighConf","Novel","cAMP signaling pathway",3,"NPY, PTGIR, MLNR",0,NA,0,"",0,"",0
"410",28964,"GIT1",314,"MedConf","Novel","Regulation of actin cytoskeleton",7,"PTK2B, ADRBK1, ARHGEF6, KIF1A, PXN, UBC, CDC42",0,NA,0,"",0,"",0
"411",10539,"GLRX3",680,"MedConf","Novel",NA,4,"RGS20, PLSCR1, UBC, MAP3K3",0,NA,0,"",0,"",0
"412",51053,"GMNN",662,"MedConf","Novel",NA,29,"HOXA10, REPIN1, PSMC1, PSMD11, PSMB1, PSMC2, RPS27A, UBC, PSMB2, PSMA7, PSMD6, PSMA3, PSMD12, UBB, PSMB5, PSMF1, PSMD1, PSMC5, PSMD2, PSMC4, PSMB4, PSMD7, KAT7, PSMA5, PSMD3, PSMA4, PSMA1, PSMA6, MCM8",22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,"",0,"",22
"413",2767,"GNA11",619,"MedConf","Novel","Insulin secretion, Long-term depression, GnRH signaling pathway",34,"KALRN, S1PR2, CHRM2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, GNAT2, GNRH2, AGT, ADRBK1, GNAI3, ADRB2, GNA15, TACR1, GNAO1, TRPC6, GNG3, EDN1, UBC, TACR3, PLA2G4A, PTGIR, NMUR2",0,NA,0,"",0,"",0
"414",2769,"GNA15",524,"MedConf","Novel","Relaxin signaling pathway",33,"CXCL8, EDN1, TACR1, TRPC6, TACR3, PLA2G4A, GNA11, KALRN, S1PR2, CHRM2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNAT2, GNRH2, ADRBK1, MAP2K6, GNAO1, NMUR2, GNAI3, OPRM1, ADRB2, TTC1, GNG3, AGT",0,NA,0,"",0,"",0
"415",2773,"GNAI3",344,"MedConf","Novel","Leukocyte transendothelial migration, Rap1 signaling pathway, Chemokine signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway",54,"PGD, GNAO1, CXCR4, PIK3R3, C5, MAPK13, PRKX, ADRB2, NMUR2, AGT, CXCR5, GNA15, CXCL13, CXCL8, CACNA1C, MTNR1B, PRKAR2B, EDN1, CXCR3, GNG10, NPY, DRD2, PLA2G4A, RGS9, GNA11, LDHB, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PLA2G4D, JMJD7-PLA2G4B, PDE1B, GNAT2, PF4, MAP3K3, CX3CR1, CDC42, OPRM1, GNG3, EGFR, CCR8, UBC, PXN, YWHAH",0,NA,0,"",0,"",0
"416",2775,"GNAO1",417,"MedConf","Novel","Rap1 signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Long-term depression",30,"CXCR4, PIK3R3, MAPK13, PRKX, CXCR5, GNA15, CACNA1C, EDN1, CXCR3, DRD2, PLA2G4A, RGS9, GNA11, HTR1A, S1PR2, CHRM2, RGS20, PLA2G4D, JMJD7-PLA2G4B, GNAT2, PDE6H, PF4, PDE6A, PXN, UBC, MAP3K3, GNAI3, GNG3, OPRM1, CDC42",0,NA,0,"",0,"",0
"417",2780,"GNAT2",756,"HighConf","Novel",NA,11,"PDE6H, PDE6A, GNAI3, MAP3K3, OPRM1, UBC, GNG3, RGS9, GNAO1, GNA15, GNA11",0,NA,0,"",0,"",0
"418",10399,"GNB2L1",83,"MedConf","Novel",NA,40,"RPL32, RPL19, RPL37, RPL27, RPL3, RPL3L, JUN, FBXW7, EFTUD2, EIF1, STAT1, SYNCRIP, HSP90B1, TNFRSF1A, DNM1, IK, DYNLL1, KCNAB1, SYT1, GABRB3, SMPD2, PARK7, HSD17B4, SLC6A3, RNF185, RASA3, ITGB1, UBC, RPS27A, UBB, RPS2, RPL31, RPL4, RSRC1, RPS8, MRPS12, PRKD1, EGFR, RPL24, RPL23A",0,NA,0,"",0,"",0
"419",2790,"GNG10",583,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Relaxin signaling pathway, Ras signaling pathway, Serotonergic synapse",11,"DRD2, HTR1A, CHRM2, CACNA1C, GNAI3, MAPK13, PIK3R3, PRKX, OPRM1, MTNR1B, GNG3",0,NA,0,"",0,"",0
"420",2785,"GNG3",329,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Relaxin signaling pathway, Ras signaling pathway, Serotonergic synapse",15,"GNAI3, GNAO1, PIK3R3, MAPK13, PRKX, GNA15, CACNA1C, MTNR1B, GNG10, DRD2, GNA11, HTR1A, CHRM2, GNAT2, OPRM1",0,NA,0,"",0,"",0
"421",29889,"GNL2",511,"MedConf","Novel",NA,10,"MDN1, UBB, RPL3L, RPL7L1, UBC, PA2G4, RPL23A, G3BP2, RPL27, RPL3",0,NA,0,"",0,"",0
"422",2797,"GNRH2",1054,"MedConf","Novel","GnRH signaling pathway",20,"GNA11, KALRN, AGT, BDKRB1, KISS1, MLNR, AVPR1A, TACR1, ADRBK1, EDN1, UTS2B, TACR3, GPR4, PROK1, NMS, XCL2, TRH, LTB4R, GNA15, NMUR2",0,NA,0,"",0,"",0
"423",2811,"GP1BA",425,"MedConf","Novel","Hematopoietic cell lineage",4,"PIK3R3, ITGAM, YWHAG, YWHAH",0,NA,0,"",0,"",0
"424",151306,"GPBAR1",687,"HighConf","Novel",NA,11,"HTR6, PTGER2, DRD5, CALCR, HRH2, PTGIR, VIPR1, GHRH, ADRB2, MC2R, SCT",0,NA,0,"",0,"",0
"425",221914,"GPC2",694,"MedConf","Novel",NA,7,"CSPG5, HPSE2, SLC35D2, AGRN, LRP1, APOB, EXT2",0,NA,0,"",0,"",0
"426",2828,"GPR4",707,"MedConf","Novel",NA,20,"XCL2, GNRH2, TRH, NMS, MLNR, LTB4R, EDN1, GNA15, KISS1, AVPR1A, ADRBK1, UTS2B, AGT, PROK1, TACR1, KALRN, TACR3, BDKRB1, NMUR2, GNA11",0,NA,0,"",0,"",0
"427",2876,"GPX1",672,"MedConf","Novel","Thyroid hormone synthesis",7,"GSTA1, GSTA3, ALOX15, MGST1, KARS, GSTP1, GSTO1",0,NA,0,"",0,"",0
"428",2878,"GPX3",674,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA3, ALOX15, MGST1, GSTP1, GSTO1, GSTA1",0,NA,0,"",0,"",0
"429",2906,"GRIN2D",650,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",5,"GRIN3A, GRIN3B, UBC, PRKX, PTK2B",0,NA,0,"",0,"",0
"430",116443,"GRIN3A",667,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",4,"GRIN3B, PTK2B, PRKX, GRIN2D",0,NA,0,"",0,"",0
"431",116444,"GRIN3B",1050,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",4,"PTK2B, PRKX, GRIN2D, GRIN3A",0,NA,0,"",0,"",0
"432",2868,"GRK4",1117,"MedConf","Novel","Chemokine signaling pathway",7,"CXCR5, CCR8, CX3CR1, OPRM1, CXCR4, CXCR3, ADRB2",0,NA,0,"",0,"",0
"433",2926,"GRSF1",606,"MedConf","Novel",NA,4,"HARS2, UBC, HADHA, MRPL4",0,NA,0,"",0,"",0
"434",79792,"GSDMD",973,"MedConf","Novel","NOD-like receptor signaling pathway",1,"UBC",0,NA,0,"",0,"",0
"435",2931,"GSK3A",623,"MedConf","Novel","Chemokine signaling pathway",13,"CSNK1G1, ZDHHC17, SPICE1, PPP2R5A, CREB1, PSMD1, UBC, PXN, JUP, BCL3, PDPK1, WNT3A, GSKIP",1,"PSMD1",0,"",0,"",1
"436",51527,"GSKIP",431,"HighConf","Novel",NA,2,"GSK3A, BAG1",0,NA,0,"",0,"",0
"437",2938,"GSTA1",673,"MedConf","Novel",NA,6,"GPX3, GSTA3, GPX1, GSTP1, MGST1, GSTO1",0,NA,0,"",0,"",0
"438",2940,"GSTA3",1052,"MedConf","Novel",NA,6,"MGST1, GSTO1, GSTP1, GPX1, GPX3, GSTA1",0,NA,0,"",0,"",0
"439",9446,"GSTO1",671,"MedConf","Novel",NA,7,"GPX1, GSTA1, GPX3, GSTA3, MGST1, GSTP1, UBC",0,NA,0,"",0,"",0
"440",2950,"GSTP1",521,"MedConf","Novel",NA,8,"MGST1, GSTO1, GPX1, GSTA1, GPX3, GSTA3, ACTA2, UBC",0,NA,0,"",0,"",0
"441",83606,"GUCD1",1218,"MedConf","Novel",NA,2,"MME, UBC",0,NA,0,"",0,"",0
"442",2983,"GUCY1B3",573,"MedConf","Novel","Renin secretion, Long-term depression",10,"ITPA, PDE5A, PDE1B, PDE6H, PDE6A, UBC, STUB1, POLR2F, TWISTNB, POLR2J",0,NA,0,"",0,"",0
"443",3000,"GUCY2D",743,"MedConf","Novel",NA,11,"PDE1B, PDE6H, PDE6A, RGS9, CNGA1, POLR2J, PDE5A, POLR2F, PRKX, TWISTNB, ITPA",0,NA,0,"",0,"",0
"444",2998,"GYS2",980,"HighConf","Novel","PI3K-Akt signaling pathway",4,"UBB, UGDH, UBC, RPS27A",0,NA,0,"",0,"",0
"445",55506,"H2AFY2",993,"MedConf","Novel",NA,8,"HDAC4, SUZ12, HDAC2, HIST1H2BK, TOP2A, ASH1L, UBC, HIST1H2BJ",0,NA,0,"",0,"",0
"446",3030,"HADHA",605,"MedConf","Novel","Lysine degradation",9,"GRSF1, PLA2G6, ACADSB, IVD, GBAS, UBC, PLOD3, HNRNPH1, CSNK2A2",0,NA,0,"",0,"",0
"447",23438,"HARS2",970,"HighConf","Novel",NA,3,"UBC, EIF2S1, GRSF1",0,NA,0,"",0,"",0
"448",8520,"HAT1",367,"MedConf","Novel",NA,7,"ASF1A, HIST1H4F, HIST1H4C, EIF3A, ASF1B, UBC, EIF3B",0,NA,0,"",0,"",0
"449",338442,"HCAR2",678,"MedConf","Novel","cAMP signaling pathway",26,"CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, NMUR2, CCR8, GNAI3, SSTR4, S1PR2, PTGDR2, CXCR5, NPY, CXCL8, MTNR1B, CXCL11, OPRM1, AGT, CXCR3, CXCL13, C5, HTR1A, PNOC, DRD2, CXCR4",0,NA,0,"",0,"",0
"450",3054,"HCFC1",179,"MedConf","Novel",NA,22,"TAF1, TAF4, POLR2J, E2F3, ASF1B, POU2F1, SIN3B, OGT, CREB3, PDCD2, PHF20, EGR2, SIN3A, WDR5, UBC, JUN, SP1, MAP3K7, HDAC2, EGFR, ASH2L, MAX",0,NA,0,"",0,"",0
"451",3059,"HCLS1",263,"MedConf","Novel",NA,3,"ACTR2, DNM1, SYK",0,NA,0,"",0,"",0
"452",3066,"HDAC2",52,"HighConf","Novel","Notch signaling pathway, Thyroid hormone signaling pathway",82,"MBD2, CHD4, MTA2, PTMA, RELA, MORF4L1, MAX, EHMT2, SMARCE1, SP1, JUN, BCL11B, SNW1, ATR, SUV39H1, KAT2B, HCFC1, TOP2A, CSNK2A2, MYBL2, SMAD4, PA2G4, ZBTB16, PARP1, CREB1, PPP1R8, BUB1B, BCL3, SFPQ, PHF12, SUFU, ING1, SIN3B, BCL11A, SAP30BP, SUZ12, MBD3, ERG, RUNX1, KLF4, AIRE, EZH1, RANBP2, SATB1, EHMT1, ASH1L, RFX5, COL1A2, RLIM, JARID2, PHC2, HIST1H2BJ, PHB2, HIST1H2BK, ZFPM2, PARK7, KDM2A, BLOC1S1, ZMYM3, SPEN, PHF21A, ANKRD32, SCML2, PARP14, ZFP1, H2AFY2, MIER3, DNTTIP1, RERE, ELMSAN1, ZFPM1, RREB1, CSF2, MSL3, BAHD1, REPIN1, RBPJ, SYK, SIN3A, HDAC4, UBC, BCL6",0,NA,0,"",0,"",0
"453",9759,"HDAC4",47,"MedConf","Novel",NA,39,"SIN3A, BCL6, HDAC2, CHD4, MTA2, MORF4L1, SFN, SP1, JUN, UBE2I, ATF3, SUV39H1, KAT2B, STAT1, ZBTB16, DNAJB6, BUB1B, PHF12, MBD3, RANGAP1, RANBP2, ASH1L, RFX5, KAT7, CACNA1C, GATA3, NFKBIE, CEBPD, HIST1H2BJ, NUP155, HIST1H2BK, PHF21A, H2AFY2, YWHAH, SYK, MSH2, UBC, PARK2, YWHAG",0,NA,0,"",0,"",0
"454",23072,"HECW1",953,"MedConf","Novel",NA,26,"PSMA4, PSMB1, PSMC1, PSMC5, SCNN1A, PSMC2, PSMA7, PSMD7, PSMA5, PSMA6, PSMD2, PSMB4, UBB, PSMD6, PSMD3, PSMA1, PSMD12, PSMB5, PSMB2, PSMC4, PSMA3, PSMF1, UBC, PSMD11, PSMD1, RPS27A",22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,"",0,"",22
"455",26091,"HERC4",971,"MedConf","Novel",NA,3,"PCNA, UBC, UBE2J2",0,NA,0,"",0,"",0
"456",10614,"HEXIM1",862,"MedConf","Novel",NA,3,"UBC, RELA, DYNC1H1",0,NA,0,"",0,"",0
"457",3009,"HIST1H1B",503,"MedConf","Novel",NA,5,"NMI, UBC, CCNE1, KAT2B, EHMT2",0,NA,0,"",0,"",0
"458",8970,"HIST1H2BJ",608,"MedConf","Novel",NA,7,"HIST1H2BK, H2AFY2, TAF1, HDAC4, UBB, HDAC2, UBC",0,NA,0,"",0,"",0
