"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Insulin signaling pathway",0.001,0.003,0.154,136,38,"SH2B2, CRK, ELK1, AKT1, FOXO1, CBLC, MTOR, RAPGEF1, HRAS, INPPL1, ARAF, NRAS, PCK1, PHKA2, PHKG2, PIK3CB, PIK3CD, PPP1CA, PPP1CB, PPP1R3A, PRKAA1, PRKAA2, PRKAR1B, MAPK9, MAPK10, MAP2K2, PTPN1, PYGB, PYGL, RPS6, RPS6KB1, RPS6KB2, PPP1R3B, CALML3, MKNK1, IRS2, CBL, TRIP10"
"Cytokine-cytokine receptor interaction",0.001,0.003,0.157,266,65,"CCL27, IL24, IL17F, IL22RA2, CCR1, CCR7, CSF3R, IFNLR1, EPOR, VEGFD, CLCF1, GHR, TNFRSF21, CCR10, IFNL2, CXCL1, HGF, IFNE, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IFNG, IFNGR2, IL2RA, IL2RG, IL4R, IL5, IL5RA, CXCR1, IL9R, IL13RA1, KDR, LTBR, MPL, TNFRSF11B, OSM, IL23A, IL17D, PPBP, IFNK, IL22RA1, CCL19, CCL20, CCL25, CXCL6, CXCL5, CXCL12, CRLF2, BMP2, BMPR1A, TGFB1, TGFB3, TGFBR2, VEGFA, GDF5, TNFSF14, TNFSF10, TNFRSF10B, IL18RAP, OSMR, CD40"
"B cell receptor signaling pathway",0.001,0.003,0.166,70,23,"PIK3AP1, AKT1, FOS, RASGRP3, HRAS, INPPL1, NFATC1, NFATC2, NFATC3, NFKBIA, NRAS, PIK3CB, PIK3CD, PLCG2, PPP3CB, PPP3R1, PRKCB, MAP2K2, RAC1, RAC3, VAV1, CD79A, CD79B"
"Prolactin signaling pathway",0.001,0.003,0.166,70,23,"CISH, MAPK14, AKT1, ESR1, ESR2, FOXO3, FOS, HRAS, JAK2, LHCGR, NRAS, PIK3CB, PIK3CD, MAPK11, MAPK9, MAPK10, MAP2K2, CCND1, SRC, STAT3, STAT5A, TH, SOCS6"
"Oxytocin signaling pathway",0.001,0.003,0.18,151,41,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ELK1, PLCB1, FOS, CACNG5, HRAS, ITPR2, KCNJ5, PPP1R12A, NFATC1, NFATC2, NFATC3, NRAS, PPP1CA, PPP1CB, PPP3CB, PPP3R1, PRKAA1, PRKAA2, PRKCA, PRKCB, MAP2K2, CACNG7, CACNG6, CCND1, SRC, CACNB1, CACNB2, CALML3, CAMK2D, CAMK2G, PLA2G4C, MYLK3, CACNA2D4, CD38"
"Ras signaling pathway",0.001,0.003,0.183,223,56,"RASGRP1, RASGRP2, GNB5, RASSF1, EFNA1, EFNA3, EFNA5, ELK1, AKT1, FGF2, FGF5, FGFR2, VEGFD, RRAS2, RGL1, ABL1, RASGRP3, FGF22, GNB1, GNGT1, ANGPT1, GRIN1, GRIN2B, HGF, HRAS, KDR, NRAS, PAK1, ANGPT4, PIK3CB, PIK3CD, PLCG2, PLD2, GNG2, EXOC2, PRKCA, PRKCB, GNG12, MAPK9, MAPK10, MAP2K2, PAK5, RGL2, RAB5B, RAB5C, RAC1, RAC3, REL, TIAM1, VEGFA, ZAP70, SHOC2, CALML3, PLA2G4C, FGF18, FGF16"
"Neurotrophin signaling pathway",0.001,0.003,0.189,119,34,"SH2B2, CRK, MAPK14, AKT1, FOXO3, ABL1, SH2B1, RAPGEF1, HRAS, ATF4, NFKBIA, NRAS, NTRK2, PIK3CB, PIK3CD, PLCG2, PRKCD, MAPK11, MAPK9, MAPK10, MAP2K2, MAP2K7, PSEN1, RAC1, BCL2, RPS6KA2, RPS6KA3, TP73, YWHAE, CALML3, CAMK2D, CAMK2G, RIPK2, RPS6KA5"
"T cell receptor signaling pathway",0.001,0.004,0.227,102,30,"RASGRP1, MAPK14, AKT1, FOS, CBLC, HRAS, IFNG, IL5, NCK1, NFATC1, NFATC2, NFATC3, NFKBIA, NRAS, PAK1, PIK3CB, PIK3CD, PPP3CB, PPP3R1, MAPK11, MAPK9, MAP2K2, MAP2K7, PAK5, VAV1, ZAP70, NCK2, CBL, CD3E, CD247"
"Glucagon signaling pathway",0.001,0.004,0.227,102,30,"ADCY2, CPT1A, CREB3L4, CRTC2, AKT1, FOXO1, PLCB1, SIRT1, GCG, GCGR, ITPR2, LDHA, ATF4, PCK1, PDHB, PFKFB1, PFKL, PHKA2, PHKG2, PKM, PPP3CB, PPP3R1, PRKAA1, PRKAA2, PYGB, PYGL, CREB3L2, CALML3, CAMK2D, CAMK2G"
"TGF-beta signaling pathway",0.001,0.006,0.337,82,25,"GDF7, ID1, IFNG, SMAD2, SMAD7, MYC, NODAL, PPP2CA, PPP2R1A, PPP2R1B, SMURF1, RPS6KB1, RPS6KB2, BMP2, BMP6, BMPR1A, TFDP1, TGFB1, TGFB3, TGFBR2, THBS1, GDF5, CHRD, ZFYVE9, RBX1"
"Fc epsilon RI signaling pathway",0.002,0.008,0.443,66,21,"MAPK14, AKT1, FCER1A, MS4A2, HRAS, IL5, NRAS, PIK3CB, PIK3CD, PLCG2, PRKCA, MAPK11, MAPK9, MAPK10, MAP2K2, MAP2K7, RAC1, RAC3, MAP2K4, VAV1, PLA2G4C"
"Autophagy - animal",0.002,0.008,0.481,125,34,"GABARAP, CTSL, AKT1, ERN1, RRAS2, GABARAPL1, MTOR, HIF1A, HRAS, NRAS, PIK3C3, PIK3CB, PIK3CD, DDIT4, PPP2CA, PRKAA1, AMBRA1, PRKAA2, PRKCD, MAPK9, MAPK10, MAP2K2, RRAGD, BCL2, ATG101, RPS6KB1, RPS6KB2, RRAGC, MLST8, DEPTOR, IRS2, BECN1, MTMR3, ATG12"
"Tyrosine metabolism",0.002,0.009,0.535,34,13,"ADH1A, ADH5, ADH6, ADH7, COMT, DBH, ALDH3A1, ALDH3B2, GOT1, AOC2, MAOB, TH, AOC3"
"Apoptosis",0.002,0.01,0.601,136,36,"PARP2, PARP4, CTSL, CTSO, CTSW, DAXX, GADD45A, DDIT3, AKT1, ERN1, FOS, BBC3, HTRA2, GZMB, HRAS, BIRC2, BIRC3, ITPR2, LMNB1, GADD45B, ATF4, NFKBIA, NRAS, PIK3CB, PIK3CD, CYCS, MAPK9, MAPK10, MAP2K2, BAK1, BCL2, SPTAN1, CAPN1, CASP9, TNFSF10, TNFRSF10B"
"Cell cycle",0.002,0.01,0.614,122,33,"CDK2, CDKN2D, CHEK1, GADD45A, E2F1, CDC26, ABL1, ANAPC2, MAD2L1, SMAD2, MYC, GADD45B, ORC4, FZR1, PRKDC, RBL2, CCND1, BUB1, TFDP1, TFDP2, TGFB1, TGFB3, YWHAE, SMC1A, CDC45, MAD1L1, CDC23, SMC3, BUB3, ESPL1, CDC20, CDC25A, RBX1"
"Taste transduction",0.003,0.01,0.639,81,24,"ADCY6, ADCY8, GABBR1, TAS2R39, TAS2R43, TAS2R31, TAS2R46, TAS2R20, GRM4, HTR1E, TAS2R42, P2RY1, TAS2R3, TAS2R16, TAS2R9, TAS2R8, TAS2R13, TAS2R14, PDE1C, TAS2R5, SCN9A, CACNA1A, KCNK5, GABBR2"
"Aldosterone synthesis and secretion",0.003,0.012,0.764,82,24,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CREB3L4, PLCB1, PRKD3, PRKD2, ITPR2, ATF1, ATF4, PDE2A, PRKCA, PRKCB, PRKCE, CREB3L2, CALML3, CAMK2D, CAMK2G, CACNA1H, CACNA1G"
"Vascular smooth muscle contraction",0.003,0.012,0.783,119,32,"CALCRL, MRVI1, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADORA2B, ADRA1D, ADRA1B, CYP4A11, PLCB1, ARHGEF12, ARAF, ITPR2, PPP1R12A, PPP1CA, PPP1CB, PRKCA, PRKCB, PRKCD, PRKCE, PRKCH, MAP2K2, ACTG2, CALML3, PLA2G4C, ARHGEF1, MYLK3, ARHGEF11"
"Ubiquitin mediated proteolysis",0.003,0.013,0.87,134,35,"UBA2, SAE1, UBE2E3, ERCC8, DDB2, UBOX5, CBLC, CDC26, FBXO2, FBXW8, ANAPC2, BIRC2, BIRC3, FZR1, UBE2D4, PML, UBE2R2, SMURF1, BRCA1, TCEB2, UBA1, UBA7, UBE2D1, UBE2D2, UBE2E2, UBE3A, CUL3, CBL, CDC23, HERC2, BTRC, TRIP12, UBE3C, CDC20, RBX1"
"AMPK signaling pathway",0.004,0.013,0.901,120,32,"RAB10, CPT1A, CREB3L4, CRTC2, AKT1, FOXO1, FOXO3, TBC1D1, SIRT1, MTOR, PPP2R3B, PCK1, PFKFB1, PFKFB2, PFKL, PIK3CB, PIK3CD, PPARG, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PPP2R5C, PPP2R5D, PRKAA1, PRKAA2, CCND1, RPS6KB1, RPS6KB2, CREB3L2, IRS2"
"Apoptosis - multiple species",0.004,0.014,0.949,32,12,"BBC3, HTRA2, BIRC2, BIRC3, CYCS, MAPK9, MAPK10, BAK1, BCL2, BOK, CASP9, BECN1"
"Platelet activation",0.004,0.015,1,121,32,"RASGRP1, RASGRP2, MYL12A, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, AKT1, F2R, FCGR2A, PLCB1, ARHGEF12, ITPR2, PPP1R12A, P2RY1, PIK3CB, PIK3CD, PLCG2, APBB1IP, PPP1CA, PPP1CB, MAPK11, SRC, STIM1, VASP, PLA2G4C, ARHGEF1, MYLK3"
"Osteoclast differentiation",0.005,0.017,1,127,33,"MAPK14, CYBA, AKT1, FCGR1A, FCGR2A, FCGR3A, FOS, FOSL2, IFNAR1, IFNAR2, IFNG, IFNGR2, JUNB, NFATC1, NFATC2, NFKB2, NFKBIA, TNFRSF11B, PIK3CB, PIK3CD, PLCG2, PPARG, PPP3CB, PPP3R1, MAPK11, MAPK9, MAPK10, MAP2K7, RAC1, TGFB1, TGFBR2, FOSL1, SQSTM1"
"NOD-like receptor signaling pathway",0.005,0.017,1,166,41,"TANK, NOD1, RBCK1, RIPK3, GABARAP, MAPK14, CYBA, NLRP6, GPRC6A, PLCB1, GABARAPL1, PYCARD, CXCL1, BIRC2, BIRC3, HSP90AA1, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IRF3, IRF7, ITPR2, NFKBIA, TRPM7, PRKCD, MAPK11, MAPK9, MAPK10, CARD18, BCL2, NOD2, VDAC1, CASP4, CASR, RIPK2, ATG12, AIM2"
"Sphingolipid signaling pathway",0.005,0.018,1,118,31,"MAPK14, S1PR3, AKT1, FCER1A, MS4A2, PLCB1, PPP2R3B, HRAS, ABCC1, NRAS, PIK3CB, PIK3CD, PLD2, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PPP2R5C, PPP2R5D, PRKCA, PRKCB, PRKCE, MAPK11, MAPK9, MAPK10, MAP2K2, RAC1, RAC3, BCL2, S1PR4"
"Long-term depression",0.006,0.02,1,59,18,"CRH, PLCB1, GRIA1, GRIA2, GRID2, HRAS, ARAF, ITPR2, NOS1, NRAS, PPP2CA, PPP2R1A, PPP2R1B, PRKCA, PRKCB, MAP2K2, CACNA1A, PLA2G4C"
"Gastric acid secretion",0.009,0.031,1,75,21,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PLCB1, ITPR2, KCNJ10, ATP1A2, ATP1A4, PRKCA, PRKCB, SST, SSTR2, CALML3, CAMK2D, CAMK2G, CCKBR, MYLK3"
"Phosphatidylinositol signaling system",0.01,0.033,1,99,26,"DGKA, PLCB1, IPMK, INPP5B, INPPL1, ITPR2, PIK3C3, PIK3CB, PIK3CD, PIP4K2A, PLCD1, PLCG2, IMPAD1, PI4K2A, TMEM55A, PRKCA, PRKCB, PIP4K2C, CALML3, PIP5K1A, DGKD, MTMR1, SYNJ2, MTMR3, TMEM55B, MTMR6"
"Mitophagy - animal",0.013,0.04,1,63,18,"GABARAP, CSNK2B, E2F1, RRAS2, FOXO3, GABARAPL1, HIF1A, HRAS, ATF4, NRAS, RHOT1, AMBRA1, MAPK9, MAPK10, SRC, BECN1, SQSTM1, RHOT2"
"Cytosolic DNA-sensing pathway",0.013,0.04,1,63,18,"POLR3F, POLR3C, RIPK3, PYCARD, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IRF3, IRF7, NFKBIA, POLR3B, POLR3E, POLR3D, ZBP1, AIM2, POLR1C"
"Adherens junction",0.016,0.049,1,69,19,"BAIAP2, WASF3, CSNK2B, CTNNA1, CTNNA2, ERBB2, CTNNA3, LMO7, SMAD2, PTPN1, RAC1, RAC3, SNAI2, SRC, TGFBR2, YES1, WASF1, FARP2, CDH1"
"Phospholipase D signaling pathway",0.019,0.061,1,144,34,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, DGKA, DNM2, AKT1, F2R, FCER1A, MS4A2, RRAS2, PLCB1, MTOR, GRM3, GRM4, GRM7, HRAS, CXCR1, NRAS, PIK3CB, PIK3CD, PLCG2, PLD2, AVP, AVPR2, PRKCA, MAP2K2, PIP5K1A, DGKD, PLA2G4C, LPAR2"
"Circadian rhythm",0.02,0.061,1,30,10,"CSNK1D, NPAS2, PER1, PRKAA1, PRKAA2, RORC, BHLHE41, PER3, BTRC, RBX1"
"Hippo signaling pathway - multiple species",0.021,0.062,1,26,9,"RASSF1, FRMD6, WTIP, LATS2, PAK1, MOB1A, TEAD2, LIMD1, RASSF2"
"Alanine, aspartate and glutamate metabolism",0.023,0.07,1,35,11,"ADSSL1, GAD1, GLUL, GOT1, ASPA, ASS1, PPAT, NIT2, CAD, DDO, GFPT2"
"Nucleotide excision repair",0.024,0.071,1,44,13,"ERCC8, DDB2, ERCC3, ERCC5, MNAT1, POLD2, POLE2, POLE4, RFC3, RFC5, RPA1, XPC, RBX1"
"GABAergic synapse",0.03,0.087,1,88,22,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, GABARAP, ADCY8, ADCY9, GABARAPL1, GABBR1, GAD1, GLUL, GNB1, GNGT1, GNG2, PRKCA, PRKCB, GNG12, SRC, CACNA1A, GABBR2"
"Phenylalanine metabolism",0.038,0.11,1,16,6,"ALDH3A1, ALDH3B2, GOT1, AOC2, MAOB, AOC3"
"Cardiac muscle contraction",0.046,0.132,1,72,18,"COX6B1, COX7B, CACNG5, MYH7, ATP1A2, ATP1A4, CACNG7, CACNG6, SLC8A1, ACTC1, TNNC1, TPM1, UQCRC1, CACNB1, CACNB2, COX7A2L, CACNA2D4, COX5A"
"TNF signaling pathway",0.051,0.142,1,108,25,"RIPK3, MAPK14, CREB3L4, MLKL, AKT1, FOS, CXCL1, BIRC2, BIRC3, JUNB, ATF4, NFKBIA, PIK3CB, PIK3CD, MAPK11, MAPK9, MAPK10, MAP2K7, CCL20, CXCL5, NOD2, MAP2K4, CREB3L2, VCAM1, RPS6KA5"
"Autophagy - other",0.051,0.142,1,30,9,"GABARAP, GABARAPL1, MTOR, PIK3C3, PPP2CA, ATG101, MLST8, BECN1, ATG12"
"Inositol phosphate metabolism",0.052,0.143,1,73,18,"PLCB1, IPMK, INPP5B, INPPL1, PIK3C3, PIK3CB, PIK3CD, PIP4K2A, PLCD1, PLCG2, IMPAD1, PI4K2A, PIP4K2C, PIP5K1A, MTMR1, SYNJ2, MTMR3, MTMR6"
"Vasopressin-regulated water reabsorption",0.052,0.143,1,44,12,"ADCY3, ADCY6, ADCY9, CREB3L4, DCTN1, AVP, AVPR2, RAB5B, RAB5C, CREB3L2, STX4, DCTN5"
"Toll-like receptor signaling pathway",0.056,0.152,1,104,24,"MAPK14, AKT1, FOS, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IRF3, IRF7, NFKBIA, PIK3CB, PIK3CD, MAPK11, MAPK9, MAPK10, MAP2K2, MAP2K7, RAC1, MAP2K4, CD80, CD40"
"Salivary secretion",0.058,0.155,1,89,21,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRA1D, ADRA1B, ADRB1, PLCB1, AMY1A, ITPR2, ATP1A2, ATP1A4, NOS1, ATP2B1, PRKCA, PRKCB, CALML3, CD38"
"Type II diabetes mellitus",0.061,0.162,1,45,12,"MTOR, PIK3CB, PIK3CD, PKM, PRKCD, PRKCE, MAPK9, MAPK10, CACNA1A, CACNA1E, IRS2, CACNA1G"
"RIG-I-like receptor signaling pathway",0.065,0.17,1,70,17,"TANK, MAPK14, IFNE, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IRF3, IRF7, NFKBIA, MAPK11, MAPK9, MAPK10, IFNK, SIKE1, ATG12"
"Thyroid hormone signaling pathway",0.066,0.17,1,116,26,"AKT1, ESR1, FOXO1, PLCB1, MTOR, KAT2A, HIF1A, HRAS, MYC, ATP1A2, ATP1A4, NRAS, PFKFB2, PIK3CB, PIK3CD, PLCD1, PLCG2, WNT4, PRKCA, PRKCB, MAP2K2, CCND1, SRC, CASP9, NCOR1, MED12"
"Sulfur metabolism",0.07,0.18,1,10,4,"CYCS, IMPAD1, TST, PAPSS2"
"Retrograde endocannabinoid signaling",0.077,0.197,1,139,30,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CNR1, MAPK14, PLCB1, GNB1, GNGT1, GRIA1, GRIA2, GRIA4, ITPR2, KCNJ5, NDUFA4, NDUFA9, NDUFS8, NDUFV3, GNG2, PRKCA, PRKCB, GNG12, MAPK11, MAPK9, MAPK10, CACNA1A"
"Endocrine and other factor-regulated calcium reabsorption",0.081,0.204,1,47,12,"ADCY6, ADCY9, AP2A2, DNM2, ESR1, PLCB1, ATP1A2, ATP1A4, ATP2B1, PRKCA, PRKCB, SLC8A1"
"Insulin secretion",0.097,0.242,1,84,19,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CREB3L4, PLCB1, GCG, ATF4, ATP1A2, ATP1A4, PRKCA, PRKCB, CREB3L2, SNAP25, CAMK2D, CAMK2G"
"Thyroid hormone synthesis",0.1,0.247,1,74,17,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CREB3L4, PLCB1, ITPR2, ATF4, ATP1A2, ATP1A4, PRKCA, PRKCB, CREB3L2, TSHR"
"Arginine biosynthesis",0.102,0.25,1,20,6,"NAGS, GLUL, GOT1, ARG1, ASS1, NOS1"
"Regulation of lipolysis in adipocytes",0.104,0.25,1,54,13,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRB1, AKT1, PIK3CB, PIK3CD, TSHR, IRS2"
"Ovarian steroidogenesis",0.105,0.25,1,49,12,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CYP1A1, FSHR, LHCGR, BMP6, PLA2G4C"
"Leukocyte transendothelial migration",0.115,0.273,1,107,23,"MYL12A, MAPK14, CTNNA1, CTNNA2, CYBA, CTNNA3, ITGB2, MMP2, PIK3CB, PIK3CD, PLCG2, PRKCA, PRKCB, MAPK11, PTK2, RAC1, CXCL12, TXK, VASP, VAV1, VCAM1, MYL10, BCAR1"
"Drug metabolism - cytochrome P450",0.126,0.295,1,66,15,"UGT2B11, ADH1A, ADH5, ADH6, ADH7, CYP2D6, ALDH3A1, GSTA5, ALDH3B2, GSTK1, MAOB, MGST3, UGT1A10, UGT1A6, UGT2B17"
"Gap junction",0.127,0.295,1,87,19,"TUBB4B, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CSNK1D, ADRB1, PLCB1, HRAS, HTR2B, ITPR2, NRAS, PRKCA, PRKCB, MAP2K2, SRC"
"Retinol metabolism",0.142,0.326,1,62,14,"UGT2B11, ADH1A, ADH5, ADH6, ADH7, CYP1A1, CYP4A11, CYP26A1, BCO1, UGT1A10, UGT1A6, UGT2B17, PNPLA4, ALDH1A2"
"ECM-receptor interaction",0.157,0.36,1,79,17,"LAMC3, COL4A1, COL4A4, COL6A2, COL9A2, COMP, LAMB4, FN1, HMMR, ITGA6, ITGA7, ITGB4, LAMB1, LAMB2, SDC1, THBS1, ITGA10"
"SNARE interactions in vesicular transport",0.174,0.391,1,33,8,"BET1, YKT6, USE1, BNIP1, STX4, STX5, VAMP4, VAMP3"
"Glyoxylate and dicarboxylate metabolism",0.174,0.391,1,28,7,"HOGA1, GLUL, ACAT1, ACAT2, MDH2, CAT, GRHPR"
"mRNA surveillance pathway",0.179,0.398,1,86,18,"CPSF4, SMG5, PPP2R3B, NCBP1, PPP1CA, PPP1CB, MAGOHB, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PPP2R5C, PPP2R5D, UPF3B, UPF3A, EIF4A3, SMG7"
"Metabolism of xenobiotics by cytochrome P450",0.181,0.398,1,70,15,"UGT2B11, ADH1A, ADH5, ADH6, ADH7, CYP1A1, CYP2D6, ALDH3A1, GSTA5, ALDH3B2, GSTK1, MGST3, UGT1A10, UGT1A6, UGT2B17"
"Pyruvate metabolism",0.192,0.42,1,39,9,"GLO1, ACAT1, ACAT2, LDHA, MDH2, PCK1, PDHB, PKM, GRHPR"
"Serotonergic synapse",0.22,0.474,1,111,22,"GNB5, ADCY5, CYP2D6, PLCB1, GNB1, GNGT1, HRAS, HTR1E, HTR2B, ARAF, ITPR2, KCNJ5, MAOB, NRAS, GNG2, PRKCA, PRKCB, GNG12, SLC18A1, TRPC1, CACNA1A, PLA2G4C"
"Complement and coagulation cascades",0.221,0.474,1,78,16,"CFD, F2, F2R, ITGB2, KNG1, SERPINE1, SERPINB2, SERPINA1, PLG, PROC, THBD, C3, C3AR1, C8G, C9, CD59"
"RNA polymerase",0.225,0.474,1,30,7,"POLR3F, POLR3C, POLR1A, POLR3B, POLR3E, POLR3D, POLR1C"
"beta-Alanine metabolism",0.225,0.474,1,30,7,"ALDH3A1, ALDH3B2, GAD1, AOC2, SMOX, CNDP2, AOC3"
"Purine metabolism",0.243,0.509,1,169,32,"POLR3F, POLR3C, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADSSL1, AK9, POLR1A, ENTPD8, ATIC, PDE11A, PDE1C, PDE2A, PDE3A, PDE4B, PDE6G, PKM, POLD2, POLE2, PPAT, POLR3B, POLR3E, ADCY10, POLE4, POLR3D, PAPSS2, ENTPD1, POLR1C"
"Intestinal immune network for IgA production",0.251,0.52,1,47,10,"CCR10, HLA-DMB, HLA-DPA1, IL5, LTBR, CCL25, CXCL12, TGFB1, CD80, CD40"
"Adipocytokine signaling pathway",0.254,0.523,1,69,14,"CPT1A, AKT1, ACSL1, MTOR, JAK2, NFKBIA, PCK1, POMC, PRKAA1, PRKAA2, MAPK9, MAPK10, STAT3, IRS2"
"Fatty acid degradation",0.308,0.628,1,44,9,"ADH1A, ADH5, ADH6, ADH7, CPT1A, CYP4A11, ACSL1, ACAT1, ACAT2"
"Platinum drug resistance",0.31,0.628,1,72,14,"ERBB2, AKT1, GSTA5, BBC3, BIRC2, BIRC3, MGST3, PIK3CB, PIK3CD, CYCS, BAK1, BCL2, BRCA1, CASP9"
"Pancreatic secretion",0.317,0.636,1,95,18,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PLCB1, ITPR2, ATP1A2, ATP1A4, ATP2B1, PRKCA, PRKCB, RAC1, SCTR, TRPC1, CD38"
"IL-17 signaling pathway",0.329,0.655,1,90,17,"IL17F, MAPK14, FOS, CXCL1, HSP90AA1, IFNG, IL5, MMP13, NFKBIA, IL17D, MAPK11, MAPK9, MAPK10, CCL20, CXCL6, CXCL5, FOSL1"
"Histidine metabolism",0.336,0.665,1,23,5,"ALDH3A1, ALDH3B2, MAOB, ASPA, CNDP2"
"Ribosome",0.339,0.665,1,125,23,"RPL35, RPL13A, RPL7A, RPL8, RPL9, RPL13, RPL17, RPL22, RPL26, RPL29, RPL34, RPL37A, RPL41, RPLP0, RPS4X, RPS5, RPS6, RPS11, RPS12, RPS13, RPS15A, RPS23, RPS24"
"p53 signaling pathway",0.343,0.667,1,68,13,"CDK2, CHEK1, DDB2, GADD45A, BBC3, GADD45B, SERPINE1, CYCS, CCND1, THBS1, TP73, CASP9, TNFRSF10B"
"Notch signaling pathway",0.384,0.741,1,47,9,"CTBP2, DTX3L, DVL2, DVL3, DTX4, KAT2A, MAML3, PSEN1, APH1B"
"Aldosterone-regulated sodium reabsorption",0.425,0.814,1,37,7,"ATP1A2, ATP1A4, PIK3CB, PIK3CD, PRKCA, PRKCB, SLC9A3R2"
"Endocytosis",0.463,0.881,1,240,41,"PDCD6IP, ARPC5, ARPC4, RNF41, RAB10, ARAP2, AGAP2, CHMP4B, AP2A2, DNM2, FGFR2, EPN2, CBLC, GRK5, EHD2, HLA-E, HRAS, HSPA1A, IGF2R, IL2RA, IL2RG, CXCR1, ARF3, KIF5B, ARRB1, SMAD2, PLD2, PML, EPN3, SMURF1, RAB5B, RAB5C, SH3GL3, SNX2, SRC, TGFBR2, STAM, PIP5K1A, CBL, ZFYVE9, DNAJC6"
"Mismatch repair",0.475,0.896,1,21,4,"POLD2, RFC3, RFC5, RPA1"
"NF-kappa B signaling pathway",0.491,0.92,1,93,16,"CSNK2B, BIRC2, BIRC3, LTBR, GADD45B, NFKB2, NFKBIA, PLCG2, PRKCB, BCL2, CCL19, CXCL12, VCAM1, ZAP70, TNFSF14, CD40"
"DNA replication",0.512,0.939,1,34,6,"POLD2, POLE2, POLE4, RFC3, RFC5, RPA1"
"Terpenoid backbone biosynthesis",0.514,0.939,1,22,4,"ZMPSTE24, FNTA, ACAT1, ACAT2"
"Taurine and hypotaurine metabolism",0.517,0.939,1,10,2,"CDO1, GAD1"
"Synthesis and degradation of ketone bodies",0.517,0.939,1,10,2,"ACAT1, ACAT2"
"Bile secretion",0.532,0.954,1,71,12,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AQP9, ATP1A2, ATP1A4, ABCB4, SCTR"
"Renin secretion",0.533,0.954,1,65,11,"ADCY5, ADCY6, ADRB1, PLCB1, ITPR2, PDE1C, PDE3A, PPP3CB, PPP3R1, PTGER4, CALML3"
"2-Oxocarboxylic acid metabolism",0.558,0.993,1,17,3,"NAGS, GOT1, IDH1"
"Carbohydrate digestion and absorption",0.567,0.999,1,42,7,"AKT1, AMY1A, ATP1A2, ATP1A4, PIK3CB, PIK3CD, PRKCB"
"Glycolysis / Gluconeogenesis",0.576,0.999,1,67,11,"ADH1A, ADH5, ADH6, ADH7, ALDH3A1, ALDH3B2, LDHA, PCK1, PDHB, PFKL, PKM"
"Pentose and glucuronate interconversions",0.578,0.999,1,30,5,"UGT2B11, DCXR, UGT1A10, UGT1A6, UGT2B17"
"Citrate cycle (TCA cycle)",0.578,0.999,1,30,5,"IDH1, MDH2, PCK1, PDHB, OGDHL"
"Non-alcoholic fatty liver disease (NAFLD)",0.585,1,1,141,23,"COX6B1, COX7B, DDIT3, AKT1, ERN1, ATF4, NDUFA4, NDUFA9, NDUFS8, NDUFV3, PIK3CB, PIK3CD, CYCS, PRKAA1, PRKAA2, MAPK9, MAPK10, RAC1, TGFB1, UQCRC1, IRS2, COX7A2L, COX5A"
"Cysteine and methionine metabolism",0.593,1,1,43,7,"CDO1, GCLC, MAT2B, GOT1, LDHA, MDH2, TST"
"Type I diabetes mellitus",0.593,1,1,43,7,"GAD1, GZMB, HLA-DMB, HLA-DPA1, HLA-E, IFNG, CD80"
