"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"113","COPS2",242,"Novel","9318",-1.959,NA,"SIN3B, COPS6, UBC, PSMC1, PSMC5, SIN3A, PSMA6, COPS5, JUN",9,NA,0,"JUN",1,"JUN",1,NA,0,NA,0,"JUN",1,1
"114","COPS5",148,"Novel","10987",-1.853,NA,"SMAD4, COPS2, TOP2A, PSMD12, JUN, PSMA6, COPS6, CHUK, UBC, IKBKB",10,NA,0,"JUN, IKBKB, CHUK",3,"JUN, IKBKB, CHUK",3,NA,0,NA,0,"JUN, IKBKB",2,2
"115","COPS6",101,"Novel","10980",-1.741,NA,"COPS5, RAE1, COPS2, KLHL8, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"116","CREB1",391,"Novel","1385",-2.462,"Vasopressin-regulated water reabsorption ; Osteoclast differentiation ; Prostate cancer","MAPK14, UBC, HDAC2",3,NA,0,"MAPK14",1,"MAPK14",1,NA,0,NA,0,NA,0,0
"117","CRK",34,"Regulation of actin cytoskeleton","1398",0.909,NA,"EGFR, BCAR1, RET, PXN, MAPK8, FGFR1, SOS1, PDGFRA, PTK2, ASAP1, DOCK1, ARHGAP32",12,"BCAR1, SOS1, PXN, PTK2, PDGFRA, FGFR1, EGFR, DOCK1",8,"MAPK8",1,"MAPK8",1,"BCAR1, SOS1, PXN, PTK2, PDGFRA, FGFR1, EGFR, DOCK1",8,NA,0,NA,0,8
"118","CRKL",35,"Regulation of actin cytoskeleton","1399",0.428,NA,"EGFR, MAPK1, BCAR1, GAB2, PXN, PDGFRB, SOS1, PDGFRA, PIK3R2, UBC",10,"BCAR1, SOS1, PXN, MAPK1, PIK3R2, PDGFRB, PDGFRA, EGFR",8,"MAPK1, PIK3R2",2,"MAPK1, PIK3R2",2,"BCAR1, SOS1, PXN, MAPK1, PIK3R2, PDGFRB, PDGFRA, EGFR",8,NA,0,NA,0,8
"119","CSF1R",488,"Novel","1436",-4.202,"Cytokine-cytokine receptor interaction ; Endocytosis ; Osteoclast differentiation ; Pathways in cancer ; Hematopoietic cell lineage","UBC, RPS27A, SOS1",3,"SOS1",1,NA,0,NA,0,"SOS1",1,NA,0,NA,0,1
"120","CSK",351,"Regulation of actin cytoskeleton","1445",0.324,NA,"PXN, UBC, CD247, JUN",4,"PXN",1,"JUN, CD247",2,"JUN",1,"PXN",1,NA,0,"JUN",1,2
"121","CSNK2A2",150,"Novel","1459",-3.103,"Tight junction","TOP2A, MAF1, RRP1, HADHA, FGF2, UBC",6,"FGF2",1,NA,0,NA,0,"FGF2",1,NA,0,NA,0,1
"122","CTNND1",464,"Novel","1500",-2.577,"Leukocyte transendothelial migration","UBC, EGFR, CDH5",3,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"123","CXCL10",622,"Toll-like receptor signaling pathway","3627",-0.482,NA,"CXCR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"124","CXCL11",621,"Toll-like receptor signaling pathway","6373",-1.328,"Cytokine-cytokine receptor interaction ; Toll-like receptor signaling pathway ; Chemokine signaling pathway","CXCR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"125","CXCL13",533,"Novel","10563",-1.437,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCR5",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"126","CXCL8",540,"Novel","3576",-1.186,NA,"RELA",1,NA,0,"RELA",1,"RELA",1,NA,0,NA,0,"RELA",1,1
"127","CXCL9",623,"Toll-like receptor signaling pathway","4283",-1.127,NA,"CXCR3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"128","CXCR3",317,"Novel","2833",-1.259,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL11, CXCL10, CXCL9",3,NA,0,NA,0,"CXCL11, CXCL9, CXCL10",3,NA,0,NA,0,"CXCL11",1,1
"129","CXCR4",287,"Novel","7852",-3.12,"Cytokine-cytokine receptor interaction ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis","TLR2, GNA13, UBC",3,"GNA13",1,"TLR2",1,"TLR2",1,"GNA13",1,NA,0,"TLR2",1,2
"130","CXCR5",292,"Novel","643",-1,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL13",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"131","CYLD",428,"Novel","1540",-3.83,"RIG-I-like receptor signaling pathway ; Osteoclast differentiation","TUBA1A, UBC, RIPK1, TRAF6",4,NA,0,"TRAF6",1,"RIPK1, TRAF6",2,NA,0,NA,0,"RIPK1",1,1
"132","DAD1",192,"Novel","1603",-2.577,NA,"SEC61A1, UBC, PCNA",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"133","DCTN4",445,"Novel","51164",-1.088,"Vasopressin-regulated water reabsorption","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"134","DDX3X",390,"Novel","1654",-1.915,"RIG-I-like receptor signaling pathway","PRPF8, EIF2S1, EIF4G1, UBC, EIF3B",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"135","DIAPH3",599,"Regulation of actin cytoskeleton","81624",0.204,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"136","DNM1",500,"Novel","1759",-1.223,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","UBC, SNX9",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"137","DNM1L",366,"Novel","10059",-2.699,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","UBC, BCL2L1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"138","DNTT",613,"Novel","1791",-1.264,"Hematopoietic cell lineage","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"139","DNTTIP1",629,"Novel","116092",-1.056,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"140","DOCK1",531,"Regulation of actin cytoskeleton","1793",0.373,NA,"UBC, RAC1, CRK",3,"RAC1, CRK",2,NA,0,"RAC1",1,"RAC1, CRK",2,NA,0,NA,0,2
"141","DSG2",323,"Novel","1829",-3.103,"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"142","DUSP10",221,"Novel","11221",-1.428,"MAPK signaling pathway","MAPK9, MAP2K7, MAPK8, MAPK14, FOS",5,NA,0,"MAPK9, MAPK8, FOS, MAPK14",4,"MAP2K7, MAPK9, MAPK8, FOS, MAPK14",5,NA,0,NA,0,NA,0,0
"143","DUSP5",608,"Novel","1847",-2.2,"MAPK signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"144","DUSP6",335,"Novel","1848",-2.668,"MAPK signaling pathway","MAPK1, MAPK3",2,"MAPK3, MAPK1",2,"MAPK3, MAPK1",2,"MAPK3, MAPK1",2,"MAPK3, MAPK1",2,NA,0,NA,0,2
"145","DYNC1H1",259,"Novel","1778",-1.392,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, UBC, YARS, CDC5L, SAP30BP",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"146","DYNC1I1",290,"Novel","1780",-1.009,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLL1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"147","DYNC1I2",551,"Novel","1781",-1.418,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"148","DYNLL1",519,"Novel","8655",-1.107,"Vasopressin-regulated water reabsorption","TRAF3IP3, PAK1, DYNC1I1, GNB2L1, UBC",5,"PAK1",1,NA,0,NA,0,"PAK1",1,NA,0,NA,0,1
"149","DYNLT3",299,"Novel","6990",-1.513,NA,"DYNC1I2, DYNC1H1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"150","E2F3",166,"Novel","1871",-1.712,"Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Cell cycle ; Chronic myeloid leukemia ; Melanoma","ACACB, MYBL2, CCNE1, MSH2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"151","EDA",312,"Novel","1896",-1.235,"Cytokine-cytokine receptor interaction","EDAR",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"152","EDAR",578,"Novel","10913",-1.074,"Cytokine-cytokine receptor interaction","EDA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"153","EEF2K",371,"Novel","29904",-1.868,NA,"RAE1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"154","EFTUD2",149,"Novel","9343",-1.461,"Spliceosome","BCAS2, IK, SNRPD3, RPL19, XAB2, UBC, RPS2, PRPF8, SNW1, SF3B1, CDC5L",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"155","EGF",515,"Regulation of actin cytoskeleton","1950",0.014,NA,"FGF5, EGFR",2,"FGF5, EGFR",2,NA,0,NA,0,"FGF5, EGFR",2,NA,0,NA,0,2
"156","EGFR",38,"Regulation of actin cytoskeleton","1956",-1.842,"Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Endocytosis ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; GnRH signaling pathway ; Pancreatic cancer ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; Gap junction ; Melanoma","SFN, RPS27A, EZR, HSPA5, MAPK14, GAB2, MAP2K1, PAK1, FOS, HNRNPH1, TUBA1A, STAT1, PDGFRB, SOS1, PTK2, GAPDH, PTK2B, TAB1, CAMLG, CTNND1, PIK3R3, PIK3R2, PTPN2, EPN1, LAMP1, PTPN6, LRIG1, PLSCR1, SOS2, EGF, TLR2, VAV3, CRKL, EPS8, UBC, STUB1, VAV2, UBB, CRK, VAV1",40,"VAV3, PIK3R3, EZR, VAV2, VAV1, SOS2, SOS1, PTK2, MAP2K1, PIK3R2, PDGFRB, PAK1, EGF, CRKL, CRK",15,"PIK3R3, TLR2, PIK3R2, FOS, MAPK14",5,"TAB1, PIK3R3, TLR2, STAT1, MAP2K1, PIK3R2, FOS, MAPK14",8,"VAV3, PIK3R3, EZR, VAV2, VAV1, SOS2, SOS1, PTK2, MAP2K1, PIK3R2, PDGFRB, PAK1, EGF, CRKL, CRK",15,NA,0,"TLR2, STAT1, PIK3R3",3,18
"157","EGR1",482,"Novel","1958",-3.071,"Prion diseases","SP1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"158","EHMT1",484,"Novel","79813",-3.813,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"159","EHMT2",329,"Novel","10919",-2.058,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"160","EIF1",340,"Novel","10209",-2.083,"RNA transport","EIF3J, EIF3B, RPS27A, EIF3I, EIF2S2, RPS2, EIF3A, UBC",8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"161","EIF2AK2",78,"Novel","5610",-1.283,"Hepatitis C","EIF2S1, STAT1, MAP3K7, CHUK, UBC, PPP1CC",6,"PPP1CC",1,"CHUK",1,"MAP3K7, STAT1, CHUK",3,"PPP1CC",1,NA,0,"STAT1, MAP3K7",2,3
"162","EIF2B3",439,"Novel","8891",-1.129,"RNA transport","EIF2S1, EIF2S2, EIF2S3, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"163","EIF2S1",83,"Novel","1965",-2.958,"RNA transport ; Hepatitis C","EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, DDX3X, EIF2B3, EIF2AK2, UBC",9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"164","EIF2S2",143,"Novel","8894",-3.692,"RNA transport","EIF1, EIF2B3, EIF3A, EIF2S3, EIF3B, UBC, EIF2S1",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"165","EIF2S3",142,"Novel","1968",-1.135,"RNA transport","EIF2S2, EIF2B3, EIF3A, EIF2S1, EIF3B, EIF3I, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"166","EIF3A",141,"Novel","8661",-2.02,"RNA transport","EIF2S3, EIF2S2, EIF4B, EIF4G2, EIF1, EIF3B, EIF2S1, UBC, EIF3I, EIF3J",10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"167","EIF3B",135,"Novel","8662",-1.413,"RNA transport","EIF3J, EIF3A, EIF2S3, EIF2S2, EIF4G1, EIF1, DDX3X, EIF4A1, UBC, EIF3I, EIF2S1",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"168","EIF3I",84,"Novel","8668",-1.733,"RNA transport","EIF3B, EIF3J, EIF3A, EIF2S3, EIF1, EIF2S1, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"169","EIF3J",137,"Novel","8669",-1.484,"RNA transport","EIF3A, EIF1, EIF3B, UBC, EIF3I",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"170","EIF4A1",468,"Novel","1973",-1.554,"RNA transport","EIF3B, UBC, EIF4G1, PPP2R1A, EIF4G2, EIF4B",6,NA,0,"PPP2R1A",1,NA,0,NA,0,NA,0,NA,0,0
"171","EIF4B",160,"Novel","1975",-1.216,"RNA transport","EIF4G1, EIF4G2, EIF4A1, UBC, EIF3A",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"172","EIF4G1",178,"Novel","1981",-3.131,"RNA transport","POLDIP3, EIF4G2, DDX3X, EIF4A1, EIF4B, UBC, EIF3B",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"173","EIF4G2",270,"Novel","1982",-2.033,"RNA transport","EIF4A1, UBC, EIF4G1, EIF3A, EIF4B",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"174","ELF4",546,"Novel","2000",-2.109,NA,"RUNX1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"175","ELMSAN1",627,"Novel","91748",-2.177,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"176","ENDOG",526,"Novel","2021",-1.594,"Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"177","EPAS1",227,"Novel","2034",-2.03,"Pathways in cancer ; Renal cell carcinoma","ARNT, SP1, SMAD3",3,NA,0,"SMAD3",1,NA,0,NA,0,NA,0,NA,0,0
"178","EPN1",498,"Novel","29924",-1.008,"Endocytosis","UBC, EGFR, CLTC",3,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"179","EPS8",33,"Novel","2059",-3.103,NA,"EGFR, SOS1, BAIAP2",3,"BAIAP2, SOS1, EGFR",3,NA,0,NA,0,"BAIAP2, SOS1, EGFR",3,NA,0,NA,0,3
"180","ERC1",589,"Novel","23085",-3.389,NA,"UBC, IKBKB",2,NA,0,"IKBKB",1,"IKBKB",1,NA,0,NA,0,"IKBKB",1,1
"181","EXOSC10",320,"Novel","5394",-1.397,NA,"SUV39H2, SUV39H1, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"182","EZR",57,"Regulation of actin cytoskeleton","7430",-0.82,NA,"FASLG, FADD, FAS, RDX, MSN, EGFR, RHOA, UBC",8,"RDX, MSN, EGFR, RHOA",4,"FADD, FASLG, FAS",3,"FADD",1,"RDX, MSN, EGFR, RHOA",4,NA,0,NA,0,4
"183","F2",145,"Regulation of actin cytoskeleton","2147",1.568,NA,"F2R, SERPINE1, GP1BA, SPP1",4,"F2R",1,"SERPINE1",1,"SPP1",1,"F2R",1,NA,0,NA,0,1
"184","F2R",306,"Regulation of actin cytoskeleton","2149",0.619,NA,"GNA13, F2, UBC",3,"GNA13, F2",2,NA,0,NA,0,"GNA13, F2",2,NA,0,NA,0,2
"185","FADD",171,"Toll-like receptor signaling pathway","8772",0.471,NA,"MYD88, CFLAR, TNFRSF1A, FAS, EZR, CASP8, UBC, FASLG, RHOA, RIPK1",10,"EZR, RHOA",2,"CFLAR, TNFRSF1A, MYD88, CASP8, FASLG, FAS",6,"RIPK1, MYD88, CASP8",3,"EZR, RHOA",2,"TNFRSF1A, CFLAR",2,"RIPK1, MYD88",2,6
"186","FAHD2B",634,"Novel","151313",-1.348,NA,"PCNA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"187","FAS",459,"Chagas disease (American trypanosomiasis)","355",0.437,NA,"RHOA, EZR, RIPK1, CASP8, UBE2I, FADD, MAPK8, RAP1A, CFLAR, FASLG",10,"EZR, RHOA",2,"CFLAR, FADD, MAPK8, CASP8, FASLG",5,"FADD, RIPK1, MAPK8, CASP8",4,"EZR, RHOA",2,"CFLAR",1,"RIPK1",1,4
"188","FASLG",59,"Chagas disease (American trypanosomiasis)","356",-0.536,NA,"CASP8, FADD, MAPK8, FN1, TNFRSF1A, FAS, EZR",7,"EZR, FN1",2,"FADD, TNFRSF1A, MAPK8, CASP8, FAS",5,"FADD, MAPK8, CASP8",3,"EZR, FN1",2,"TNFRSF1A",1,NA,0,3
"189","FBXW7",139,"Novel","55294",-3.288,NA,"CCNE1, UBC, JUN, UBB",4,NA,0,"JUN",1,"JUN",1,NA,0,NA,0,"JUN",1,1
"190","FGF1",461,"Regulation of actin cytoskeleton","2246",0.3,NA,"FGFR1, FGFR2, FGFR3, FGFR4",4,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,NA,0,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,NA,0,4
"191","FGF10",640,"Regulation of actin cytoskeleton","2255",-2.272,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR2",1,"FGFR2",1,NA,0,NA,0,"FGFR2",1,NA,0,NA,0,1
"192","FGF2",476,"Regulation of actin cytoskeleton","2247",0.934,NA,"FGFR3, CSNK2A2, FGFR2, FGFR4, FGFR1",5,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,NA,0,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,NA,0,4
"193","FGF23",636,"Regulation of actin cytoskeleton","8074",-0.511,NA,"FGFR1, FGFR2",2,"FGFR2, FGFR1",2,NA,0,NA,0,"FGFR2, FGFR1",2,NA,0,NA,0,2
"194","FGF3",535,"Regulation of actin cytoskeleton","2248",0.242,NA,"FGFR2, FGFR1, FGFR4, FGFR3",4,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,NA,0,"FGFR4, FGFR2, FGFR3, FGFR1",4,NA,0,NA,0,4
"195","FGF4",534,"Regulation of actin cytoskeleton","2249",0.13,NA,"FGFR2, FGFR3, FGFR4",3,"FGFR4, FGFR2, FGFR3",3,NA,0,NA,0,"FGFR4, FGFR2, FGFR3",3,NA,0,NA,0,3
"196","FGF5",284,"Regulation of actin cytoskeleton","2250",0.735,NA,"EGF, FGFR4, FGFR2, FGFR1, FGFR3",5,"FGFR4, FGFR2, FGFR3, FGFR1, EGF",5,NA,0,NA,0,"FGFR4, FGFR2, FGFR3, FGFR1, EGF",5,NA,0,NA,0,5
"197","FGF6",582,"Regulation of actin cytoskeleton","2251",-0.899,NA,"FGFR2, FGFR3, FGFR1",3,"FGFR2, FGFR3, FGFR1",3,NA,0,NA,0,"FGFR2, FGFR3, FGFR1",3,NA,0,NA,0,3
"198","FGF8",583,"Regulation of actin cytoskeleton","2253",-1.186,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR1, FGFR3, FGFR2",3,"FGFR2, FGFR3, FGFR1",3,NA,0,NA,0,"FGFR2, FGFR3, FGFR1",3,NA,0,NA,0,3
"199","FGF9",536,"Regulation of actin cytoskeleton","2254",-1.943,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Pathways in cancer ; Melanoma","FGFR2, FGFR3, FGFR4",3,"FGFR4, FGFR2, FGFR3",3,NA,0,NA,0,"FGFR4, FGFR2, FGFR3",3,NA,0,NA,0,3
"200","FGFR1",228,"Regulation of actin cytoskeleton","2260",-0.377,NA,"SOS1, FGF5, FGF1, FGF2, FGF3, FGF6, FGF8, FGF23, UBC, CRK",10,"FGF23, SOS1, FGF8, FGF6, FGF5, FGF3, FGF2, FGF1, CRK",9,NA,0,NA,0,"FGF23, SOS1, FGF8, FGF6, FGF5, FGF3, FGF2, FGF1, CRK",9,NA,0,NA,0,9
"201","FGFR2",267,"Regulation of actin cytoskeleton","2263",1.87,NA,"FGF5, FGF1, FGF2, FGF4, FGF3, FGF9, FGF6, FGF8, FGF23, FGF10, UBC",11,"FGF23, FGF10, FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",10,NA,0,NA,0,"FGF23, FGF10, FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",10,NA,0,NA,0,10
"202","FGFR3",266,"Regulation of actin cytoskeleton","2261",-3.16,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Endocytosis ; Pathways in cancer","FGF5, FGF1, FGF2, FGF4, FGF3, FGF9, FGF6, FGF8",8,"FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",8,NA,0,NA,0,"FGF9, FGF8, FGF6, FGF5, FGF4, FGF3, FGF2, FGF1",8,NA,0,NA,0,8
"203","FGFR4",265,"Regulation of actin cytoskeleton","2264",-0.405,NA,"FGF5, FGF1, FGF2, FGF4, FGF3, FGF9, UBC",7,"FGF9, FGF5, FGF4, FGF3, FGF2, FGF1",6,NA,0,NA,0,"FGF9, FGF5, FGF4, FGF3, FGF2, FGF1",6,NA,0,NA,0,6
"204","FHL2",580,"Novel","2274",-2.243,"Osteoclast differentiation","UBC, TRAF6, ITGA7",3,"ITGA7",1,"TRAF6",1,"TRAF6",1,"ITGA7",1,NA,0,NA,0,1
"205","FN1",295,"Regulation of actin cytoskeleton","2335",0.505,NA,"ITGA5, ITGB1, FASLG, UBC, ITGAV",5,"ITGB1, ITGAV, ITGA5",3,"FASLG",1,NA,0,"ITGB1, ITGAV, ITGA5",3,NA,0,NA,0,3
"206","FOS",132,"Toll-like receptor signaling pathway","2353",0.621,NA,"STAT1, DUSP10, RUNX1, SMAD3, JUN, SUMO3, UBC, MAPK1, EGFR, PSMC5",10,"MAPK1, EGFR",2,"MAPK1, SMAD3, JUN",3,"STAT1, MAPK1, JUN",3,"MAPK1, EGFR",2,NA,0,"STAT1, JUN",2,4
"207","FYTTD1",537,"Novel","84248",-1.537,NA,"NXF1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"208","GAB2",116,"Novel","9846",-1.433,"Osteoclast differentiation ; Fc gamma R-mediated phagocytosis ; Chronic myeloid leukemia ; Fc epsilon RI signaling pathway","MAPK3, CRKL, EGFR, MAPK1",4,"MAPK3, MAPK1, EGFR, CRKL",4,"MAPK3, MAPK1",2,"MAPK3, MAPK1",2,"MAPK3, MAPK1, EGFR, CRKL",4,NA,0,NA,0,4
"209","GAPDH",332,"Novel","2597",-1.042,NA,"UBC, EGFR",2,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"210","GIT1",204,"Regulation of actin cytoskeleton","28964",-1.335,"Regulation of actin cytoskeleton ; Endocytosis ; Epithelial cell signaling in Helicobacter pylori infection","PTK2, ARHGEF7, ADRBK1, ARHGEF6, PXN, PAK1",6,"ARHGEF6, ARHGEF7, PXN, PTK2, PAK1",5,NA,0,NA,0,"ARHGEF6, ARHGEF7, PXN, PTK2, PAK1",5,NA,0,NA,0,5
"211","GNA11",591,"Chagas disease (American trypanosomiasis)","2767",-1.219,"Chagas disease (American trypanosomiasis) ; Amoebiasis ; GnRH signaling pathway ; Long-term depression ; Gap junction","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"212","GNA12",579,"Regulation of actin cytoskeleton","2768",-0.315,NA,"ARHGEF12, UBC, ARHGEF1",3,"ARHGEF12, ARHGEF1",2,NA,0,NA,0,"ARHGEF12, ARHGEF1",2,NA,0,NA,0,2
"213","GNA13",572,"Regulation of actin cytoskeleton","10672",-0.99,NA,"ARHGEF12, ARHGEF1, F2R, UBC, CXCR4",5,"ARHGEF12, ARHGEF1, F2R",3,NA,0,NA,0,"ARHGEF12, ARHGEF1, F2R",3,NA,0,NA,0,3
"214","GNAI1",216,"Chagas disease (American trypanosomiasis)","2770",-0.523,NA,"GNAI3, UBC",2,NA,0,"GNAI3",1,NA,0,NA,0,"GNAI3",1,NA,0,1
"215","GNAI3",397,"Chagas disease (American trypanosomiasis)","2773",-1.532,"Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Tight junction ; Long-term depression ; Gap junction ; Progesterone-mediated oocyte maturation","GNAI1, UBC",2,NA,0,"GNAI1",1,NA,0,NA,0,NA,0,NA,0,0
"216","GNAL",528,"Chagas disease (American trypanosomiasis)","2774",1.379,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"217","GNAO1",403,"Chagas disease (American trypanosomiasis)","2775",-1.165,"Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Long-term depression","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"218","GNAQ",273,"Chagas disease (American trypanosomiasis)","2776",0.002,NA,"PLCB1, ADRBK1, PLCB2, UBC",4,NA,0,"PLCB1, PLCB2",2,NA,0,NA,0,NA,0,NA,0,0
"219","GNAS",532,"Chagas disease (American trypanosomiasis)","2778",-0.294,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"220","GNB2L1",72,"Novel","10399",-1.839,NA,"RPS2, RPL19, STAT1, IFNAR2, IK, DYNLL1, UBC, ITGB1, RPS27A, UBB",10,"ITGB1",1,NA,0,"STAT1, IFNAR2",2,"ITGB1",1,NA,0,"STAT1",1,2
"221","GNG12",398,"Regulation of actin cytoskeleton","55970",0.573,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"222","GP1BA",442,"Novel","2811",-1.037,"Hematopoietic cell lineage ; ECM-receptor interaction","F2",1,"F2",1,NA,0,NA,0,"F2",1,NA,0,NA,0,1
"223","GRIN2D",611,"Novel","2906",-1.039,"Amyotrophic lateral sclerosis (ALS)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"224","GSK3A",470,"Novel","2931",-1.423,"Chemokine signaling pathway","UBC, AKT1",2,NA,0,"AKT1",1,"AKT1",1,NA,0,NA,0,NA,0,0
"225","GSN",495,"Regulation of actin cytoskeleton","2934",0.757,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"226","GSTP1",427,"Novel","2950",-1.499,"Pathways in cancer ; Prostate cancer","MAPK8, UBC",2,NA,0,"MAPK8",1,"MAPK8",1,NA,0,NA,0,NA,0,0
"227","HADHA",475,"Novel","3030",-1.077,"Lysine degradation ; Propanoate metabolism ; beta-Alanine metabolism","UBC, CSNK2A2",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
